Date,AC ASIA IMI
1994-05-31,834.7876217301095
1994-06-30,870.8624967109013
1994-07-29,850.9066650655806
1994-08-31,864.8353044012173
1994-09-30,845.8713850609448
1994-10-31,863.086370031313
1994-11-30,805.6330217946366
1994-12-30,813.3044711549654
1995-01-31,760.5191457088214
1995-02-28,733.1667791331103
1995-03-31,786.6000269462986
1995-04-28,811.6754698843736
1995-05-31,782.2765640351658
1995-06-30,753.4644790490105
1995-07-31,800.4454807216317
1995-08-31,770.826271931949
1995-09-29,774.3164407576567
1995-10-31,739.2372424246172
1995-11-30,766.0830574810991
1995-12-29,802.0214995142782
1996-01-31,806.1512930247992
1996-02-29,798.2332495491322
1996-03-29,820.3671017465024
1996-04-30,871.6708486882299
1996-05-31,837.2949602952006
1996-06-28,837.6492214946874
1996-07-31,793.345313036852
1996-08-30,773.6199991699151
1996-09-30,790.39473184971
1996-10-31,747.9557436234884
1996-11-29,758.7748427779269
1996-12-31,717.4563385176527
1997-01-01,717.495176518633
1997-01-02,718.376032750178
1997-01-03,716.7481493504649
1997-01-06,723.6113580313448
1997-01-07,717.6602220350012
1997-01-08,710.7760540526104
1997-01-09,695.538839342801
1997-01-10,678.8607655190563
1997-01-13,691.1687383993677
1997-01-14,689.3813560964228
1997-01-15,691.4958648287599
1997-01-16,697.1436245537665
1997-01-17,693.4353141458793
1997-01-20,682.6256416660073
1997-01-21,678.2014879772933
1997-01-22,683.9339908418219
1997-01-23,678.5798698796947
1997-01-24,675.0255814598331
1997-01-27,664.5137553759668
1997-01-28,663.870226129366
1997-01-29,666.1254417136319
1997-01-30,661.2771845998385
1997-01-31,670.5410879109936
1997-02-03,668.1048750616036
1997-02-04,669.6799940009971
1997-02-05,659.4547919784462
1997-02-06,657.3389447583439
1997-02-07,650.553922629609
1997-02-10,660.9221538055519
1997-02-11,659.7908189125518
1997-02-12,661.9733047915419
1997-02-13,663.5513683885553
1997-02-14,667.000822291848
1997-02-17,667.9400894345736
1997-02-18,664.0610140085962
1997-02-19,665.1745788087599
1997-02-20,679.908775206929
1997-02-21,684.8940701464483
1997-02-24,686.5044348554312
