Date,ACFM EUROPE + CIS (E+C) IMI
2007-05-31,1000.0
2007-06-01,1006.9640753681506
2007-06-04,1008.8079821359636
2007-06-05,1006.1840750483152
2007-06-06,988.3396733486802
2007-06-07,974.5260726878217
2007-06-08,966.3781579472907
2007-06-11,974.4483077280655
2007-06-12,967.4454041421117
2007-06-13,970.1338263703185
2007-06-14,986.0832371667548
2007-06-15,1002.1342055582218
2007-06-18,1001.7224136726819
2007-06-19,999.2634714418563
2007-06-20,1003.8396638341854
2007-06-21,992.3240796655653
2007-06-22,991.6839182190623
2007-06-25,991.7316390563932
2007-06-26,987.1878184874528
2007-06-27,980.2717499586423
2007-06-28,992.9472088987181
2007-06-29,1001.3038537879853
2007-07-02,1007.4725635625517
2007-07-03,1015.5480382538882
2007-07-04,1021.009326799162
2007-07-05,1013.6143564084203
2007-07-06,1021.7905020530151
2007-07-09,1025.1999393067817
2007-07-10,1020.499137277398
2007-07-11,1021.6090370381037
2007-07-12,1033.6465449218379
2007-07-13,1038.334927446877
2007-07-16,1039.6815649553814
2007-07-17,1035.6183247867525
2007-07-18,1025.913175870809
2007-07-19,1037.1650652595542
2007-07-20,1027.4193886898506
2007-07-23,1032.534960899218
2007-07-24,1017.2306905552853
2007-07-25,999.9228576600839
2007-07-26,972.4668288892709
2007-07-27,962.4093196500401
2007-07-30,963.0822013847866
2007-07-31,984.1203925259006
2007-08-01,968.1242170810898
2007-08-02,974.6602699151198
2007-08-03,969.2534002452334
2007-08-06,961.3706504420182
2007-08-07,971.4916330405522
2007-08-08,994.595795046831
2007-08-09,969.0688677038937
2007-08-10,938.0969648789373
2007-08-13,954.3618426742449
2007-08-14,940.2461367353245
2007-08-15,930.3080199131887
2007-08-16,891.9649987405104
2007-08-17,918.0855051675221
2007-08-20,921.5447954771786
2007-08-21,921.5344860231237
2007-08-22,940.3146562068089
2007-08-23,946.4404690282806
2007-08-24,954.0423110753429
2007-08-27,956.480932846875
2007-08-28,940.0934007459241
2007-08-29,945.9090632219878
2007-08-30,955.956534544531
2007-08-31,968.8962366633456
2007-09-03,970.2873152961902
2007-09-04,974.8836915137612
2007-09-05,962.5984269671691
2007-09-06,968.547713408147
2007-09-07,952.9096438635314
2007-09-10,946.1381891760052
2007-09-11,964.688541529128
2007-09-12,970.1389876476669
2007-09-13,977.4908215454033
2007-09-14,965.4771470518945
2007-09-17,950.8307919593849
2007-09-18,964.466483178823
2007-09-19,996.5512159487831
2007-09-20,998.8382049215786
2007-09-21,1004.1396394185425
2007-09-24,1003.7334454660146
2007-09-25,994.3137233436769
2007-09-26,1001.4197559967785
2007-09-27,1011.0040892654138
2007-09-28,1015.7052744608918
2007-10-01,1024.4834472287998
2007-10-02,1023.9713972387018
2007-10-03,1025.2511343619328
2007-10-04,1026.0510104540087
2007-10-05,1034.5130227155123
2007-10-08,1026.9422786643042
2007-10-09,1034.2035150332117
2007-10-10,1040.911487457505
2007-10-11,1053.0073283458266
2007-10-12,1048.5489478016339
2007-10-15,1043.7060915545455
2007-10-16,1030.9928457644678
2007-10-17,1040.8890802202689
2007-10-18,1037.8934779468736
2007-10-19,1029.3222033990173
2007-10-22,1008.0890783955742
2007-10-23,1026.2199875465244
2007-10-24,1019.4887631804951
2007-10-25,1036.6992812167819
2007-10-26,1048.7423956239452
2007-10-29,1057.3742718181607
2007-10-30,1053.5917022297233
2007-10-31,1067.0206209504915
2007-11-01,1049.646440078464
2007-11-02,1046.1514916041363
2007-11-05,1038.2454064294936
2007-11-06,1048.3921140008968
2007-11-07,1048.1641976143037
2007-11-08,1044.4473853697998
2007-11-09,1027.1347693207488
2007-11-12,1016.3690826924366
2007-11-13,1022.3336108962372
2007-11-14,1033.9910437557785
2007-11-15,1016.3167828365937
2007-11-16,1008.0533720695695
2007-11-19,987.3521958615019
2007-11-20,1006.1076028973147
2007-11-21,983.0336403262269
2007-11-22,991.4854564365971
2007-11-23,1004.0653632206603
2007-11-26,1002.3253397203163
2007-11-27,998.4638401264278
2007-11-28,1018.4748621146003
2007-11-29,1023.835764329081
2007-11-30,1030.6290781274038
2007-12-03,1025.074524885066
2007-12-04,1016.987205321686
2007-12-05,1028.643560594962
2007-12-06,1026.860564502384
2007-12-07,1037.496433706938
2007-12-10,1047.979017905129
2007-12-11,1042.7155493245334
2007-12-12,1045.3507103380593
2007-12-13,1015.2956271673798
