Date,ACWI ex SWEDEN IMI
1994-05-31,1000.0
1994-06-30,1002.3278457734599
1994-07-29,1017.7523863829782
1994-08-31,1051.5045859091292
1994-09-30,1028.0190942396562
1994-10-31,1049.7184992098912
1994-11-30,999.084035086508
1994-12-30,1008.4251228928971
1995-01-31,987.5925996866177
1995-02-28,993.200008381422
1995-03-31,1038.8713243128007
1995-04-28,1070.3299739065567
1995-05-31,1077.174409586734
1995-06-30,1079.339378208834
1995-07-31,1131.8616317259778
1995-08-31,1112.5776657095205
1995-09-29,1137.9008978413103
1995-10-31,1115.239450467357
1995-11-30,1146.8244173705145
1995-12-29,1180.8263310585107
1996-01-31,1202.7809936770673
1996-02-29,1211.4026713707522
1996-03-29,1230.0418089059958
1996-04-30,1268.9095922175493
1996-05-31,1271.4859200277156
1996-06-28,1271.9077811124748
1996-07-31,1217.0929843901424
1996-08-30,1235.2622871876308
1996-09-30,1275.8422234870786
1996-10-31,1273.0324522150697
1996-11-29,1330.2748778807065
1996-12-31,1312.146990482528
1997-01-01,1312.1616842446067
1997-01-02,1302.977619011002
1997-01-03,1310.5236445057744
1997-01-06,1315.0804751324217
1997-01-07,1318.4037083974126
1997-01-08,1313.8746972593692
1997-01-09,1312.1494018464537
1997-01-10,1306.211751789229
1997-01-13,1314.0819312713763
1997-01-14,1323.0849338066998
1997-01-15,1325.1482725379021
1997-01-16,1331.4829273263838
1997-01-17,1333.175784851709
1997-01-20,1328.152681944186
1997-01-21,1328.0655838212376
1997-01-22,1333.3364977947247
1997-01-23,1326.5324737592887
1997-01-24,1317.6275529885265
1997-01-27,1307.14352242805
1997-01-28,1305.908867286217
1997-01-29,1310.3040748843525
1997-01-30,1317.3194555864561
1997-01-31,1326.040997344993
1997-02-03,1325.7304929479747
1997-02-04,1328.3360621695658
1997-02-05,1319.5644986415136
1997-02-06,1320.1637313153437
1997-02-07,1323.1349962144104
1997-02-10,1327.6283034798541
1997-02-11,1328.176617307944
1997-02-12,1338.4398892856236
1997-02-13,1346.5930872230426
1997-02-14,1347.5119801340138
1997-02-17,1346.6829152687033
1997-02-18,1349.4244987426093
1997-02-19,1348.3637429128537
1997-02-20,1347.7602157839096
1997-02-21,1349.3902500765041
1997-02-24,1358.360986074705
1997-02-25,1363.4889238009202
1997-02-26,1354.3465134939172
1997-02-27,1347.063782126507
1997-02-28,1339.5828593717342
1997-03-03,1338.6768594278412
1997-03-04,1338.6244023822876
1997-03-05,1344.163936950075
1997-03-06,1342.6112290380324
1997-03-07,1347.661885779683
1997-03-10,1357.1648879490817
1997-03-11,1358.2332661912312
1997-03-12,1347.6150544994584
1997-03-13,1332.8844337398375
1997-03-14,1334.8057264101399
1997-03-17,1331.785493816168
1997-03-18,1329.5447769343602
1997-03-19,1325.879565198643
1997-03-20,1317.3864168793384
1997-03-21,1323.3555131976186
1997-03-24,1322.4831980327724
1997-03-25,1326.7156107543285
1997-03-26,1332.5056477036217
1997-03-27,1322.964307081127
1997-03-28,1322.2058511039581
1997-03-31,1308.243819358381
1997-04-01,1299.9930776269896
1997-04-02,1295.6248030663144
1997-04-03,1292.2884152379293
1997-04-04,1295.6699393367012
1997-04-07,1295.7324507812668
1997-04-08,1299.209948461489
1997-04-09,1294.8092067992961
1997-04-10,1289.1556659990968
1997-04-11,1273.9588799315509
1997-04-14,1271.5470311058486
1997-04-15,1283.2531210765778
1997-04-16,1292.3799481601407
1997-04-17,1294.746045864259
1997-04-18,1301.0831322725267
1997-04-21,1302.2109568553606
1997-04-22,1308.9749588659272
1997-04-23,1313.723915597715
1997-04-24,1311.9789693847677
1997-04-25,1302.7696108615858
1997-04-28,1305.6993782049906
1997-04-29,1323.1536341718015
1997-04-30,1334.3677622037394
1997-05-01,1339.7700570164511
1997-05-02,1352.9093837471987
1997-05-05,1367.9031913239746
1997-05-06,1379.7340361606712
1997-05-07,1372.9587920732324
1997-05-08,1378.23613406987
1997-05-09,1386.9396830442183
1997-05-12,1405.0893979742093
1997-05-13,1405.0992960109752
1997-05-14,1410.4713913576416
1997-05-15,1416.0062526258032
1997-05-16,1415.7967077401029
1997-05-19,1415.1843020238723
1997-05-20,1425.5277563870568
1997-05-21,1424.317710783629
1997-05-22,1417.8181966186057
1997-05-23,1430.3516013522699
1997-05-26,1430.718844340746
1997-05-27,1428.967261773442
1997-05-28,1432.2351192910996
1997-05-29,1429.4659103749525
1997-05-30,1425.838824096407
1997-06-02,1429.3028315686602
1997-06-03,1431.3835908402475
1997-06-04,1429.6222540560973
1997-06-05,1435.2595640897798
1997-06-06,1446.6592294135
1997-06-09,1458.7705217218372
1997-06-10,1461.31976136468
1997-06-11,1466.9607555713692
1997-06-12,1474.7769847473137
1997-06-13,1481.8798842733606
1997-06-16,1488.900448897884
1997-06-17,1485.6564036467498
1997-06-18,1483.7815619783453
1997-06-19,1491.3717846419695
1997-06-20,1491.2762913855527
1997-06-23,1479.602953447229
1997-06-24,1491.837284140599
1997-06-25,1497.9355899202756
1997-06-26,1495.7839581585715
1997-06-27,1492.7915573256394
1997-06-30,1491.6080946985883
1997-07-01,1497.6934558614676
1997-07-02,1507.7601595524875
1997-07-03,1524.5309111094052
1997-07-04,1523.208517194961
1997-07-07,1523.5126510780835
1997-07-08,1526.5531166448657
1997-07-09,1519.1888860150693
1997-07-10,1522.9438601605673
1997-07-11,1525.7622166751305
1997-07-14,1528.799081221843
1997-07-15,1525.381825703138
1997-07-16,1542.1550453929945
1997-07-17,1539.242319056055
1997-07-18,1523.142715243146
1997-07-21,1514.5500351107962
1997-07-22,1531.452002390768
1997-07-23,1538.7811668897257
1997-07-24,1539.366036164727
1997-07-25,1537.172181094012
1997-07-28,1534.5429372339186
1997-07-29,1538.644081289518
1997-07-30,1546.6906235423778
1997-07-31,1550.2655166820537
1997-08-01,1537.4503054784673
1997-08-04,1532.3341083964915
1997-08-05,1530.063845486825
1997-08-06,1542.4435057275987
1997-08-07,1538.303273979809
1997-08-08,1529.087978652509
1997-08-11,1520.5939989313442
1997-08-12,1515.468040225256
1997-08-13,1512.22206123395
1997-08-14,1508.1028457970526
1997-08-15,1494.785872354486
1997-08-18,1490.5827246300892
1997-08-19,1501.7037195526311
1997-08-20,1515.1764238266605
1997-08-21,1508.782846985753
1997-08-22,1497.362389952025
1997-08-25,1493.7671780758862
1997-08-26,1490.222568368485
1997-08-27,1486.108072804072
1997-08-28,1472.4507887216025
1997-08-29,1458.9199440246095
1997-09-01,1451.892232154391
1997-09-02,1473.4953565458122
1997-09-03,1486.179323224244
1997-09-04,1487.3826808544788
1997-09-05,1494.805668132758
1997-09-08,1497.8812394495296
1997-09-09,1504.0674045088672
1997-09-10,1490.4280681664095
1997-09-11,1475.010861511625
1997-09-12,1482.1247032520575
1997-09-15,1484.285036416092
1997-09-16,1500.6736945042123
1997-09-17,1504.0210466196938
1997-09-18,1508.1679523126895
1997-09-19,1511.391930076751
1997-09-22,1516.5100429409038
1997-09-23,1514.8726547389942
1997-09-24,1521.675849440585
1997-09-25,1517.3174618520193
1997-09-26,1520.7418256360654
1997-09-29,1526.5493269113058
1997-09-30,1527.465482095173
1997-10-01,1533.227364243243
1997-10-02,1536.9617527486616
1997-10-03,1543.033702965263
1997-10-06,1549.2663381506093
1997-10-07,1554.8912507238454
1997-10-08,1551.9237596189646
1997-10-09,1543.8872703710335
1997-10-10,1541.208061024122
1997-10-13,1542.0853662398176
1997-10-14,1540.5551001503811
1997-10-15,1536.8768292174643
1997-10-16,1534.5890714203904
1997-10-17,1515.980720342819
1997-10-20,1516.6968702010486
1997-10-21,1531.5656378626775
1997-10-22,1528.0546573541599
1997-10-23,1491.7647128655287
1997-10-24,1485.232385569867
1997-10-27,1417.9988456341089
1997-10-28,1424.7005822449785
1997-10-29,1447.8273871384279
1997-10-30,1425.0604827227644
1997-10-31,1438.642846926487
1997-11-03,1465.5314273038593
1997-11-04,1468.2444533231546
1997-11-05,1469.738189352878
1997-11-06,1462.7705921565296
1997-11-07,1436.013512259764
1997-11-10,1428.5166914245997
1997-11-11,1429.5171491525032
1997-11-12,1400.8220708646143
1997-11-13,1405.964190964482
1997-11-14,1410.7497836871744
1997-11-17,1445.5766515876958
1997-11-18,1443.554701739563
1997-11-19,1433.088008743644
1997-11-20,1450.29321899032
1997-11-21,1463.9889886423568
1997-11-24,1444.6433725458219
1997-11-25,1431.7329305533992
1997-11-26,1433.553764538738
1997-11-27,1440.0717583674889
1997-11-28,1443.1424050214
1997-12-01,1461.3860482744751
1997-12-02,1464.0076472644855
1997-12-03,1467.0555881909956
1997-12-04,1466.6659095303055
1997-12-05,1473.718455773259
1997-12-08,1474.9630376061257
1997-12-09,1470.2783095164261
1997-12-10,1462.1424056019075
1997-12-11,1435.3321011890162
1997-12-12,1431.361929354362
1997-12-15,1435.14727224617
1997-12-16,1442.7152831578203
1997-12-17,1457.6338379425927
1997-12-18,1446.2969713730256
1997-12-19,1425.0568866277094
1997-12-22,1421.639023714959
1997-12-23,1416.8332320803095
1997-12-24,1412.759767878859
1997-12-25,1412.9852539271383
1997-12-26,1417.5164802956947
1997-12-29,1437.6881972978747
1997-12-30,1456.645816303993
1997-12-31,1457.683521561194
1998-01-01,1457.709867718267
1998-01-02,1459.0587514475185
1998-01-05,1459.7667542559504
1998-01-06,1445.6575898713259
1998-01-07,1440.9841837073432
1998-01-08,1428.7455821178344
1998-01-09,1397.8423111562731
1998-01-12,1383.9744577477306
1998-01-13,1405.3819415683938
1998-01-14,1419.1274395411988
1998-01-15,1413.6169714274267
1998-01-16,1439.5030408706023
1998-01-19,1449.4458376426826
1998-01-20,1461.0245077230513
1998-01-21,1459.8278835802691
1998-01-22,1453.8414460465494
1998-01-23,1455.7201658385952
1998-01-26,1461.108182652892
1998-01-27,1473.7857434151388
1998-01-28,1484.3113987178137
1998-01-29,1488.5750120335201
1998-01-30,1483.9767464663657
1998-02-02,1510.5757466953007
1998-02-03,1520.8731196147628
1998-02-04,1525.3251066676062
1998-02-05,1533.4827045649781
1998-02-06,1540.815908297577
1998-02-09,1538.1987124931195
1998-02-10,1548.23313587941
1998-02-11,1551.3418115502207
1998-02-12,1550.8235258865395
1998-02-13,1539.8151416819735
1998-02-16,1539.286955461855
1998-02-17,1545.1210826557765
1998-02-18,1554.4753646924135
1998-02-19,1551.1395756951088
1998-02-20,1554.4913764580558
1998-02-23,1562.4247501282637
1998-02-24,1552.8083107265911
1998-02-25,1567.3406514982246
1998-02-26,1580.0273579124232
1998-02-27,1588.7770612062081
1998-03-02,1599.9867071098868
1998-03-03,1601.2173058291316
1998-03-04,1589.3292501504345
1998-03-05,1569.10162020507
1998-03-06,1592.380332815626
1998-03-09,1592.8413230271756
1998-03-10,1603.9533521688265
1998-03-11,1606.2600900001216
1998-03-12,1607.9593483639865
1998-03-13,1620.7893256805664
1998-03-16,1625.1722027887593
1998-03-17,1632.5966158681356
1998-03-18,1629.8664730402397
1998-03-19,1636.994489587325
1998-03-20,1645.2173952447702
1998-03-23,1647.7980748724258
1998-03-24,1656.2944791871296
1998-03-25,1661.7246231192528
1998-03-26,1663.4901579100563
1998-03-27,1660.2278896085022
1998-03-30,1646.8556172981712
