Date,ACWI ex AUSTRIA IMI
1994-05-31,1000.0
1994-06-30,1001.6791419960834
1994-07-29,1017.4970774520366
1994-08-31,1050.9036541698495
1994-09-30,1027.7024381823574
1994-10-31,1050.0676483185644
1994-11-30,999.5978226283216
1994-12-30,1008.740654740343
1995-01-31,988.3094853173411
1995-02-28,993.939015392653
1995-03-31,1038.9149391183457
1995-04-28,1071.0648532274201
1995-05-31,1077.8373143985866
1995-06-30,1080.3950390562768
1995-07-31,1133.3124140921357
1995-08-31,1113.9318611786616
1995-09-29,1140.5267935498603
1995-10-31,1117.6431742195778
1995-11-30,1149.3718389073802
1995-12-29,1182.8577392032428
1996-01-31,1204.1429769460185
1996-02-29,1213.8551340328893
1996-03-29,1232.7251006052397
1996-04-30,1271.4835991801358
1996-05-31,1274.535596946024
1996-06-28,1275.325141222816
1996-07-31,1220.38674389922
1996-08-30,1239.194221677534
1996-09-30,1280.2194661078593
1996-10-31,1277.9830862774488
1996-11-29,1335.7151033654789
1996-12-31,1317.9939988970352
1997-01-01,1318.0085934175518
1997-01-02,1308.642716084059
1997-01-03,1316.2460843900885
1997-01-06,1320.6920612453505
1997-01-07,1324.021992906802
1997-01-08,1319.8627042693574
1997-01-09,1318.3010267660416
1997-01-10,1312.1883224386656
1997-01-13,1320.199989928242
1997-01-14,1329.2705532599991
1997-01-15,1331.2795389854855
1997-01-16,1337.688232279174
1997-01-17,1339.2163700696633
1997-01-20,1334.1005144324758
1997-01-21,1334.0803098818608
1997-01-22,1339.3331387164048
1997-01-23,1332.4617050383367
1997-01-24,1323.5895398185214
1997-01-27,1313.0308179941549
1997-01-28,1311.869869920948
1997-01-29,1316.0291329258353
1997-01-30,1323.1893053539839
1997-01-31,1332.112526513466
1997-02-03,1331.590179402719
1997-02-04,1334.1552718300634
1997-02-05,1325.4292436637945
1997-02-06,1326.054935504054
1997-02-07,1329.046221423702
1997-02-10,1333.861215235824
1997-02-11,1334.2758945089108
1997-02-12,1344.4506652397067
1997-02-13,1352.6785900618784
1997-02-14,1353.6460504211857
1997-02-17,1352.8807780483755
1997-02-18,1355.6006753308498
1997-02-19,1354.592911015067
1997-02-20,1353.9042849529008
1997-02-21,1355.579048876666
1997-02-24,1364.5220933320625
1997-02-25,1369.6905482572483
1997-02-26,1360.4882570571187
1997-02-27,1353.2302637101614
1997-02-28,1345.6723030148707
1997-03-03,1344.5970367897858
1997-03-04,1344.6893679976781
1997-03-05,1350.323569556726
1997-03-06,1348.9557632195017
1997-03-07,1354.0546984673624
1997-03-10,1363.806828473484
1997-03-11,1364.7137984638807
1997-03-12,1353.9145631765293
1997-03-13,1339.3319314715504
1997-03-14,1341.035162459263
1997-03-17,1337.9107532442833
1997-03-18,1335.4135374583664
1997-03-19,1331.7949340681173
1997-03-20,1323.1122833844965
1997-03-21,1329.3300582557
1997-03-24,1328.4373508635997
1997-03-25,1332.8757185029
1997-03-26,1338.8255793283115
1997-03-27,1329.6289353679526
1997-03-28,1328.9005547407726
1997-03-31,1315.1027433493387
1997-04-01,1305.9870088239702
1997-04-02,1301.4100367255826
1997-04-03,1298.2520733262277
1997-04-04,1301.6189427041875
1997-04-07,1301.83565116569
1997-04-08,1305.2691801784003
1997-04-09,1300.7490462695969
1997-04-10,1295.2041825733693
1997-04-11,1280.0639152446536
1997-04-14,1277.6266016507525
1997-04-15,1289.502861733899
1997-04-16,1298.5552716082352
1997-04-17,1300.8540967314368
1997-04-18,1307.1398224736135
1997-04-21,1308.1975915709872
1997-04-22,1314.7849905615321
1997-04-23,1319.5621390152264
1997-04-24,1317.99137016717
1997-04-25,1308.428670082975
1997-04-28,1311.1756402987596
1997-04-29,1328.7100066315568
1997-04-30,1339.9568545699624
1997-05-01,1345.35238393425
1997-05-02,1358.6576268172469
1997-05-05,1373.6715928622045
1997-05-06,1385.6784728195412
1997-05-07,1379.1642035534883
1997-05-08,1384.4503418421284
1997-05-09,1393.190196574415
1997-05-12,1411.1828561403074
1997-05-13,1411.2939275555063
1997-05-14,1416.8585020123805
1997-05-15,1422.5636750619074
1997-05-16,1422.245606092214
1997-05-19,1421.5267180546866
1997-05-20,1432.0759385682034
1997-05-21,1431.1185985468217
1997-05-22,1424.5711522802592
1997-05-23,1437.2038625323519
1997-05-26,1437.5057200694264
1997-05-27,1435.562359826517
1997-05-28,1438.6552513514469
1997-05-29,1435.7011696860675
1997-05-30,1431.9791873173733
1997-06-02,1435.4788044103886
1997-06-03,1437.70774232085
1997-06-04,1435.9853629322968
1997-06-05,1441.5633797112273
1997-06-06,1452.9734522955353
1997-06-09,1465.0943818398828
1997-06-10,1467.6374547440491
1997-06-11,1473.3258671422075
1997-06-12,1481.150380033011
1997-06-13,1488.3662653114188
1997-06-16,1495.4054405879774
1997-06-17,1492.0816306456418
1997-06-18,1490.258207972005
1997-06-19,1497.9555611307348
1997-06-20,1497.7965363529931
