Date,ACWI ex NETHERLANDS IMI
1994-05-31,1000.0
1994-06-30,1002.0099529917386
1994-07-29,1017.0991706654519
1994-08-31,1050.5085764813255
1994-09-30,1027.2400810559552
1994-10-31,1048.9316730433684
1994-11-30,998.581677496075
1994-12-30,1007.4540383891621
1995-01-31,986.4643881240451
1995-02-28,991.7789600234777
1995-03-31,1036.5100655130088
1995-04-28,1068.4136093963937
1995-05-31,1074.9534940083022
1995-06-30,1077.3382745686101
1995-07-31,1130.0205893658801
1995-08-31,1111.3620814129904
1995-09-29,1137.306880437781
1995-10-31,1114.2674243663528
1995-11-30,1145.8733877824577
1995-12-29,1179.1820379383416
1996-01-31,1200.678014949231
1996-02-29,1209.908067127299
1996-03-29,1228.2481692865435
1996-04-30,1267.3891839054788
1996-05-31,1269.3654646423927
1996-06-28,1270.1017769185823
1996-07-31,1214.867597151661
1996-08-30,1233.3139954569149
1996-09-30,1274.2341714692368
1996-10-31,1271.6537470030867
1996-11-29,1328.7119248701222
1996-12-31,1310.1631433410619
1997-01-01,1310.1779205823984
1997-01-02,1301.1769957881886
1997-01-03,1308.7139545667167
1997-01-06,1313.0972613842907
1997-01-07,1316.5033302369825
1997-01-08,1312.229224279704
1997-01-09,1310.7669221251483
1997-01-10,1304.7190759097566
1997-01-13,1312.7167600892883
1997-01-14,1321.800620439721
1997-01-15,1323.6631307355942
1997-01-16,1329.901316911516
1997-01-17,1331.706625465447
1997-01-20,1326.6353417739244
1997-01-21,1326.5709711287209
1997-01-22,1331.7926015503217
1997-01-23,1324.6992017509342
1997-01-24,1315.8421302893696
1997-01-27,1305.2054731256426
1997-01-28,1304.1375181431035
1997-01-29,1308.619048283815
1997-01-30,1315.67445179737
1997-01-31,1324.5620974960323
1997-02-03,1324.1635814212332
1997-02-04,1326.5481982908577
1997-02-05,1317.419237389264
1997-02-06,1318.150178141258
1997-02-07,1321.240319055895
1997-02-10,1325.8998851162828
1997-02-11,1326.4173137985258
1997-02-12,1336.5827058198947
1997-02-13,1344.5681404198542
1997-02-14,1345.4335829069405
1997-02-17,1344.4240594644652
1997-02-18,1347.0960917839695
1997-02-19,1346.0999011965757
1997-02-20,1345.5972428780096
1997-02-21,1347.3929345121924
1997-02-24,1356.0976912915826
1997-02-25,1360.8592390531962
1997-02-26,1351.7687462837384
1997-02-27,1344.5889719670095
1997-02-28,1337.2676904409723
1997-03-03,1336.337998847395
1997-03-04,1336.0684211400617
1997-03-05,1341.697565055832
1997-03-06,1340.0962735399373
1997-03-07,1345.27891060883
1997-03-10,1354.7131670112333
1997-03-11,1355.5559255636206
1997-03-12,1345.0768185983793
