Date,ACFM AMERICA INDEX IMI
2010-11-30,1000.0
2010-12-01,1021.802182096528
2010-12-02,1034.747962432431
2010-12-03,1038.7020181117607
2010-12-06,1038.9369919150045
2010-12-07,1039.4306261190734
2010-12-08,1039.8256827175992
2010-12-09,1042.9506846575064
2010-12-10,1049.406595403404
2010-12-13,1050.9936942153772
2010-12-14,1051.2876799627047
2010-12-15,1046.0986952545964
2010-12-16,1051.0235652780643
2010-12-17,1052.6591914388607
2010-12-20,1053.8423664725087
2010-12-21,1062.2157450749105
2010-12-22,1065.4613541532156
2010-12-23,1064.4748273819214
2010-12-24,1065.1131557420695
2010-12-27,1065.1709432270884
2010-12-28,1066.3889647934918
2010-12-29,1069.188378146964
2010-12-30,1068.9142089629277
2010-12-31,1068.8868435123977
2011-01-03,1080.7696663536165
2011-01-04,1076.376664735356
2011-01-05,1082.188008354565
2011-01-06,1078.5896557662757
2011-01-07,1077.0394874675471
2011-01-10,1075.6738517864721
2011-01-11,1081.00399738778
2011-01-12,1091.5119917337183
2011-01-13,1088.9803064413504
2011-01-14,1095.727133758883
2011-01-17,1095.9990768128948
2011-01-18,1098.523040720014
2011-01-19,1085.6457541052232
2011-01-20,1080.6440012760318
2011-01-21,1082.1064466402256
2011-01-24,1088.8864097319847
2011-01-25,1088.0828789274526
2011-01-26,1095.2289306374305
2011-01-27,1096.823300910266
2011-01-28,1078.1379677917018
2011-01-31,1086.071016807905
2011-02-01,1105.360263267481
2011-02-02,1102.659674089472
2011-02-03,1105.6706419956133
2011-02-04,1107.1059760238038
2011-02-07,1113.9181711587844
2011-02-08,1118.8077124845495
2011-02-09,1113.61399635918
2011-02-10,1115.070866315667
2011-02-11,1122.4631863818443
2011-02-14,1127.171687877521
2011-02-15,1123.5556816491826
2011-02-16,1132.0275793027572
2011-02-17,1136.67174517098
2011-02-18,1138.2210025792406
2011-02-21,1137.6009305304517
2011-02-22,1114.695861239754
2011-02-23,1106.4218442024696
2011-02-24,1106.5879903403315
2011-02-25,1120.7695251935531
2011-02-28,1127.071631212015
2011-03-01,1110.881886521772
2011-03-02,1113.951305004479
2011-03-03,1132.031410689985
2011-03-04,1126.208414222621
2011-03-07,1115.641287176292
2011-03-08,1123.5818711961044
2011-03-09,1120.5807836865245
2011-03-10,1098.1271566771668
2011-03-11,1105.275234256631
2011-03-14,1099.5983560646498
2011-03-15,1088.0261098619444
2011-03-16,1069.4121312689838
2011-03-17,1082.482077988956
2011-03-18,1088.0560752445472
2011-03-21,1105.6982754433338
2011-03-22,1102.8544353520128
2011-03-23,1106.046709612357
2011-03-24,1115.4356930087167
2011-03-25,1119.0576187361105
2011-03-28,1114.9122978905693
2011-03-29,1122.4658080831064
2011-03-30,1132.7358809000593
2011-03-31,1133.030811789925
2011-04-01,1140.1020946150636
2011-04-04,1141.5450070799523
2011-04-05,1143.1855837456526
2011-04-06,1145.1856860350988
2011-04-07,1142.1836349988725
2011-04-08,1139.128249451642
2011-04-11,1133.745980526337
2011-04-12,1121.5650015375522
2011-04-13,1122.8145214044507
2011-04-14,1123.0085103169927
2011-04-15,1128.012771568379
2011-04-18,1113.227748269135
2011-04-19,1121.3237732728967
2011-04-20,1138.0337902203073
2011-04-21,1144.66546016627
2011-04-22,1144.66546016627
2011-04-25,1142.0652035816172
2011-04-26,1151.562420958768
2011-04-27,1156.5229461976232
2011-04-28,1159.8855994766216
2011-04-29,1163.9132278972788
2011-05-02,1160.873934145632
2011-05-03,1151.9131673455122
2011-05-04,1142.6355632771238
2011-05-05,1131.8024042619568
2011-05-06,1138.1469605755683
2011-05-09,1143.3904084256358
2011-05-10,1153.2668468321017
2011-05-11,1139.8359407083951
2011-05-12,1142.8067538138237
2011-05-13,1133.3919540480615
2011-05-16,1126.245371294446
2011-05-17,1125.0951781878227
2011-05-18,1136.7745003813677
2011-05-19,1139.1382337254063
2011-05-20,1131.8835678832422
2011-05-23,1118.166063295043
2011-05-24,1117.7501862967217
2011-05-25,1123.3689125571357
2011-05-26,1128.9558274994235
2011-05-27,1134.9867569291055
