Date,AC AMERICAS IMI
2007-05-31,1000.0
2007-06-01,1005.4502722787757
2007-06-04,1007.952600945708
2007-06-05,1002.5662813945503
2007-06-06,992.4032342070468
2007-06-07,974.650548537865
2007-06-08,984.9913823696053
2007-06-11,986.3808341440499
2007-06-12,975.9536833202076
2007-06-13,989.8711791595371
2007-06-14,995.6454093106233
2007-06-15,1003.7201929194894
2007-06-18,1002.356902725943
2007-06-19,1004.153263028948
2007-06-20,990.8849237866785
2007-06-21,996.528841189089
2007-06-22,985.5089991852215
2007-06-25,980.4428765807045
2007-06-26,976.2429545873734
2007-06-27,985.1975424442023
2007-06-28,985.9959279395521
2007-06-29,985.6440418272432
2007-07-02,996.8738233566419
2007-07-03,1000.6955824988901
2007-07-04,1001.1321300329874
2007-07-05,1001.9846819150866
2007-07-06,1006.7235277648477
2007-07-09,1007.713569799965
2007-07-10,994.010628297273
2007-07-11,999.0559025840298
2007-07-12,1018.0170710475271
2007-07-13,1021.7659196392591
2007-07-16,1018.631688980603
2007-07-17,1018.8620310240302
2007-07-18,1018.1250119525915
2007-07-19,1023.1957266619276
2007-07-20,1011.2376624668061
2007-07-23,1014.5584078664945
2007-07-24,993.117661405614
2007-07-25,995.3408224534264
2007-07-26,971.4565227421214
2007-07-27,956.3551723521531
2007-07-30,966.1192107189391
2007-07-31,955.8792477813248
2007-08-01,959.8775002692533
2007-08-02,966.0499045359329
2007-08-03,940.4894140076157
2007-08-06,958.1068445037592
2007-08-07,964.126975514847
2007-08-08,979.6400919216647
2007-08-09,952.229188310824
2007-08-10,951.5457308400189
2007-08-13,951.2575038710555
2007-08-14,932.6386160436543
2007-08-15,917.5647871274127
2007-08-16,917.3653713002906
2007-08-17,940.410739420011
2007-08-20,941.8850305199576
2007-08-21,943.9256064655768
2007-08-22,956.7173676474188
2007-08-23,955.9650343317198
2007-08-24,967.2700163047484
2007-08-27,959.9425008069894
2007-08-28,936.6401960042516
2007-08-29,956.9014939620905
2007-08-30,954.0176486068233
2007-08-31,966.208741957232
2007-09-03,966.9185767506301
2007-09-04,976.9036944826188
2007-09-05,966.6154904815056
2007-09-06,970.9732306468641
2007-09-07,955.2741098195922
2007-09-10,951.9189211567782
2007-09-11,965.5391552029614
2007-09-12,966.378915421714
2007-09-13,974.3368458009678
2007-09-14,975.0100268624652
2007-09-17,969.7495099790567
2007-09-18,998.1160594536734
2007-09-19,1004.8193653748164
2007-09-20,999.5986973669072
2007-09-21,1004.5371710233505
2007-09-24,1000.3179033293189
2007-09-25,999.8972061807483
2007-09-26,1005.6163897548993
2007-09-27,1011.5973251427563
2007-09-28,1008.7328508170295
2007-10-01,1023.0958241990759
2007-10-02,1023.1020964808913
2007-10-03,1017.545930789903
2007-10-04,1019.7249605281293
2007-10-05,1032.9659066734143
2007-10-08,1029.7805148267357
2007-10-09,1037.8650418855789
2007-10-10,1037.136733531411
2007-10-11,1032.165502032854
2007-10-12,1037.082573258101
2007-10-15,1029.1427446333169
2007-10-16,1021.0278101146472
2007-10-17,1024.3513460407164
2007-10-18,1024.5561794141306
2007-10-19,998.9912324467961
2007-10-22,1001.9454255183078
2007-10-23,1012.2723490257914
2007-10-24,1009.1805807650103
2007-10-25,1008.4087168791447
2007-10-26,1023.4209737849061
2007-10-29,1029.1245984935865
2007-10-30,1022.1833935438859
2007-10-31,1036.169829390021
2007-11-01,1009.8881153132751
2007-11-02,1011.4948750585553
2007-11-05,1005.0368370837382
2007-11-06,1018.5967053758347
2007-11-07,991.925672114357
2007-11-08,991.2345800316543
2007-11-09,976.1658735370102
2007-11-12,960.9298614417804
2007-11-13,986.9332220430794
2007-11-14,983.4163264109297
2007-11-15,968.94989576841
2007-11-16,972.9004088017357
2007-11-19,954.784667671467
2007-11-20,957.8840096930469
2007-11-21,942.251197621627
2007-11-22,943.435517425328
2007-11-23,957.3145150132344
2007-11-26,936.704733332633
2007-11-27,947.8183477871255
2007-11-28,976.0915366115788
2007-11-29,976.9242559857705
