Date,AC ASIA PACIFIC ex JAPAN IMI
1994-05-31,487.8412835232831
1994-06-30,468.7923991651062
1994-07-29,489.79217187265834
1994-08-31,524.6481858595517
1994-09-30,518.826538686521
1994-10-31,523.7826045935138
1994-11-30,484.253476433204
1994-12-30,475.49404259809387
1995-01-31,433.4444330497309
1995-02-28,459.7558773592943
1995-03-31,458.55725317305246
1995-04-28,459.8264624800062
1995-05-31,494.10066149365946
1995-06-30,489.47142001370287
1995-07-31,508.14868864718284
1995-08-31,493.51534586489583
1995-09-29,497.160873182086
1995-10-31,488.6244849388997
1995-11-30,481.14768932142306
1995-12-29,501.71908491207773
1996-01-31,538.3864058347175
1996-02-29,545.1699094446107
1996-03-29,547.6895454142665
1996-04-30,572.1804882801474
1996-05-31,567.3074325620796
1996-06-28,559.2148050358478
1996-07-31,521.8766219134491
1996-08-30,542.8386010739385
1996-09-30,549.0135185359419
1996-10-31,545.1269813479676
1996-11-29,568.9121398630851
1996-12-31,565.9843554221706
1997-01-01,566.0684285691497
1997-01-02,563.3815398724117
1997-01-03,564.4207282174898
1997-01-06,567.2279986375853
1997-01-07,568.8965899617729
1997-01-08,571.9894243769045
1997-01-09,571.5685667555382
1997-01-10,572.3807833208134
1997-01-13,572.8484567059979
1997-01-14,571.8761240499553
1997-01-15,579.1149015847649
1997-01-16,579.8156938106578
1997-01-17,581.9937111372097
1997-01-20,584.9429639807645
1997-01-21,581.3411081939008
1997-01-22,582.8013701401186
1997-01-23,581.9988156974916
1997-01-24,579.4685966967111
1997-01-27,577.9128579530933
1997-01-28,577.0519350568825
1997-01-29,575.6445683108933
1997-01-30,576.4474338023813
1997-01-31,575.6015286135955
1997-02-03,576.183247164119
1997-02-04,575.6117764609057
1997-02-05,577.2635065668086
1997-02-06,578.60788872525
1997-02-07,578.5646911793091
1997-02-10,578.2230791368538
1997-02-11,578.2065167658626
1997-02-12,580.6718012603338
1997-02-13,583.393224526727
1997-02-14,581.838400185834
1997-02-17,584.1104041480005
1997-02-18,581.1687290626895
1997-02-19,584.1942031559706
1997-02-20,588.4607338671253
1997-02-21,589.4347075966658
1997-02-24,588.1181573420943
1997-02-25,590.4781670857137
1997-02-26,588.5994964266737
1997-02-27,587.4836688288076
1997-02-28,588.7191000934642
1997-03-03,589.7137032112298
1997-03-04,589.0847777385571
1997-03-05,588.0673941740774
1997-03-06,587.1978192060918
