Date,ACWI ex EM LATIN AMERICA IMI
1996-05-31,1000.0
1996-06-28,1000.0779640236377
1996-07-31,956.8581134314743
1996-08-30,971.3698619411555
1996-09-30,1003.8533466493941
1996-10-31,1002.4219855926767
1996-11-29,1048.50151821651
1996-12-31,1033.6869233489365
1997-01-01,1033.7003812276146
1997-01-02,1026.2879440433478
1997-01-03,1032.182951231646
1997-01-06,1035.388715796391
1997-01-07,1037.6799755392067
1997-01-08,1033.9977178467175
1997-01-09,1032.689429434417
1997-01-10,1027.6875245501178
1997-01-13,1034.1839279420617
1997-01-14,1040.9168878141952
1997-01-15,1042.2763185673214
1997-01-16,1047.4774124167054
1997-01-17,1048.402146645951
1997-01-20,1044.2173079940378
1997-01-21,1044.1339141706576
1997-01-22,1048.498961752902
1997-01-23,1042.832151104632
1997-01-24,1036.0684186201245
1997-01-27,1027.709779442877
1997-01-28,1026.6243402021796
1997-01-29,1030.1961496670788
1997-01-30,1035.7313097229712
1997-01-31,1042.5789469042847
1997-02-03,1041.8545873006206
1997-02-04,1043.8299121476819
1997-02-05,1036.697243400333
1997-02-06,1037.2079845315025
1997-02-07,1039.251103392012
1997-02-10,1043.1072254481599
1997-02-11,1043.3344072646182
1997-02-12,1050.7546828357686
1997-02-13,1057.3277706911028
1997-02-14,1058.061241860071
1997-02-17,1057.3238060630963
1997-02-18,1059.3817727372937
1997-02-19,1058.5923899920347
1997-02-20,1058.2034024460318
1997-02-21,1059.4925746959027
1997-02-24,1066.4251800269053
1997-02-25,1070.1925572326033
1997-02-26,1063.1485033090398
1997-02-27,1057.9029183926773
1997-02-28,1051.824450715668
1997-03-03,1051.1175982699945
1997-03-04,1051.1749161852497
1997-03-05,1055.6824292962215
1997-03-06,1054.4596545919615
1997-03-07,1058.3196547052526
1997-03-10,1065.754705522467
1997-03-11,1066.5103637723169
1997-03-12,1058.218617860931
1997-03-13,1046.694172168413
1997-03-14,1047.8569574286792
1997-03-17,1045.6559499333996
1997-03-18,1043.8042230406904
1997-03-19,1040.9600736964928
1997-03-20,1033.8614646771216
1997-03-21,1038.8561862852262
1997-03-24,1038.040726352168
1997-03-25,1041.4951915522881
1997-03-26,1046.3196604117932
1997-03-27,1038.938769680351
1997-03-28,1038.360851323774
1997-03-31,1027.8052505935557
1997-04-01,1020.4972440466278
1997-04-02,1016.7600106827111
1997-04-03,1014.0753183349036
1997-04-04,1016.3484688197685
1997-04-07,1016.1237370847024
1997-04-08,1018.989440750827
1997-04-09,1015.2375536512241
1997-04-10,1010.8394186364417
1997-04-11,999.0380513094007
1997-04-14,997.257560690991
1997-04-15,1006.6266771241695
1997-04-16,1013.7392855687973
1997-04-17,1015.8449746110125
1997-04-18,1020.9257365497706
1997-04-21,1021.866254160223
1997-04-22,1026.916019443664
1997-04-23,1030.526176451494
1997-04-24,1029.2336149785901
1997-04-25,1021.5561019272898
1997-04-28,1023.8418051922222
1997-04-29,1037.7012515482463
1997-04-30,1046.5740507128914
1997-05-01,1050.90739877106
1997-05-02,1061.35729355312
1997-05-05,1073.499485867281
1997-05-06,1082.9983759640372
1997-05-07,1077.9842447617161
1997-05-08,1081.9518685960593
1997-05-09,1088.9231815416933
1997-05-12,1103.1830205288582
1997-05-13,1103.2992182125674
1997-05-14,1108.1250311031854
1997-05-15,1112.5344192807095
1997-05-16,1112.2216065975058
1997-05-19,1111.5252141727947
1997-05-20,1119.7975817755719
1997-05-21,1118.8703206850614
1997-05-22,1113.5581254018823
1997-05-23,1123.6571196020484
1997-05-26,1123.7610444874117
1997-05-27,1122.0648823429435
1997-05-28,1124.498135089854
1997-05-29,1122.0740034847022
1997-05-30,1118.78047884075
1997-06-02,1121.299841913368
1997-06-03,1123.1923754666734
1997-06-04,1121.838500501071
1997-06-05,1126.2447887234225
1997-06-06,1135.0570723035348
1997-06-09,1144.7646775753522
1997-06-10,1146.624565057034
1997-06-11,1150.941416400178
1997-06-12,1156.45152691465
1997-06-13,1162.1062782693543
1997-06-16,1167.655576776476
1997-06-17,1164.8334308518051
1997-06-18,1163.3638884279876
1997-06-19,1169.4972957440445
1997-06-20,1169.2851552043373
1997-06-23,1160.0685880305844
1997-06-24,1169.4176229202603
1997-06-25,1174.2016456282377
1997-06-26,1172.6519322709992
1997-06-27,1170.4406853563323
1997-06-30,1169.5491466798242
1997-07-01,1173.9260980802596
1997-07-02,1181.485402856789
1997-07-03,1194.982337390438
1997-07-04,1193.6785515727836
1997-07-07,1193.8624743729026
1997-07-08,1195.755866752032
1997-07-09,1190.0674361980011
1997-07-10,1192.7271508588553
1997-07-11,1195.4691784902698
1997-07-14,1198.5134366027492
1997-07-15,1197.5312466698908
1997-07-16,1209.8784680373467
1997-07-17,1208.2874407278227
1997-07-18,1196.0807570180357
1997-07-21,1189.3023078882527
1997-07-22,1201.822035442222
1997-07-23,1207.2545410032965
1997-07-24,1207.2996240068067
1997-07-25,1205.3464025868557
1997-07-28,1202.805857683962
1997-07-29,1205.747431303715
1997-07-30,1212.024459150769
1997-07-31,1214.6974130323601
1997-08-01,1205.0527579994991
1997-08-04,1200.9635958300626
1997-08-05,1199.0987639059033
1997-08-06,1208.4976538381618
1997-08-07,1205.769529854184
1997-08-08,1198.7501054676657
1997-08-11,1192.134435688186
1997-08-12,1188.1778333302614
1997-08-13,1185.356753866048
1997-08-14,1181.8684903620876
1997-08-15,1171.8398823229911
1997-08-18,1168.5997083387058
1997-08-19,1177.4713412604226
1997-08-20,1188.5122393152574
1997-08-21,1183.4053084001537
1997-08-22,1174.2961089182986
1997-08-25,1171.2053526085474
1997-08-26,1168.263415131193
1997-08-27,1164.8125309357638
1997-08-28,1154.515182084158
1997-08-29,1144.7298463356894
1997-09-01,1140.0222928789012
1997-09-02,1156.1765968469847
1997-09-03,1165.8857868282491
1997-09-04,1166.5747330563847
1997-09-05,1171.9824402478812
1997-09-08,1174.7504325323728
1997-09-09,1179.8054071559666
1997-09-10,1169.49108607233
1997-09-11,1157.519189072209
1997-09-12,1163.0047501584163
1997-09-15,1165.4741982721216
1997-09-16,1178.2108386718207
1997-09-17,1180.2348666228195
1997-09-18,1183.3752035568934
1997-09-19,1185.7088030236312
1997-09-22,1189.6842106872762
1997-09-23,1188.733206916675
1997-09-24,1194.48679790972
1997-09-25,1190.9893978583582
1997-09-26,1193.5270678114682
1997-09-29,1198.0029448910877
1997-09-30,1198.3332954708208
1997-10-01,1202.532174781337
1997-10-02,1205.3034055778608
1997-10-03,1210.2000182663305
1997-10-06,1215.0670500909405
1997-10-07,1219.8973191434097
1997-10-08,1217.7628838230796
1997-10-09,1210.9928625680777
1997-10-10,1208.7236431460326
1997-10-13,1209.5227886396592
1997-10-14,1208.020963573874
1997-10-15,1205.0230653895783
1997-10-16,1203.3852626374712
1997-10-17,1188.3939118191365
1997-10-20,1188.54507663823
1997-10-21,1200.040247137507
1997-10-22,1197.348002594783
1997-10-23,1169.9004842115773
1997-10-24,1165.4673674318246
1997-10-27,1115.3671585930792
1997-10-28,1118.7895256753116
1997-10-29,1138.6060305411156
1997-10-30,1122.0110373078348
1997-10-31,1132.8167418907815
1997-11-03,1152.9715799107148
1997-11-04,1154.8048656262838
1997-11-05,1156.4745455067687
1997-11-06,1151.466597283586
1997-11-07,1131.3273325496075
