Date,ACWI ex TURKEY IMI
1994-05-31,1000.0
1994-06-30,1001.5821379259513
1994-07-29,1017.2507216645328
1994-08-31,1050.5812689353468
1994-09-30,1027.3003695062275
1994-10-31,1049.6182869660274
1994-11-30,999.0297751390716
1994-12-30,1008.3199898547418
1995-01-31,987.991263231935
1995-02-28,993.5731472559773
1995-03-31,1038.1435770018534
1995-04-28,1069.9902182045225
1995-05-31,1076.8790025893966
1995-06-30,1079.4731875440916
1995-07-31,1132.268814308403
1995-08-31,1113.166646852478
1995-09-29,1139.8967092887976
1995-10-31,1116.7790247641578
1995-11-30,1148.8198590696
1995-12-29,1182.4332458661488
1996-01-31,1203.403492724392
1996-02-29,1212.8471466941485
1996-03-29,1231.65996331622
1996-04-30,1270.5248220757983
1996-05-31,1273.8917867656496
1996-06-28,1274.354408974485
1996-07-31,1219.5259273447748
1996-08-30,1238.4195039373824
1996-09-30,1279.2260121402894
1996-10-31,1276.9905168192968
1996-11-29,1334.57267621814
1996-12-31,1317.0090845365694
1997-01-01,1317.0236617245419
1997-01-02,1307.6062312423553
1997-01-03,1315.137896627144
1997-01-06,1319.5346449558442
1997-01-07,1322.7917056713827
1997-01-08,1318.5211138228428
1997-01-09,1316.9530690379288
1997-01-10,1310.8498604872711
1997-01-13,1318.9263743598356
1997-01-14,1327.9252376905333
1997-01-15,1329.9267731640596
1997-01-16,1336.3136695305477
1997-01-17,1337.8129209032143
1997-01-20,1332.7036647040113
1997-01-21,1332.6272854436816
1997-01-22,1337.8163385597911
1997-01-23,1330.7671780687895
1997-01-24,1321.6427904170782
1997-01-27,1310.7148761742492
1997-01-28,1309.8518322878465
1997-01-29,1313.9515573420388
1997-01-30,1321.0260901078561
1997-01-31,1330.0247537096086
1997-02-03,1329.5691042933472
1997-02-04,1332.3415525918845
1997-02-05,1323.5765702057956
1997-02-06,1324.1008937088059
1997-02-07,1327.106277962906
1997-02-10,1331.9324796734884
1997-02-11,1332.3282852332147
1997-02-12,1342.4514201234917
1997-02-13,1350.6445392292162
1997-02-14,1351.7128732204187
1997-02-17,1350.9345588894826
1997-02-18,1353.581742151426
1997-02-19,1352.5386853465945
1997-02-20,1351.8196067042802
1997-02-21,1353.5443186249258
1997-02-24,1362.4542535825694
1997-02-25,1367.5965561267078
1997-02-26,1358.434595038149
1997-02-27,1351.2343988059904
1997-02-28,1343.6627773047855
1997-03-03,1342.7563967110775
1997-03-04,1342.952589709112
1997-03-05,1348.7076130425162
