Date,ACWI ex JAPAN IMI
2007-05-31,1000.0
2007-06-01,1006.3597314672214
2007-06-04,1009.1296884033673
2007-06-05,1005.442707179737
2007-06-06,993.4505266845654
2007-06-07,978.9029411472891
2007-06-08,980.1916627366744
2007-06-11,984.0323756932142
2007-06-12,976.1688768077839
2007-06-13,984.1068513024854
2007-06-14,994.3080422125705
2007-06-15,1005.1861879968616
2007-06-18,1005.7937892420182
2007-06-19,1006.265865231201
2007-06-20,1001.0233671120046
2007-06-21,1000.627011571319
2007-06-22,994.1140259108837
2007-06-25,990.697560122765
2007-06-26,986.1309957339356
2007-06-27,987.2935523926675
2007-06-28,993.5474191478356
2007-06-29,996.439867384103
2007-07-02,1005.8163862510095
2007-07-03,1011.9817776490939
2007-07-04,1014.7817271426218
2007-07-05,1013.182143888877
2007-07-06,1019.2487991525663
2007-07-09,1022.6683721695852
2007-07-10,1013.5232461108402
2007-07-11,1015.9125485342175
2007-07-12,1031.3824769341015
2007-07-13,1036.6435839646267
2007-07-16,1034.9609525022415
2007-07-17,1033.9942568314648
2007-07-18,1029.4653975009699
2007-07-19,1037.0289386088596
2007-07-20,1028.6235683953664
2007-07-23,1032.699019210985
2007-07-24,1016.3301257812022
2007-07-25,1010.8434942207979
2007-07-26,986.4481592552305
2007-07-27,969.8976669731683
2007-07-30,975.6993240224963
2007-07-31,979.1180227437567
2007-08-01,971.3986589671991
2007-08-02,977.6391671029442
2007-08-03,962.2277117033004
2007-08-06,966.8010251989864
2007-08-07,973.7960125273695
2007-08-08,993.437429578055
2007-08-09,969.6168112025008
2007-08-10,954.5789888531491
2007-08-13,960.8027968655183
2007-08-14,944.7426009477603
2007-08-15,929.9676180525133
2007-08-16,910.8445670580669
2007-08-17,931.134898515023
2007-08-20,938.761872112428
2007-08-21,939.9844315585183
2007-08-22,955.182622349491
2007-08-23,959.8204633775345
2007-08-24,968.4349898270513
2007-08-27,967.5892839360059
2007-08-28,948.716454297939
2007-08-29,960.6462029922756
2007-08-30,963.8599208582
2007-08-31,977.1758075421382
2007-09-03,978.7599961524774
2007-09-04,985.8791281341255
2007-09-05,975.9292996670356
2007-09-06,981.0634674761144
2007-09-07,967.102722607328
2007-09-10,961.815897751837
2007-09-11,976.641012653117
2007-09-12,979.5344154297569
2007-09-13,986.9880302933789
2007-09-14,984.5702126329682
2007-09-17,975.6482874579243
2007-09-18,995.3593019262007
2007-09-19,1014.3614169676064
2007-09-20,1013.4132470931241
2007-09-21,1018.3403619826868
2007-09-24,1017.7326871690377
2007-09-25,1014.2726724611845
2007-09-26,1020.6278936189727
2007-09-27,1029.3275997172686
2007-09-28,1030.1978648228007
2007-10-01,1041.9577646257128
2007-10-02,1044.3393162079685
2007-10-03,1041.5177232656747
2007-10-04,1041.5232506386772
2007-10-05,1053.443810543295
2007-10-08,1049.3861684676247
2007-10-09,1057.1910035048857
2007-10-10,1060.4965723239097
2007-10-11,1063.9857807450553
2007-10-12,1063.7807650863538
2007-10-15,1058.8164051073882
2007-10-16,1048.035385318496
2007-10-17,1053.3721097936168
2007-10-18,1053.1460586385185
2007-10-19,1034.9138064324334
2007-10-22,1025.4229942982042
2007-10-23,1040.7928003144928
2007-10-24,1036.655307466909
2007-10-25,1043.993884566312
2007-10-26,1059.1250338636305
2007-10-29,1068.3051823732794
2007-10-30,1062.5502602716265
2007-10-31,1075.1953001310778
2007-11-01,1054.5273303741885
2007-11-02,1051.3822968677396
2007-11-05,1042.598311808021
2007-11-06,1054.9386032923326
2007-11-07,1041.4607291382829
2007-11-08,1036.1139514320053
2007-11-09,1021.2361935360007
2007-11-12,1003.9843962807196
2007-11-13,1021.2409852987258
2007-11-14,1027.2042433981992
2007-11-15,1011.3144301742248
2007-11-16,1008.3288144853925
2007-11-19,990.7411033564744
2007-11-20,998.4692478808254
2007-11-21,977.8125533176717
2007-11-22,980.2187056935635
2007-11-23,992.2571034745035
2007-11-26,983.7183962822517
2007-11-27,987.3156045046167
2007-11-28,1009.728810746863
2007-11-29,1014.7401806818153
2007-11-30,1022.6740450332361
2007-12-03,1018.0899894730401
2007-12-04,1011.6958813252513
2007-12-05,1024.650645645928
2007-12-06,1033.696857083952
2007-12-07,1037.411606098655
2007-12-10,1043.8805520194912
2007-12-11,1029.7291581056295
2007-12-12,1032.2223323993846
2007-12-13,1018.7061704272876
2007-12-14,1006.6969483721185
2007-12-17,985.6738925667689
2007-12-18,989.354821527258
2007-12-19,988.4801909432632
2007-12-20,991.0374734081001
2007-12-21,1007.7597694739853
2007-12-24,1016.0049995677804
2007-12-25,1016.0545892123329
2007-12-26,1019.28278710534
2007-12-27,1014.9925538278862
2007-12-28,1018.4654575539763
2007-12-31,1013.724920318564
2008-01-01,1013.7946494174473
2008-01-02,1004.7172767212867
2008-01-03,1001.9595562539346
2008-01-04,983.8123043782423
2008-01-07,979.3822965056254
2008-01-08,973.9203052216457
2008-01-09,974.1586230006022
2008-01-10,975.3176460784479
2008-01-11,966.8875215702886
2008-01-14,975.312449251975
2008-01-15,951.7456581616614
2008-01-16,935.2738783435839
2008-01-17,920.2394824144058
2008-01-18,912.1932817427827
2008-01-21,882.2809308349928
2008-01-22,882.5878998745208
2008-01-23,885.6787436653414
2008-01-24,912.2788100617302
2008-01-25,911.6659938208932
2008-01-28,915.7097912846657
2008-01-29,924.4166458356875
2008-01-30,918.5786629848795
2008-01-31,926.7619169950984
2008-02-01,944.2308752852339
2008-02-04,943.4260466095333
2008-02-05,913.3446553955862
2008-02-06,907.6415370165428
2008-02-07,901.4973329148883
2008-02-08,902.2557376987862
2008-02-11,900.5358864932194
2008-02-12,916.9085341310661
2008-02-13,923.7301230015879
2008-02-14,923.1039666481284
2008-02-15,918.3710075777167
2008-02-18,923.4928975108891
2008-02-19,928.1580226806088
2008-02-20,924.2750888547022
2008-02-21,925.5160659194005
2008-02-22,926.4287789519927
2008-02-25,940.7036539766874
2008-02-26,951.4967948454556
2008-02-27,957.9486071087657
2008-02-28,950.3113770036327
2008-02-29,930.2383116034378
2008-03-03,922.574738184484
2008-03-04,916.1502617479148
2008-03-05,925.6029596051035
2008-03-06,913.7791094234195
2008-03-07,902.5124831613157
2008-03-10,887.4696475338169
2008-03-11,908.7128027799696
2008-03-12,914.4414196520403
2008-03-13,911.6465930838721
2008-03-14,899.3544613491802
2008-03-17,876.4473350625544
2008-03-18,906.6658211571233
2008-03-19,890.3311640663694
2008-03-20,890.6120260933318
2008-03-21,891.2406779577558
2008-03-24,901.7027358761624
2008-03-25,922.1060936145626
2008-03-26,921.1839395925895
2008-03-27,920.8575848280818
2008-03-28,915.1121465023896
2008-03-31,917.8231485411455
2008-04-01,938.1395190444889
2008-04-02,945.7652576866973
2008-04-03,947.261694212587
2008-04-04,951.9746353122372
2008-04-07,956.73922588196
2008-04-08,950.5687498871143
2008-04-09,944.9812483147593
2008-04-10,947.7201427862644
2008-04-11,934.6191745343043
2008-04-14,928.9920980627514
2008-04-15,933.1362425471739
2008-04-16,955.2537078655258
2008-04-17,953.4726284846921
2008-04-18,964.8877007410487
