Date,ACWI ex COLOMBIA IMI
1994-05-31,1000.0
1994-06-30,1001.8031436180835
1994-07-29,1017.5629411334554
1994-08-31,1051.1134584332838
1994-09-30,1027.8289743372438
1994-10-31,1050.1940241884874
1994-11-30,999.7786970709147
1994-12-30,1008.9424184903434
1995-01-31,988.3363906959019
1995-02-28,994.1184236929195
1995-03-31,1039.1609294557481
1995-04-28,1071.300019689446
1995-05-31,1078.173390005551
1995-06-30,1080.6927158292492
1995-07-31,1133.6287019360832
1995-08-31,1114.161973491889
1995-09-29,1140.7987981764945
1995-10-31,1117.9258833860747
1995-11-30,1149.5874016007251
1995-12-29,1183.0843676150635
1996-01-31,1204.4657572434448
1996-02-29,1214.1141401860216
1996-03-29,1232.986059572369
1996-04-30,1271.6405939669478
1996-05-31,1274.8171155910334
1996-06-28,1275.5213668157253
1996-07-31,1220.622587327056
1996-08-30,1239.4184079119732
1996-09-30,1280.2814019879977
1996-10-31,1278.0489386953411
1996-11-29,1335.7525852847461
1996-12-31,1318.0886211464642
1997-01-01,1318.1031973715865
1997-01-02,1308.7355837715472
1997-01-03,1316.3259847569366
1997-01-06,1320.754773023104
1997-01-07,1324.0659149464343
1997-01-08,1319.8828773405987
1997-01-09,1318.2924192744454
1997-01-10,1312.1703290860576
1997-01-13,1320.165004712359
1997-01-14,1329.1795405296057
1997-01-15,1331.1980808983421
1997-01-16,1337.5831136874579
1997-01-17,1339.0839725807539
1997-01-20,1333.9819603085414
1997-01-21,1333.9751932051254
1997-01-22,1339.2377128610374
1997-01-23,1332.391880946585
1997-01-24,1323.547989587273
1997-01-27,1312.991089758077
1997-01-28,1311.8083767418584
1997-01-29,1315.9792077568857
1997-01-30,1323.127866644428
1997-01-31,1332.0432942375332
1997-02-03,1331.5317418630216
1997-02-04,1334.066420893416
1997-02-05,1325.3249887147063
1997-02-06,1325.9482070836686
1997-02-07,1328.9299963672838
1997-02-10,1333.7693563272137
1997-02-11,1334.1583089775597
1997-02-12,1344.312030572919
1997-02-13,1352.5242517782763
1997-02-14,1353.4949102061125
1997-02-17,1352.7073000212572
1997-02-18,1355.4310087173908
1997-02-19,1354.4210410562227
1997-02-20,1353.731706241926
1997-02-21,1355.401796169347
1997-02-24,1364.3573093927184
1997-02-25,1369.5211793820472
1997-02-26,1360.334960233743
1997-02-27,1353.0798802739214
1997-02-28,1345.5173113594224
1997-03-03,1344.4582447011983
1997-03-04,1344.5320234473193
1997-03-05,1350.1568527152042
1997-03-06,1348.7839183880048
1997-03-07,1353.863269092907
1997-03-10,1363.6248882952427
1997-03-11,1364.553289269369
1997-03-12,1353.7652428409372
1997-03-13,1339.181160372411
1997-03-14,1340.8848255588905
1997-03-17,1337.7599650517154
1997-03-18,1335.2731939027492
1997-03-19,1331.6535352601104
1997-03-20,1322.9731764935532
1997-03-21,1329.1980454158802
1997-03-24,1328.2991639883655
