Date,ACWI ex ITALY IMI
1994-05-31,1000.0
1994-06-30,1002.8846758158546
1994-07-29,1018.3595115551234
1994-08-31,1052.67685489041
1994-09-30,1029.0758335843657
1994-10-31,1052.44576803424
1994-11-30,1002.0447706849494
1994-12-30,1011.2388214025877
1995-01-31,989.5954876458072
1995-02-28,996.7957417042472
1995-03-31,1043.2831524451606
1995-04-28,1074.7202574570583
1995-05-31,1081.5599641940182
1995-06-30,1084.643643948303
1995-07-31,1137.266934114789
1995-08-31,1117.7679105879176
1995-09-29,1145.0230541319365
1995-10-31,1122.3978508593143
1995-11-30,1155.2494428085486
1995-12-29,1188.2252182550496
1996-01-31,1209.2653863350386
1996-02-29,1219.1109361088127
1996-03-29,1239.0109766517653
1996-04-30,1276.3191820161999
1996-05-31,1278.9749291363707
1996-06-28,1279.6425095366176
1996-07-31,1225.097725950337
1996-08-30,1244.3041103604633
1996-09-30,1284.8903417498825
1996-10-31,1283.520574710793
1996-11-29,1340.655355766425
1996-12-31,1322.6482261817823
1997-01-01,1322.6630468497572
1997-01-02,1313.233869849656
1997-01-03,1320.9894919153369
1997-01-06,1325.5658222373936
1997-01-07,1328.8995830332751
1997-01-08,1324.4878559315134
1997-01-09,1322.2854840358864
1997-01-10,1315.5658210806776
1997-01-13,1323.3263900701536
1997-01-14,1331.9416982878727
1997-01-15,1334.165483656084
1997-01-16,1340.3524683871115
1997-01-17,1341.7513027664663
1997-01-20,1336.6105036066142
1997-01-21,1336.875877262484
1997-01-22,1342.0593794110557
1997-01-23,1334.875831661224
1997-01-24,1325.9548419493003
1997-01-27,1315.487982056728
1997-01-28,1314.3397412270033
1997-01-29,1318.9544155933027
1997-01-30,1326.1199834230674
1997-01-31,1334.9227227705346
1997-02-03,1334.7812398363847
1997-02-04,1337.1596689699652
1997-02-05,1327.989854480782
1997-02-06,1328.7375625077061
1997-02-07,1331.5515231558586
1997-02-10,1336.5014701636142
1997-02-11,1337.2324264807623
1997-02-12,1347.7925892256346
1997-02-13,1356.2203970175083
1997-02-14,1357.2767778555472
1997-02-17,1356.894356422307
1997-02-18,1359.8794330848436
1997-02-19,1359.0179904630966
1997-02-20,1357.917699076626
1997-02-21,1359.5137898392534
1997-02-24,1368.6218188188648
1997-02-25,1373.9643985319974
1997-02-26,1365.15131865129
1997-02-27,1358.0211428582004
1997-02-28,1350.7248345329247
1997-03-03,1349.4458547396312
1997-03-04,1349.4006419181974
1997-03-05,1355.2661993685447
1997-03-06,1353.6728286825949
1997-03-07,1358.6032839298425
1997-03-10,1368.5831417063334
1997-03-11,1369.5920873016285
1997-03-12,1358.9673889520632
1997-03-13,1344.1108630126155
1997-03-14,1345.7176244512755
1997-03-17,1342.9180932936981
1997-03-18,1340.5854358104189
1997-03-19,1336.6091928142512
1997-03-20,1327.8714492116567
1997-03-21,1334.057465116044
1997-03-24,1333.3563610386827
1997-03-25,1337.6333742415832
1997-03-26,1343.387930098634
1997-03-27,1333.8906362030723
1997-03-28,1333.39292210433
1997-03-31,1319.331267798399
1997-04-01,1310.3068873291215
1997-04-02,1305.604299410483
1997-04-03,1302.3464905420046
1997-04-04,1305.7071503276431
1997-04-07,1305.7682631424816
1997-04-08,1309.3732221689409
1997-04-09,1304.5917833373
1997-04-10,1299.0686530408877
1997-04-11,1283.586068395314
1997-04-14,1281.0284905038382
1997-04-15,1292.7519795817498
1997-04-16,1301.9211280445663
1997-04-17,1304.2919632894866
1997-04-18,1310.7523319151423
1997-04-21,1311.7425352747039
1997-04-22,1318.65800097425
1997-04-23,1323.4562976610237
1997-04-24,1322.081367232931
1997-04-25,1312.4568987005066
1997-04-28,1315.3702432260934
1997-04-29,1332.9841452186522
1997-04-30,1344.2372269195594
1997-05-01,1349.6300500417447
1997-05-02,1363.1694272186758
1997-05-05,1378.4536452974687
1997-05-06,1390.4651111326577
1997-05-07,1383.9337859023408
1997-05-08,1389.2713747603225
1997-05-09,1398.0756433131073
1997-05-12,1416.3721386646946
1997-05-13,1416.3534431750356
1997-05-14,1421.814200198141
1997-05-15,1427.6334249515776
1997-05-16,1427.1127956308558
1997-05-19,1426.3937830186683
1997-05-20,1437.0511255196743
1997-05-21,1435.9641475751719
1997-05-22,1429.485267183463
1997-05-23,1442.280439886908
1997-05-26,1442.8849717046933
1997-05-27,1440.8912878316355
1997-05-28,1444.25203908028
1997-05-29,1441.233910073782
1997-05-30,1437.7646343551005
1997-06-02,1441.2688322053618
1997-06-03,1443.4271779518604
1997-06-04,1441.6376288106355
1997-06-05,1447.3251063467358
1997-06-06,1458.9177971633787
1997-06-09,1471.2237836215054
1997-06-10,1473.9701366814
1997-06-11,1479.5319052624595
1997-06-12,1487.134541007369
1997-06-13,1494.1049237632906
1997-06-16,1501.1431832613082
1997-06-17,1497.884665926235
1997-06-18,1495.6298456497723
1997-06-19,1503.175741995556
1997-06-20,1502.853901315757
1997-06-23,1490.8979188044648
1997-06-24,1503.3041347597866
1997-06-25,1509.4752025448024
1997-06-26,1507.5062044275621
1997-06-27,1504.6512622313835
1997-06-30,1503.5879270286978
1997-07-01,1509.3691282373215
1997-07-02,1519.4377491287958
1997-07-03,1536.6258607005539
1997-07-04,1535.4768877903223
1997-07-07,1535.6947505743542
1997-07-08,1538.8587674443127
1997-07-09,1531.5770058240623
1997-07-10,1535.1895232116085
1997-07-11,1538.0270720198648
1997-07-14,1541.2257270139908
1997-07-15,1537.6289402125506
1997-07-16,1554.4059017516734
1997-07-17,1550.85161310594
1997-07-18,1534.681332850092
1997-07-21,1525.677173719713
1997-07-22,1542.7594962537019
1997-07-23,1550.0508970514088
1997-07-24,1550.741230641728
1997-07-25,1548.5694769817817
1997-07-28,1545.9195063377665
1997-07-29,1550.419700429446
1997-07-30,1558.5085809521058
1997-07-31,1562.1286651050227
1997-08-01,1549.4493116595047
1997-08-04,1544.5167927376754
1997-08-05,1542.5062200042512
1997-08-06,1554.9693520698468
1997-08-07,1550.7460985914424
1997-08-08,1541.5512386973726
1997-08-11,1533.3162917708696
1997-08-12,1528.0181720157516
1997-08-13,1524.360847721881
1997-08-14,1520.1592395112311
1997-08-15,1506.3571168822373
1997-08-18,1502.340751016779
1997-08-19,1513.6674551570286
1997-08-20,1527.208132035455
1997-08-21,1520.7308884610475
1997-08-22,1508.9346445366639
1997-08-25,1505.1019009006372
1997-08-26,1501.5086118163076
1997-08-27,1497.463762044971
1997-08-28,1483.736915787203
1997-08-29,1469.7748857835566
1997-09-01,1462.6927641469238
1997-09-02,1484.4784108331628
1997-09-03,1497.139086875586
1997-09-04,1498.2857113904533
1997-09-05,1505.641868293752
1997-09-08,1509.0275755441921
1997-09-09,1515.512143242221
1997-09-10,1501.729616070408
1997-09-11,1485.943447783823
1997-09-12,1493.17531533734
1997-09-15,1494.9264863239225
1997-09-16,1511.436489630245
1997-09-17,1514.9890002831357
1997-09-18,1519.2491997198679
1997-09-19,1522.1427880750346
1997-09-22,1526.8984893604022
1997-09-23,1525.4049054918676
1997-09-24,1532.190192958294
1997-09-25,1527.7036443220527
1997-09-26,1530.9728678777146
1997-09-29,1537.1455258162848
1997-09-30,1538.1263108011588
1997-10-01,1544.9227755961042
1997-10-02,1548.6963430716216
1997-10-03,1554.582891005806
1997-10-06,1560.9633866338665
1997-10-07,1566.684017872741
1997-10-08,1563.537276009419
1997-10-09,1555.7338277197637
1997-10-10,1552.855803669983
1997-10-13,1553.038125670967
1997-10-14,1551.0087340488285
1997-10-15,1547.0919334224745
1997-10-16,1544.7388454045822
1997-10-17,1526.082711781534
1997-10-20,1526.7287552454916
1997-10-21,1541.6056725134472
1997-10-22,1537.9665042306005
1997-10-23,1501.29935460539
1997-10-24,1494.5840449964403
