Date,ACWI ex THAILAND IMI
1994-05-31,1000.0
1994-06-30,1002.3581921414094
1994-07-29,1017.5548437064142
1994-08-31,1050.252773348443
1994-09-30,1027.003827591179
1994-10-31,1049.1567161458277
1994-11-30,999.4737841940229
1994-12-30,1008.7745720884228
1995-01-31,989.1008324868973
1995-02-28,994.3088705847272
1995-03-31,1040.0125557039391
1995-04-28,1072.3972071615276
1995-05-31,1077.951015205934
1995-06-30,1080.5622906189415
1995-07-31,1134.0855841551836
1995-08-31,1115.0051533528824
1995-09-29,1141.9920545374678
1995-10-31,1119.0710362046477
1995-11-30,1151.6056928349549
1995-12-29,1184.770830528651
1996-01-31,1205.3218963570803
1996-02-29,1215.754556175797
1996-03-29,1234.9759101153954
1996-04-30,1273.991513964282
1996-05-31,1277.0477713741898
1996-06-28,1278.2978480401514
1996-07-31,1224.283585686718
1996-08-30,1242.9650076549717
1996-09-30,1284.281123893223
1996-10-31,1283.6003570391879
1996-11-29,1341.7140159397024
1996-12-31,1324.6469182023059
1997-01-01,1324.6619322378708
1997-01-02,1315.4237763912563
1997-01-03,1323.1970272086608
1997-01-06,1327.651120254227
1997-01-07,1330.7644142116108
1997-01-08,1326.4736798439794
1997-01-09,1324.787101901027
1997-01-10,1318.6453244500337
1997-01-13,1326.9060867687263
1997-01-14,1336.1693766772732
1997-01-15,1338.034378005465
1997-01-16,1344.5276390381332
1997-01-17,1345.9702915870785
1997-01-20,1340.7461362962065
1997-01-21,1340.6215615345081
1997-01-22,1345.8758760544927
1997-01-23,1339.0478968465866
1997-01-24,1330.1145210729446
1997-01-27,1319.5172757323867
1997-01-28,1318.3174564763126
1997-01-29,1322.745687421333
1997-01-30,1329.9409954448242
1997-01-31,1339.1813516761335
1997-02-03,1338.8714163376533
1997-02-04,1341.4255805000823
1997-02-05,1332.796432989803
1997-02-06,1333.4038011768464
1997-02-07,1336.424995907669
1997-02-10,1341.3679174766469
1997-02-11,1341.7813714542963
1997-02-12,1352.1344885711485
1997-02-13,1360.630513718133
1997-02-14,1361.5047095221325
1997-02-17,1360.7538853595026
1997-02-18,1363.5536297579508
1997-02-19,1362.281209261551
1997-02-20,1361.45418276069
1997-02-21,1363.145011640409
1997-02-24,1372.2206892131585
1997-02-25,1377.4465764685744
1997-02-26,1368.1768787234732
1997-02-27,1360.9665024377625
1997-02-28,1353.3301387955519
1997-03-03,1352.4109565768383
1997-03-04,1352.6281092258107
1997-03-05,1358.3520109399492
1997-03-06,1357.0206883819562
1997-03-07,1362.0300218371103
1997-03-10,1371.7832918860088
1997-03-11,1372.5841449102404
1997-03-12,1361.6914356994887
1997-03-13,1347.0138108298056
1997-03-14,1348.9075356399128
1997-03-17,1345.8154669165096
1997-03-18,1343.2348703818295
1997-03-19,1339.5328875715384
1997-03-20,1330.7566195159309
1997-03-21,1337.0416097648688
1997-03-24,1336.0447025812
1997-03-25,1340.5495277219725
1997-03-26,1346.5292969986995
1997-03-27,1337.2701140350453
1997-03-28,1336.563943412657
1997-03-31,1322.6980532655725
1997-04-01,1313.5320521864473
1997-04-02,1308.7161939839837
1997-04-03,1305.6018265888288
1997-04-04,1308.920522115714
1997-04-07,1309.1222491123945
1997-04-08,1312.5901896398477
1997-04-09,1308.0367559678082
1997-04-10,1302.4220129319601
1997-04-11,1287.1533698222515
1997-04-14,1284.6952099725086
1997-04-15,1296.6506390961115
1997-04-16,1305.756273075588
