Date,ACWI FM ex JAPAN IMI
2007-05-31,1000.0
2007-06-01,1006.3500506951091
2007-06-04,1009.0852793528047
2007-06-05,1005.3985159161325
2007-06-06,993.4409380753217
2007-06-07,978.974791918467
2007-06-08,980.2432500159827
2007-06-11,984.0794174838747
2007-06-12,976.2687535612846
2007-06-13,984.2030660175739
2007-06-14,994.3812236021221
2007-06-15,1005.2267516425778
2007-06-18,1005.857353977887
2007-06-19,1006.3326970707714
2007-06-20,1001.1258094263978
2007-06-21,1000.7378458131689
2007-06-22,994.2740948853015
2007-06-25,990.8513925272546
2007-06-26,986.2957158986826
2007-06-27,987.4550945597318
2007-06-28,993.6900588728828
2007-06-29,996.5833992277742
2007-07-02,1005.9606304654159
2007-07-03,1012.124573198432
2007-07-04,1014.928475993688
2007-07-05,1013.3325963370548
2007-07-06,1019.3753777424453
2007-07-09,1022.8082909171143
2007-07-10,1013.7021458262083
2007-07-11,1016.0557126344604
2007-07-12,1031.4877970304547
2007-07-13,1036.7441860010692
2007-07-16,1035.0400342997614
2007-07-17,1034.0593788361352
2007-07-18,1029.5265362846549
2007-07-19,1037.0690158119266
2007-07-20,1028.6925658449495
2007-07-23,1032.7231098942452
2007-07-24,1016.4387857458892
2007-07-25,1010.9979192225254
2007-07-26,986.6964095960737
2007-07-27,970.2096405347122
2007-07-30,975.9605521567893
2007-07-31,979.4105145450707
2007-08-01,971.6935772396408
2007-08-02,977.9112453564638
2007-08-03,962.570105370538
2007-08-06,967.0953916440296
2007-08-07,974.0725623799327
2007-08-08,993.6580223980361
2007-08-09,969.9284590601627
2007-08-10,954.947719890663
2007-08-13,961.097961994462
2007-08-14,945.1285187062747
2007-08-15,930.4043341092607
2007-08-16,911.283975759715
2007-08-17,931.4805001802063
2007-08-20,939.0704417456238
2007-08-21,940.2754769801758
2007-08-22,955.4022261165462
2007-08-23,960.0499215882887
2007-08-24,968.6373766651811
2007-08-27,967.8289086980956
2007-08-28,949.0530619144299
2007-08-29,960.9165215146688
2007-08-30,964.1257060253818
2007-08-31,977.4022728289485
2007-09-03,978.9050119202941
2007-09-04,986.1182821063734
2007-09-05,976.2246224952305
2007-09-06,981.3584204029797
2007-09-07,967.4267794228111
2007-09-10,962.1124091904228
2007-09-11,976.8762368073146
2007-09-12,979.7595025748186
2007-09-13,987.1923458668921
2007-09-14,984.7807946326432
2007-09-17,975.9044419708435
2007-09-18,995.5333342739253
2007-09-19,1014.4783878570962
2007-09-20,1013.5427311661417
2007-09-21,1018.45235962375
2007-09-24,1017.8759743014214
2007-09-25,1014.4257284019169
2007-09-26,1020.7501301794473
2007-09-27,1029.4452670193193
2007-09-28,1030.3546905153423
2007-10-01,1042.0924749149451
2007-10-02,1044.4986158869901
2007-10-03,1041.6637171408104
2007-10-04,1041.6764831362418
2007-10-05,1053.5406333236822
2007-10-08,1049.5296020872809
2007-10-09,1057.307283794257
2007-10-10,1060.6141235318378
2007-10-11,1064.1044836522974
2007-10-12,1063.9164509677632
2007-10-15,1058.9956756677282
2007-10-16,1048.2695459584966
2007-10-17,1053.5902878993086
2007-10-18,1053.3783319812474
2007-10-19,1035.2347910141834
2007-10-22,1025.7617702757473
2007-10-23,1041.100031901559
2007-10-24,1037.0036371708807
2007-10-25,1044.297336011239
2007-10-26,1059.3700020165527
2007-10-29,1068.516422819875
2007-10-30,1062.7341810951132
2007-10-31,1075.3626001979908
2007-11-01,1054.846666095191
2007-11-02,1051.7336843959974
2007-11-05,1042.9866828019626
2007-11-06,1055.292554903623
2007-11-07,1041.867929926318
2007-11-08,1036.5090387863336
2007-11-09,1021.6808707326337
2007-11-12,1004.4643823133202
2007-11-13,1021.6255774083572
2007-11-14,1027.5750817972116
2007-11-15,1011.8097053940772
2007-11-16,1008.8389192731327
2007-11-19,991.3463302941344
2007-11-20,999.0597159177597
2007-11-21,978.4794611118249
2007-11-22,980.8383487427436
2007-11-23,992.8622114684321
2007-11-26,984.3438885439308
2007-11-27,987.86783262506
2007-11-28,1010.1241984283312
2007-11-29,1015.113679967718
2007-11-30,1023.002379061568
2007-12-03,1018.4518133215321
2007-12-04,1012.1187630178875
2007-12-05,1025.0396776444381
2007-12-06,1034.0900604488743
2007-12-07,1037.807334922857
2007-12-10,1044.2827799432057
2007-12-11,1030.1992107680298
2007-12-12,1032.654471978985
2007-12-13,1019.2028546362645
2007-12-14,1007.2438185694789
2007-12-17,986.3242331133534
2007-12-18,990.001455446444
2007-12-19,989.1428684614419
2007-12-20,991.6852143036921
2007-12-21,1008.3426063469318
2007-12-24,1016.6112848347063
2007-12-25,1016.672712933321
2007-12-26,1019.8783342663506
2007-12-27,1015.6400422247482
2007-12-28,1019.1241400261019
