Date,AC ASIA PACIFIC IMI
1994-05-31,733.2512127054731
1994-06-30,761.7586138582009
1994-07-29,746.4584983200415
1994-08-31,759.4618311128933
1994-09-30,742.0988640563797
1994-10-31,757.1254011971275
1994-11-30,707.7998805930714
1994-12-30,714.8375993163484
1995-01-31,668.706618792128
1995-02-28,646.5401528664028
1995-03-31,691.2767949015707
1995-04-28,714.5976328607911
1995-05-31,689.1920235600029
1995-06-30,664.5897713199396
1995-07-31,706.942274505122
1995-08-31,682.8495338771897
1995-09-29,686.1661100593453
1995-10-31,656.3777193105977
1995-11-30,679.4318972415658
1995-12-29,710.4201348259159
1996-01-31,715.2188357983241
1996-02-29,709.6638900562225
1996-03-29,728.3856333822155
1996-04-30,773.178009265144
1996-05-31,743.9182668887297
1996-06-28,743.6477001265482
1996-07-31,704.9788856873696
1996-08-30,690.8519801256766
1996-09-30,705.4588568824626
1996-10-31,671.0929407182579
1996-11-29,681.9339029395169
1996-12-31,646.8702893816471
1997-01-01,646.9030257561046
1997-01-02,647.23825797728
1997-01-03,645.7840684075319
1997-01-06,651.6097832688372
1997-01-07,646.5335951434174
1997-01-08,640.4958130034538
1997-01-09,627.6911844755456
1997-01-10,613.6585656741639
1997-01-13,623.9752556426591
1997-01-14,622.5420590579695
1997-01-15,624.4396997154981
1997-01-16,629.3130698663739
1997-01-17,626.3231166728876
1997-01-20,617.2398394891042
1997-01-21,613.215653934671
1997-01-22,618.0253475627849
1997-01-23,613.2424105982353
1997-01-24,610.0851219470272
1997-01-27,601.1182054267869
1997-01-28,600.1456104277995
1997-01-29,602.3133147517228
1997-01-30,598.059024809016
1997-01-31,605.7906365932886
1997-02-03,603.9906998407901
1997-02-04,604.8357878053374
1997-02-05,596.531339522381
1997-02-06,594.905885580902
1997-02-07,589.2079786384483
1997-02-10,597.7260267725267
1997-02-11,596.9834584047501
1997-02-12,598.9783628409205
1997-02-13,601.297461067787
1997-02-14,603.9031695765701
1997-02-17,604.9083850939438
1997-02-18,601.7070103333298
1997-02-19,602.5236432600846
1997-02-20,614.9521845022942
1997-02-21,619.4504872376716
1997-02-24,620.9982797232009
1997-02-25,622.7643570237168
1997-02-26,619.5143326447172
1997-02-27,622.0973744263407
1997-02-28,617.0495398659847
1997-03-03,614.1792339497814
1997-03-04,612.8509920165869
1997-03-05,609.546919125403
1997-03-06,603.8290651592159
1997-03-07,604.7686769818395
1997-03-10,604.2674670819603
1997-03-11,606.8283318657354
1997-03-12,602.6610535138589
1997-03-13,596.7555079966577
1997-03-14,593.8170104921279
1997-03-17,594.859993133449
1997-03-18,601.1408048445863
1997-03-19,600.826101578749
1997-03-20,597.8285178243319
1997-03-21,602.2254409245769
1997-03-24,596.8877371175216
1997-03-25,598.4608930593487
1997-03-26,600.9375620705384
1997-03-27,598.6444782089046
1997-03-28,596.6673885773712
1997-03-31,593.6903464002329
1997-04-01,590.635079636269
1997-04-02,596.1242935799086
1997-04-03,594.6356846445543
1997-04-04,587.3942058912018
1997-04-07,578.76408686999
1997-04-08,581.2935519853454
1997-04-09,576.111734748437
1997-04-10,570.1112557361957
1997-04-11,573.5821848686296
1997-04-14,567.7047614459798
1997-04-15,569.972250780323
1997-04-16,576.3676860871856
1997-04-17,578.7707350335029
1997-04-18,584.6418869448883
1997-04-21,592.579360553737
1997-04-22,590.3127819293774
1997-04-23,595.5075028817522
1997-04-24,594.1605827979892
1997-04-25,592.1878344143447
1997-04-28,589.1990204429276
1997-04-29,587.2501292986377
1997-04-30,596.1619269020159
1997-05-01,602.6190374213276
1997-05-02,604.5071378292337
1997-05-05,605.8328765167627
1997-05-06,621.3541813074131
1997-05-07,621.565213674653
1997-05-08,623.3309656864146
1997-05-09,626.6685595230066
1997-05-12,640.4494088551074
1997-05-13,640.5922221404195
1997-05-14,644.6464252827402
1997-05-15,646.7985352423935
1997-05-16,654.5767958126607
1997-05-19,654.5373232549695
1997-05-20,662.8365832742043
1997-05-21,653.8630644180173
1997-05-22,648.0339001772032
1997-05-23,653.6695217061589
1997-05-26,652.3346069776672
1997-05-27,648.3845581522519
1997-05-28,658.4892435077761
1997-05-29,656.7412669243013
1997-05-30,652.4039508466726
1997-06-02,659.7200293623678
1997-06-03,662.0220049768163
1997-06-04,663.6210721423521
1997-06-05,664.8087876990003
1997-06-06,663.9705440085494
1997-06-09,673.3475709514648
1997-06-10,675.4829251000214
1997-06-11,678.8825170550735
1997-06-12,671.4047657379541
1997-06-13,670.0691325248723
1997-06-16,680.4023851435347
1997-06-17,679.5225405541339
1997-06-18,678.8513224221414
1997-06-19,676.672932080729
1997-06-20,676.4843286029555
1997-06-23,673.6233598116227
1997-06-24,674.9423641774127
1997-06-25,686.1653133226026
1997-06-26,687.6269667118543
1997-06-27,680.9034468097179
1997-06-30,685.0685170646766
1997-07-01,677.7107893293751
1997-07-02,680.1488329984285
1997-07-03,681.8162414238815
1997-07-04,677.5795437591319
1997-07-07,676.4593836130463
1997-07-08,676.3103590479947
1997-07-09,672.9490986493662
1997-07-10,672.3679417411528
1997-07-11,671.9666676298201
1997-07-14,675.2329449895964
1997-07-15,666.8418514893657
1997-07-16,670.0187724049049
1997-07-17,672.6665847728377
1997-07-18,671.2129231164316
1997-07-21,670.3537945984529
