Date,AC AP IMI WITH PARTIAL A SHARES
2014-08-21,2173.124056945993
2014-08-22,2174.4198124001455
2014-08-25,2177.117452274385
2014-08-26,2172.9283381215573
2014-08-27,2180.074909099489
2014-08-28,2173.222650751733
2014-08-29,2169.3296840625653
2014-09-01,2172.6495069139823
2014-09-02,2169.6994183331412
2014-09-03,2186.8517776626495
2014-09-04,2182.671149288892
2014-09-05,2178.0412369002665
2014-09-08,2176.0813781100605
2014-09-09,2167.362168982169
2014-09-10,2154.3705629623223
2014-09-11,2148.3881164966233
2014-09-12,2140.997052682078
2014-09-15,2130.178636129785
2014-09-16,2119.3206667977024
2014-09-17,2120.5869364741084
2014-09-18,2114.2705855562463
2014-09-19,2122.242617940704
2014-09-22,2106.8711626967456
2014-09-23,2104.739230588212
2014-09-24,2103.269323302093
2014-09-25,2108.9189463279617
2014-09-26,2093.4829043806762
2014-09-29,2080.6089814143793
2014-09-30,2068.4469984625816
2014-10-01,2061.4822540340406
2014-10-02,2042.726402890347
2014-10-03,2036.565844390668
2014-10-06,2052.875208552272
2014-10-07,2059.2421070347323
2014-10-08,2036.4237336970966
2014-10-09,2044.0944835687196
2014-10-10,2012.4641808592842
2014-10-13,2008.32732242133
2014-10-14,1994.371898588025
2014-10-15,2009.7824366909913
2014-10-16,1984.3572840247843
2014-10-17,1968.690996035641
2014-10-20,2011.4713692376163
2014-10-21,2001.5899489645124
2014-10-22,2030.3974875689169
2014-10-23,2018.2451401199119
2014-10-24,2024.3573812126033
2014-10-27,2035.1137928626338
2014-10-28,2040.561362854316
2014-10-29,2066.8398262300734
2014-10-30,2062.0869364482105
2014-10-31,2082.5985402658794
2014-11-03,2061.0317778339245
2014-11-04,2086.997839696689
2014-11-05,2069.507127083597
2014-11-06,2055.8417162929836
2014-11-07,2058.9137685640712
2014-11-10,2070.2397620171128
2014-11-11,2070.2178667899943
2014-11-12,2076.16071075684
2014-11-13,2080.298760807318
2014-11-14,2080.8694666515858
2014-11-17,2052.4694772807866
2014-11-18,2065.579765522901
2014-11-19,2051.8275230111826
2014-11-20,2045.2302341575714
2014-11-21,2056.210643399742
2014-11-24,2062.491618070502
2014-11-25,2066.7125191993428
2014-11-26,2076.2719131796266
2014-11-27,2068.3457264897215
2014-11-28,2066.4305601622846
2014-12-01,2052.7020120040306
2014-12-02,2058.2490758155627
2014-12-03,2054.3318804733376
2014-12-04,2068.6176055007004
2014-12-05,2056.9975420242363
2014-12-08,2058.323982534188
2014-12-09,2052.0863181580553
2014-12-10,2034.3154763040739
2014-12-11,2012.599130272658
2014-12-12,2018.4390564520256
2014-12-15,1997.6883240075294
2014-12-16,1980.1269828752543
2014-12-17,1970.8183867356786
2014-12-18,1983.9280465746617
2014-12-19,2015.0300065880388
2014-12-22,2027.7783388540863
2014-12-23,2013.3245141121156
2014-12-24,2024.131554367726
2014-12-25,2020.8908751938457
2014-12-26,2028.7232729580517
2014-12-29,2039.7330248413618
2014-12-30,2033.5093323366266
2014-12-31,2034.1470934283313
2015-01-01,2034.1731172683303
2015-01-02,2036.0687248408842
2015-01-05,2029.4001059980735
2015-01-06,1996.2236386843638
2015-01-07,1991.0143796032555
2015-01-08,2015.1133491333853
2015-01-09,2034.6111035911129
2015-01-12,2033.9956758360584
2015-01-13,2034.1577777399364
2015-01-14,2029.9060695085482
2015-01-15,2048.8248971025346
2015-01-16,2028.8137386313051
2015-01-19,2029.7151050643424
2015-01-20,2042.5361865746647
2015-01-21,2058.5699473620452
2015-01-22,2059.3868840694086
2015-01-23,2078.320348501375
2015-01-26,2072.9501244580456
2015-01-27,2098.2187316959157
2015-01-28,2098.5107196650442
2015-01-29,2071.1657886823655
2015-01-30,2071.4624274718767
2015-02-02,2070.692334122894
2015-02-03,2062.8271996803323
2015-02-04,2090.092663309081
2015-02-05,2086.887491332871
2015-02-06,2080.731462607861
2015-02-09,2080.2166998242524
2015-02-10,2074.434018568557
2015-02-11,2062.848608503996
2015-02-12,2083.4927043164084
2015-02-13,2105.3119221231163
2015-02-16,2112.1833757500817
2015-02-17,2110.698971671534
2015-02-18,2125.9116614925106
2015-02-19,2133.2215013357636
2015-02-20,2138.1713011520924
2015-02-23,2137.429730178715
2015-02-24,2142.7771778198594
2015-02-25,2156.419257950418
2015-02-26,2158.568136997664
2015-02-27,2157.879783027173
2015-03-02,2156.14863492268
2015-03-03,2161.490022243965
2015-03-04,2148.941948054063
2015-03-05,2142.6893273138103
2015-03-06,2147.4367644411877
2015-03-09,2126.6816196370273
2015-03-10,2110.485617124105
2015-03-11,2101.1326996167945
2015-03-12,2125.9082435772557
2015-03-13,2128.1965254520246
2015-03-16,2126.593257868711
2015-03-17,2140.429460964673
2015-03-18,2156.929956449574
2015-03-19,2167.751428740549
2015-03-20,2180.3971771832166
2015-03-23,2198.0366947269367
2015-03-24,2197.5687314834718
2015-03-25,2205.0401637994096
2015-03-26,2180.7400595562212
2015-03-27,2174.8185729948077
2015-03-30,2173.869119208908
2015-03-31,2172.6979771176907
2015-04-01,2168.6210595812418
2015-04-02,2191.4803291306257
2015-04-03,2198.8212899428972
2015-04-06,2211.1591613259206
2015-04-07,2214.2780199057747
2015-04-08,2246.125655598982
2015-04-09,2256.6226997463564
2015-04-10,2265.255582770063
2015-04-13,2270.716263506918
2015-04-14,2278.6158304349988
2015-04-15,2269.953754504306
2015-04-16,2295.321978605436
2015-04-17,2286.0338708314366
2015-04-20,2263.538548388661
2015-04-21,2287.1153356395994
2015-04-22,2298.978617394198
2015-04-23,2305.232169915695
2015-04-24,2317.344917156486
2015-04-27,2326.692609158946
2015-04-28,2335.896687866953
2015-04-29,2325.233508310812
2015-04-30,2283.891417500082
2015-05-01,2275.4511536833934
2015-05-04,2279.763111088798
2015-05-05,2275.5322840090207
2015-05-06,2268.0700246708807
2015-05-07,2237.9734449182915
2015-05-08,2252.0301969759475
2015-05-11,2262.6449288282533
2015-05-12,2260.986860222661
2015-05-13,2278.720103319442
2015-05-14,2272.8337230957213
2015-05-15,2290.117617905526
2015-05-18,2292.244358401091
2015-05-19,2289.1227531946283
2015-05-20,2286.555260655518
2015-05-21,2287.4049264256687
2015-05-22,2295.3201839606277
2015-05-25,2303.6623296785247
2015-05-26,2292.815177530215
2015-05-27,2277.1390007827767
2015-05-28,2265.1274325132026
2015-05-29,2268.5271808112607
2015-06-01,2267.486333131262
2015-06-02,2258.490496678296
2015-06-03,2255.235499252396
2015-06-04,2240.45885669004
2015-06-05,2222.5294876214293
2015-06-08,2214.737159901028
2015-06-09,2194.36924292022
2015-06-10,2208.622021697094
2015-06-11,2217.0976787359355
2015-06-12,2227.5886779621537
2015-06-15,2215.5963626296743
2015-06-16,2199.6648840012863
2015-06-17,2197.744926129485
2015-06-18,2203.2044517416302
2015-06-19,2211.9617259226275
2015-06-22,2229.9253128751934
2015-06-23,2250.1145692164296
2015-06-24,2249.1052318614743
2015-06-25,2243.667676906187
2015-06-26,2220.676121221699
2015-06-29,2178.2856812001683
2015-06-30,2199.689087320003
2015-07-01,2203.542289823792
2015-07-02,2208.0779399336016
2015-07-03,2197.2469266026387
2015-07-06,2152.150344688025
2015-07-07,2152.224875357913
2015-07-08,2089.6923058801626
2015-07-09,2108.890207752996
2015-07-10,2114.8696219998337
2015-07-13,2137.384501846316
2015-07-14,2153.641203283739
2015-07-15,2152.12227296038
2015-07-16,2165.3649024053225
2015-07-17,2171.9542566236737
2015-07-20,2166.7615093978125
2015-07-21,2181.7030727928577
2015-07-22,2158.5289445665394
2015-07-23,2159.11931983362
2015-07-24,2143.468517715736
2015-07-27,2114.1139681614104
2015-07-28,2105.591360113663
2015-07-29,2113.649716630756
2015-07-30,2113.352286081841
2015-07-31,2130.910095299466
2015-08-03,2117.2247452433494
2015-08-04,2126.5706458306513
2015-08-05,2119.2925218125342
2015-08-06,2117.3800458866385
2015-08-07,2120.9870955499623
2015-08-10,2129.68278396254
2015-08-11,2108.638381060755
2015-08-12,2081.014119443093
2015-08-13,2084.8723291790043
2015-08-14,2084.158200093436
2015-08-17,2078.711528913875
2015-08-18,2063.9702934415195
2015-08-19,2048.438979476144
2015-08-20,2022.2408166680991
2015-08-21,1979.7099138993235
2015-08-24,1892.8925320517906
2015-08-25,1876.1554691372987
2015-08-26,1906.9872112502683
2015-08-27,1937.6533884359922
2015-08-28,1973.5699792347789
2015-08-31,1957.7075788220118
2015-09-01,1912.8196571219387
2015-09-02,1897.3076586892682
2015-09-03,1900.976725264981
2015-09-04,1879.8987368954083
2015-09-07,1870.0947703832437
2015-09-08,1871.083534641547
2015-09-09,1947.7000020278624
2015-09-10,1921.0210618855638
2015-09-11,1922.1576227608707
2015-09-14,1922.0434706061083
2015-09-15,1910.950908814454
2015-09-16,1937.0835794475856
2015-09-17,1951.4454048320927
2015-09-18,1953.603272988422
2015-09-21,1930.4699991655239
2015-09-22,1931.2371554754413
2015-09-23,1902.5345645593009
2015-09-24,1889.5375736941223
2015-09-25,1892.9575591989296
2015-09-28,1895.449651267464
2015-09-29,1842.1532450746029
2015-09-30,1881.8142199506055
2015-10-01,1910.5951724544173
2015-10-02,1919.0704038041856
2015-10-05,1941.8070698144465
2015-10-06,1957.4829881843166
2015-10-07,1994.3653672455812
2015-10-08,1986.176655039899
2015-10-09,2017.9894478363692
2015-10-12,2031.2118867336574
2015-10-13,2013.2424791601177
2015-10-14,1994.5841887056288
2015-10-15,2032.43035609374
2015-10-16,2038.6474965228342
2015-10-19,2033.0176892541263
2015-10-20,2027.7010495406655
2015-10-21,2039.256551225279
2015-10-22,2029.0930406965874
2015-10-23,2056.8554943927816
2015-10-26,2066.3845553027068
2015-10-27,2058.375328043996
2015-10-28,2050.0544133250337
2015-10-29,2030.6442311364221
2015-10-30,2039.2457018074824
2015-11-02,2016.7210084348847
2015-11-03,2025.3033643244944
2015-11-04,2042.5428842357871
2015-11-05,2044.2619254827719
2015-11-06,2029.3431806721499
2015-11-09,2029.2026086786007
2015-11-10,2014.630472812453
2015-11-11,2020.6168294219553
2015-11-12,2027.185586039598
2015-11-13,2008.4012301230375
2015-11-16,1984.2207388051143
2015-11-17,2004.7958343931393
2015-11-18,1998.9224906515346
2015-11-19,2035.9381319761922
2015-11-20,2046.362264211693
2015-11-23,2042.3024824684228
2015-11-24,2046.8778811872908
2015-11-25,2037.4075778096276
2015-11-26,2046.2270373799604
2015-11-27,2026.1556281013973
2015-11-30,2007.4094971283744
2015-12-01,2041.3475812001063
2015-12-02,2036.6347747533584
2015-12-03,2032.5867451192273
2015-12-04,2012.2685424437984
2015-12-07,2013.7999301768389
2015-12-08,1990.6196925317677
2015-12-09,1981.8514356522671
2015-12-10,1976.321102854043
2015-12-11,1970.9367702170553
2015-12-14,1951.6845553508551
2015-12-15,1932.3152923213677
2015-12-16,1972.2581667635648
2015-12-17,1987.5313108247308
2015-12-18,1977.0525106509858
2015-12-21,1981.803181889768
2015-12-22,1989.7651587461328
2015-12-23,1996.1611688082323
2015-12-24,2001.4552661365196
2015-12-25,1998.3786469685815
2015-12-28,2000.025792406141
2015-12-29,2012.1416902059073
2015-12-30,2012.4190688992664
2015-12-31,2014.8020906709
2016-01-01,2015.0562013834185
2016-01-04,1967.4844990740296
2016-01-05,1960.4531355276301
2016-01-06,1942.1850682680608
2016-01-07,1896.9736431134388
2016-01-08,1895.798319171252
2016-01-11,1875.8638209244623
2016-01-12,1843.6996176201255
2016-01-13,1873.3084319686561
2016-01-14,1842.9002584230548
2016-01-15,1833.1470073251035
2016-01-18,1814.721793127504
2016-01-19,1829.9023263913896
2016-01-20,1781.8587845534032
2016-01-21,1750.0240725875797
2016-01-22,1808.7934255120654
2016-01-25,1829.2379577044453
2016-01-26,1799.1088189442214
2016-01-27,1823.1919524199257
2016-01-28,1822.7365658790293
2016-01-29,1850.3342976315107
2016-02-01,1869.9056693245236
2016-02-02,1856.9140472317488
2016-02-03,1829.7755351341998
2016-02-04,1846.9852435568016
2016-02-05,1835.4572077916025
2016-02-08,1848.6952960297144
2016-02-09,1802.643365837171
2016-02-10,1779.463574545714
2016-02-11,1778.22242618408
2016-02-12,1724.0438477038267
2016-02-15,1791.215834614715
2016-02-16,1809.8490747322242
2016-02-17,1796.298436900635
2016-02-18,1834.362386353606
2016-02-19,1825.8289858210987
2016-02-22,1841.5053153819165
2016-02-23,1838.021713090442
2016-02-24,1828.9250090447372
2016-02-25,1825.603000271212
2016-02-26,1828.0300054287568
2016-02-29,1822.469919828882
2016-03-01,1834.17756706284
2016-03-02,1886.9677481629471
2016-03-03,1914.5141845509143
2016-03-04,1927.7446654900698
2016-03-07,1928.3260453479709
2016-03-08,1918.0002625828176
2016-03-09,1908.8852874854826
2016-03-10,1917.5317197090415
2016-03-11,1935.6257284510846
2016-03-14,1953.549993868257
2016-03-15,1940.0731747920902
2016-03-16,1927.9221588915289
2016-03-17,1968.0599266536215
2016-03-18,1971.033882072188
2016-03-21,1971.0039834666195
2016-03-22,1986.5466547329202
2016-03-23,1969.1077618142724
2016-03-24,1951.270670365208
2016-03-25,1957.0023821987975
2016-03-28,1960.310663345973
2016-03-29,1962.1492529848865
2016-03-30,1979.5088001977385
2016-03-31,1980.9906815392123
2016-04-01,1937.6770086394915
2016-04-04,1948.0717480634255
2016-04-05,1916.8137732644036
2016-04-06,1920.9424037216918
2016-04-07,1939.4984900400636
2016-04-08,1946.9212047462831
2016-04-11,1952.6764384654366
2016-04-12,1965.6428529228513
2016-04-13,1999.640775591961
2016-04-14,2031.1521565768558
2016-04-15,2031.9207325082655
2016-04-18,2004.106038879735
2016-04-19,2038.0518822062324
2016-04-20,2035.8821946169835
2016-04-21,2058.9782613382104
2016-04-22,2041.5357980905246
2016-04-25,2037.3885108282102
2016-04-26,2030.1621498395161
2016-04-27,2016.1764457908096
2016-04-28,2010.5404976257169
2016-04-29,2018.316581619861
2016-05-02,1992.4878035090571
2016-05-03,1987.375042612271
2016-05-04,1968.9388899734577
2016-05-05,1964.3792083281198
2016-05-06,1958.6555009531664
2016-05-09,1948.5743138083162
2016-05-10,1964.52085662391
2016-05-11,1967.901842543702
2016-05-12,1965.3386963974788
2016-05-13,1939.0696981618898
2016-05-16,1947.2749868117353
2016-05-17,1966.382670638829
2016-05-18,1950.9186335396932
2016-05-19,1933.0744123484928
2016-05-20,1938.5420410185227
2016-05-23,1946.9867244141135
2016-05-24,1930.9759619609476
2016-05-25,1955.0268090045456
2016-05-26,1964.8480079150659
2016-05-27,1976.8099677760083
2016-05-30,1977.1703475806212
2016-05-31,1992.0792903094455
2016-06-01,1989.1929835181854
2016-06-02,1978.4305646130292
2016-06-03,2004.3852132993654
2016-06-06,2007.1659604064407
2016-06-07,2029.3261006557027
2016-06-08,2043.6727877234164
2016-06-09,2033.8458672651552
2016-06-10,2013.067249900777
2016-06-13,1970.3108572568194
2016-06-14,1956.9479956808175
2016-06-15,1964.4614033440691
2016-06-16,1943.7204941631715
2016-06-17,1953.8131671697872
2016-06-20,1990.2816375151772
2016-06-21,2003.6603521788288
2016-06-22,2001.7478671357355
2016-06-23,2007.897327580485
2016-06-24,1935.1356109310389
2016-06-27,1946.9274265390877
2016-06-28,1944.8153677685243
2016-06-29,1979.631841359463
2016-06-30,1997.6751843881575
2016-07-01,2009.8308151199874
2016-07-04,2026.1234615337814
2016-07-05,2017.226149052284
2016-07-06,1995.3712015231793
2016-07-07,2001.6016974255183
2016-07-08,1990.6967646225578
2016-07-11,2026.0032693496876
2016-07-12,2041.1157711311423
2016-07-13,2058.4166321675048
2016-07-14,2064.279303629066
2016-07-15,2067.4067891274317
2016-07-18,2070.2539023795716
2016-07-19,2070.368099386535
2016-07-20,2071.5988605637426
2016-07-21,2084.0261582006474
2016-07-22,2073.422951357363
2016-07-25,2075.708801964814
2016-07-26,2082.5614295996793
2016-07-27,2085.1632258912655
2016-07-28,2088.030108130904
2016-07-29,2112.737006533781
2016-08-01,2125.728803360765
2016-08-02,2119.381079198977
2016-08-03,2080.930623450904
2016-08-04,2096.5234417816196
2016-08-05,2100.569192178456
2016-08-08,2125.302718319594
2016-08-09,2141.8402508499767
2016-08-10,2150.6799272513595
2016-08-11,2149.673965716174
2016-08-12,2164.6678843772793
2016-08-15,2164.140634207737
2016-08-16,2158.34139357706
2016-08-17,2161.1186771506877
2016-08-18,2155.6420318542023
2016-08-19,2151.958240554332
2016-08-22,2150.20252100342
2016-08-23,2153.0557243381204
2016-08-24,2149.5301574001405
2016-08-25,2149.6425339958614
2016-08-26,2141.2933075912024
2016-08-29,2133.6368720300206
2016-08-30,2133.3199802864146
2016-08-31,2134.669626317015
2016-09-01,2140.3165891309413
2016-09-02,2137.0255027452677
2016-09-05,2162.9106013578594
2016-09-06,2193.4740466587095
2016-09-07,2200.3333693709496
2016-09-08,2199.3390508977823
2016-09-09,2173.0641848858104
2016-09-12,2132.1641115875655
2016-09-13,2126.517458709089
2016-09-14,2117.067035034217
2016-09-15,2116.1737186819337
2016-09-16,2126.177120503347
2016-09-19,2145.0465738359853
2016-09-20,2149.455308944763
2016-09-21,2190.223911268608
2016-09-22,2204.8892344842634
2016-09-23,2201.9327704030034
2016-09-26,2185.2074004781907
2016-09-27,2202.851334377881
2016-09-28,2193.3618785084905
2016-09-29,2198.5897304093187
2016-09-30,2175.6210751682056
2016-10-03,2188.769279293302
2016-10-04,2188.5461470458135
2016-10-05,2183.68698799634
2016-10-06,2187.3378077648863
2016-10-07,2186.679449977804
2016-10-10,2185.907132724257
2016-10-11,2174.3390386032484
2016-10-12,2157.7402869277366
2016-10-13,2147.125077479008
2016-10-14,2150.163843355728
2016-10-17,2149.1226171783946
2016-10-18,2168.4437878008807
2016-10-19,2179.349881084926
2016-10-20,2181.146564185052
2016-10-21,2174.071364753901
2016-10-24,2178.2122037127046
2016-10-25,2183.92194964759
2016-10-26,2177.1512083230036
2016-10-27,2160.4282198539695
2016-10-28,2159.0550125218047
2016-10-31,2163.2751102457005
2016-11-01,2171.490303004401
2016-11-02,2149.523073534821
2016-11-03,2147.5265291625183
2016-11-04,2129.92373803231
2016-11-07,2139.283158850274
2016-12-08,2150.14574839011
2017-04-03,2313.460286952342
2017-04-04,2305.833901873172
2017-04-05,2309.278853713933
2017-04-06,2290.6187402940577
2017-04-07,2294.9541116534915
2017-04-10,2296.1383578066857
2017-04-11,2300.6503258416724
2017-04-12,2298.5985359560023
2017-04-13,2299.805270654463
2017-04-14,2290.7870854496196
2017-04-17,2301.2975779510825
2017-04-18,2290.7817422520898
2017-04-19,2281.4793127514267
2017-04-20,2288.449359709818
2017-04-21,2304.499873439154
2017-04-24,2313.5496104513104
2017-04-25,2328.959304676371
2017-04-26,2337.384632163358
2017-04-27,2339.1930486003425
