Date,ACWI ex EMU IMI
2007-05-31,1000.0
2007-06-01,1006.4221239473382
2007-06-04,1009.7296828663086
2007-06-05,1006.5956537255396
2007-06-06,998.158126312828
2007-06-07,984.6761015376653
2007-06-08,985.9018528047502
2007-06-11,988.5819170023616
2007-06-12,981.1113348811994
2007-06-13,988.3653945704249
2007-06-14,996.3401205396774
2007-06-15,1005.4788703079655
2007-06-18,1007.0669998535061
2007-06-19,1007.5537900610938
2007-06-20,1001.1868186408572
2007-06-21,1003.2665514800507
2007-06-22,995.3679494369958
2007-06-25,991.3488357759853
2007-06-26,988.2423909610002
2007-06-27,989.712729474388
2007-06-28,994.2659145767099
2007-06-29,996.7121430121264
2007-07-02,1006.9013421707535
2007-07-03,1012.3933104982498
2007-07-04,1014.2027704075439
2007-07-05,1014.1378271851946
2007-07-06,1018.2364290087548
2007-07-09,1022.2166008283283
2007-07-10,1014.0143330062966
2007-07-11,1015.687797200969
2007-07-12,1028.9435017471644
2007-07-13,1035.207764624027
2007-07-16,1033.2403452423098
2007-07-17,1032.4447310694818
2007-07-18,1028.6439456775636
2007-07-19,1035.1603139477052
2007-07-20,1029.7766630812948
2007-07-23,1031.895341707494
2007-07-24,1018.094855134267
2007-07-25,1015.2219636502854
2007-07-26,993.2445722452474
2007-07-27,975.2709485359106
2007-07-30,982.0773642303614
2007-07-31,981.9421759794926
2007-08-01,974.8742768595263
2007-08-02,979.7749569309013
2007-08-03,965.08388662359
2007-08-06,971.286261265777
2007-08-07,976.1173064130239
2007-08-08,992.5807051768824
2007-08-09,973.5510686856265
2007-08-10,959.7547415785273
2007-08-13,963.3107653824844
2007-08-14,949.1272639120178
2007-08-15,933.038057505755
2007-08-16,919.7735631602568
2007-08-17,931.8184367557379
2007-08-20,941.2935604629449
2007-08-21,944.4473334588353
2007-08-22,956.8232365061536
2007-08-23,962.8430794136922
2007-08-24,970.4536497400654
2007-08-27,969.2828192502305
2007-08-28,952.5080903633518
2007-08-29,962.303076576752
2007-08-30,964.0679512290709
2007-08-31,978.812788529009
2007-09-03,980.225983092961
2007-09-04,986.2315382428374
2007-09-05,977.0778707949983
2007-09-06,981.5034419707096
2007-09-07,970.379644210207
2007-09-10,963.813213799098
2007-09-11,976.4266561368817
2007-09-12,978.324557308766
2007-09-13,983.5770084547327
2007-09-14,984.1872190746982
2007-09-17,976.6929726490183
2007-09-18,992.0076963200639
2007-09-19,1009.8305616093276
2007-09-20,1009.7518280525321
2007-09-21,1012.4224114491818
2007-09-24,1012.4209582108188
2007-09-25,1011.9758386978904
2007-09-26,1016.7639003536789
2007-09-27,1027.2243063729297
2007-09-28,1028.2233579471974
2007-10-01,1038.5692207166537
2007-10-02,1042.6439281462485
2007-10-03,1040.2840212756869
2007-10-04,1040.0655257862747
2007-10-05,1051.065825994084
2007-10-08,1047.2898182042818
2007-10-09,1055.2986977775208
2007-10-10,1057.647743579074
2007-10-11,1060.0279648408496
2007-10-12,1059.6939750742329
2007-10-15,1055.1102924496845
2007-10-16,1044.1308602966126
2007-10-17,1046.4638807396277
2007-10-18,1048.3695265721665
2007-10-19,1028.8610745190151
2007-10-22,1021.3225290821943
2007-10-23,1034.8653351193618
2007-10-24,1031.7866780322645
2007-10-25,1035.1196763906448
2007-10-26,1051.2334957735195
2007-10-29,1061.2850277662794
2007-10-30,1055.5844571272626
2007-10-31,1067.4244964671857
2007-11-01,1049.9972498758916
2007-11-02,1044.2871900451066
2007-11-05,1034.6996942761593
2007-11-06,1046.210085159128
2007-11-07,1031.1752506614312
2007-11-08,1024.4898220412583
2007-11-09,1011.7883990092797
2007-11-12,993.6715442666648
2007-11-13,1010.2916407893273
2007-11-14,1016.2886079132741
2007-11-15,1002.5767307128147
2007-11-16,998.8002019486826
2007-11-19,982.3663045903058
2007-11-20,988.2811569882822
2007-11-21,969.3001980453273
2007-11-22,970.7823893568963
2007-11-23,982.0293991955695
2007-11-26,975.1692989445736
2007-11-27,979.7697093139346
2007-11-28,999.2155099732148
2007-11-29,1006.3866789513175
2007-11-30,1013.7475163804648
2007-12-03,1010.392577566452
2007-12-04,1004.0099519019294
2007-12-05,1015.5843664938087
2007-12-06,1026.8528004226196
2007-12-07,1029.4463254150019
2007-12-10,1034.29897783324
2007-12-11,1020.6397785025657
2007-12-12,1021.8372784283976
2007-12-13,1009.7722924006614
2007-12-14,996.379587017085
2007-12-17,975.9495998854229
2007-12-18,979.4375977269893
2007-12-19,978.3635912488775
2007-12-20,981.5959639525927
2007-12-21,996.5627309345062
2007-12-24,1004.2433587250154
2007-12-25,1006.1697277658038
2007-12-26,1009.4862791459889
2007-12-27,1003.1972576156337
2007-12-28,1004.2812757025282
2007-12-31,1001.5830595618778
2008-01-01,1001.6573885761504
2008-01-02,994.4996451581474
2008-01-03,992.6671441231254
2008-01-04,972.3546752906395
2008-01-07,966.9778765230701
2008-01-08,960.2769293808534
