Date,ACWI ex EGYPT IMI
1996-05-31,1000.0
1996-06-28,1000.5333804270415
1996-07-31,957.4905071697691
1996-08-30,972.2245269131687
1996-09-30,1004.2923381272869
1996-10-31,1002.5592098948686
1996-11-29,1047.791019138837
1996-12-31,1033.9393247929559
1997-01-01,1033.9507523801237
1997-01-02,1026.6046674170066
1997-01-03,1032.5485177697271
1997-01-06,1036.0206416810581
1997-01-07,1038.624693369836
1997-01-08,1035.3578579556493
1997-01-09,1034.1225743372831
1997-01-10,1029.3386198914955
1997-01-13,1035.6381087668876
1997-01-14,1042.7323298553379
1997-01-15,1044.3197194914947
1997-01-16,1049.324250247317
1997-01-17,1050.4979439094527
1997-01-20,1046.4915005896003
1997-01-21,1046.4722577299613
1997-01-22,1050.5741466326785
1997-01-23,1045.202656281834
1997-01-24,1038.2647997756162
1997-01-27,1029.9803221365312
1997-01-28,1029.050295618864
1997-01-29,1032.315027483666
1997-01-30,1037.9232537956404
1997-01-31,1044.9157630007485
1997-02-03,1044.5119004777184
1997-02-04,1046.5192827015665
1997-02-05,1039.684579058026
1997-02-06,1040.1767345657436
1997-02-07,1042.5041343636929
1997-02-10,1046.292980328913
1997-02-11,1046.599679863664
1997-02-12,1054.5624619579257
1997-02-13,1061.0038375149597
1997-02-14,1061.764436694854
1997-02-17,1061.1494737432065
1997-02-18,1063.28715044687
1997-02-19,1062.4967780189759
1997-02-20,1061.963906625588
1997-02-21,1063.2789305430185
1997-02-24,1070.29861303809
1997-02-25,1074.3477529605404
1997-02-26,1067.1410418338794
1997-02-27,1061.4587040155125
1997-02-28,1055.5327238079142
1997-03-03,1054.702258470722
1997-03-04,1054.7611649024043
1997-03-05,1059.1770784590515
1997-03-06,1058.1022002653638
1997-03-07,1062.088567315719
1997-03-10,1069.7438166409233
1997-03-11,1070.4666788932047
1997-03-12,1062.0103018480775
1997-03-13,1050.5827762196775
1997-03-14,1051.9175874153425
1997-03-17,1049.4674589438853
1997-03-18,1047.5149005331007
1997-03-19,1044.6778090792202
1997-03-20,1037.870615352328
1997-03-21,1042.7498373283947
1997-03-24,1042.0453253961302
1997-03-25,1045.5178413572366
1997-03-26,1050.1823214556262
1997-03-27,1042.9852906211986
1997-03-28,1042.4160074508
1997-03-31,1031.6214353227294
1997-04-01,1024.4556216861545
1997-04-02,1020.8634417603329
1997-04-03,1018.3804451730706
1997-04-04,1021.0064994278665
1997-04-07,1021.1524537076847
1997-04-08,1023.8480890668906
1997-04-09,1020.2932699185018
1997-04-10,1015.9485113639129
1997-04-11,1004.0754455471658
1997-04-14,1002.166074947122
1997-04-15,1011.4532380837717
1997-04-16,1018.5536003727085
1997-04-17,1020.364641136211
1997-04-18,1025.3088665830628
1997-04-21,1026.1524434952917
1997-04-22,1031.3055753104572
1997-04-23,1035.0556418689891
1997-04-24,1033.8247448113832
1997-04-25,1026.3221692694792
1997-04-28,1028.4668011281688
1997-04-29,1042.1962136903921
1997-04-30,1050.9904616723884
1997-05-01,1055.2289014470978
1997-05-02,1065.6487697162286
1997-05-05,1077.410632991086
1997-05-06,1086.8264542126706
1997-05-07,1081.7395053762953
1997-05-08,1085.8914610648678
1997-05-09,1092.765154060765
1997-05-12,1106.8637054746346
1997-05-13,1106.9489881118086
1997-05-14,1111.306232355495
1997-05-15,1115.7601013949977
1997-05-16,1115.520890646665
1997-05-19,1114.9434403349812
1997-05-20,1123.2348472384763
1997-05-21,1122.5029432195445
1997-05-22,1117.3752619904521
1997-05-23,1127.2734337584566
1997-05-26,1127.5310726523035
1997-05-27,1126.0003331348944
1997-05-28,1128.422144704064
1997-05-29,1126.1093199211962
1997-05-30,1123.1576131228874
1997-06-02,1125.8962743646614
1997-06-03,1127.643641942835
1997-06-04,1126.2945842312586
1997-06-05,1130.6659297372003
1997-06-06,1139.5974150376553
1997-06-09,1149.1075497407173
1997-06-10,1151.0893473558554
1997-06-11,1155.5483925482722
1997-06-12,1161.6599026585177
1997-06-13,1167.299081963118
1997-06-16,1172.8201731767308
1997-06-17,1170.204866466515
1997-06-18,1168.7780438824532
1997-06-19,1174.8109263100114
1997-06-20,1174.6800006004132
1997-06-23,1165.738353329622
1997-06-24,1175.30594163604
1997-06-25,1180.2945264800942
1997-06-26,1178.601854950036
1997-06-27,1176.2875854448062
1997-06-30,1175.2801304961981
1997-07-01,1180.0779715615472
1997-07-02,1187.8850874337095
1997-07-03,1201.1978364963536
1997-07-04,1200.283578748554
1997-07-07,1200.7432181681163
1997-07-08,1203.0479795964914
1997-07-09,1197.5122014316105
1997-07-10,1200.2839024645907
1997-07-11,1202.5951848036993
1997-07-14,1204.9841917236618
1997-07-15,1202.1505723085857
1997-07-16,1215.4148422852802
1997-07-17,1213.164699887441
1997-07-18,1200.4106048740503
1997-07-21,1193.5689176161043
1997-07-22,1206.9628469450467
1997-07-23,1212.7467546476598
1997-07-24,1213.0742032016617
1997-07-25,1211.3657278729252
1997-07-28,1209.2249221954667
1997-07-29,1212.385534355713
1997-07-30,1218.7126069872884
1997-07-31,1221.3804604895122
1997-08-01,1211.31500461488
1997-08-04,1207.2132534994835
1997-08-05,1205.4698467551582
1997-08-06,1215.408383835968
1997-08-07,1212.4366234132788
1997-08-08,1205.2714937280052
1997-08-11,1198.6712388592869
1997-08-12,1194.7161342824872
1997-08-13,1191.9699714395508
1997-08-14,1188.6072259641846
1997-08-15,1178.2031945291023
1997-08-18,1174.717645921913
1997-08-19,1183.4973671157836
1997-08-20,1194.0608038020548
1997-08-21,1189.07267857181
1997-08-22,1179.946185145584
1997-08-25,1177.0552961702638
1997-08-26,1174.3063280893512
1997-08-27,1171.1244252020213
1997-08-28,1160.4616650724276
1997-08-29,1149.7716066807334
1997-09-01,1144.450963267706
1997-09-02,1161.4205989174877
1997-09-03,1171.3012272433261
1997-09-04,1172.2073359950732
1997-09-05,1178.0499780708624
1997-09-08,1180.6709261559213
1997-09-09,1185.5662377606768
1997-09-10,1174.872014343441
1997-09-11,1162.6427946593153
1997-09-12,1168.3641543507902
1997-09-15,1170.304073119674
1997-09-16,1183.0973190932411
1997-09-17,1185.8044159984506
1997-09-18,1189.244371808815
1997-09-19,1191.635802216298
1997-09-22,1195.7411331089427
1997-09-23,1194.5707393709527
1997-09-24,1200.1286960397333
1997-09-25,1196.6586321147217
1997-09-26,1199.3941420400981
1997-09-29,1203.929131804023
1997-09-30,1204.6737782174796
1997-10-01,1209.2509320303318
1997-10-02,1212.21068002524
