Date,AC PACIFIC ex JAPAN IMI
1994-05-31,495.18667921982757
1994-06-30,472.95585590602735
1994-07-29,495.12309661665296
1994-08-31,530.6009165502895
1994-09-30,526.7608243538486
1994-10-31,533.3169564093832
1994-11-30,490.67230077436795
1994-12-30,483.2240899906063
1995-01-31,440.30754646735113
1995-02-28,471.33773815664944
1995-03-31,471.4125678401077
1995-04-28,474.5369039197174
1995-05-31,511.1678524446448
1995-06-30,507.2769725900313
1995-07-31,526.6636703144029
1995-08-31,512.0428368781035
1995-09-29,517.3369470211535
1995-10-31,509.18628491535884
1995-11-30,505.5242266534684
1995-12-29,527.0658284186173
1996-01-31,569.8792185069083
1996-02-29,571.7682611474793
1996-03-29,574.7488084944904
1996-04-30,597.8280979583915
1996-05-31,593.6168109342542
1996-06-28,583.3544468683011
1996-07-31,546.0493565682056
1996-08-30,570.2706056529148
1996-09-30,581.2867903908589
1996-10-31,577.9160428082599
1996-11-29,607.4372575900915
1996-12-31,602.7770921765191
1997-01-01,602.8712301390401
1997-01-02,598.5350971152673
1997-01-03,599.4539621189443
1997-01-06,602.6706172573216
1997-01-07,604.5688510400678
1997-01-08,607.760188003906
1997-01-09,606.5679352993582
1997-01-10,606.7786134663803
1997-01-13,606.9660428304878
1997-01-14,605.6971237923927
1997-01-15,612.3752222569785
1997-01-16,614.5197115171432
1997-01-17,617.3959163421392
1997-01-20,621.0770657084555
1997-01-21,617.3717593423162
1997-01-22,618.6527433236232
1997-01-23,617.7196948302089
1997-01-24,614.9535837591669
1997-01-27,612.1562423618936
1997-01-28,611.008919478708
1997-01-29,609.8340854964001
1997-01-30,610.8836759897553
1997-01-31,610.8020729907017
1997-02-03,611.7081142528103
1997-02-04,610.5943467922751
1997-02-05,612.565060234435
1997-02-06,613.7947623554738
1997-02-07,613.7163827261411
1997-02-10,613.0900199622469
1997-02-11,612.6720866970271
1997-02-12,615.5626918069653
1997-02-13,618.7465057222605
1997-02-14,616.8473946316367
1997-02-17,618.7243525221921
1997-02-18,615.7873054746278
