Date,ACWI IMI
1994-05-31,320.4533594010037
1994-06-30,321.0385443764431
1994-07-29,326.08591392688857
1994-08-31,336.80941708997864
1994-09-30,329.3556372701884
1994-10-31,336.48974244846386
1994-11-30,320.33353008114693
1994-12-30,323.26618973707923
1995-01-31,316.70689075920933
1995-02-28,318.5398948876133
1995-03-31,332.9207842228882
1995-04-28,343.1859714926827
1995-05-31,345.39031992102235
1995-06-30,346.2227650153084
1995-07-31,363.16442854915033
1995-08-31,356.9228925383732
1995-09-29,365.4378210629928
1995-10-31,358.0913109008555
1995-11-30,368.2107064978656
1995-12-29,378.9510684317563
1996-01-31,385.80086703447057
1996-02-29,388.92315516454613
1996-03-29,394.95521244964027
1996-04-30,407.3393325551388
1996-05-31,408.3494305679052
1996-06-28,408.5059844719138
1996-07-31,390.9385612841737
1996-08-30,396.96906119649503
1996-09-30,410.0437628080216
1996-10-31,409.36174411698914
1996-11-29,427.82324120484145
1996-12-31,422.167414197281
1997-01-01,422.1720727849754
1997-01-02,419.16562440419585
1997-01-03,421.5905036610799
1997-01-06,423.00708048459035
1997-01-07,424.0756078193201
1997-01-08,422.7424477830355
1997-01-09,422.2403229957769
1997-01-10,420.2866499083513
1997-01-13,422.8579985432889
1997-01-14,425.7566443159242
1997-01-15,426.4091251530931
1997-01-16,428.44906269518805
1997-01-17,428.92651104601947
1997-01-20,427.28917357146844
1997-01-21,427.28872573822275
1997-01-22,428.95723916080357
1997-01-23,426.76519600762776
1997-01-24,423.9355712089488
1997-01-27,420.5543235993822
1997-01-28,420.1731400741396
1997-01-29,421.5047133711101
1997-01-30,423.79470614324777
1997-01-31,426.64928261851674
1997-02-03,426.48692643755453
1997-02-04,427.30704277960916
1997-02-05,424.52139458732876
1997-02-06,424.7218582782979
1997-02-07,425.66974374866567
1997-02-10,427.2182454005039
1997-02-11,427.34574016036584
1997-02-12,430.58966287168886
1997-02-13,433.21306621248794
1997-02-14,433.52529842023506
1997-02-17,433.27338412090296
1997-02-18,434.1425386975846
1997-02-19,433.8238484354404
1997-02-20,433.6094948638704
1997-02-21,434.14937510408004
1997-02-24,437.01105152160784
1997-02-25,438.6622711452526
1997-02-26,435.719505659316
1997-02-27,433.4031707290972
1997-02-28,430.9838755065567
1997-03-03,430.64082550073465
1997-03-04,430.6701066904709
1997-03-05,432.47101762654535
1997-03-06,432.03941239329623
1997-03-07,433.6637391450427
1997-03-10,436.78647720372754
1997-03-11,437.0830531401127
1997-03-12,433.6317029450891
1997-03-13,428.9692681277689
1997-03-14,429.5125178076999
1997-03-17,428.5070582898576
1997-03-18,427.7108968264697
1997-03-19,426.5541176370696
1997-03-20,423.77182235305787
1997-03-21,425.76512454413296
1997-03-24,425.47637638495513
1997-03-25,426.8953145915985
1997-03-26,428.7993836365163
1997-03-27,425.8672096038672
1997-03-28,425.6356872092174
1997-03-31,421.23406320194374
1997-04-01,418.2991239125589
1997-04-02,416.8364052310725
1997-04-03,415.8108684625869
1997-04-04,416.8827698588303
1997-04-07,416.93912364346926
1997-04-08,418.0381292357577
1997-04-09,416.5949919465282
1997-04-10,414.8221937510512
1997-04-11,409.9834090953735
1997-04-14,409.2011801840925
1997-04-15,412.987564686256
1997-04-16,415.88520066847195
1997-04-17,416.62400574437424
1997-04-18,418.63962055336054
1997-04-21,418.98807533116417
1997-04-22,421.0859198713737
1997-04-23,422.61537687388443
1997-04-24,422.11538278838924
1997-04-25,419.05220872475803
1997-04-28,419.9264347538484
1997-04-29,425.5294242392397
1997-04-30,429.11709548480354
1997-05-01,430.8463504607589
1997-05-02,435.0927684861262
1997-05-05,439.88913442292136
1997-05-06,443.7369474798269
1997-05-07,441.6633134246075
1997-05-08,443.3578483965629
1997-05-09,446.166892065978
1997-05-12,451.92219586649003
1997-05-13,451.96415483416786
1997-05-14,453.7450418854716
1997-05-15,455.5572872679792
1997-05-16,455.4631528912219
1997-05-19,455.2258080676357
1997-05-20,458.6078476624606
1997-05-21,458.31657845345757
1997-05-22,456.2209670580753
1997-05-23,460.2582265611417
1997-05-26,460.367977379414
1997-05-27,459.73758138259063
1997-05-28,460.72481865285056
1997-05-29,459.78599670541416
1997-05-30,458.5778276344988
1997-06-02,459.70215004268005
1997-06-03,460.4137192940162
1997-06-04,459.8658938449847
1997-06-05,461.65168322628324
1997-06-06,465.29470228938874
1997-06-09,469.1769532159041
1997-06-10,469.9827246307369
1997-06-11,471.79992924167175
1997-06-12,474.2906066098234
1997-06-13,476.5894529777256
1997-06-16,478.8405110190132
1997-06-17,477.77343860565304
1997-06-18,477.18987100810557
1997-06-19,479.6485850971391
1997-06-20,479.59566828983054
1997-06-23,475.9524404321966
1997-06-24,479.85134798425275
1997-06-25,481.885767240351
1997-06-26,481.19409600835024
