Date,ACWI ex RUSSIA IMI
1996-05-31,327.1352833150824
1996-06-28,327.30977087219736
1996-07-31,313.22892833448435
1996-08-30,318.0489460576114
1996-09-30,328.53945856443653
1996-10-31,327.97249116910297
1996-11-29,342.7694119009824
1996-12-31,338.2380339467486
1997-01-01,338.24177231371436
1997-01-02,335.83860872804837
1997-01-03,337.7830518971681
1997-01-06,338.91890613660644
1997-01-07,339.7707833235819
1997-01-08,338.70208619481815
1997-01-09,338.2979813383495
1997-01-10,336.7329810453603
1997-01-13,338.79376612335193
1997-01-14,341.1145361490219
1997-01-15,341.6338273073775
1997-01-16,343.27098589404244
1997-01-17,343.65494250273036
1997-01-20,342.34429353220463
1997-01-21,342.3379985138648
1997-01-22,343.67987110218223
1997-01-23,341.9226670844344
1997-01-24,339.6530494306735
1997-01-27,336.942904491094
1997-01-28,336.6386600027464
1997-01-29,337.70666898628616
1997-01-30,339.541317689749
1997-01-31,341.82881416964534
1997-02-03,341.69669648875356
1997-02-04,342.35338204127373
1997-02-05,340.1175093284695
1997-02-06,340.2785107599218
1997-02-07,341.0398853522114
1997-02-10,342.2793505504809
1997-02-11,342.3796827896743
1997-02-12,344.98458976605684
1997-02-13,347.091790983846
1997-02-14,347.34060981205
1997-02-17,347.1394337326345
1997-02-18,347.8387432067235
1997-02-19,347.58018449859986
1997-02-20,347.40586346435344
1997-02-21,347.8360541861482
1997-02-24,350.1324400079553
1997-02-25,351.45705654366856
1997-02-26,349.0994870574783
1997-02-27,347.2405938653749
1997-02-28,345.30199665124263
1997-03-03,345.0303221378769
1997-03-04,345.0495925100944
1997-03-05,346.49419364254305
1997-03-06,346.14256306012186
1997-03-07,347.4466443745377
1997-03-10,349.950946531386
1997-03-11,350.1874202790839
1997-03-12,347.421040978607
1997-03-13,343.68269414457
1997-03-14,344.119357983236
1997-03-17,343.3178345115675
1997-03-18,342.67908376266627
1997-03-19,341.75097104611024
1997-03-20,339.52409779768277
1997-03-21,341.1202634611805
1997-03-24,340.8897927506203
1997-03-25,342.025775243373
1997-03-26,343.5516912618772
1997-03-27,341.1972885408294
1997-03-28,341.0110559295945
1997-03-31,337.47977051821306
1997-04-01,335.13558004402904
1997-04-02,333.96045124627665
1997-04-03,333.1481754542322
1997-04-04,334.0072504568756
1997-04-07,334.054997251555
1997-04-08,334.936834688503
1997-04-09,333.7739279192609
1997-04-10,332.3526040985698
1997-04-11,328.4685053487897
1997-04-14,327.8438828565908
1997-04-15,330.88204160049213
1997-04-16,333.2048206295232
1997-04-17,333.7972759627868
1997-04-18,335.41470655511625
1997-04-21,335.69067032729635
1997-04-22,337.37644156361046
1997-04-23,338.60322064968625
1997-04-24,338.2005507920146
1997-04-25,335.74619361652105
1997-04-28,336.44777836722
1997-04-29,340.9391536355126
1997-04-30,343.816062440646
1997-05-01,345.2026056371595
1997-05-02,348.6113121954874
1997-05-05,352.4590326702212
1997-05-06,355.53928001318843
1997-05-07,353.8751595643915
1997-05-08,355.2334107648843
1997-05-09,357.48203827051805
1997-05-12,362.0941718816265
1997-05-13,362.1220708413003
1997-05-14,363.54747917143163
1997-05-15,365.00449688151764
1997-05-16,364.92624260558983
1997-05-19,364.73733823427676
1997-05-20,367.44974998073224
1997-05-21,367.21031835213955
1997-05-22,365.532872900511
1997-05-23,368.77091412613845
1997-05-26,368.85519689867004
1997-05-27,368.35443799296087
1997-05-28,369.1466980067769
1997-05-29,368.39009141617527
1997-05-30,367.42448397644745
1997-06-02,368.32039669767926
1997-06-03,368.8920222854207
1997-06-04,368.4506979087357
1997-06-05,369.88071925929006
1997-06-06,372.8025232334789
1997-06-09,375.9136238439297
1997-06-10,376.561939768231
1997-06-11,378.0206507805671
1997-06-12,380.0199413719652
1997-06-13,381.8647158914402
1997-06-16,383.67085962981383
1997-06-17,382.8153005282116
1997-06-18,382.3485365179341
1997-06-19,384.32210522007995
1997-06-20,384.27927480097736
1997-06-23,381.35414648774355
1997-06-24,384.4840421990056
1997-06-25,386.11598431530666
1997-06-26,385.56225173476173
1997-06-27,384.80517252450085
1997-06-30,384.4755984644608
1997-07-01,386.0451415606745
1997-07-02,388.599124623388
1997-07-03,392.9541945596987
1997-07-04,392.6551085923492
1997-07-07,392.8054728640905
1997-07-08,393.5594416469357
1997-07-09,391.7484932885979
1997-07-10,392.65521449128664
1997-07-11,393.41131649411204
1997-07-14,394.19284494971566
1997-07-15,393.26586805955765
1997-07-16,397.6050787763513
1997-07-17,396.86897780553494
1997-07-18,392.69666331990186
1997-07-21,390.45850602042054
1997-07-22,394.8401328861463
1997-07-23,396.73225317110894
1997-07-24,396.83937314659346
1997-07-25,396.2804705858904
1997-07-28,395.5801375140725
1997-07-29,396.6140852685637
1997-07-30,398.68389396644926
1997-07-31,399.5566429777424
1997-08-01,396.26387721849915
1997-08-04,394.9220497052759
1997-08-05,394.35171984603767
1997-08-06,397.6029659897058
1997-08-07,396.6307983018848
1997-08-08,394.2868315723035
1997-08-11,392.1276553258736
1997-08-12,390.8338010696015
1997-08-13,389.93543430994816
1997-08-14,388.83536161614774
1997-08-15,385.43183584501304
1997-08-18,384.29158991389164
1997-08-19,387.16374649407595
1997-08-20,390.61941934722023
1997-08-21,388.987627586813
1997-08-22,386.00202957415127
1997-08-25,385.05631779017745
1997-08-26,384.157033338204
1997-08-27,383.1161206356763
1997-08-28,379.6279555797609
1997-08-29,376.1308602991392
1997-09-01,374.39029010879995
1997-09-02,379.94165667484504
1997-09-03,383.1739588215492
1997-09-04,383.47037896476627
1997-09-05,385.38171333553817
1997-09-08,386.23911792989804
1997-09-09,387.8405470786354
1997-09-10,384.3420892712031
1997-09-11,380.34148002511427
1997-09-12,382.2131386487324
1997-09-15,382.8477545247995
1997-09-16,387.0328766708819
1997-09-17,387.918463583929
1997-09-18,389.0437945025439
1997-09-19,389.82611576642415
1997-09-22,391.16911435109165
1997-09-23,390.78623726402407
1997-09-24,392.60444099351855
1997-09-25,391.46926064828847
1997-09-26,392.3641424627377
1997-09-29,393.84769762399026
1997-09-30,394.09129773942595
1997-10-01,395.58864624877003
1997-10-02,396.5568842476256
1997-10-03,398.14650558440985
1997-10-06,399.71542016563853
1997-10-07,401.1861231723118
1997-10-08,400.40481293252975
1997-10-09,398.3125241981086
1997-10-10,397.5699548019528
1997-10-13,397.8212205101749
1997-10-14,397.43062471349174
1997-10-15,396.4653043798022
1997-10-16,395.8792267584377
1997-10-17,390.9949441996196
1997-10-20,391.16673747126316
1997-10-21,394.9683131079635
1997-10-22,394.0527610903784
1997-10-23,384.71255076942833
1997-10-24,383.0212344792913
1997-10-27,365.7121585781739
1997-10-28,367.25531989720525
1997-10-29,373.41715270776695
1997-10-30,367.51283309759447
1997-10-31,370.9838247049747
1997-11-03,377.916472482477
1997-11-04,378.61519842644907
1997-11-05,379.0486630442046
1997-11-06,377.256340644207
1997-11-07,370.37026727218955
1997-11-10,368.4653473667048
1997-11-11,368.687030987294
1997-11-12,361.35792096432544
1997-11-13,362.6156384585497
1997-11-14,363.7649318358269
1997-11-17,372.7370048804723
1997-11-18,372.2840698005934
1997-11-19,369.6214186357718
1997-11-20,374.1066619660102
1997-11-21,377.6451084930157
1997-11-24,372.6474875444699
1997-11-25,369.2968126525039
1997-11-26,369.7313166795872
1997-11-27,371.3787013805509
1997-11-28,372.215619439712
1997-12-01,376.9671013006742
1997-12-02,377.62240340813935
1997-12-03,378.31933580033404
1997-12-04,378.2028545787492
1997-12-05,379.91095702309445
1997-12-08,380.2018131465942
1997-12-09,378.97061454190987
1997-12-10,376.9037586026501
1997-12-11,369.99332903374926
1997-12-12,368.97167841367093
1997-12-15,369.85684586759885
1997-12-16,371.85024674042467
1997-12-17,375.70193412672654
1997-12-18,372.7706903157364
1997-12-19,367.2820017004954
1997-12-22,366.36157097581133
1997-12-23,365.0999118237799
1997-12-24,364.04605431345715
1997-12-25,364.1036296900019
1997-12-26,365.23764613810357
1997-12-29,370.47087094788446
1997-12-30,375.298935331182
1997-12-31,375.5412002930513
1998-01-01,375.5479250922984
1998-01-02,375.8921559231996
1998-01-05,376.1188249017167
1998-01-06,372.50967563791653
1998-01-07,371.2601330005119
1998-01-08,368.215791325008
1998-01-09,360.28846637530324
1998-01-12,356.69496806403635
1998-01-13,362.1053759242294
1998-01-14,365.7315705178571
1998-01-15,364.3869385934866
1998-01-16,371.02241998762935
1998-01-19,373.57065787383675
1998-01-20,376.508692668493
1998-01-21,376.3024814812906
1998-01-22,374.82562872943475
1998-01-23,375.38751920548066
1998-01-26,376.82286687662656
1998-01-27,380.1210423928561
1998-01-28,382.82751099001104
1998-01-29,383.92092932969996
1998-01-30,382.6896426900105
1998-02-02,389.49469186354895
1998-02-03,392.1464927123077
1998-02-04,393.31157978392685
1998-02-05,395.4012257024629
1998-02-06,397.2958908810341
1998-02-09,396.5683234766362
1998-02-10,399.1523744451417
1998-02-11,399.93681618272
1998-02-12,399.8445594618869
1998-02-13,397.0283893720386
1998-02-16,396.91417190563646
1998-02-17,398.4257616783572
1998-02-18,400.85768917901305
1998-02-19,399.9909061920684
1998-02-20,400.85833926876916
1998-02-23,402.92583858891
1998-02-24,400.468045930919
1998-02-25,404.2432969088994
1998-02-26,407.4985884133745
1998-02-27,409.76074521638725
1998-03-02,412.66634485438436
1998-03-03,412.9449388823228
1998-03-04,409.8285370414925
1998-03-05,404.6395796103013
1998-03-06,410.6214899505913
1998-03-09,410.83016711538687
1998-03-10,413.6503891948284
1998-03-11,414.27520410634554
1998-03-12,414.7822388468888
1998-03-13,418.1539577191081
1998-03-16,419.30178330419784
1998-03-17,421.2933039185546
1998-03-18,420.58160212044737
1998-03-19,422.34769781498517
1998-03-20,424.46231168814904
1998-03-23,425.12508712799206
1998-03-24,427.31888730544074
1998-03-25,428.7831410380952
1998-03-26,429.19969247020384
1998-03-27,428.3964042244427
1998-03-30,424.94366018842123
1998-03-31,426.7876885501899
1998-04-01,428.53503564873154
1998-04-02,429.39234769264755
1998-04-03,429.70494292269376
1998-04-06,431.47663264624396
