Date,ACWI ex PHILIPPINES IMI
1994-05-31,1000.0
1994-06-30,1001.998703897391
1994-07-29,1017.673037454517
1994-08-31,1050.9374696085376
1994-09-30,1027.7006096563873
1994-10-31,1049.7792100676022
1994-11-30,999.4563284513938
1994-12-30,1008.6501208559544
1995-01-31,988.4768919417825
1995-02-28,994.2050720488893
1995-03-31,1039.2879332767566
1995-04-28,1071.3848409389384
1995-05-31,1077.9527811661783
1995-06-30,1080.5474278000522
1995-07-31,1133.3949470367168
1995-08-31,1113.9358755965382
1995-09-29,1140.6727374728177
1995-10-31,1117.802974140246
1995-11-30,1149.694492074742
1995-12-29,1183.0971997788663
1996-01-31,1204.1670875002092
1996-02-29,1213.8710581895773
1996-03-29,1232.7671115989385
1996-04-30,1271.2601579907378
1996-05-31,1274.0309220959457
1996-06-28,1274.68703309678
1996-07-31,1220.0080977196671
1996-08-30,1238.6782806943938
1996-09-30,1279.7770213442811
1996-10-31,1277.8540917734579
1996-11-29,1335.4595013739424
1996-12-31,1317.7237781691322
1997-01-01,1317.7373125315228
1997-01-02,1308.3438088946818
1997-01-03,1315.9267681401736
1997-01-06,1320.3233369124625
1997-01-07,1323.635723879681
1997-01-08,1319.4433413154024
1997-01-09,1317.8569118523
1997-01-10,1311.703312587408
1997-01-13,1319.7546562909308
1997-01-14,1328.824047719593
1997-01-15,1330.8527473079207
1997-01-16,1337.1957653104628
1997-01-17,1338.676629675454
1997-01-20,1333.5519987729858
1997-01-21,1333.5211158728118
1997-01-22,1338.7772981614266
1997-01-23,1331.8602325825295
1997-01-24,1322.9903069189172
1997-01-27,1312.3777285521157
1997-01-28,1311.1520862324667
1997-01-29,1315.2522166073409
1997-01-30,1322.4079559272693
1997-01-31,1331.3158431979653
1997-02-03,1330.7485619293548
1997-02-04,1333.3610396556426
1997-02-05,1324.6400412425944
1997-02-06,1325.2860136408835
1997-02-07,1328.249193021176
1997-02-10,1333.0836010049302
1997-02-11,1333.4984952880168
1997-02-12,1343.692749146455
1997-02-13,1351.8746269945505
1997-02-14,1352.831084275971
1997-02-17,1352.021722065246
1997-02-18,1354.766209759984
1997-02-19,1353.7308675357035
1997-02-20,1353.049783896181
1997-02-21,1354.701967848189
1997-02-24,1363.6693834348798
1997-02-25,1368.807641545462
1997-02-26,1359.601144311845
1997-02-27,1352.3632703238438
1997-02-28,1344.7835424793761
1997-03-03,1343.696902693878
1997-03-04,1343.8222719242842
1997-03-05,1349.4802951451504
1997-03-06,1348.1247506298114
1997-03-07,1353.231421960163
1997-03-10,1363.0153295422967
1997-03-11,1363.958389398743
1997-03-12,1353.1400926529338
1997-03-13,1338.5460438435962
1997-03-14,1340.28697892063
1997-03-17,1337.1662061498412
1997-03-18,1334.6967354549643
1997-03-19,1331.1063923805416
1997-03-20,1322.382279523471
1997-03-21,1328.6238800258757
1997-03-24,1327.7070783237186
1997-03-25,1332.1709454677834
1997-03-26,1338.1178173910503
1997-03-27,1328.9141656772529
1997-03-28,1328.1965463825934
1997-03-31,1314.3937526183076
1997-04-01,1305.300605234987
1997-04-02,1300.7143572927496
1997-04-03,1297.6651293104321
1997-04-04,1301.0675456691995
1997-04-07,1301.3871500883852
1997-04-08,1304.967072060837
1997-04-09,1300.420931009219
1997-04-10,1294.8029278885404
1997-04-11,1279.5802494111458
1997-04-14,1277.2144213280897
1997-04-15,1289.0780867782596
1997-04-16,1298.148314264159
1997-04-17,1300.5415845615291
1997-04-18,1306.8640053291267
1997-04-21,1307.9410047434553
1997-04-22,1314.6799046575413
1997-04-23,1319.4104185428507
1997-04-24,1317.8238712113255
1997-04-25,1308.2786439692532
1997-04-28,1311.0826458856338
1997-04-29,1328.813007196535
1997-04-30,1340.149031379881
1997-05-01,1345.5717423381031
1997-05-02,1358.9723598997182
1997-05-05,1373.860446605269
1997-05-06,1385.8730841010952
1997-05-07,1379.4656225132546
1997-05-08,1384.8198230356422
1997-05-09,1393.635514614937
1997-05-12,1411.6685394294245
1997-05-13,1411.7934454730553
1997-05-14,1417.3309141825732
1997-05-15,1423.1182956539308
1997-05-16,1422.884753130309
1997-05-19,1422.262230691965
1997-05-20,1432.9181482216518
1997-05-21,1431.940519108474
1997-05-22,1425.3041282118784
1997-05-23,1437.8899102752123
1997-05-26,1438.2131164860436
1997-05-27,1436.1304056842353
1997-05-28,1439.2235301978728
1997-05-29,1436.2525869143865
1997-05-30,1432.4541944779821
1997-06-02,1435.9244289177643
1997-06-03,1438.210305842917
1997-06-04,1436.5233680041845
1997-06-05,1442.1393066330718
1997-06-06,1453.6028084899485
1997-06-09,1465.7588747196926
1997-06-10,1468.2605360600644
1997-06-11,1473.94498694659
1997-06-12,1481.7625098914232
1997-06-13,1488.9585438492402
1997-06-16,1496.014736876357
1997-06-17,1492.6676476082569
1997-06-18,1490.8096968393293
1997-06-19,1498.4458502584118
1997-06-20,1498.3050441991165
1997-06-23,1486.934017305364
1997-06-24,1499.1688737071795
1997-06-25,1505.5659664902892
1997-06-26,1503.391822574778
1997-06-27,1500.439798937952
1997-06-30,1499.1520004772867
1997-07-01,1505.289118106622
1997-07-02,1515.3136726744383
1997-07-03,1532.388292745458
1997-07-04,1531.2044417140742
1997-07-07,1531.8081782273646
1997-07-08,1534.8030849266866
1997-07-09,1527.881442897063
1997-07-10,1531.5395995592146
1997-07-11,1534.7518365446558
1997-07-14,1537.791114789738
1997-07-15,1534.1790852033862
1997-07-16,1551.2542760193408
1997-07-17,1548.2263941450988
1997-07-18,1531.773278994304
1997-07-21,1523.091647760061
1997-07-22,1540.2365245223368
1997-07-23,1547.6526561085063
1997-07-24,1548.2095278340244
1997-07-25,1545.996661600069
1997-07-28,1543.2138594896828
1997-07-29,1547.2596851588396
1997-07-30,1555.3952277783608
1997-07-31,1558.7893282044436
1997-08-01,1545.907902679948
1997-08-04,1540.6529438844555
1997-08-05,1538.325812526932
1997-08-06,1550.9790617566266
1997-08-07,1547.199556035776
1997-08-08,1538.0821300099328
1997-08-11,1529.734959446718
1997-08-12,1524.7471016596792
1997-08-13,1521.2297103323801
1997-08-14,1517.0596987281729
1997-08-15,1503.81700000292
1997-08-18,1499.4913544632886
1997-08-19,1510.7403452314145
1997-08-20,1524.186689891668
1997-08-21,1517.7437307004834
1997-08-22,1506.0950731239343
1997-08-25,1502.4792749860935
1997-08-26,1499.061308609385
1997-08-27,1495.019484750512
1997-08-28,1481.6324408078308
1997-08-29,1468.0775808514295
1997-09-01,1461.3710695577006
1997-09-02,1483.1202240033879
1997-09-03,1495.8079621127854
1997-09-04,1496.921650756729
