Date,ACWI ex NORWAY IMI
1994-05-31,1000.0
1994-06-30,1001.9263063635246
1994-07-29,1017.5146375713513
1994-08-31,1051.0003772414118
1994-09-30,1027.8348925245325
1994-10-31,1050.0319995059137
1994-11-30,999.5303518446569
1994-12-30,1008.5908759254932
1995-01-31,988.0433679665067
1995-02-28,993.7979556123363
1995-03-31,1038.7723299619165
1995-04-28,1070.72067332663
1995-05-31,1077.5574093378957
1995-06-30,1080.0264232757554
1995-07-31,1132.902519491416
1995-08-31,1113.4852665940743
1995-09-29,1139.9811808833385
1995-10-31,1117.1363104177335
1995-11-30,1148.8426386905169
1995-12-29,1182.3239729431557
1996-01-31,1203.745082281039
1996-02-29,1213.3410389538574
1996-03-29,1232.1960027954312
1996-04-30,1270.8148689362713
1996-05-31,1273.9198507667984
1996-06-28,1274.5877356172257
1996-07-31,1219.6868026822676
1996-08-30,1238.4407334958958
1996-09-30,1279.3746299698857
1996-10-31,1277.019139681407
1996-11-29,1334.5460153886452
1996-12-31,1316.6720620562387
1997-01-01,1316.6866578804159
1997-01-02,1307.3114224898816
1997-01-03,1314.8793410049618
1997-01-06,1319.2746695969595
1997-01-07,1322.5969425564188
1997-01-08,1318.3841591134787
1997-01-09,1316.7748864776518
1997-01-10,1310.6554392890573
1997-01-13,1318.6456629091065
1997-01-14,1327.7177176575633
1997-01-15,1329.722564805222
1997-01-16,1336.0674481702608
1997-01-17,1337.5662980376271
1997-01-20,1332.4215025383858
1997-01-21,1332.464938041708
1997-01-22,1337.7273543793422
1997-01-23,1330.8706485076348
1997-01-24,1321.9751449177577
1997-01-27,1311.398521663817
1997-01-28,1310.22046694487
1997-01-29,1314.4034646596594
1997-01-30,1321.5161554660267
1997-01-31,1330.4015078926348
1997-02-03,1329.8674710361004
1997-02-04,1332.4014640494495
1997-02-05,1323.6937712629635
1997-02-06,1324.3207649615701
1997-02-07,1327.3205949284259
1997-02-10,1332.1623065366623
1997-02-11,1332.6340772985254
1997-02-12,1342.7864339831428
1997-02-13,1351.0105062809
1997-02-14,1351.9624439620425
1997-02-17,1351.1918181884218
1997-02-18,1353.8736370371084
1997-02-19,1352.815946233009
1997-02-20,1352.1459054084064
1997-02-21,1353.799182556535
1997-02-24,1362.836735463904
1997-02-25,1368.0238583863443
1997-02-26,1358.8988081418343
1997-02-27,1351.6805443621256
1997-02-28,1344.155225566036
1997-03-03,1343.1842036855294
1997-03-04,1343.2596367083497
1997-03-05,1348.8794635286145
1997-03-06,1347.4572983739276
1997-03-07,1352.543385604095
1997-03-10,1362.2388533283379
1997-03-11,1363.1361297668439
1997-03-12,1352.347078709122
1997-03-13,1337.7793793251644
1997-03-14,1339.4797836142106
1997-03-17,1336.374037793681
1997-03-18,1333.8976804779338
1997-03-19,1330.283491687209
1997-03-20,1321.6726663514708
1997-03-21,1327.82724037906
1997-03-24,1326.943750645111
1997-03-25,1331.3313260846744
1997-03-26,1337.2896571234614
1997-03-27,1328.0618389560725
1997-03-28,1327.3328780306638
1997-03-31,1313.5258916394334
1997-04-01,1304.5727606672106
1997-04-02,1300.0367144315692
1997-04-03,1296.8788920429695
1997-04-04,1300.2344572149027
1997-04-07,1300.4060130749522
1997-04-08,1303.8295839403092
1997-04-09,1299.2767852474674
1997-04-10,1293.729215772452
1997-04-11,1278.6068942347683
1997-04-14,1276.1917853058928
1997-04-15,1288.0616648118894
1997-04-16,1297.1604930657702
1997-04-17,1299.4956707535662
1997-04-18,1305.793670912275
1997-04-21,1306.7917030011088
1997-04-22,1313.3636372055184
1997-04-23,1318.1344169272595
1997-04-24,1316.589614802093
1997-04-25,1307.0440545826891
1997-04-28,1309.804746024448
1997-04-29,1327.3002522959434
1997-04-30,1338.5574006352315
1997-05-01,1343.9499223581438
1997-05-02,1357.2835855380795
1997-05-05,1372.3027242439566
1997-05-06,1384.3046663896707
1997-05-07,1377.7960627109514
1997-05-08,1383.0778920106145
1997-05-09,1391.8243836126942
1997-05-12,1409.8383966213944
1997-05-13,1409.8960723502605
1997-05-14,1415.4725786833787
1997-05-15,1421.1797210685693
1997-05-16,1420.8415739775721
1997-05-19,1420.1370462992063
1997-05-20,1430.700390772429
1997-05-21,1429.6939845949023
1997-05-22,1423.1220228283246
1997-05-23,1435.7437636667025
1997-05-26,1436.0417239504318
1997-05-27,1434.1123783173668
1997-05-28,1437.1899125891139
1997-05-29,1434.2388299099082
1997-05-30,1430.5301205029941
1997-06-02,1433.9982241445584
1997-06-03,1436.1948112058155
1997-06-04,1434.4858652066284
1997-06-05,1440.116232671109
1997-06-06,1451.4859112765425
1997-06-09,1463.5556512882463
1997-06-10,1466.13951607024
1997-06-11,1471.852011411797
1997-06-12,1479.6804069436553
1997-06-13,1486.9013087914811
1997-06-16,1493.9977462230215
1997-06-17,1490.6447610944456
1997-06-18,1488.8273028747003
1997-06-19,1496.5192136965675
1997-06-20,1496.3520588399183
1997-06-23,1484.9097204826808
1997-06-24,1497.1123533692473
1997-06-25,1503.4827696419327
1997-06-26,1501.3134752068484
1997-06-27,1498.3652632821281
1997-06-30,1497.083649085024
1997-07-01,1503.1740176151272
1997-07-02,1513.1178240287686
1997-07-03,1530.0707337031047
1997-07-04,1528.8909185455361
1997-07-07,1529.462520364533
1997-07-08,1532.43826208778
1997-07-09,1525.3765154233524
1997-07-10,1528.9214659510135
1997-07-11,1531.8812394337008
1997-07-14,1534.9734640692238
1997-07-15,1531.3642646343653
1997-07-16,1548.2048883526957
1997-07-17,1545.309339673017
1997-07-18,1529.0581145256715
1997-07-21,1520.3775209152286
1997-07-22,1537.4815645258307
1997-07-23,1544.804013645926
1997-07-24,1545.2498330390092
1997-07-25,1543.095487182898
1997-07-28,1540.3722699645796
1997-07-29,1544.4074722643597
1997-07-30,1552.4673859788902
1997-07-31,1555.8437526761
1997-08-01,1543.0306984545582
1997-08-04,1537.7768713423725
1997-08-05,1535.5454159445544
1997-08-06,1548.172262208408
1997-08-07,1544.3291987338307
1997-08-08,1535.1495760524
1997-08-11,1526.7433748695566
1997-08-12,1521.6926835988208
1997-08-13,1518.2038449779157
1997-08-14,1513.9592254078252
1997-08-15,1500.658288623751
1997-08-18,1496.2857062307692
1997-08-19,1507.4755145782653
1997-08-20,1521.0094091492977
1997-08-21,1514.611209565448
1997-08-22,1502.9591250123342
1997-08-25,1499.274346370259
1997-08-26,1495.740133841746
1997-08-27,1491.6721098022667
1997-08-28,1477.997707503196
1997-08-29,1464.3170459777834
1997-09-01,1457.4932411090326
1997-09-02,1479.169366105407
1997-09-03,1491.7626968795055
1997-09-04,1492.8999486354571
1997-09-05,1500.2883481986419
1997-09-08,1503.6454751341178
1997-09-09,1509.895258884738
1997-09-10,1496.242869136431
1997-09-11,1480.6065330602958
1997-09-12,1487.8969979637895
1997-09-15,1490.376136652377
1997-09-16,1506.7398564888813
1997-09-17,1510.1003442677143
1997-09-18,1514.4963103470877
1997-09-19,1517.5609682468166
1997-09-22,1522.8255650754043
1997-09-23,1521.3402921684108
1997-09-24,1528.3882183009814
1997-09-25,1523.9212272891018
1997-09-26,1527.3998432473327
1997-09-29,1533.14001447171
1997-09-30,1534.0642077071777
1997-10-01,1539.926850862377
1997-10-02,1543.6754271233342
1997-10-03,1549.76795239403
1997-10-06,1555.8946876191033
1997-10-07,1561.6032055594321
1997-10-08,1558.5879514821218
1997-10-09,1550.4042856904018
1997-10-10,1547.491118346908
1997-10-13,1548.43487548598
1997-10-14,1546.9578327739346
1997-10-15,1543.2069727148125
1997-10-16,1540.8102941913255
1997-10-17,1521.8401062574737
1997-10-20,1522.5282593250422
1997-10-21,1537.3668506328013
1997-10-22,1533.7976779269377
1997-10-23,1497.3561824876847
1997-10-24,1490.7200187656745
1997-10-27,1423.19934934
1997-10-28,1429.4623005480992
1997-10-29,1453.315719324823
1997-10-30,1430.3160049588007
1997-10-31,1443.8692678398163
1997-11-03,1470.9340430578106
1997-11-04,1473.6765098625144
1997-11-05,1475.34076397383
1997-11-06,1468.323532374463
1997-11-07,1441.4297694100107
1997-11-10,1434.0227508981984
1997-11-11,1434.9262713866901
1997-11-12,1406.424201980367
1997-11-13,1411.3254470812876
1997-11-14,1415.8718841760997
1997-11-17,1450.8749137729674
1997-11-18,1449.044781399719
1997-11-19,1438.691362106132
1997-11-20,1456.1999006588487
1997-11-21,1470.0414012007664
1997-11-24,1450.580058785801
1997-11-25,1437.6091240839285
1997-11-26,1439.354912915012
1997-11-27,1445.754840884228
1997-11-28,1448.9907696808577
1997-12-01,1467.344190196445
1997-12-02,1469.9153841021157
1997-12-03,1472.763583969825
