Date,ACWI ex INDONESIA IMI
1994-05-31,1000.0
1994-06-30,1002.0585579186202
1994-07-29,1017.885213227975
1994-08-31,1051.0635731350728
1994-09-30,1027.8360864011383
1994-10-31,1050.0840842156924
1994-11-30,999.7953247866836
1994-12-30,1009.142782091911
1995-01-31,988.8749854047754
1995-02-28,994.4161568830425
1995-03-31,1039.6698659354533
1995-04-28,1071.941922606532
1995-05-31,1078.3373912394723
1995-06-30,1080.8187176215156
1995-07-31,1133.7288530423875
1995-08-31,1114.2769185348334
1995-09-29,1141.0129975690804
1995-10-31,1118.06065452828
1995-11-30,1149.9500787592826
1995-12-29,1183.2773679931415
1996-01-31,1204.0868466675224
1996-02-29,1213.8054416283958
1996-03-29,1232.776414671369
1996-04-30,1271.2699586456229
1996-05-31,1274.5323829456065
1996-06-28,1275.391805004579
1996-07-31,1220.9069454423848
1996-08-30,1239.657590324118
1996-09-30,1280.4654951704076
1996-10-31,1278.3337079330718
1996-11-29,1335.894764283601
1996-12-31,1317.9674853153308
1997-01-01,1317.9833042058574
1997-01-02,1308.579403006196
1997-01-03,1316.10165315712
1997-01-06,1320.4708237537536
1997-01-07,1323.7377245594519
1997-01-08,1319.5396503103057
1997-01-09,1318.0191277258941
1997-01-10,1311.8842723081725
1997-01-13,1319.9876996009436
1997-01-14,1329.0927209721608
1997-01-15,1331.1382645228248
1997-01-16,1337.5045762443942
1997-01-17,1338.95504372266
1997-01-20,1333.733625697253
1997-01-21,1333.6465820250758
1997-01-22,1338.835857398882
1997-01-23,1331.983628528609
1997-01-24,1323.1587079917551
1997-01-27,1312.4906394912289
1997-01-28,1311.2506492160592
1997-01-29,1315.4132486225803
1997-01-30,1322.654610489277
1997-01-31,1331.5598906505454
1997-02-03,1331.0806215867462
1997-02-04,1333.7272195581265
1997-02-05,1324.9173333939552
1997-02-06,1325.490710138194
1997-02-07,1328.4726497005142
1997-02-10,1333.3289411700318
1997-02-11,1333.7150547517726
1997-02-12,1343.8454382771793
1997-02-13,1352.039739746828
1997-02-14,1353.060292504913
1997-02-17,1352.3113805846729
1997-02-18,1355.1189141768632
1997-02-19,1354.1173851432916
1997-02-20,1353.399575123789
1997-02-21,1355.1114019847696
1997-02-24,1364.1176276898198
1997-02-25,1369.269932641423
1997-02-26,1359.9164411861439
1997-02-27,1352.6764163669566
1997-02-28,1345.1480065686078
1997-03-03,1344.1367950757794
1997-03-04,1344.2466067278033
1997-03-05,1349.9938858449864
1997-03-06,1348.659725322478
1997-03-07,1353.7402287140253
1997-03-10,1363.5151384818143
1997-03-11,1364.4413399670716
1997-03-12,1353.6720446251252
1997-03-13,1339.1613457384474
1997-03-14,1340.9124283023507
1997-03-17,1337.7566715812486
1997-03-18,1335.3636246269205
1997-03-19,1331.6926981268678
1997-03-20,1322.9620045914417
1997-03-21,1329.2794694073896
1997-03-24,1328.4417164707756
1997-03-25,1332.7859020681567
1997-03-26,1338.7521540800053
1997-03-27,1329.509678153708
1997-03-28,1328.779263954545
1997-03-31,1314.9541944358218
1997-04-01,1305.8672268727362
1997-04-02,1301.3152299219905
1997-04-03,1298.1991329270277
1997-04-04,1301.5990359216762
1997-04-07,1301.79725483441
1997-04-08,1305.2418931104867
1997-04-09,1300.6858938764176
1997-04-10,1295.145747118081
1997-04-11,1279.9244192968551
1997-04-14,1277.4975043502193
1997-04-15,1289.4299884305426
1997-04-16,1298.5089362242206
1997-04-17,1300.7906710924767
1997-04-18,1307.12186825804
1997-04-21,1308.194958901574
1997-04-22,1314.7760235429516
1997-04-23,1319.5282768719635
1997-04-24,1317.9667717958798
1997-04-25,1308.3725379396612
1997-04-28,1311.0547880495312
1997-04-29,1328.7378839433327
1997-04-30,1339.9735126172636
1997-05-01,1345.426278379985
1997-05-02,1358.787733817652
1997-05-05,1373.8012811753301
1997-05-06,1385.8005651467456
1997-05-07,1379.2309974353307
1997-05-08,1384.5410376227057
1997-05-09,1393.2739946709137
1997-05-12,1411.2965918989548
1997-05-13,1411.4620816933507
1997-05-14,1417.0959994417335
1997-05-15,1422.9468848286722
1997-05-16,1422.6232940484122
1997-05-19,1421.93009821079
1997-05-20,1432.574351177304
1997-05-21,1431.6484054133227
1997-05-22,1425.0792361604354
1997-05-23,1437.6846642555467
1997-05-26,1437.9672648079077
1997-05-27,1435.983119717538
1997-05-28,1439.0498444779676
1997-05-29,1435.895857074578
1997-05-30,1432.039903285571
1997-06-02,1435.4981098492908
1997-06-03,1437.754751765991
1997-06-04,1436.0767947677687
1997-06-05,1441.6937559169908
1997-06-06,1453.1159839706513
1997-06-09,1465.3213682244382
1997-06-10,1467.885294803964
1997-06-11,1473.5571074227207
1997-06-12,1481.3686813125107
1997-06-13,1488.561057878059
1997-06-16,1495.5451487240261
1997-06-17,1492.2094089044722
1997-06-18,1490.325731155621
1997-06-19,1498.1094539734233
1997-06-20,1497.9250129339157
1997-06-23,1486.387075706434
1997-06-24,1498.708101837169
1997-06-25,1505.103694035251
1997-06-26,1502.9699608800693
1997-06-27,1499.9366449987351
1997-06-30,1498.5782636405463
1997-07-01,1504.6515640777702
1997-07-02,1514.6805425943119
1997-07-03,1531.6737198256583
1997-07-04,1530.4942628277392
1997-07-07,1531.0906492100637
1997-07-08,1534.0030844121604
1997-07-09,1526.924350108524
1997-07-10,1530.57590020557
1997-07-11,1533.6479523074872
1997-07-14,1536.7213285555235
1997-07-15,1533.0928948105807
1997-07-16,1550.161823590217
1997-07-17,1547.2522553356011
1997-07-18,1531.0131663964235
1997-07-21,1522.6439415464454
1997-07-22,1539.695775559754
1997-07-23,1547.0465753567155
1997-07-24,1547.5764895357306
1997-07-25,1545.396000798599
1997-07-28,1542.5725170498717
1997-07-29,1546.5752573751063
1997-07-30,1554.645056603723
1997-07-31,1558.1363423892747
1997-08-01,1545.2582764768672
1997-08-04,1540.002940092071
1997-08-05,1537.8112044989573
1997-08-06,1550.6252393814846
1997-08-07,1547.0096858280417
1997-08-08,1537.891748116595
1997-08-11,1529.6165039047464
1997-08-12,1524.5913729623915
1997-08-13,1521.1417584907283
1997-08-14,1517.2405433693261
1997-08-15,1504.2861381071227
1997-08-18,1500.1071617499208
1997-08-19,1511.2156597233472
1997-08-20,1524.6068778385688
1997-08-21,1517.9465988048057
1997-08-22,1506.4930033250378
1997-08-25,1503.1185341057421
1997-08-26,1499.6127794936565
1997-08-27,1495.6967998803202
1997-08-28,1482.391116777948
1997-08-29,1468.9330208175359
1997-09-01,1462.2392918223436
1997-09-02,1484.053307060348
1997-09-03,1496.4595791614292
1997-09-04,1497.4501001056196
1997-09-05,1504.3378759730301
1997-09-08,1507.5716785068983
1997-09-09,1513.7993821176392
