Date,AC EUROPE IMI
1994-05-31,212.2973246880165
1994-06-30,210.4147193676002
1994-07-29,220.54620781728596
1994-08-31,227.0471022067819
1994-09-30,219.28478687062636
1994-10-31,227.45418422180825
1994-11-30,218.73688748130968
1994-12-30,220.0384229651972
1995-01-31,218.44041741136
1995-02-28,222.4348723380992
1995-03-31,232.40746570993676
1995-04-28,239.6995893775168
1995-05-31,244.74287772090938
1995-06-30,247.73727654331793
1995-07-31,260.0495564407406
1995-08-31,250.02290917338945
1995-09-29,257.72476048604574
1995-10-31,256.25353762735375
1995-11-30,255.79946053535164
1995-12-29,263.4248007434111
1996-01-31,265.22454131360985
1996-02-29,271.53644203567126
1996-03-29,275.20097389086766
1996-04-30,278.1370098090455
1996-05-31,282.6967730808809
1996-06-28,286.1762604960307
1996-07-31,281.8977748189603
1996-08-30,290.3991229664915
1996-09-30,295.0470503345228
1996-10-31,301.90517509263185
1996-11-29,315.4654252229258
1996-12-31,322.7251310388373
1997-01-01,322.72420484394405
1997-01-02,318.0424048723271
1997-01-03,318.6580670162607
1997-01-06,319.0047834270717
1997-01-07,319.92647679862347
1997-01-08,320.7875230340167
1997-01-09,321.5670363467386
1997-01-10,319.8780587178459
1997-01-13,322.1317616545836
1997-01-14,324.5735792812843
1997-01-15,325.98631303443966
1997-01-16,327.74032273550347
1997-01-17,326.21627058856444
1997-01-20,324.4973309970461
1997-01-21,323.63320225100546
1997-01-22,323.81087252650843
1997-01-23,324.41295814377895
1997-01-24,323.37399919411627
1997-01-27,321.77956168166105
1997-01-28,320.60775609638307
1997-01-29,320.05291145355136
1997-01-30,322.056859039281
1997-01-31,324.1819009533884
1997-02-03,323.7663864974606
1997-02-04,324.6668528980589
1997-02-05,327.2764149688784
1997-02-06,327.38129095303947
1997-02-07,327.16392772541326
1997-02-10,330.40911568616417
1997-02-11,329.0641300540989
1997-02-12,328.31299739731656
1997-02-13,328.6159537671901
1997-02-14,329.3139663127773
1997-02-17,327.8289924416822
1997-02-18,327.7277594391687
1997-02-19,327.90072402891667
1997-02-20,327.71079754591
1997-02-21,328.1769533184364
1997-02-24,330.52797943628997
1997-02-25,332.43906772000935
1997-02-26,330.1881177141812
1997-02-27,329.9042771173777
1997-02-28,328.08258237552263
1997-03-03,326.49492855798195
1997-03-04,328.4268214967393
1997-03-05,328.8562785050394
1997-03-06,331.72724569861725
1997-03-07,331.81504849345407
1997-03-10,335.5242739705131
1997-03-11,336.09471284834376
1997-03-12,332.9485262590534
1997-03-13,331.8097561126115
1997-03-14,332.86398669955486
1997-03-17,330.44076217152815
1997-03-18,329.2494048190746
1997-03-19,329.57449753163553
1997-03-20,323.84911215708723
1997-03-21,326.8564429491875
1997-03-24,325.6695447375869
1997-03-25,329.04832981595814
1997-03-26,332.30082753146087
1997-03-27,335.80981158270527
1997-03-28,336.217968035464
1997-03-31,337.6315593525353
1997-04-01,329.8124293949164
1997-04-02,328.71172146314683
1997-04-03,326.47310423078324
1997-04-04,327.0587251311719
1997-04-07,326.86951692127064
1997-04-08,326.65538686591856
1997-04-09,328.0765698503971
1997-04-10,328.3108758363544
1997-04-11,326.1227873774147
1997-04-14,324.33676805379383
1997-04-15,327.33731744834023
1997-04-16,327.93606763926573
1997-04-17,329.59067583056134
1997-04-18,330.1873506285402
1997-04-21,332.37129508004404
1997-04-22,331.6923430313103
1997-04-23,333.159293362464
1997-04-24,333.4709626223138
1997-04-25,330.5814861895083
1997-04-28,330.4052212650863
1997-04-29,334.38604541675625
1997-04-30,334.70229141293964
1997-05-01,336.73140364530224
1997-05-02,336.7853334216879
1997-05-05,338.7048307860036
1997-05-06,343.0140234998944
1997-05-07,343.86979560058734
1997-05-08,345.06459921591977
1997-05-09,348.27584812810676
1997-05-12,350.34610316600606
1997-05-13,352.8738739308783
1997-05-14,354.32334975749154
1997-05-15,354.88816973994636
1997-05-16,356.61929291355534
1997-05-19,354.14231214192307
1997-05-20,354.3032153551762
1997-05-21,358.05546419269535
1997-05-22,356.33301044830233
1997-05-23,357.76563530865155
1997-05-26,358.3600725576956
1997-05-27,356.89803054234716
1997-05-28,355.3495026683061
1997-05-29,354.85815477121025
1997-05-30,349.97525209595227
1997-06-02,348.95743620108834
1997-06-03,350.51972142373137
1997-06-04,350.5617767825842
1997-06-05,352.33805845050904
1997-06-06,354.8150638990645
1997-06-09,358.5141088436366
1997-06-10,358.62465126351907
1997-06-11,359.40996128493066
1997-06-12,361.4841610069155
1997-06-13,362.6773996337915
1997-06-16,363.38424862588175
1997-06-17,359.97329389485105
1997-06-18,360.8372255081319
1997-06-19,363.228495713273
1997-06-20,363.2823106907072
1997-06-23,365.36153312766425
1997-06-24,365.7764318794181
1997-06-25,369.86091006943326
1997-06-26,370.03759359783925
1997-06-27,368.4048963468363
1997-06-30,365.5942781916816
1997-07-01,370.776622465751
1997-07-02,370.4135558411219
1997-07-03,377.66407898168336
1997-07-04,378.4037656739798
1997-07-07,381.6086874332872
1997-07-08,379.38707269322265
1997-07-09,380.3395227551348
1997-07-10,379.66553561759633
1997-07-11,380.0577394038009
1997-07-14,380.0922118435642
1997-07-15,378.47031876893664
1997-07-16,383.5603728548043
1997-07-17,383.62987908614684
1997-07-18,379.09030935268146
1997-07-21,374.5326284501678
1997-07-22,377.65874063867307
1997-07-23,381.9534254760836
1997-07-24,378.5462397062661
1997-07-25,377.29543072475633
1997-07-28,375.154950022733
1997-07-29,375.36813535074873
1997-07-30,377.92530914053316
1997-07-31,378.4877847937191
1997-08-01,374.8418593225657
1997-08-04,370.65876541774685
1997-08-05,369.83381541249616
1997-08-06,372.3000521578086
1997-08-07,375.7326454593118
1997-08-08,374.3551624979202
1997-08-11,373.7578425837658
1997-08-12,374.03631684134183
1997-08-13,371.7604817812052
1997-08-14,369.0099908396861
1997-08-15,369.1011685058872
1997-08-18,364.9673782563578
1997-08-19,369.26921231818335
1997-08-20,369.7450851370364
1997-08-21,371.0536750304928
1997-08-22,367.87790567628997
1997-08-25,367.5005271261198
1997-08-26,366.72981716005637
