Date,AC AP ex JP IMI WITH PARTIAL A SHARES
2014-03-19,2542.470300953934
2014-03-20,2500.8029955155066
2014-03-21,2520.6537397676466
2014-03-24,2543.1842294658854
2014-03-25,2540.1175248001236
2014-03-26,2567.4840647247042
2014-03-27,2570.257928296425
2014-03-28,2587.692947260049
2014-03-31,2606.3439801885415
2014-04-01,2623.2645063186237
2014-04-02,2633.329009428313
2014-04-03,2633.0443057968396
2014-04-04,2637.077964654529
2014-04-07,2632.1385434398794
2014-04-08,2646.9969762473884
2014-04-09,2672.2959316394636
2014-04-10,2691.702702247923
2014-04-11,2673.6322060807574
2014-04-14,2661.121474249183
2014-04-15,2650.8081653827876
2014-04-16,2656.4050304318635
2014-04-17,2665.389496178499
2014-04-18,2669.602574880701
2014-04-21,2667.7143702877565
2014-04-22,2671.536186148401
2014-04-23,2662.6735158416777
2014-04-24,2665.1374442153665
2014-04-25,2642.7246564398984
2014-04-28,2636.853928085156
2014-04-29,2641.6247706212675
2014-04-30,2629.9601598664776
2014-05-01,2625.698849785471
2014-05-02,2636.5127354044216
2014-05-05,2633.0318532901474
2014-05-06,2643.417277106194
2014-05-07,2623.688933215642
2014-05-08,2634.297202612882
2014-05-09,2634.9228498421116
2014-05-12,2647.2010440267077
2014-05-13,2666.3389316795547
2014-05-14,2689.2397386295233
2014-05-15,2694.4806540982636
2014-05-16,2693.6916893352814
2014-05-19,2690.3530165537672
2014-05-20,2681.007019497835
2014-05-21,2678.532963470101
2014-05-22,2703.404259141072
2014-05-23,2710.5983296411137
2014-05-26,2710.9399249176395
2014-05-27,2705.2652022749544
2014-05-28,2718.5250646158484
2014-05-29,2718.7157591082337
2014-05-30,2711.4766424490426
2014-06-02,2713.499885593732
2014-06-03,2722.5992848224428
2014-06-04,2712.5179197239863
2014-06-05,2718.777004558962
2014-06-06,2725.7835591588027
2014-06-09,2733.964638931713
2014-06-10,2750.352977676171
2014-06-11,2749.798865085347
2014-06-12,2746.701031884249
2014-06-13,2735.3331824743173
2014-06-16,2734.628858947926
2014-06-17,2728.493349568416
2014-06-18,2718.6388095058537
2014-06-19,2738.9652348963887
2014-06-20,2723.4225344851766
2014-06-23,2721.185085177838
2014-06-24,2727.1433274185433
2014-06-25,2719.578670134269
2014-06-26,2748.5017196523495
2014-06-27,2748.7351724521045
2014-06-30,2757.087569256785
2014-07-01,2758.6812224633036
2014-07-02,2791.542790816092
2014-07-03,2794.5620415005205
2014-07-04,2801.5858813069035
2014-07-07,2805.7236664602583
2014-07-08,2805.102472973373
2014-07-09,2783.6297141165032
2014-07-10,2791.3865126866917
2014-07-11,2780.9322234428855
2014-07-14,2790.95018377797
2014-07-15,2796.863186141231
2014-07-16,2797.6249064346343
2014-07-17,2798.2320731759814
2014-07-18,2796.76102817525
2014-07-21,2800.2790132559044
2014-07-22,2820.1827262530223
2014-07-23,2839.9500780843337
2014-07-24,2845.2641087472043
2014-07-25,2842.9338256409856
2014-07-28,2847.467788567077
2014-07-29,2854.5569088898087
2014-07-30,2861.672310166646
2014-07-31,2848.3182729368777
2014-08-01,2818.5719085439464
2014-08-04,2832.8507853900583
2014-08-05,2823.374052545365
2014-08-06,2813.3026757939324
2014-08-07,2798.4936825364093
2014-08-08,2776.1204869199846
2014-08-11,2801.821166097158
2014-08-12,2818.2077648858703
2014-08-13,2835.357628299347
2014-08-14,2843.4849591157003
2014-08-15,2848.434611274973
2014-08-18,2850.0340043902884
2014-08-19,2871.13222162369
2014-08-20,2874.9974126032107
2014-08-21,2861.4867568808263
2014-08-22,2876.8664248247424
2014-08-25,2872.976984591352
2014-08-26,2874.4132621562926
2014-08-27,2886.1167725668256
2014-08-28,2876.1856610592795
2014-08-29,2873.6337191600564
2014-09-01,2880.5322054472385
2014-09-02,2869.87565783291
2014-09-03,2897.642297353384
2014-09-04,2898.9033949725263
2014-09-05,2889.165579419798
2014-09-08,2886.5123507553535
2014-09-09,2880.7539112280656
2014-09-10,2850.4179829882523
2014-09-11,2833.2132608743614
2014-09-12,2822.5954815574696
2014-09-15,2796.9058096447875
2014-09-16,2776.59366316205
2014-09-17,2792.263867505019
2014-09-18,2779.9287132602535
2014-09-19,2783.499288424496
2014-09-22,2751.688316370251
2014-09-23,2744.8851773650954
2014-09-24,2747.5160599578317
2014-09-25,2731.0210316064868
2014-09-26,2714.557138367444
2014-09-29,2681.3060490465414
2014-09-30,2675.7637558866177
2014-10-01,2669.911708384703
2014-10-02,2662.8436412985607
2014-10-03,2666.338064950818
2014-10-06,2673.2378761766445
2014-10-07,2681.1025204842304
2014-10-08,2652.3779598307547
2014-10-09,2682.377527403489
2014-10-10,2637.411890787491
2014-10-13,2619.4582001198783
2014-10-14,2624.1718928564455
2014-10-15,2631.3607188611554
2014-10-16,2612.927761961988
2014-10-17,2613.497236417949
2014-10-20,2644.4244019839853
2014-10-21,2646.356967270616
2014-10-22,2674.8569092280345
2014-10-23,2668.1549165705087
2014-10-24,2668.238566248554
2014-10-27,2668.166210154225
2014-10-28,2687.8634561617687
2014-10-29,2721.1576441516486
2014-10-30,2712.889201770604
2014-10-31,2733.971698461286
2014-11-03,2719.7422755481766
2014-11-04,2715.145946162316
2014-11-05,2692.8380525173407
2014-11-06,2686.808374495552
2014-11-07,2687.4683695738645
2014-11-10,2711.102678148181
2014-11-11,2709.3464515069863
2014-11-12,2708.940097626709
2014-11-13,2712.1076146030778
2014-11-14,2710.382713779735
2014-11-17,2691.9196870678325
2014-11-18,2686.4029946538294
2014-11-19,2670.4430870900637
2014-11-20,2660.711255193889
2014-11-21,2672.3756112446877
2014-11-24,2698.5469505930714
2014-11-25,2687.8969026234163
2014-11-26,2707.284942199405
2014-11-27,2711.8254429458475
2014-11-28,2697.421792142935
2014-12-01,2647.436184043573
2014-12-02,2663.434969451019
2014-12-03,2660.389352178654
2014-12-04,2679.8511172429967
2014-12-05,2673.2560965550515
2014-12-08,2666.4795172246604
2014-12-09,2637.7649545122713
2014-12-10,2633.4440826593163
2014-12-11,2607.585722883868
2014-12-12,2603.779833217794
2014-12-15,2582.318296640671
2014-12-16,2559.5537284418683
2014-12-17,2543.8673423990695
2014-12-18,2563.243850427486
2014-12-19,2597.2567006422523
2014-12-22,2627.799973792674
2014-12-23,2607.978275224736
2014-12-24,2612.299799226332
2014-12-25,2611.0335219982676
2014-12-26,2617.860706251112
2014-12-29,2647.149079489367
2014-12-30,2636.949860673213
2014-12-31,2645.927011939697
2015-01-01,2645.9831850403525
2015-01-02,2654.5746902641304
2015-01-05,2639.114558285331
2015-01-06,2603.947029487607
2015-01-07,2604.7713679913295
2015-01-08,2637.51153015396
2015-01-09,2664.0403052667216
2015-01-12,2659.51299870771
2015-01-13,2664.5668945531975
2015-01-14,2652.730174150302
2015-01-15,2669.5102640527407
2015-01-16,2653.519683025457
2015-01-19,2643.7616844497006
2015-01-20,2651.998997669197
2015-01-21,2686.6875728635127
2015-01-22,2693.1748451357603
2015-01-23,2714.9688749129537
2015-01-26,2714.6225671283687
2015-01-27,2725.3294213312465
2015-01-28,2726.1163152913828
2015-01-29,2692.8214117666676
2015-01-30,2682.819882677561
2015-02-02,2685.5350115804513
2015-02-03,2694.0183709272233
2015-02-04,2722.14172376846
2015-02-05,2723.315758540773
2015-02-06,2723.061225105393
2015-02-09,2707.3060699962007
2015-02-10,2703.004347429506
2015-02-11,2694.281756984035
2015-02-12,2690.815604470822
2015-02-13,2733.717417294139
2015-02-16,2733.541517029103
2015-02-17,2734.600788711144
2015-02-18,2744.0420329004614
2015-02-19,2743.778516800644
2015-02-20,2743.9688275393687
2015-02-23,2740.617572293971
2015-02-24,2750.300234814292
2015-02-25,2774.15533349165
2015-02-26,2770.0756102172313
2015-02-27,2768.1130533197975
2015-03-02,2772.172689020458
2015-03-03,2772.718773683001
2015-03-04,2759.4787960707013
2015-03-05,2745.8542746143758
2015-03-06,2750.3926198297804
2015-03-09,2718.4985692944124
2015-03-10,2692.1552609523146
2015-03-11,2675.1685847588733
2015-03-12,2701.0699526475355
2015-03-13,2688.0388179779384
2015-03-16,2688.8442216883727
2015-03-17,2703.54577136245
2015-03-18,2718.4555828636758
2015-03-19,2749.859203500675
2015-03-20,2760.035554463604
2015-03-23,2775.562750192832
2015-03-24,2782.2705451566367
2015-03-25,2783.0136789304984
2015-03-26,2753.889060464077
2015-03-27,2749.8087330335666
2015-03-30,2756.048738824622
2015-03-31,2769.838456757832
2015-04-01,2774.7233403154687
2015-04-02,2795.3456385287427
2015-04-03,2799.0132026177916
2015-04-06,2817.341481751314
2015-04-07,2823.6125748119102
2015-04-08,2874.583635270243
2015-04-09,2895.4805423769117
2015-04-10,2917.36332758181
2015-04-13,2936.263009481816
2015-04-14,2927.6055905578087
2015-04-15,2914.881083464088
2015-04-16,2957.1597614123248
2015-04-17,2946.09168539421
2015-04-20,2908.808233364575
2015-04-21,2932.1567833618096
2015-04-22,2947.086863264467
2015-04-23,2953.1465121193683
2015-04-24,2975.6523344886305
2015-04-27,2998.314136506327
2015-04-28,3002.594447774369
2015-04-29,2981.9300526317684
2015-04-30,2946.8751581869765
2015-05-01,2944.899374454514
2015-05-04,2954.83659881731
2015-05-05,2943.2806216946906
2015-05-06,2916.8767274331126
2015-05-07,2867.782276665886
2015-05-08,2887.1020999680827
2015-05-11,2898.8684438590785
2015-05-12,2889.935999227182
2015-05-13,2912.033406711476
2015-05-14,2916.1478423819335
2015-05-15,2935.9321993718936
2015-05-18,2926.04094129345
2015-05-19,2925.6922598127667
2015-05-20,2916.2727109811267
2015-05-21,2913.3023761970603
2015-05-22,2933.662847044846
2015-05-25,2937.56131141465
2015-05-26,2940.4057800233477
2015-05-27,2915.6137360179223
2015-05-28,2883.760663809854
2015-05-29,2888.4251131634596
2015-06-01,2887.0787384912064
2015-06-02,2866.1880214868534
2015-06-03,2864.9366999777085
2015-06-04,2835.4062736964156
2015-06-05,2822.4120436168473
2015-06-08,2806.947112766586
2015-06-09,2780.324954259525
2015-06-10,2791.3191444438476
2015-06-11,2801.0350059303237
2015-06-12,2814.278548721642
2015-06-15,2791.288551639263
2015-06-16,2770.1325414527423
2015-06-17,2785.9813663123264
2015-06-18,2797.541091795052
2015-06-19,2796.067401768714
2015-06-22,2821.124510979811
2015-06-23,2843.2409754751197
2015-06-24,2844.239786878502
2015-06-25,2833.3497500394915
2015-06-26,2791.3613686660715
2015-06-29,2729.665020323016
2015-06-30,2764.9068769823834
2015-07-01,2775.176695406105
2015-07-02,2774.2613356753773
2015-07-03,2741.482021284408
2015-07-06,2681.255090604712
2015-07-07,2655.3313240330895
2015-07-08,2568.0488947786394
2015-07-09,2616.3766781756703
2015-07-10,2647.6712399678295
2015-07-13,2671.6810569556665
2015-07-14,2676.273796963433
2015-07-15,2671.4881297254888
2015-07-16,2684.60621514483
2015-07-17,2694.9847196481523
2015-07-20,2688.430673377262
2015-07-21,2701.6001022885926
2015-07-22,2676.063650705703
2015-07-23,2667.8852737110747
2015-07-24,2639.2407069383526
2015-07-27,2588.1690621662397
2015-07-28,2587.5215184631757
2015-07-29,2603.742189449469
2015-07-30,2595.5305185899124
2015-07-31,2611.5195793227535
2015-08-03,2583.404292136996
2015-08-04,2603.3168113662196
2015-08-05,2597.6115787509066
2015-08-06,2580.7154823336095
2015-08-07,2575.6496044983883
2015-08-10,2584.897156959763
2015-08-11,2548.797630764994
2015-08-12,2500.0979958332673
2015-08-13,2514.0605479631195
2015-08-14,2514.561758588546
2015-08-17,2494.7338819369556
2015-08-18,2463.949922863649
2015-08-19,2455.9302929931746
2015-08-20,2418.4283593669634
2015-08-21,2368.2779302274303
2015-08-24,2235.8665910508216
2015-08-25,2276.9783027557282
2015-08-26,2277.1027599652807
2015-08-27,2339.7857475945307
2015-08-28,2361.738489669111
2015-08-31,2346.471620493994
2015-09-01,2301.2498210068393
2015-09-02,2287.3975507260407
2015-09-03,2285.907156492852
2015-09-04,2261.327297368173
2015-09-07,2241.3686561091417
2015-09-08,2284.3751314688643
2015-09-09,2358.3597516397367
2015-09-10,2331.90618459559
2015-09-11,2329.5169199112524
2015-09-14,2341.3852780482657
2015-09-15,2319.200485465453
2015-09-16,2367.7800199957537
2015-09-17,2380.6357982469494
2015-09-18,2406.0965694892907
2015-09-21,2364.987627533933
2015-09-22,2359.421170504742
2015-09-23,2304.77122790702
2015-09-24,2302.30947795342
2015-09-25,2298.6622580836033
2015-09-28,2298.219144486607
2015-09-29,2261.0515483166414
2015-09-30,2299.429630075627
2015-10-01,2320.8067448356715
2015-10-02,2330.031655413739
2015-10-05,2371.271827781323
2015-10-06,2389.3031713390974
2015-10-07,2444.453979420205
2015-10-08,2438.7258124183954
2015-10-09,2473.060997380389
2015-10-12,2495.163350812515
2015-10-13,2471.211591037982
2015-10-14,2460.4186423052192
2015-10-15,2506.517051410564
2015-10-16,2511.1647523057195
2015-10-19,2517.046782642976
2015-10-20,2507.71399197176
2015-10-21,2500.2531113849477
2015-10-22,2495.192347918714
2015-10-23,2530.7065261067023
2015-10-26,2534.3828569508146
2015-10-27,2526.150083524552
2015-10-28,2507.2097385058037
2015-10-29,2474.080727160614
2015-10-30,2472.1581290682484
2015-11-02,2461.262795445851
2015-11-03,2487.175465826991
2015-11-04,2514.8012033504865
2015-11-05,2500.9721044551006
2015-11-06,2483.4511281288364
2015-11-09,2453.410526503492
2015-11-10,2423.719358799244
2015-11-11,2424.590667333547
2015-11-12,2440.645863992128
2015-11-13,2407.667261059573
2015-11-16,2376.897475464579
2015-11-17,2408.74801812447
2015-11-18,2397.499588226455
2015-11-19,2448.1985945529873
2015-11-20,2466.659909513878
2015-11-23,2460.6186757148666
2015-11-24,2459.1895980225227
2015-11-25,2458.068224822312
2015-11-26,2462.577843675727
2015-11-27,2431.7926529660954
2015-11-30,2415.9410485289723
2015-12-01,2456.5294253955653
2015-12-02,2455.950392303963
2015-12-03,2442.4124177385697
2015-12-04,2431.188296717179
2015-12-07,2423.7652875161366
2015-12-08,2389.1145378407687
2015-12-09,2373.3165182787766
2015-12-10,2370.9332976339183
2015-12-11,2341.702395318266
2015-12-14,2322.29241633374
2015-12-15,2325.538933773968
2015-12-16,2367.2027097956015
2015-12-17,2384.528384254636
2015-12-18,2375.8571491940925
2015-12-21,2386.589086047656
2015-12-22,2397.7378037929925
2015-12-23,2412.4059212849997
2015-12-24,2424.066523814325
2015-12-25,2425.4971060933835
2015-12-28,2413.1647160267394
2015-12-29,2425.6438921043705
2015-12-30,2423.205673746702
2015-12-31,2424.132924640549
2016-01-01,2424.661472391116
2016-01-04,2353.8085120908204
2016-01-05,2343.7090747570383
2016-01-06,2316.9240799094987
2016-01-07,2250.7846803178118
2016-01-08,2255.2177437020196
2016-01-11,2208.432738628226
2016-01-12,2202.2032506324995
2016-01-13,2222.169345675755
2016-01-14,2196.870877781858
2016-01-15,2164.8749097910836
2016-01-18,2150.425133315115
2016-01-19,2183.9310824424947
2016-01-20,2122.68022357666
2016-01-21,2113.4074895706076
2016-01-22,2167.9555083547993
2016-01-25,2190.75281003012
2016-01-26,2162.594745307936
2016-01-27,2170.3515797774007
2016-01-28,2179.6418391248653
2016-01-29,2221.8038966264294
2016-02-01,2226.156353865554
2016-02-02,2201.0724101591913
2016-02-03,2165.5583941938535
2016-02-04,2209.5618997252577
2016-02-05,2206.937798851656
2016-02-08,2201.7498867482086
2016-02-09,2184.2581592371043
2016-02-10,2179.315436516086
2016-02-11,2140.6555563054703
2016-02-12,2122.774537240175
2016-02-15,2169.9686289697606
2016-02-16,2192.43118975832
2016-02-17,2188.797898567232
2016-02-18,2224.8311951947444
2016-02-19,2217.364925037369
2016-02-22,2243.386358871175
2016-02-23,2233.378827289514
2016-02-24,2208.667406356681
2016-02-25,2195.4760938628856
2016-02-26,2213.8651682000077
2016-02-29,2203.708942587381
2016-03-01,2234.6693254136967
2016-03-02,2290.4767168220924
2016-03-03,2320.4615747449357
2016-03-04,2343.036927100868
2016-03-07,2356.082411038339
2016-03-08,2336.234769057213
2016-03-09,2342.5334504906173
2016-03-10,2344.4497337385164
2016-03-11,2374.759894228652
2016-03-14,2388.963293081703
2016-03-15,2359.7942000733847
2016-03-16,2360.1857899931642
2016-03-17,2411.096498872789
2016-03-18,2435.3501777605406
2016-03-21,2438.567964114122
2016-03-22,2442.958743128075
2016-03-23,2426.7614374173336
2016-03-24,2401.925623660347
2016-03-25,2399.2133025036483
2016-03-28,2396.514817413371
2016-03-29,2393.840879934873
2016-03-30,2441.4531695592455
2016-03-31,2453.84716966966
2016-04-01,2420.001829146308
2016-04-04,2423.4836174207067
2016-04-05,2388.4777530191623
2016-04-06,2391.4128029612725
2016-04-07,2392.685427052527
2016-04-08,2397.0433543765207
2016-04-11,2410.3860541198424
2016-04-12,2423.832321876828
2016-04-13,2463.8023779173786
2016-04-14,2479.50814586029
2016-04-15,2487.07342037013
2016-04-18,2481.2251644627268
2016-04-19,2506.834783653186
2016-04-20,2497.1749252188656
2016-04-21,2513.2202309967797
2016-04-22,2491.824914793202
2016-04-25,2480.027354204497
2016-04-26,2481.123071128132
2016-04-27,2463.530273936993
2016-04-28,2463.9713574374614
2016-04-29,2455.1047236071927
2016-05-02,2447.5700671668756
2016-05-03,2431.7846628806983
2016-05-04,2404.599838237519
2016-05-05,2402.658151872841
2016-05-06,2381.6131860582113
2016-05-09,2375.7627585972064
2016-05-10,2384.2871465717835
2016-05-11,2385.956100164577
2016-05-12,2379.2239514853054
2016-05-13,2351.7272241664264
2016-05-16,2362.428552315307
2016-05-17,2385.6386931765346
2016-05-18,2360.7413295962556
2016-05-19,2331.708424897457
2016-05-20,2342.7088819649825
2016-05-23,2350.7294161566874
2016-05-24,2339.4175420311194
2016-05-25,2375.375563311091
2016-05-26,2386.5271214571026
2016-05-27,2405.2531311711896
2016-05-30,2404.3113123963462
2016-05-31,2415.3917984496347
2016-06-01,2408.9679689445084
2016-06-02,2409.610295811689
2016-06-03,2427.131778436864
2016-06-06,2447.7633008996445
2016-06-07,2482.627230211524
2016-06-08,2490.13340165015
2016-06-09,2483.3117614206
2016-06-10,2456.029511346008
2016-06-13,2416.293874187257
2016-06-14,2399.602329776902
2016-06-15,2406.7132648262036
2016-06-16,2380.0514752404597
2016-06-17,2394.5018067959318
2016-06-20,2434.5663555734263
2016-06-21,2445.0834564506495
2016-06-22,2457.242014238385
2016-06-23,2468.050493401709
2016-06-24,2385.5221299357763
2016-06-27,2375.2084255552973
2016-06-28,2386.715343900145
2016-06-29,2425.84641248572
2016-06-30,2463.7998087966785
2016-07-01,2478.152717588293
2016-07-04,2499.9422131462134
2016-07-05,2472.5840911069595
2016-07-06,2446.294787929701
2016-07-07,2468.3954164972492
2016-07-08,2463.5894807703407
2016-07-11,2509.5411572928724
2016-07-12,2532.915381844665
2016-07-13,2545.3126846107148
2016-07-14,2561.1977448250977
2016-07-15,2568.036459658598
2016-07-18,2574.9510959530817
2016-07-19,2564.7245959181328
2016-07-20,2573.658485728861
2016-07-21,2581.8332548967837
2016-07-22,2574.3355592002454
2016-07-25,2578.995963795565
2016-07-26,2593.3173147521943
2016-07-27,2595.6455671543085
2016-07-28,2605.7940117234125
2016-07-29,2596.8881553361953
2016-08-01,2624.223530743727
2016-08-02,2615.0524396980413
2016-08-03,2578.6216987963035
2016-08-04,2592.0647229281717
2016-08-05,2618.0242633340767
2016-08-08,2646.8232371305617
2016-08-09,2654.309816460457
2016-08-10,2665.148811497881
2016-08-11,2664.1285916613156
2016-08-12,2675.3988149484317
2016-08-15,2685.456867764594
2016-08-16,2688.241126927905
2016-08-17,2673.180120254159
2016-08-18,2687.00715665893
2016-08-19,2672.333720858546
2016-08-22,2660.693692573422
2016-08-23,2672.545787902005
2016-08-24,2660.3639595135883
2016-08-25,2663.143148241925
2016-08-26,2667.51653454402
2016-08-29,2645.009652287655
2016-08-30,2656.2779322236124
2016-08-31,2648.513459862191
2016-09-01,2646.2675457333867
2016-09-02,2652.453273347655
2016-09-05,2688.9264061789877
2016-09-06,2720.0643158981043
2016-09-07,2728.3482727685155
2016-09-08,2730.443508597529
2016-09-09,2697.935299700143
2016-09-12,2626.7843871007326
2016-09-13,2618.700179223568
2016-09-14,2617.9341402780433
2016-09-15,2630.8254500926428
2016-09-16,2635.704822215136
2016-09-19,2666.5616195431226
2016-09-20,2667.317607519024
2016-09-21,2686.919201538475
2016-09-22,2719.1739460654503
2016-09-23,2720.508621355474
2016-09-26,2694.092571316053
2016-09-27,2710.926442360962
2016-09-28,2709.929385756364
2016-09-29,2721.0383760270142
2016-09-30,2693.234714609463
2016-10-03,2716.5191236071796
2016-10-04,2725.4126362799557
2016-10-05,2716.916102895311
2016-10-06,2724.3994805844595
2016-10-07,2712.746355693439
2016-10-10,2719.018494365856
2016-10-11,2688.1139487957985
2016-10-12,2679.1868658347785
2016-10-13,2646.542229802107
2016-10-14,2663.074445221586
2016-10-17,2648.1324494707424
2016-10-18,2681.8250925898906
2016-10-19,2691.937361511388
2016-10-20,2689.8438941698437
2016-10-21,2679.6640829129733
2016-10-24,2693.1240775867195
2016-10-25,2697.685793809942
2016-10-26,2673.7068096836642
2016-10-27,2651.264608926825
2016-10-28,2641.990881679055
2016-10-31,2643.358413250355
2016-11-01,2651.4975211976853
2016-11-02,2615.112954286825
2016-11-03,2609.701941304314
2016-11-04,2599.237670272435
2016-11-07,2624.2182226092355
2016-12-08,2620.9723309062965
2017-04-03,2885.782670866218
2017-04-04,2877.3672828793883
2017-04-05,2895.2794949582344
2017-04-06,2881.047189597668
2017-04-07,2876.0458498946896
2017-04-10,2873.8381822809397
2017-04-11,2864.3330915605484
2017-04-12,2876.664958482297
2017-04-13,2888.1925760729778
2017-04-14,2881.230682739026
2017-04-17,2879.404782231956
2017-04-18,2855.725227539793
2017-04-19,2841.626497577694
2017-04-20,2857.801641879678
2017-04-21,2870.184421031872
2017-04-24,2884.961880946409
2017-04-25,2913.5294208764567
2017-04-26,2920.1919031936477
2017-04-27,2917.7696615899777
2017-04-28,2914.1645181638523
2017-05-01,2922.9678683001043
2017-05-02,2937.424377755451
2017-05-03,2927.4554334093923
2017-05-04,2918.938096261001
2017-05-05,2901.368542030762
2017-05-08,2924.653023484521
2017-05-09,2929.414654840413
