Date,EM ASIA SRI
2014-08-29,1000.0
2014-09-01,1011.7194888102335
2014-09-02,1004.8518771162493
2014-09-03,1014.1441637774456
2014-09-04,1027.2587971049873
2014-09-05,1023.3570637238734
2014-09-08,1027.9160797116554
2014-09-09,1027.1684795269186
2014-09-10,1016.3672546960048
2014-09-11,1006.7207239825372
2014-09-12,1005.1528898858218
2014-09-15,996.9617401833383
2014-09-16,991.1314164102562
2014-09-17,1001.719645477008
2014-09-18,1008.1036757880554
2014-09-19,1016.1292698448414
2014-09-22,1010.5904162861394
2014-09-23,1002.8902090168071
2014-09-24,1007.4997538175874
2014-09-25,1008.0840345450368
2014-09-26,1006.2640534089792
2014-09-29,1000.0769784561048
2014-09-30,1001.4988596921237
2014-10-01,1004.2466937783072
2014-10-02,995.1826044458902
2014-10-03,1012.654506125691
2014-10-06,1006.8184258370757
2014-10-07,1002.2293834142771
2014-10-08,985.3709153538712
2014-10-09,994.4465338053814
2014-10-10,994.6466795173628
2014-10-13,978.2964127985801
2014-10-14,975.9769310473339
2014-10-15,969.5458059022252
2014-10-16,959.7569772490509
2014-10-17,961.6711320535989
2014-10-20,976.1476851365921
2014-10-21,976.2387703502034
2014-10-22,996.3550211676467
2014-10-23,994.4245045036502
2014-10-24,986.712509180213
2014-10-27,988.3207249244334
2014-10-28,988.7071961611487
2014-10-29,1003.4379827756112
2014-10-30,1013.6973822599044
2014-10-31,1027.3518563582452
2014-11-03,1028.1147811400822
2014-11-04,1018.7119976805975
2014-11-05,1022.3238080862803
2014-11-06,1026.7447715058127
2014-11-07,1021.1755130449262
2014-11-10,1028.6243098740147
2014-11-11,1029.4337248096595
2014-11-12,1022.118105298638
2014-11-13,1025.001298199205
2014-11-14,1020.5493681311526
2014-11-17,1019.958371869119
2014-11-18,1010.3839781359648
2014-11-19,1015.1615600725858
2014-11-20,1015.7837721675123
2014-11-21,1028.2898967568433
2014-11-24,1036.3576744195138
2014-11-25,1033.8972923628935
2014-11-26,1034.23940886188
2014-11-27,1040.8928970661823
2014-11-28,1040.3701791378135
2014-12-01,1025.943198004849
2014-12-02,1027.0320032003742
2014-12-03,1031.9131844811889
2014-12-04,1023.6736428472218
2014-12-05,1031.407344502681
2014-12-08,1022.1156957997309
2014-12-09,1008.7475629396438
2014-12-10,1004.6145452326464
2014-12-11,995.731327143503
2014-12-12,988.6383636998505
2014-12-15,986.8990059395965
2014-12-16,971.5517653849669
2014-12-17,972.8140285796252
2014-12-18,991.2144647250459
2014-12-19,1006.1041855259249
2014-12-22,1012.3820329028993
2014-12-23,1012.0741630905669
2014-12-24,1008.6483514215691
2014-12-25,1007.2380509945054
2014-12-26,1016.0765291911752
2014-12-29,1018.9074963583604
2014-12-30,1016.8921267006541
2014-12-31,1029.0618197869944
2015-01-01,1028.3678859714373
2015-01-02,1036.7822331327245
2015-01-05,1028.5868439936487
2015-01-06,1005.4589345563121
2015-01-07,1014.6330602338808
2015-01-08,1037.238396007377
2015-01-09,1039.2809705642776
2015-01-12,1040.7757594570173
2015-01-13,1049.9067862133563
2015-01-14,1044.8907953446608
2015-01-15,1073.8836388143882
2015-01-16,1087.6125986369584
2015-01-19,1081.278679134475
2015-01-20,1088.3966665266732
2015-01-21,1103.2021512212677
2015-01-22,1123.796305516203
2015-01-23,1160.9960322953102
2015-01-26,1159.6239253252943
2015-01-27,1151.4996519657652
2015-01-28,1156.347480706728
2015-01-29,1142.0609167442665
2015-01-30,1136.0662660667965
2015-02-02,1131.379343124136
2015-02-03,1129.2214487451974
2015-02-04,1144.250851403787
2015-02-05,1139.6582353915405
2015-02-06,1152.0890130365665
2015-02-09,1142.1817190496595
2015-02-10,1144.67102059427
2015-02-11,1156.6949511737826
2015-02-12,1148.3020781622558
2015-02-13,1159.675070836989
2015-02-16,1156.6289086933496
2015-02-17,1156.5528552836302
2015-02-18,1163.809706453331
2015-02-19,1164.1315249588904
2015-02-20,1163.796292499403
2015-02-23,1162.456988160807
2015-02-24,1170.8606822555676
2015-02-25,1185.6849752349142
2015-02-26,1193.7492106185134
2015-02-27,1192.34763122625
2015-03-02,1191.7693083296424
2015-03-03,1198.8984133435167
2015-03-04,1204.533763024015
2015-03-05,1204.966701255519
2015-03-06,1227.8535235679747
2015-03-09,1208.7735361424538
2015-03-10,1212.0119540168134
2015-03-11,1220.2625644393802
2015-03-12,1227.6030140332387
2015-03-13,1232.9587614638124
2015-03-16,1218.3123859417644
2015-03-17,1233.3417385340958
2015-03-18,1237.226313459014
2015-03-19,1254.6180966982668
2015-03-20,1233.4445683517947
2015-03-23,1221.8867104536223
2015-03-24,1225.208656727272
2015-03-25,1214.7246766170263
2015-03-26,1203.0730843842684
2015-03-27,1199.883603957211
2015-03-30,1213.1319717686858
2015-03-31,1234.6094640629278
2015-04-01,1227.5885707836162
2015-04-02,1224.5843539558373
2015-04-03,1227.1042630550082
2015-04-06,1215.8168961450692
2015-04-07,1235.3602854179317
2015-04-08,1245.665851485271
2015-04-09,1265.3445992249574
2015-04-10,1283.048188353597
