Date,AC ASIA ex JAPAN SRI
2013-05-31,1000.0
2013-06-03,987.2148867617933
2013-06-04,989.4106688323214
2013-06-05,980.7622095062442
2013-06-06,961.5851993547222
2013-06-07,961.594315016853
2013-06-10,960.3920725896483
2013-06-11,942.5007444107339
2013-06-12,937.5473048986383
2013-06-13,921.1558420153566
2013-06-14,934.2397849822307
2013-06-17,935.2676006287916
2013-06-18,930.5379261106725
2013-06-19,925.7765148422767
2013-06-20,911.8327712586208
2013-06-21,907.9904308696878
2013-06-24,893.7714716645856
2013-06-25,897.482104120393
2013-06-26,910.7295394297093
2013-06-27,932.5049541266696
2013-06-28,965.5981980274164
2013-07-01,951.4181511501198
2013-07-02,955.8560455902642
2013-07-03,945.3736781084938
2013-07-04,955.5912555321974
2013-07-05,968.6095023922114
2013-07-08,945.3644075863215
2013-07-09,960.7233112002029
2013-07-10,961.473780116297
2013-07-11,979.9493679269139
2013-07-12,984.1777209727688
2013-07-15,983.8830690495357
2013-07-16,975.4922835840063
2013-07-17,979.3544062337509
2013-07-18,971.3784397213584
2013-07-19,952.2350115482111
2013-07-22,953.4804334144931
2013-07-23,963.4775026971613
2013-07-24,968.1093689738437
2013-07-25,964.5582260532152
2013-07-26,966.1843407639853
2013-07-29,957.1548373409529
2013-07-30,961.1906059216507
2013-07-31,955.4340376835871
2013-08-01,962.0067479954695
2013-08-02,958.2336878338059
2013-08-05,961.3580007531751
2013-08-06,942.0993663347093
2013-08-07,932.4913544693491
2013-08-08,933.0994050698813
2013-08-09,934.2994357555323
2013-08-12,937.5341841285972
2013-08-13,953.3258915906607
2013-08-14,948.6803705952026
2013-08-15,942.4238644554063
2013-08-16,930.0869983772078
2013-08-19,917.2841540145014
2013-08-20,897.803847655645
2013-08-21,893.0675625324036
2013-08-22,891.3272256295589
2013-08-23,898.1670634106966
2013-08-26,899.7861715385999
2013-08-27,881.9167123811422
2013-08-28,882.1726262550528
2013-08-29,908.0369967663117
2013-08-30,924.2757246619996
2013-09-02,934.7201519364044
2013-09-03,929.4845553199651
2013-09-04,924.7899470475587
2013-09-05,934.951610454533
2013-09-06,938.884665355232
2013-09-09,944.5167258467801
2013-09-10,964.2754356995016
2013-09-11,962.3829349233218
2013-09-12,956.9767145399442
2013-09-13,954.9019992490342
2013-09-16,968.6008603038536
2013-09-17,968.5975180102679
2013-09-18,962.854308781489
2013-09-19,966.7228052072826
2013-09-20,962.8342614643112
2013-09-23,967.568969088221
2013-09-24,960.9588918330694
2013-09-25,955.6618156691372
2013-09-26,954.8583026920923
2013-09-27,954.3722502884319
2013-09-30,943.1716256712773
2013-10-01,950.5376087494055
2013-10-02,948.276461653474
2013-10-03,958.3118568922303
2013-10-04,958.7944135408685
2013-10-07,956.5756269049621
2013-10-08,960.138241948482
2013-10-09,967.6065556901481
2013-10-10,969.9643644330445
2013-10-11,979.7061511207838
2013-10-14,975.1321090526029
2013-10-15,987.2024607471651
2013-10-16,984.8311927018868
2013-10-17,972.4953901652013
2013-10-18,983.9701425622247
2013-10-21,981.9533793568371
2013-10-22,979.2579074897183
2013-10-23,977.6852880999434
2013-10-24,976.157728811895
2013-10-25,970.1197307762775
2013-10-28,975.7427518399913
2013-10-29,980.6161274745205
2013-10-30,987.5941023563772
2013-10-31,993.4382690953946
2013-11-01,995.7994502423517
2013-11-04,989.9084442771518
2013-11-05,986.4132060416035
2013-11-06,985.2068516525095
2013-11-07,995.2301647842157
2013-11-08,989.5009271548578
2013-11-11,977.0117133270805
2013-11-12,970.9534185926308
2013-11-13,962.5026603092612
2013-11-14,964.4960660796975
2013-11-15,967.3353708639072
2013-11-18,973.784960435528
2013-11-19,977.4183566399562
2013-11-20,972.1224931117392
2013-11-21,958.6693210805892
2013-11-22,952.0890266765739
2013-11-25,956.5079122288023
2013-11-26,957.2036030827353
2013-11-27,959.1527284360611
2013-11-28,959.8111811469043
2013-11-29,962.2470204299228
2013-12-02,967.8838475903959
2013-12-03,960.0718351956922
2013-12-04,959.1426448131018
2013-12-05,948.8901111001828
2013-12-06,944.2981336643435
2013-12-09,951.7315640939346
2013-12-10,944.7851948908238
2013-12-11,939.5390669314528
2013-12-12,933.2722514639812
2013-12-13,929.8570085207483
2013-12-16,926.2433738954683
2013-12-17,933.7383610823476
2013-12-18,926.6651503043096
2013-12-19,933.2426319784304
2013-12-20,935.690958408548
2013-12-23,937.3459775074988
2013-12-24,941.1917772585537
2013-12-25,941.4387087513217
2013-12-26,942.5354300842976
2013-12-27,942.4216626299537
2013-12-30,944.161854054087
2013-12-31,949.4651684299672
2014-01-01,948.8432996927098
2014-01-02,950.7331325015351
2014-01-03,942.3250394909759
2014-01-06,936.1496375004839
2014-01-07,933.8811487331159
2014-01-08,942.131158635023
2014-01-09,935.7590190219084
2014-01-10,935.876647832681
2014-01-13,947.8814688784394
2014-01-14,942.7155168076449
2014-01-15,955.9463108405299
2014-01-16,960.1365521559775
2014-01-17,960.4964462521089
2014-01-20,959.7018691871489
2014-01-21,958.2564500159092
2014-01-22,960.1461143882871
2014-01-23,947.4292028042322
2014-01-24,938.3979345298491
2014-01-27,920.0721451457664
2014-01-28,923.2860039801037
2014-01-29,928.9300241396301
2014-01-30,931.5363463015536
2014-01-31,936.0650241693004
2014-02-03,926.3105340390628
2014-02-04,919.7748553079986
2014-02-05,910.3575098587789
2014-02-06,912.2090231039545
2014-02-07,919.4498563685098
2014-02-10,914.8039243115855
2014-02-11,919.6040556406809
2014-02-12,931.5104951606805
2014-02-13,924.1672250074117
2014-02-14,933.9080635971695
2014-02-17,941.1129058517645
2014-02-18,935.9135271533547
2014-02-19,938.6651722403627
2014-02-20,931.814037757294
2014-02-21,937.8873542315393
2014-02-24,936.1842763194486
2014-02-25,939.6593532347076
2014-02-26,944.0813460417979
2014-02-27,947.4072085499034
2014-02-28,941.7823229309797
2014-03-03,936.8307320143814
2014-03-04,937.5733833562725
2014-03-05,944.8430834883976
2014-03-06,951.5457717350989
2014-03-07,952.6155141315719
2014-03-10,940.1810456659409
2014-03-11,946.0151006154819
2014-03-12,933.7616016051189
2014-03-13,934.7502476855122
2014-03-14,930.2123801738186
2014-03-17,932.1708641424444
2014-03-18,933.4472358632545
2014-03-19,930.9153708971259
2014-03-20,923.6293116281253
2014-03-21,927.4234737808017
2014-03-24,934.1221121105713
2014-03-25,940.6401904950184
2014-03-26,947.5902720007692
2014-03-27,953.4666409035115
2014-03-28,961.2705751293413
2014-03-31,966.5586084026432
2014-04-01,973.8675110444348
2014-04-02,977.823178677939
2014-04-03,979.0386790374181
2014-04-04,981.4511062753428
2014-04-07,977.8529935854523
2014-04-08,981.6212685062138
2014-04-09,987.6369238068401
2014-04-10,985.4968742538813
2014-04-11,985.3679949023106
2014-04-14,988.2696765468436
2014-04-15,992.7114816391453
2014-04-16,987.9638283387889
2014-04-17,987.5050735078104
2014-04-18,992.9509532306802
2014-04-21,991.880959734152
2014-04-22,990.4532332427417
2014-04-23,985.7366644049896
2014-04-24,987.2304548373011
2014-04-25,977.2064243726809
2014-04-28,977.3032707569081
2014-04-29,984.7702448849233
2014-04-30,980.6728098555684
2014-05-01,981.076870426658
2014-05-02,984.9865215567422
2014-05-05,979.1609495692022
2014-05-06,975.9812289023641
2014-05-07,971.6151014903419
2014-05-08,979.1994877642842
2014-05-09,991.8797006885434
2014-05-12,990.509942798331
2014-05-13,1003.8528337679716
2014-05-14,1012.7209869690715
2014-05-15,1014.4379884286459
2014-05-16,1013.8682086344626
2014-05-19,1011.7551414811415
2014-05-20,1012.0826741061668
2014-05-21,1012.8530964524467
2014-05-22,1020.1479605381836
2014-05-23,1023.7692388225145
2014-05-26,1023.0651653047033
2014-05-27,1023.8659480068543
2014-05-28,1030.12054069792
2014-05-29,1023.4102513064228
2014-05-30,1011.7182596675711
2014-06-02,1016.8586036860162
2014-06-03,1022.527111444992
2014-06-04,1019.9488849060481
2014-06-05,1020.8158566906387
2014-06-06,1021.5820615663184
2014-06-09,1031.021335461334
2014-06-10,1042.4113075959945
2014-06-11,1048.0724324207538
2014-06-12,1044.3857702906919
2014-06-13,1042.9349328583826
2014-06-16,1040.394346729899
2014-06-17,1042.0444543865851
2014-06-18,1038.3180760607
2014-06-19,1040.265507009201
2014-06-20,1037.2399874574387
2014-06-23,1032.8278745493012
2014-06-24,1037.5494893405564
2014-06-25,1034.1344920583347
2014-06-26,1043.5912134746893
2014-06-27,1045.0398262236154
2014-06-30,1045.7156368513704
2014-07-01,1046.6127265715515
2014-07-02,1063.2673587415054
2014-07-03,1069.0604105801388
2014-07-04,1072.47718056955
2014-07-07,1077.8207371774124
2014-07-08,1074.0560561505251
2014-07-09,1067.3609462625516
2014-07-10,1072.0193483165297
2014-07-11,1070.809686982875
2014-07-14,1065.618173301161
2014-07-15,1069.737616934478
2014-07-16,1068.2808406208092
2014-07-17,1062.4200420823604
2014-07-18,1061.3988243130186
2014-07-21,1062.5660434302413
2014-07-22,1075.176042490134
2014-07-23,1083.316794120237
2014-07-24,1083.4138327674332
2014-07-25,1084.8451472059464
2014-07-28,1086.0018292079715
2014-07-29,1097.673850840143
2014-07-30,1105.028778181422
2014-07-31,1095.7375063832606
2014-08-01,1081.4653435034102
2014-08-04,1091.7019555068503
2014-08-05,1091.0495775946172
2014-08-06,1089.6407481418698
2014-08-07,1089.27600634834
2014-08-08,1074.787254106748
2014-08-11,1086.2705679001947
2014-08-12,1095.2401975786186
