Date,EM (EMERGING MARKETS) SRI
2011-05-31,1000.0
2011-06-01,998.1773486439356
2011-06-02,992.9784809450374
2011-06-03,984.2390075802139
2011-06-06,979.5018862050628
2011-06-07,977.7333286998729
2011-06-08,979.0852999579677
2011-06-09,980.8351750297567
2011-06-10,981.3267431608865
2011-06-13,975.7796086425437
2011-06-14,978.9729965157387
2011-06-15,991.4641841754561
2011-06-16,984.3322318492748
2011-06-17,969.4875430238596
2011-06-20,962.2737111267083
2011-06-21,972.8905229353489
2011-06-22,970.5633071451499
2011-06-23,980.7468992348508
2011-06-24,985.1156464742924
2011-06-27,973.1513190108794
2011-06-28,977.7621100176218
2011-06-29,989.0133065958156
2011-06-30,995.8117681766732
2011-07-01,1007.4021537336168
2011-07-04,1013.7867569410425
2011-07-05,1016.152580556662
2011-07-06,1025.3878092370117
2011-07-07,1026.38006089047
2011-07-08,1034.2405885796315
2011-07-11,1036.4397551713303
2011-07-12,1018.7841463006
2011-07-13,1023.456397110255
2011-07-14,1021.6710727711795
2011-07-15,1022.7431959638017
2011-07-18,1019.5191217275831
2011-07-19,1010.4567154675623
2011-07-20,1020.2325014157364
2011-07-21,1012.9230843439539
2011-07-22,1022.6691675539844
2011-07-25,1019.3310155937228
2011-07-26,1016.2822343333684
2011-07-27,1019.8098020678227
2011-07-28,1022.9616721701648
2011-07-29,1011.8794856362355
2011-08-01,1036.8035480397666
2011-08-02,1017.3164773092642
2011-08-03,990.8718159754023
2011-08-04,975.1515348070806
2011-08-05,945.8709535657821
2011-08-08,902.760346948477
2011-08-09,885.5164338847137
2011-08-10,901.7312798662156
2011-08-11,904.259328279342
2011-08-12,904.2950121553686
2011-08-15,905.7570335845622
2011-08-16,914.2051238314056
2011-08-17,919.3014257881274
2011-08-18,906.1824673797865
2011-08-19,876.4769631760988
2011-08-22,877.1244943575448
2011-08-23,892.0619121757629
2011-08-24,886.9001732413332
2011-08-25,881.0610177582887
2011-08-26,884.5150288934904
2011-08-29,900.7759599136908
2011-08-30,911.6747710723428
2011-08-31,931.5825791120469
2011-09-01,946.7427358678564
2011-09-02,934.0756968628872
2011-09-05,914.9296696463601
2011-09-06,916.9814394991002
2011-09-07,937.433659126711
2011-09-08,946.0438644252948
2011-09-09,948.0376143706154
2011-09-12,936.4700174564955
2011-09-13,926.5617931737088
2011-09-14,915.2739263098285
2011-09-15,916.0703118056169
2011-09-16,930.4558765462414
2011-09-19,916.9405913025167
2011-09-20,911.266255291381
2011-09-21,903.8349890432794
2011-09-22,862.701740614244
2011-09-23,838.0560872706219
2011-09-26,832.4644204653889
2011-09-27,866.160611618001
2011-09-28,867.2184457333013
2011-09-29,865.2220968942008
2011-09-30,869.6051589041372
2011-10-03,855.3834085078705
2011-10-04,836.1956474647467
2011-10-05,840.044548442891
2011-10-06,855.9337041664694
2011-10-07,869.4694442961277
2011-10-10,873.8104529037105
2011-10-11,881.5284708783039
2011-10-12,882.8580587854525
2011-10-13,891.19241021786
2011-10-14,889.4063693417278
2011-10-17,903.1667625065016
2011-10-18,896.5076631042272
2011-10-19,896.5912512654454
2011-10-20,878.2211896575068
2011-10-21,876.1716120796123
2011-10-24,900.3524062728962
2011-10-25,905.5681408472333
2011-10-26,915.1745481387517
2011-10-27,918.8813534698456
2011-10-28,932.4722879254568
2011-10-31,934.5792103226792
2011-11-01,931.3468807284717
2011-11-02,926.8640861364947
2011-11-03,928.172622023444
2011-11-04,939.593180451228
2011-11-07,940.7265575841221
2011-11-08,938.5513428751226
2011-11-09,943.4064887668658
2011-11-10,924.048602403786
2011-11-11,928.3337824212927
2011-11-14,941.9722076943125
2011-11-15,940.1089556667547
2011-11-16,934.1346823861671
2011-11-17,928.5217345382714
2011-11-18,910.7260048067416
2011-11-21,888.9914714923254
2011-11-22,889.5531558380859
2011-11-23,877.9972638428147
2011-11-24,886.8532137985695
2011-11-25,879.8835045367413
2011-11-28,898.3598502930225
2011-11-29,903.593296083705
2011-11-30,917.7642662140539
2011-12-01,939.9619353506256
2011-12-02,945.2627310464433
2011-12-05,946.5552201039426
2011-12-06,942.4248890551872
2011-12-07,948.2845071075626
2011-12-08,944.9809082895224
2011-12-09,929.5507160929249
2011-12-12,933.5212498446739
2011-12-13,936.1021588879795
2011-12-14,932.5140550218608
2011-12-15,920.5882873003636
2011-12-16,924.9810975043325
2011-12-19,915.700681196958
2011-12-20,918.5548823396915
2011-12-21,940.5068537688878
2011-12-22,941.6054498950825
2011-12-23,948.5820318873019
2011-12-26,948.4489365484064
2011-12-27,943.5287412960444
2011-12-28,945.2691164625819
2011-12-29,948.6729931683526
2011-12-30,947.4896120754826
2012-01-02,946.1621840486748
2012-01-03,958.2404676609304
2012-01-04,968.1846591582467
2012-01-05,975.0789640751323
2012-01-06,979.7621493288251
2012-01-09,979.1471480061431
2012-01-10,993.0673219835517
2012-01-11,995.1087293993991
2012-01-12,990.0037617822295
2012-01-13,999.6677772686675
2012-01-16,998.5761386755973
2012-01-17,1007.9823593878607
2012-01-18,1009.3124665135
2012-01-19,1012.4522558918883
2012-01-20,1014.1544347454205
2012-01-23,1008.0769580261689
2012-01-24,1010.8866282939846
2012-01-25,1011.0391345305894
2012-01-26,1010.3433149713335
2012-01-27,1017.877981449068
2012-01-30,1012.1825874474434
2012-01-31,1026.6018915418201
2012-02-01,1025.2647028567653
2012-02-02,1041.241599400177
2012-02-03,1053.460323147654
2012-02-06,1057.4614560138214
2012-02-07,1043.5503061472102
2012-02-08,1052.4601741435447
2012-02-09,1051.721388464789
2012-02-10,1045.3431864926436
2012-02-13,1049.7056919444476
2012-02-14,1053.0282678942729
2012-02-15,1069.914609833839
2012-02-16,1061.4501479802902
2012-02-17,1065.3052331457818
2012-02-20,1062.931149571132
2012-02-21,1061.9555820221296
2012-02-22,1060.9130160125947
2012-02-23,1050.240928665065
2012-02-24,1045.363561949815
2012-02-27,1039.6230880645805
2012-02-28,1047.441763479026
2012-02-29,1064.040472463594
2012-03-01,1066.5071017859493
2012-03-02,1077.6942338511756
2012-03-05,1062.206469465224
2012-03-06,1054.4328840772687
2012-03-07,1051.9351544118886
2012-03-08,1054.976587070657
2012-03-09,1073.4506134691321
2012-03-12,1060.2124303896226
2012-03-13,1076.179130054222
2012-03-14,1084.6759368900157
2012-03-15,1081.0743588658688
2012-03-16,1068.584316298126
2012-03-19,1065.8840205206996
2012-03-20,1057.830104024401
2012-03-21,1062.3243748230257
2012-03-22,1055.0043244439505
2012-03-23,1054.407359264659
2012-03-26,1048.2595331200757
2012-03-27,1062.5479461544132
2012-03-28,1054.680808832179
2012-03-29,1046.3326050771736
2012-03-30,1054.7996936909385
2012-04-02,1063.7975533148265
2012-04-03,1066.7342604317012
2012-04-04,1063.059312046245
2012-04-05,1065.4407669382292
2012-04-06,1067.1226342823402
2012-04-09,1056.1988412986427
2012-04-10,1047.676342774392
2012-04-11,1045.8645778478146
2012-04-12,1047.352296138757
2012-04-13,1051.584204618822
2012-04-16,1047.7591157764532
2012-04-17,1043.8520657037166
2012-04-18,1049.160036921263
2012-04-19,1046.3962863882875
2012-04-20,1038.7735648499038
2012-04-23,1033.2039135202037
2012-04-24,1032.5577617259853
2012-04-25,1033.2408427816888
2012-04-26,1033.357416773377
2012-04-27,1037.5213825191756
2012-04-30,1046.6814949320622
2012-05-01,1046.9779553519334
2012-05-02,1055.900586106907
2012-05-03,1056.6338169907078
2012-05-04,1051.8005217442542
2012-05-07,1046.3382620372638
2012-05-08,1040.8349141681272
2012-05-09,1031.0608092774971
2012-05-10,1033.3751687321303
2012-05-11,1027.5470452432558
2012-05-14,1018.3734225481488
2012-05-15,1016.6401966213416
2012-05-16,1001.4357130420328
2012-05-17,1004.0918091509067
2012-05-18,986.979513119158
2012-05-21,988.0534133669873
2012-05-22,995.008584326331
2012-05-23,982.2781264411492
2012-05-24,992.178526979939
2012-05-25,997.0595823772261
2012-05-28,1001.4046394686536
2012-05-29,1009.4081432538178
2012-05-30,1007.4194079255093
2012-05-31,1013.9893794268925
2012-06-01,996.1920447506454
2012-06-04,973.804239272194
2012-06-05,984.014253535986
2012-06-06,999.1095243534672
2012-06-07,1007.8532178794127
2012-06-08,1003.834576651749
2012-06-11,1011.0680865511576
2012-06-12,1013.4549701343043
2012-06-13,1010.3704407959577
2012-06-14,1003.8603148649497
2012-06-15,1009.276128512634
2012-06-18,1021.9807898120932
2012-06-19,1023.2798739027664
2012-06-20,1027.6386980162117
2012-06-21,1020.3485597983346
2012-06-22,1013.1906049547716
2012-06-25,1005.9733859241124
2012-06-26,1007.2286191606872
2012-06-27,1015.1984276155449
2012-06-28,1012.8123991452702
2012-06-29,1023.5105701657408
2012-07-02,1040.4064466822808
2012-07-03,1056.533093909629
2012-07-04,1063.2478050007007
2012-07-05,1074.2568084057168
2012-07-06,1070.4933111783403
2012-07-09,1062.041270656869
2012-07-10,1066.5970682979703
2012-07-11,1064.8153451780838
2012-07-12,1045.7514698433947
2012-07-13,1050.7454912313208
2012-07-16,1054.099362223771
2012-07-17,1062.2030972848704
2012-07-18,1059.798661891802
2012-07-19,1070.5928658272094
2012-07-20,1072.5232044739837
2012-07-23,1047.3317240158221
2012-07-24,1046.0228303363772
2012-07-25,1040.3627689664645
2012-07-26,1037.7122538351782
2012-07-27,1059.2773930718913
2012-07-30,1076.6636578383063
2012-07-31,1076.0717630631023
2012-08-01,1079.2590270081498
2012-08-02,1083.110814259636
2012-08-03,1080.5429701415835
2012-08-06,1087.1104258351268
2012-08-07,1088.1526084992256
2012-08-08,1095.5175565553395
2012-08-09,1109.6967102619092
2012-08-10,1109.7862405909543
2012-08-13,1100.8677156786189
2012-08-14,1110.58940538044
2012-08-15,1112.788754030877
2012-08-16,1105.8470917549569
2012-08-17,1107.084295203777
2012-08-20,1100.511961320751
2012-08-21,1099.2495690881356
2012-08-22,1094.9124110805412
2012-08-23,1088.6966735734693
2012-08-24,1086.5041119885343
2012-08-27,1087.4278332280667
2012-08-28,1079.3709555413582
2012-08-29,1077.4344879584244
2012-08-30,1070.7460987702457
2012-08-31,1064.2596299640288
2012-09-03,1074.1465616640955
2012-09-04,1072.7223113053574
2012-09-05,1059.8926930102348
2012-09-06,1067.358821366293
2012-09-07,1070.108373175934
2012-09-10,1072.056266580823
2012-09-11,1069.703377546937
2012-09-12,1067.6636213939487
2012-09-13,1068.896323426473
2012-09-14,1078.8339440534469
2012-09-17,1079.7934268778865
2012-09-18,1081.4443934515941
2012-09-19,1085.2471313688307
2012-09-20,1081.6595436139855
2012-09-21,1089.3138632147165
2012-09-24,1091.1998253446948
2012-09-25,1086.0248257539083
2012-09-26,1084.3985261467813
2012-09-27,1091.6668274205063
2012-09-28,1099.8256833342218
2012-10-01,1098.3962932008349
2012-10-02,1099.108445322726
2012-10-03,1096.894471866779
2012-10-04,1092.371774327864
2012-10-05,1085.7014755994596
2012-10-08,1076.6107202184837
2012-10-09,1080.825241475314
2012-10-10,1077.0904578692682
2012-10-11,1076.8714253011528
2012-10-12,1075.5572874449826
2012-10-15,1074.0107876697105
2012-10-16,1075.6073681537039
2012-10-17,1077.1831841774
