Date,AUSTRALIA MINIMUM VOLATILITY (AUD)
2001-05-31,1000.0
2001-06-01,1008.7823930437881
2001-06-04,1016.3986288202728
2001-06-05,1015.3005681218784
2001-06-06,1025.8741049014607
2001-06-07,1036.4114198878074
2001-06-08,1046.307888096575
2001-06-11,1052.3965185362017
2001-06-12,1041.573133219882
2001-06-13,1046.0893979606838
2001-06-14,1044.315315313136
2001-06-15,1046.7894475017863
2001-06-18,1027.8782339015913
2001-06-19,1028.7572569489807
2001-06-20,1038.5969608004832
2001-06-21,1037.1036895650182
2001-06-22,1037.5719073169212
2001-06-25,1025.8601585974382
2001-06-26,1032.936901584328
2001-06-27,1026.2209729997492
2001-06-28,1031.1459145032668
2001-06-29,1044.8100331400499
2001-07-02,1036.0976132100361
2001-07-03,1052.0500760717032
2001-07-04,1051.4859127958862
2001-07-05,1041.1120101081513
2001-07-06,1000.8019176621216
2001-07-09,995.5526952264438
2001-07-10,998.1838712353294
2001-07-11,990.6243411973621
2001-07-12,1002.5510622468987
2001-07-13,1009.7534165332061
2001-07-16,1015.5144673628552
2001-07-17,1004.924539333141
2001-07-18,995.6602891000779
2001-07-19,997.1480668073467
2001-07-20,978.147199604494
2001-07-23,983.6603049172296
2001-07-24,969.5952466318466
2001-07-25,956.9063823408358
2001-07-26,951.0473490289347
2001-07-27,951.1869582460888
2001-07-30,958.8802762487736
2001-07-31,966.0626044274658
2001-08-01,989.3838866053421
2001-08-02,1001.6344494437741
2001-08-03,992.7831369641203
2001-08-06,996.3330144681486
2001-08-07,996.8278434923778
2001-08-08,1000.3568340118608
2001-08-09,983.5118536968323
2001-08-10,973.0247351169255
2001-08-13,969.7345434980786
2001-08-14,963.7686443318413
2001-08-15,965.3766110266191
2001-08-16,957.7718471357214
2001-08-17,968.2760508745133
2001-08-20,957.2496741889045
2001-08-21,965.1735268513692
2001-08-22,962.9234193145471
2001-08-23,965.8425396021468
2001-08-24,968.4529591764249
2001-08-27,972.4124443157788
2001-08-28,969.6541628876579
2001-08-29,966.7955900113732
2001-08-30,964.3358752145772
2001-08-31,943.537719618888
2001-09-03,950.9573224994474
2001-09-04,959.3827704830563
2001-09-05,958.1578488199644
2001-09-06,954.1688804661158
2001-09-07,928.4648116440835
2001-09-10,922.4585965384936
2001-09-11,928.7587430350088
2001-09-12,888.5890429905471
2001-09-13,888.0940688321031
2001-09-14,872.8421948007183
2001-09-17,818.7225633121977
2001-09-18,819.6227554871934
2001-09-19,819.1632738216452
2001-09-20,808.2586509383253
2001-09-21,793.0335976851508
2001-09-24,800.0355153509121
2001-09-25,809.137063177418
2001-09-26,808.1347675213848
2001-09-27,810.0678834091807
2001-09-28,844.5901756016625
2001-10-01,849.8687512155036
