Date,JAPAN MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,999.7645664477762
2001-06-04,999.0424114137014
2001-06-05,988.6420136771646
2001-06-06,987.7944403900453
2001-06-07,991.0952523212183
2001-06-08,987.1157178716473
2001-06-11,980.8040556948321
2001-06-12,952.5059447814414
2001-06-13,953.0738188433357
2001-06-14,946.6415835193474
2001-06-15,935.99844785057
2001-06-18,931.4502700827048
2001-06-19,932.113633617783
2001-06-20,938.5003384403781
2001-06-21,945.6913058553126
2001-06-22,952.5182972453092
2001-06-25,942.0775296768888
2001-06-26,948.4140133469076
2001-06-27,942.3882892777921
2001-06-28,943.3746050428787
2001-06-29,960.5140710514249
2001-07-02,957.2533572044683
2001-07-03,960.8480856683848
2001-07-04,954.4187411377281
2001-07-05,958.2584352531571
2001-07-06,933.5007511368947
2001-07-09,928.5838369235889
2001-07-10,926.0288473680062
2001-07-11,914.9704833357782
2001-07-12,937.2265772162805
2001-07-13,927.7491357911221
2001-07-16,921.5174754804682
2001-07-17,917.0926921894558
2001-07-18,886.7611425347138
2001-07-19,892.2020113276492
2001-07-20,891.8347147909802
2001-07-23,870.658703651441
2001-07-24,875.1900250285051
2001-07-25,876.7918819803213
2001-07-26,879.2799251192583
2001-07-27,883.8032683369444
2001-07-30,868.3131949124477
2001-07-31,883.3938461242432
2001-08-01,883.9699138067461
2001-08-02,901.9253216828405
2001-08-03,889.4623613036658
2001-08-06,895.6576194002336
2001-08-07,906.7547957188658
2001-08-08,907.2812328975753
2001-08-09,876.6428791089129
2001-08-10,876.8828783595236
2001-08-13,864.8062268851507
2001-08-14,888.605974757612
2001-08-15,887.1872145150047
2001-08-16,876.1596097128651
2001-08-17,870.6091640579349
2001-08-20,864.6857786631243
2001-08-21,872.8461149280956
2001-08-22,874.2397599895487
2001-08-23,871.7589513480095
2001-08-24,869.3586523709462
2001-08-27,874.967991215756
2001-08-28,868.8222358167626
2001-08-29,859.6504282509821
2001-08-30,848.0111205955304
2001-08-31,849.4786755040985
2001-09-03,834.6725385538745
2001-09-04,863.2753686850808
2001-09-05,846.940780869044
2001-09-06,841.8374318318989
2001-09-07,832.5122742792549
2001-09-10,813.9319429666931
2001-09-11,822.5701051971389
2001-09-12,772.5077665505916
2001-09-13,785.4945729483107
2001-09-14,802.8959699932352
2001-09-17,770.66970565775
2001-09-18,777.6487245874057
2001-09-19,788.2213191653142
2001-09-20,786.3714199332015
2001-09-21,776.3217385857234
2001-09-24,771.288185054918
2001-09-25,770.4714116957364
2001-09-26,762.3227181630649
2001-09-27,754.7171906396458
2001-09-28,782.8337390864119
2001-10-01,788.9019557514923
2001-10-02,799.1063589884087
2001-10-03,783.2595323513425
2001-10-04,802.8172910039464
2001-10-05,794.0492391740303
2001-10-08,796.6687088259301
2001-10-09,781.1883887053592
2001-10-10,783.3178878486115
2001-10-11,802.6418549352957
2001-10-12,808.8137297356504
2001-10-15,802.7868440010086
2001-10-16,806.2733857102539
2001-10-17,811.4283837306645
2001-10-18,801.5657557604194
2001-10-19,807.8030787986221
2001-10-22,809.1316781960558
2001-10-23,823.0819502917099
2001-10-24,820.7268682777365
2001-10-25,825.1992544839616
2001-10-26,819.1384003847696
2001-10-29,798.9086908715394
2001-10-30,792.5772581149886
2001-10-31,791.5720921759707
2001-11-01,789.0419854284668
2001-11-02,785.8010862993491
2001-11-05,793.7079964281448
2001-11-06,803.570124872035
2001-11-07,783.1423386904357
2001-11-08,798.5796837153449
2001-11-09,790.3175782229525
2001-11-12,783.4575412363381
2001-11-13,780.7044047336981
2001-11-14,775.8138833823275
2001-11-15,788.212990849135
2001-11-16,777.640321832447
2001-11-19,787.1330203798954
2001-11-20,788.0917549939853
2001-11-21,797.1061614237748
2001-11-22,790.9454394767823
2001-11-23,789.6125002220886
2001-11-26,800.9278063878063
2001-11-27,794.0052066617266
2001-11-28,779.5041646732059
2001-11-29,780.3895034112038
2001-11-30,782.9595932158024
2001-12-03,767.4280463798167
2001-12-04,766.8444469221542
2001-12-05,776.0963044488808
2001-12-06,768.9095822700104
2001-12-07,755.2665305958283
2001-12-10,740.7421036595044
2001-12-11,737.5782360597494
2001-12-12,748.2717277385318
2001-12-13,729.4448477930725
2001-12-14,724.7707976537649
2001-12-17,710.5398960425746
2001-12-18,717.5464935429011
2001-12-19,722.9111791024507
2001-12-20,728.4060177328523
2001-12-21,731.1040298321726
2001-12-24,736.1713624090115
2001-12-25,732.8017006011809
2001-12-26,724.3127138851171
2001-12-27,727.791014040848
2001-12-28,742.1182083562546
2001-12-31,735.7354835599355
2002-01-01,735.7354835599355
2002-01-02,718.6541444764035
2002-01-03,724.0561454744662
2002-01-04,739.3929117217257
2002-01-07,738.2763785480149
2002-01-08,718.3130951311538
2002-01-09,714.2151134924239
2002-01-10,699.1888276173222
2002-01-11,699.599144248798
2002-01-14,698.6381976382313
2002-01-15,695.8325887764844
2002-01-16,702.858715967102
2002-01-17,703.7934898199088
2002-01-18,711.5462690810516
2002-01-21,711.5643575939146
2002-01-22,688.519402619404
2002-01-23,681.9073808246236
2002-01-24,687.37653936778
2002-01-25,697.5585336870357
2002-01-28,711.4874624540713
2002-01-29,699.7465583953559
2002-01-30,695.6740854999214
2002-01-31,697.2830950182445
2002-02-01,685.7843334133801
2002-02-04,679.9114367011224
2002-02-05,662.0990325551542
2002-02-06,661.8338317113286
2002-02-07,670.8196130745164
2002-02-08,671.091828682507
2002-02-11,672.9402941786209
2002-02-12,689.4630930003932
2002-02-13,694.8408843887497
2002-02-14,699.5286633081886
2002-02-15,693.7466010185481
2002-02-18,696.1985448322963
2002-02-19,673.2862993056966
2002-02-20,675.1352773055456
2002-02-21,692.2775139004382
2002-02-22,690.8282910535638
2002-02-25,691.9269934022168
2002-02-26,689.905122459108
2002-02-27,711.5184846167076
2002-02-28,714.8315409623148
2002-03-01,729.8762312256063
2002-03-04,761.6793641026555
2002-03-05,756.929089801986
2002-03-06,757.8810307601202
2002-03-07,782.6606655191307
2002-03-08,787.9252449882686
2002-03-11,798.2601276128694
2002-03-12,782.5399545261331
2002-03-13,763.5119332469784
2002-03-14,766.6509463337036
2002-03-15,770.2664281649961
2002-03-18,754.3487774547834
2002-03-19,768.4684410497684
2002-03-20,757.0130592861669
2002-03-21,755.9399802882889
2002-03-22,741.8721579557573
2002-03-25,743.5583707046585
2002-03-26,742.5428293989776
2002-03-27,748.7627507853393
2002-03-28,752.4748778656414
2002-03-29,736.5311711420462
2002-04-01,724.4547033314738
2002-04-02,731.7131808642653
2002-04-03,746.2037474589908
2002-04-04,752.7697929330229
2002-04-05,758.006812370808
2002-04-08,763.14410899111
2002-04-09,752.2833449478888
2002-04-10,760.5443643368646
2002-04-11,744.7261430401104
2002-04-12,738.833191157709
2002-04-15,746.5998294473876
2002-04-16,753.0553768432469
2002-04-17,756.4059694731172
2002-04-18,763.7151023883956
2002-04-19,760.4598856957388
2002-04-22,770.9183531570095
2002-04-23,770.4652862147062
2002-04-24,765.0890079478764
2002-04-25,767.4374419071489
2002-04-26,759.9942078598729
2002-04-29,756.2453823117129
2002-04-30,756.0944385549468
2002-05-01,758.3596509483185
2002-05-02,759.692835765583
2002-05-03,757.157632180598
2002-05-06,752.2666740496105
2002-05-07,750.6466339468983
2002-05-08,758.142653013673
2002-05-09,761.743128739973
2002-05-10,759.6662682162827
2002-05-13,755.7363370031582
2002-05-14,755.3361810397644
2002-05-15,763.5351685864965
2002-05-16,770.7447514263815
2002-05-17,773.34435961247
2002-05-20,776.7662327540646
2002-05-21,788.0562881717949
2002-05-22,790.7714648996478
2002-05-23,796.5167572799555
2002-05-24,798.7494757325738
2002-05-27,797.9942875600428
2002-05-28,792.0937067376888
2002-05-29,786.7971165630721
2002-05-30,786.392753014621
2002-05-31,780.5643384031152
2002-06-03,783.8266867545418
2002-06-04,770.8536543656114
2002-06-05,770.0350232784107
2002-06-06,759.7327655397737
2002-06-07,756.2469742452823
2002-06-10,753.376205614386
2002-06-11,752.9105531943529
2002-06-12,742.7358524699572
2002-06-13,736.6430318616137
2002-06-14,726.564963727477
2002-06-17,713.6865599102256
2002-06-18,718.3013839882392
2002-06-19,700.1608382420109
2002-06-20,705.0091781199883
2002-06-21,702.744802153821
2002-06-24,704.684008906738
2002-06-25,706.4737000620848
2002-06-26,691.2013030042402
2002-06-27,698.2025039869992
2002-06-28,714.304335348785
2002-07-01,712.8632909621059
2002-07-02,715.6156261637235
2002-07-03,732.7487146841008
2002-07-04,726.2601769921797
2002-07-05,736.167316238539
2002-07-08,729.541569674081
2002-07-09,739.0333848090086
2002-07-10,736.6874448551547
2002-07-11,729.838637442961
2002-07-12,732.041101746574
2002-07-15,711.4398809125638
2002-07-16,698.6594101879768
2002-07-17,702.1325482698682
2002-07-18,704.8062930392306
2002-07-19,693.8952856148205
2002-07-22,698.1881454637585
2002-07-23,701.587579768609
2002-07-24,696.6066201687456
2002-07-25,686.2341101988948
2002-07-26,670.3730783702831
2002-07-29,676.6038590372879
2002-07-30,680.8832053886606
2002-07-31,681.8806937512155
2002-08-01,680.8136372824657
2002-08-02,681.4663618113968
2002-08-05,684.490674840551
2002-08-06,681.7152532052571
2002-08-07,692.2539686944169
2002-08-08,693.3779447498464
2002-08-09,703.7354118322309
2002-08-12,694.875698890579
2002-08-13,692.9553575358027
2002-08-14,701.2291059247656
2002-08-15,707.0045296604707
2002-08-16,702.8835750325339
2002-08-19,691.183221720791
2002-08-20,686.2451916589147
2002-08-21,684.4887980444025
2002-08-22,690.651852967256
2002-08-23,687.0130686767562
2002-08-26,700.5637473359507
2002-08-27,693.9922766870668
2002-08-28,687.4540119217974
2002-08-29,677.8151819707609
2002-08-30,680.8503446626413
2002-09-02,676.3212983182585
2002-09-03,657.7088241470495
2002-09-04,647.8935167077492
2002-09-05,656.1390069289471
2002-09-06,653.8088973949792
2002-09-09,660.224855927321
2002-09-10,662.0843588941852
2002-09-11,661.3858366693834
2002-09-12,661.9431943798916
2002-09-13,652.9133450047253
2002-09-16,651.0983482672661
2002-09-17,664.179633278575
2002-09-18,660.6167035246891
2002-09-19,666.0328489501062
2002-09-20,647.642566400899
2002-09-23,644.7511905944233
2002-09-24,644.5588779999036
2002-09-25,639.4119811722921
2002-09-26,650.0565319222602
2002-09-27,659.0862130122036
2002-09-30,649.5276440903349
2002-10-01,638.2100022121323
2002-10-02,630.8938221188195
2002-10-03,626.2699002417319
2002-10-04,634.5443392395315
2002-10-07,611.5692437469796
2002-10-08,614.9566101885564
2002-10-09,605.5321136787982
2002-10-10,601.7415180620093
2002-10-11,605.7451339819211
2002-10-14,604.6187934615057
2002-10-15,618.6364164350946
2002-10-16,622.9039525218319
2002-10-17,630.1224401623541
2002-10-18,631.3185866251985
2002-10-21,629.1577379967197
2002-10-22,611.3632128856733
2002-10-23,619.224068464244
2002-10-24,616.2703584453278
2002-10-25,621.9037629888463
2002-10-28,618.8797566964655
2002-10-29,618.815262902872
2002-10-30,625.1873793036343
2002-10-31,616.7324542948252
2002-11-01,616.3467123234213
2002-11-04,616.0745127683841
2002-11-05,623.7338737158412
2002-11-06,624.7631401361214
2002-11-07,620.8803127112801
2002-11-08,616.396418074653
2002-11-11,608.672643831252
2002-11-12,610.4327424890424
2002-11-13,606.2206399405779
2002-11-14,602.0188933267206
2002-11-15,609.2888916218543
2002-11-18,598.5847232806524
2002-11-19,593.3652408529881
2002-11-20,599.3750569432657
2002-11-21,604.962708472289
2002-11-22,610.2247048549985
2002-11-25,623.0160455485957
2002-11-26,618.9236763717144
2002-11-27,625.951419850035
2002-11-28,628.9645930323048
2002-11-29,628.5162105170183
