Date,NIHONKABU (JP ex EQ REITS) MIN VOL (JPY)
2001-11-30,1000.0
2001-12-03,980.0610703092775
2001-12-04,979.9257825575086
2001-12-05,990.0641824493102
2001-12-06,980.7544610882769
2001-12-07,962.2458730955809
2001-12-10,943.1692187009389
2001-12-11,939.5835319099341
2001-12-12,953.0350570331619
2001-12-13,928.9762272909304
2001-12-14,922.1550899810957
2001-12-17,903.2221902336231
2001-12-18,911.1376708903816
2001-12-19,918.2303763997313
2001-12-20,927.4103424617002
2001-12-21,930.5466559227572
2001-12-24,936.9963391298219
2001-12-25,932.4776442771532
2001-12-26,920.8405477387641
2001-12-27,924.8636229052394
2001-12-28,942.8767115704625
2001-12-31,934.7673261665626
2002-01-01,934.7673261665626
2002-01-02,913.0651274562334
2002-01-03,919.9284827540847
2002-01-04,939.7243772059606
2002-01-07,938.430323366589
2002-01-08,912.1457182719868
2002-01-09,906.2590019536143
2002-01-10,886.4160068781084
2002-01-11,886.1221923388604
2002-01-14,884.9050437413013
2002-01-15,881.9309198742329
2002-01-16,891.8007407613258
2002-01-17,893.9936964864512
2002-01-18,903.794995834629
2002-01-21,902.4007758365049
2002-01-22,874.0456746438049
2002-01-23,864.778793613245
2002-01-24,871.2218705171692
2002-01-25,883.742292129455
2002-01-28,901.6012104994394
2002-01-29,886.9896859850816
2002-01-30,881.7389194519571
2002-01-31,884.1265019840205
2002-02-01,868.7233055129019
2002-02-04,860.8114829348443
2002-02-05,838.3876620590584
2002-02-06,837.9207358633842
2002-02-07,850.3485090834724
2002-02-08,850.8905384126674
2002-02-11,853.2342441977809
2002-02-12,874.6120339853396
2002-02-13,882.4635093518691
2002-02-14,887.8360923880454
2002-02-15,879.807541930638
2002-02-18,882.9986646471069
2002-02-19,853.8778602451048
2002-02-20,856.5300802290917
2002-02-21,877.8454644979615
2002-02-22,875.9659056288822
2002-02-25,877.1630347644794
2002-02-26,873.5020197855998
2002-02-27,899.6433861770656
2002-02-28,903.1792950059146
2002-03-01,921.829600846022
2002-03-04,961.6037316186552
2002-03-05,956.2045161356915
2002-03-06,957.4898593997906
2002-03-07,989.9136168443615
2002-03-08,998.6939556053644
2002-03-11,1011.585760597441
2002-03-12,991.1048496449253
2002-03-13,966.5269979442495
2002-03-14,970.1102215379576
2002-03-15,973.4630334339357
2002-03-18,952.3092608634919
2002-03-19,969.548533488633
2002-03-20,954.4849515563466
2002-03-21,953.1319527636025
2002-03-22,935.0349148681681
2002-03-25,937.4614003050867
2002-03-26,936.3560737962898
2002-03-27,944.3286315370905
2002-03-28,949.3548130936786
2002-03-29,930.0268025138367
2002-04-01,913.917540775467
2002-04-02,922.3462185023631
2002-04-03,940.476393684362
2002-04-04,949.5617003532324
2002-04-05,956.4137101030778
2002-04-08,963.858197686967
2002-04-09,951.1038379176413
2002-04-10,962.035806447826
2002-04-11,941.5481697703767
2002-04-12,933.9118563234624
2002-04-15,942.5237397628637
2002-04-16,950.7151092392932
2002-04-17,954.6492844651472
2002-04-18,964.2227179240382
2002-04-19,959.6490208621929
2002-04-22,972.7109315000308
2002-04-23,971.3527160361488
2002-04-24,963.6767831349771
2002-04-25,966.9988026972783
2002-04-26,957.6919237193583
2002-04-29,952.9679140969487
2002-04-30,953.1678551803457
2002-05-01,956.3416990571995
2002-05-02,957.4042634432461
2002-05-03,954.209268562828
2002-05-06,948.0454297763126
2002-05-07,946.2609454917063
2002-05-08,955.4367023003737
2002-05-09,959.7732843329266
2002-05-10,956.4112586105662
2002-05-13,951.9082527846303
2002-05-14,950.8232930142644
2002-05-15,960.4880326062437
2002-05-16,969.8299734259638
2002-05-17,973.7533005049182
2002-05-20,978.7702042395717
2002-05-21,993.526263632084
2002-05-22,998.1617359663518
2002-05-23,1007.1245298406388
2002-05-24,1009.9201766374402
2002-05-27,1007.7657964009886
2002-05-28,1000.2698963343923
2002-05-29,994.6208311870549
2002-05-30,993.5303272867417
2002-05-31,989.726487778551
2002-06-03,993.5781153903638
2002-06-04,977.2354126708478
2002-06-05,976.3361977114987
2002-06-06,962.9257745603546
2002-06-07,958.112992702554
2002-06-10,953.7305787149212
2002-06-11,952.7716598355294
2002-06-12,940.0094703339137
2002-06-13,932.1523295220741
2002-06-14,919.7425352909165
2002-06-17,903.2969712934429
2002-06-18,908.8058133098657
2002-06-19,885.8838685171398
2002-06-20,892.2586670213021
2002-06-21,889.3721307536687
2002-06-24,892.4631303246089
2002-06-25,894.8270172772994
2002-06-26,875.6550531703322
2002-06-27,884.513446943723
2002-06-28,904.2560530803787
2002-07-01,902.6795013039097
2002-07-02,905.665498162776
2002-07-03,927.0920229933573
2002-07-04,918.3979310931143
2002-07-05,931.1334557162177
2002-07-08,922.693658339283
2002-07-09,934.5705395329151
2002-07-10,931.8815286125424
2002-07-11,923.5179704711356
