Date,FRANCE MINIMUM VOLATILITY (EUR)
2001-05-31,1000.0
2001-06-01,998.8380760836741
2001-06-04,998.8380760836741
2001-06-05,1009.5389194810372
2001-06-06,1009.8225820125676
2001-06-07,1003.5114253383504
2001-06-08,1001.6194600892421
2001-06-11,999.6964293171396
2001-06-12,986.5111129519988
2001-06-13,992.14495087332
2001-06-14,985.471703400127
2001-06-15,975.382734148601
2001-06-18,967.2263280185929
2001-06-19,975.9760744468034
2001-06-20,971.4338219624366
2001-06-21,968.0867467363138
2001-06-22,978.5103276284585
2001-06-25,981.627614721014
2001-06-26,965.0867898092438
2001-06-27,963.1721840321034
2001-06-28,975.3297912243067
2001-06-29,989.0216103935848
2001-07-02,995.8813357983374
2001-07-03,984.7193090920204
2001-07-04,983.595595279981
2001-07-05,977.6126022174808
2001-07-06,960.1199824579584
2001-07-09,964.2583854312356
2001-07-10,957.1195849370813
2001-07-11,951.3693487744287
2001-07-12,954.2677357489104
2001-07-13,964.8456060665706
2001-07-16,964.5394836782015
2001-07-17,958.3184312945531
2001-07-18,942.4439093524122
2001-07-19,951.6044042115051
2001-07-20,945.6956909854019
2001-07-23,949.1078421923245
2001-07-24,937.4793148478982
2001-07-25,921.9419361061324
2001-07-26,930.9600905332915
2001-07-27,951.6568214727914
2001-07-30,961.5244422018294
2001-07-31,968.6136519161162
2001-08-01,968.4264850371416
2001-08-02,964.3894830380061
2001-08-03,957.119539805616
2001-08-06,961.2386572191901
2001-08-07,960.534959475601
2001-08-08,953.0918240803005
2001-08-09,939.8446040427482
2001-08-10,935.3558537602388
2001-08-13,947.4398091333883
2001-08-14,953.0414027271718
2001-08-15,949.8600716004362
2001-08-16,945.1008568848395
2001-08-17,930.211268414996
2001-08-20,933.8880234902991
2001-08-21,939.7449827710454
2001-08-22,937.794287097353
2001-08-23,940.6225438355905
2001-08-24,954.6372956645031
2001-08-27,953.1110353932365
2001-08-28,941.3622510723819
2001-08-29,943.7359898941702
2001-08-30,920.8190066413271
2001-08-31,921.4713758782063
2001-09-03,913.6717632942534
2001-09-04,921.5511919243216
2001-09-05,911.0195097482638
2001-09-06,900.9265117758215
2001-09-07,887.7558655846184
2001-09-10,876.823054306296
2001-09-11,813.969596799518
2001-09-12,826.9282371092143
2001-09-13,829.1496853328986
2001-09-14,793.4084754857776
2001-09-17,810.7797085670459
2001-09-18,803.6178063762521
2001-09-19,791.9707697818532
2001-09-20,760.6408707024772
2001-09-21,742.691795511282
2001-09-24,778.475157098565
2001-09-25,787.865302877523
2001-09-26,801.6550069232679
2001-09-27,810.6079852175382
2001-09-28,821.4492728967613
2001-10-01,812.8533590018337
2001-10-02,819.6444934260846
2001-10-03,815.7274800485749
2001-10-04,840.4255944585877
2001-10-05,838.4420207001801
2001-10-08,838.7040248072159
2001-10-09,838.3144769864363
2001-10-10,860.1518453808058
2001-10-11,857.3447005592894
2001-10-12,860.4924853794254
2001-10-15,841.5237791461653
2001-10-16,853.2326251005082
2001-10-17,866.7051707882431
2001-10-18,857.6104191214831
2001-10-19,848.5558837798967
2001-10-22,858.1872437541106
2001-10-23,874.2964917789683
2001-10-24,876.4643545424492
2001-10-25,860.3983643807396
2001-10-26,874.1589783332155
2001-10-29,858.9316729895525
2001-10-30,836.4959161349187
2001-10-31,851.4694482410235
2001-11-01,855.5906031279056
2001-11-02,853.2289957143357
2001-11-05,869.7542833830053
2001-11-06,868.036086026072
2001-11-07,874.0187470342606
2001-11-08,882.8307273168123
2001-11-09,874.195174114931
2001-11-12,854.2113592545535
2001-11-13,882.0044806276137
2001-11-14,884.4605553431129
2001-11-15,885.8522290194852
2001-11-16,883.4133940175443
2001-11-19,895.9029164568944
2001-11-20,887.3424130536006
2001-11-21,885.8245500633868
2001-11-22,890.0203306813995
2001-11-23,886.4211212138994
2001-11-26,883.9129920111083
2001-11-27,873.9341325705302
2001-11-28,869.5286119172249
2001-11-29,870.9806302388043
2001-11-30,877.9012720651253
2001-12-03,877.0371149397038
2001-12-04,884.7368486575444
2001-12-05,902.8730089565047
2001-12-06,903.1294527501195
2001-12-07,898.343887406676
2001-12-10,886.9507703839812
2001-12-11,886.3469571307533
2001-12-12,879.9258109672537
2001-12-13,867.6658763851492
2001-12-14,856.8885957325172
2001-12-17,877.5099341562268
2001-12-18,874.2764243499157
2001-12-19,874.9517238974402
2001-12-20,873.0846856295857
2001-12-21,886.256125851722
2001-12-24,885.6905581732248
2001-12-25,885.6905581732248
2001-12-26,885.6905581732248
2001-12-27,901.0124981479449
2001-12-28,906.2200299944288
2001-12-31,906.220029994429
2002-01-01,906.220029994429
2002-01-02,899.4339947655136
2002-01-03,909.2882586453953
2002-01-04,909.8368879738172
2002-01-07,900.0381285372401
2002-01-08,891.1439073569626
2002-01-09,894.8655983119169
2002-01-10,885.0792855980606
2002-01-11,891.5382441184164
2002-01-14,876.8739852308728
2002-01-15,889.1575585409895
2002-01-16,875.7393141416434
2002-01-17,883.1678786173413
2002-01-18,881.0332096798397
2002-01-21,880.5655033363133
2002-01-22,884.0694530044622
2002-01-23,886.7806963975656
2002-01-24,890.9959401859193
2002-01-25,887.9315213993799
2002-01-28,896.7299089069242
2002-01-29,886.0639361851214
2002-01-30,876.7771805960864
2002-01-31,888.4403454676223
2002-02-01,888.6558331884553
2002-02-04,878.9932494516897
2002-02-05,864.8873142999735
2002-02-06,861.6767407545374
2002-02-07,863.1176465497045
2002-02-08,864.5605412965432
2002-02-11,873.4401144351763
2002-02-12,871.822613111184
2002-02-13,878.3102718865679
2002-02-14,890.8780192239037
2002-02-15,885.5679789455929
2002-02-18,881.4317621068726
2002-02-19,865.6076475810186
2002-02-20,864.6150982427845
2002-02-21,873.5168938955153
2002-02-22,869.286108003482
2002-02-25,877.7139125091915
2002-02-26,884.7296635072685
2002-02-27,897.0224747149915
2002-02-28,902.1697627426345
2002-03-01,906.1384714208615
2002-03-04,922.854663102314
2002-03-05,918.413720269415
2002-03-06,919.4004789745803
2002-03-07,921.8081582029574
2002-03-08,923.5663695915908
2002-03-11,919.1892790422793
2002-03-12,915.4799635035978
2002-03-13,912.5547915244324
2002-03-14,917.5264202043743
2002-03-15,923.3498550699853
2002-03-18,929.8355880483366
2002-03-19,932.6972794429693
2002-03-20,925.1049596754361
2002-03-21,920.0203282888663
2002-03-22,923.4198668226513
2002-03-25,920.7633313779637
2002-03-26,924.6658099773541
2002-03-27,925.0132990218128
2002-03-28,939.2018666656021
2002-03-29,939.2018666656021
2002-04-01,939.201866665602
2002-04-02,931.7791022352039
2002-04-03,932.5984279181047
2002-04-04,919.3004256330398
2002-04-05,918.5961838503672
2002-04-08,907.0271746418904
2002-04-09,912.8296488466015
2002-04-10,925.4373488358201
2002-04-11,915.7563299885538
2002-04-12,921.9187766188147
2002-04-15,925.8960402812246
2002-04-16,937.1827951995572
2002-04-17,937.1316536463505
2002-04-18,939.2536166662644
2002-04-19,944.9581948783518
2002-04-22,938.5497171190699
2002-04-23,937.7249293508914
2002-04-24,934.8741544218728
2002-04-25,924.6968547227942
2002-04-26,926.5135981729384
2002-04-29,923.0377120081716
2002-04-30,932.406955406774
2002-05-01,932.406955406774
2002-05-02,929.5802383695415
2002-05-03,924.614378430462
2002-05-06,925.9444696358394
2002-05-07,915.9397211261238
2002-05-08,930.1831939716769
2002-05-09,927.4380502954313
2002-05-10,921.1751008030108
2002-05-13,929.1146633528543
2002-05-14,940.0200468696196
2002-05-15,943.0938321285707
2002-05-16,942.519636941325
2002-05-17,941.078328957143
2002-05-20,935.7026979629937
2002-05-21,937.228215800538
2002-05-22,926.066883145481
2002-05-23,925.9184793090377
2002-05-24,926.9128636106761
2002-05-27,932.4718306258018
2002-05-28,928.0482689289909
2002-05-29,927.3589700266156
2002-05-30,917.1530439900291
2002-05-31,915.5043615909682
2002-06-03,908.1949537771133
2002-06-04,882.2389477534653
2002-06-05,885.0126742896836
2002-06-06,890.2442486816954
2002-06-07,877.1001756256655
2002-06-10,880.4431100264039
2002-06-11,893.4775915151488
2002-06-12,877.2191811262106
2002-06-13,870.5650635339608
2002-06-14,847.4706791688728
2002-06-17,877.9905780051805
2002-06-18,878.4375890694132
2002-06-19,867.5868916252728
2002-06-20,852.9103344568854
2002-06-21,846.9417208282675
2002-06-24,826.365877575439
2002-06-25,841.7583164936422
2002-06-26,826.9128565561275
2002-06-27,834.8181820905381
2002-06-28,865.1319836073143
2002-07-01,861.3865900936098
2002-07-02,834.0965273206308
2002-07-03,816.3742866838311
2002-07-04,826.5822894659956
2002-07-05,852.5936706583517
2002-07-08,852.8474991365382
2002-07-09,843.5154441215245
2002-07-10,816.3911719661945
2002-07-11,787.1494824227334
2002-07-12,783.6152111319327
2002-07-15,746.1350308919158
2002-07-16,740.7665365451445
2002-07-17,762.8854901413177
2002-07-18,777.2223629605962
2002-07-19,743.9270876540651
2002-07-22,713.0854175493205
2002-07-23,695.3697423347022
2002-07-24,683.2206423557927
2002-07-25,709.0386084891143
2002-07-26,708.2886221547697
2002-07-29,746.8108101216374
2002-07-30,743.7402739638133
2002-07-31,749.910903214922
2002-08-01,718.7445292796795
2002-08-02,721.1957587522548
2002-08-05,694.7302471900216
2002-08-06,725.4843155555792
2002-08-07,724.9087256012302
2002-08-08,745.2590386859383
2002-08-09,755.7507277890097
2002-08-12,742.3725358106637
2002-08-13,748.5790402074649
2002-08-14,724.9805571189955
2002-08-15,749.4491898461932
2002-08-16,747.6457369762744
2002-08-19,769.7047485941854
2002-08-20,758.0479230384078
2002-08-21,768.6919923558636
2002-08-22,790.3511211652705
2002-08-23,780.3047031409432
2002-08-26,769.7872724910801
2002-08-27,788.7492057834583
2002-08-28,759.8537567237101
2002-08-29,744.7783774486579
2002-08-30,751.2883128289344
2002-09-02,733.4070088384199
2002-09-03,707.4946673898811
2002-09-04,716.1818514136196
2002-09-05,713.1355472546473
2002-09-06,731.1725053788348
2002-09-09,723.3829990166611
2002-09-10,743.8842207320217
2002-09-11,763.4774953237134
2002-09-12,734.2746734731655
2002-09-13,718.396341050323
2002-09-16,713.6118258307538
2002-09-17,710.4100384960531
2002-09-18,688.4078861844878
2002-09-19,674.6343639996842
2002-09-20,668.5671716550231
2002-09-23,648.4059844694392
2002-09-24,632.5029004318711
2002-09-25,643.434688459101
2002-09-26,678.9237336892315
2002-09-27,677.3386469957445
2002-09-30,645.0771584593542
2002-10-01,649.7351249714782
2002-10-02,670.8069945351891
2002-10-03,657.6062895867722
2002-10-04,639.4823081936646
2002-10-07,632.5963916478249
2002-10-08,626.7589768985753
2002-10-09,617.1201229145133
2002-10-10,632.8779753189775
2002-10-11,659.2572496951044
2002-10-14,657.1678390452458
2002-10-15,696.1463740063646
2002-10-16,693.8307962596197
2002-10-17,713.069075881335
2002-10-18,709.6014069348018
2002-10-21,710.7975762484805
2002-10-22,704.3686769057776
2002-10-23,675.4706553347747
2002-10-24,688.4086794622292
2002-10-25,682.082131489106
2002-10-28,693.4983991143382
2002-10-29,664.4888301101673
2002-10-30,688.9394051622169
2002-10-31,704.4349584337458
2002-11-01,693.8902338029218
2002-11-04,716.0757534825891
2002-11-05,720.1847375572528
2002-11-06,712.3500046723365
2002-11-07,696.0827696625992
2002-11-08,686.537038571013
2002-11-11,685.1731572303319
2002-11-12,686.9815077333487
2002-11-13,681.9810710697088
2002-11-14,704.4450898972053
2002-11-15,707.3143570948836
2002-11-18,717.0191193447812
2002-11-19,710.5026240919852
2002-11-20,704.2847762811773
2002-11-21,734.0275257960564
2002-11-22,735.1917860379547
2002-11-25,728.2659663084751
2002-11-26,711.3994017780201
2002-11-27,729.1199423909129
2002-11-28,728.4002980978719
2002-11-29,730.9734690942162
2002-12-02,725.0818411299698
2002-12-03,712.9201610143868
2002-12-04,707.8535894423316
2002-12-05,697.9333833700339
2002-12-06,699.0342892375934
2002-12-09,686.0130978881357
2002-12-10,691.4734504770477
2002-12-11,700.7485616236537
2002-12-12,692.5150131069428
2002-12-13,680.3901953724109
2002-12-16,698.7086292929881
2002-12-17,692.9643496730492
2002-12-18,680.5755334108431
2002-12-19,675.7115085351674
2002-12-20,679.4080184551493
2002-12-23,681.4333822225627
2002-12-24,681.232776585912
2002-12-25,681.232776585912
2002-12-26,681.232776585912
2002-12-27,668.6008350534041
2002-12-30,670.7486929837238
2002-12-31,681.6614005854741
2003-01-01,681.6614005854741
2003-01-02,704.0588476970609
2003-01-03,701.6545868805357
2003-01-06,703.715882156226
2003-01-07,693.8867717128351
2003-01-08,678.9894330031307
2003-01-09,687.6646452921655
2003-01-10,685.5801577363277
2003-01-13,686.5354261257505
2003-01-14,686.5008833123754
2003-01-15,677.270756271663
2003-01-16,679.2365055178227
2003-01-17,663.981123009555
2003-01-20,660.6837500811486
2003-01-21,652.9385609198292
2003-01-22,638.4474070122743
2003-01-23,633.856381159515
2003-01-24,629.6948710253434
2003-01-27,605.1604722566748
2003-01-28,604.9586593505052
2003-01-29,610.5813317882017
2003-01-30,628.805026298534
2003-01-31,634.891566449343
2003-02-03,638.545661917611
2003-02-04,620.0154388304912
2003-02-05,624.1557209243906
2003-02-06,615.023662657094
2003-02-07,606.6574275338105
2003-02-10,600.0810628043326
2003-02-11,613.0608403917263
2003-02-12,599.7964143120711
2003-02-13,597.3613324098059
2003-02-14,611.0527827734512
2003-02-17,619.8462669772604
2003-02-18,632.5329554556532
2003-02-19,617.6580195803206
2003-02-20,608.1161687276648
2003-02-21,613.2082697830091
2003-02-24,604.9251784805981
2003-02-25,587.1030651067542
2003-02-26,582.7404997933617
2003-02-27,596.6823741310666
2003-02-28,604.0615726311654
2003-03-03,604.9202847479816
2003-03-04,587.5816909615213
2003-03-05,582.6837988150249
2003-03-06,578.7903902981312
2003-03-07,565.6943289544193
2003-03-10,554.181462566406
2003-03-11,549.53000603427
2003-03-12,529.6950292761594
2003-03-13,560.6464891121099
2003-03-14,596.684181819777
2003-03-17,612.7199612507358
2003-03-18,610.3827612447911
2003-03-19,620.2555241612533
2003-03-20,611.9032844270473
2003-03-21,635.3898137621796
2003-03-24,601.2557252356411
2003-03-25,615.9731043595235
2003-03-26,614.7576754103274
2003-03-27,602.0142387189571
2003-03-28,603.094202132484
2003-03-31,582.2306352989091
2003-04-01,585.9248937228106
2003-04-02,607.8633755400847
2003-04-03,616.7433844291847
2003-04-04,628.206803992688
2003-04-07,648.1959537029278
2003-04-08,639.766030984876
2003-04-09,641.0075472062251
2003-04-10,625.9134865988029
2003-04-11,633.8818592317095
2003-04-14,638.1866861770449
2003-04-15,647.2907154366824
2003-04-16,641.5959463238642
2003-04-17,642.5471484939605
2003-04-18,642.5471484939605
2003-04-21,642.5471484939605
2003-04-22,646.0757190792849
2003-04-23,654.0341399240107
2003-04-24,642.7852322904906
2003-04-25,637.8678305608163
2003-04-28,652.6321016942259
2003-04-29,655.3283252674422
2003-04-30,660.2202379933823
2003-05-01,660.2202379933822
2003-05-02,660.7854750942479
2003-05-05,668.3660511188693
2003-05-06,680.010317920366
2003-05-07,673.4443858728056
2003-05-08,656.4667712101915
2003-05-09,662.4654827649769
2003-05-12,660.8974006840172
2003-05-13,660.772112730774
2003-05-14,661.0214548624949
2003-05-15,666.7135558606287
2003-05-16,666.0862896394942
2003-05-19,643.1984696333487
2003-05-20,645.8839314534886
2003-05-21,644.4627507963309
2003-05-22,649.3566708738438
2003-05-23,647.0583509424448
2003-05-26,646.3164917624825
2003-05-27,646.8489371079996
2003-05-28,655.3781965410589
2003-05-29,658.9428930581498
2003-05-30,663.0197138144058
2003-06-02,673.888722459099
2003-06-03,672.5435605018068
2003-06-04,676.2521893568871
2003-06-05,670.2882375122279
2003-06-06,679.9124959822694
2003-06-09,675.7906844796261
2003-06-10,678.4834559172541
2003-06-11,687.0097557624263
2003-06-12,694.1764242168719
2003-06-13,689.8395046562073
2003-06-16,700.2252869256358
2003-06-17,705.9289312468545
