Date,GERMANY MINIMUM VOLATILITY (EUR)
2001-05-31,1000.0
2001-06-01,1001.2576614615214
2001-06-04,1009.6614302423293
2001-06-05,1017.5481864042747
2001-06-06,1013.1992297443617
2001-06-07,1012.7257816444976
2001-06-08,1011.4883698694796
2001-06-11,1007.6890580696744
2001-06-12,997.5485999329512
2001-06-13,1002.7862706083479
2001-06-14,996.0988705837264
2001-06-15,981.6988332866861
2001-06-18,977.2692539286878
2001-06-19,980.7474284767884
2001-06-20,977.6809063989298
2001-06-21,977.5761158939652
2001-06-22,982.0224074682018
2001-06-25,977.5825070366581
2001-06-26,974.8131111881728
2001-06-27,969.4912404059036
2001-06-28,985.0832252129321
2001-06-29,998.9305641772909
2001-07-02,1004.3246126881108
2001-07-03,998.035504711408
2001-07-04,995.4264117437341
2001-07-05,994.2619023424559
2001-07-06,978.6285409374051
2001-07-09,980.1307515066231
2001-07-10,973.3356894726543
2001-07-11,970.9407760057966
2001-07-12,978.0539167094631
2001-07-13,986.1258635136372
2001-07-16,979.433865810791
2001-07-17,978.9162220679306
2001-07-18,965.1726234637002
2001-07-19,975.1057542451449
2001-07-20,966.5921414810632
2001-07-23,971.8293110585385
2001-07-24,960.5550451578176
2001-07-25,944.2079580135503
2001-07-26,955.5020017663401
2001-07-27,967.2658902821585
2001-07-30,971.3080251661672
2001-07-31,983.4491518368067
2001-08-01,981.1277210993386
2001-08-02,971.8333796233911
2001-08-03,966.8733673934787
2001-08-06,965.9136623054815
2001-08-07,970.9546309554916
2001-08-08,954.2507328580538
2001-08-09,941.61338732128
2001-08-10,936.5545087067411
2001-08-13,941.4781987870874
2001-08-14,948.8243569824433
2001-08-15,939.994924065705
2001-08-16,931.2822480105053
2001-08-17,912.1817175561889
2001-08-20,912.5048907376536
2001-08-21,913.6716513882571
2001-08-22,915.9090293456638
2001-08-23,920.614531090881
2001-08-24,932.5878677873944
2001-08-27,937.3173136595793
2001-08-28,925.386755310969
2001-08-29,922.119016339886
2001-08-30,902.0283231700492
2001-08-31,906.5478991365922
2001-09-03,897.4212963286931
2001-09-04,913.6709905287287
2001-09-05,895.2488127929236
2001-09-06,875.6562397357314
2001-09-07,854.3756120192439
2001-09-10,837.9323853913314
2001-09-11,775.9702601043142
2001-09-12,784.2755332094654
2001-09-13,791.4433565902918
2001-09-14,751.5305630711078
2001-09-17,760.7349735098123
2001-09-18,749.6679000096811
2001-09-19,728.452293007199
2001-09-20,682.5804093456748
2001-09-21,676.3077681468521
2001-09-24,716.6614070494371
2001-09-25,711.7866086649226
2001-09-26,729.6694508455975
2001-09-27,749.2268433840031
2001-09-28,765.0722675337012
2001-10-01,761.4074490723253
2001-10-02,774.4332724659579
2001-10-03,787.5079715891794
2001-10-04,803.9058523786675
2001-10-05,799.9131192443367
2001-10-08,799.6700312784835
2001-10-09,794.4943018755824
2001-10-10,812.6653406540987
2001-10-11,825.317862122734
2001-10-12,820.8848602765497
2001-10-15,808.2261671508513
2001-10-16,817.851862486636
2001-10-17,816.7791862872024
2001-10-18,811.8169810335306
2001-10-19,804.0693164137269
2001-10-22,817.496644987226
2001-10-23,828.3232189643605
2001-10-24,838.0007872850736
2001-10-25,822.8677181019841
2001-10-26,836.6758058979864
2001-10-29,813.4564380595649
2001-10-30,797.5267193286517
2001-10-31,796.796095166122
2001-11-01,807.3691915439272
2001-11-02,800.5574258534941
2001-11-05,820.6303409389003
2001-11-06,814.716144388496
2001-11-07,835.2548717498217
2001-11-08,850.7278454502328
2001-11-09,841.3693070127355
2001-11-12,829.9486685649399
2001-11-13,844.7327944949893
2001-11-14,847.8200559799702
2001-11-15,851.6875847074406
2001-11-16,861.7001712579041
2001-11-19,881.6443979148576
2001-11-20,875.8389546507713
2001-11-21,876.2132502679729
2001-11-22,877.8363329433788
2001-11-23,883.8423193744209
2001-11-26,877.0271333947572
2001-11-27,869.662547474641
2001-11-28,849.4051691184966
2001-11-29,853.6841731673522
2001-11-30,859.770399976124
2001-12-03,861.0088369021288
2001-12-04,864.5480248179305
2001-12-05,888.644066757419
2001-12-06,891.066905036105
2001-12-07,883.6840421188125
2001-12-10,873.0961752313709
2001-12-11,873.4452774718901
2001-12-12,861.7625517946833
2001-12-13,850.2198284155104
2001-12-14,839.874057949274
2001-12-17,859.3001648944092
2001-12-18,857.0335194391173
2001-12-19,850.1411624064144
2001-12-20,844.3457418270893
2001-12-21,855.559129081011
2001-12-24,855.5591290810108
2001-12-25,855.5591290810108
2001-12-26,855.5591290810108
2001-12-27,871.2928862191519
2001-12-28,880.4015332296976
2001-12-31,880.4015332296976
2002-01-01,880.4015332296976
2002-01-02,881.6258795650011
2002-01-03,893.370566500443
2002-01-04,898.399758778599
2002-01-07,887.5142314687619
2002-01-08,889.9178836036396
2002-01-09,893.2113870328565
2002-01-10,890.1918716332566
2002-01-11,888.4822620506621
2002-01-14,870.089900154204
2002-01-15,869.6651823204976
2002-01-16,859.7512964938373
2002-01-17,878.117958475786
2002-01-18,879.0435904356417
2002-01-21,877.0433805648544
2002-01-22,873.3907973742583
2002-01-23,888.7854399247966
2002-01-24,888.3603067429533
2002-01-25,884.9466085147975
2002-01-28,883.9376035418652
2002-01-29,875.5906608271894
2002-01-30,872.4780635794424
2002-01-31,883.0210578447557
2002-02-01,886.496908402663
2002-02-04,872.0007923479412
2002-02-05,867.1509376537385
2002-02-06,850.0586710102103
2002-02-07,851.409671651874
2002-02-08,852.1443098923282
2002-02-11,861.7764228547592
2002-02-12,855.3245788147973
2002-02-13,860.1889256945539
2002-02-14,860.0012476464071
2002-02-15,846.6313239664763
2002-02-18,848.083388299446
2002-02-19,830.2194493873415
2002-02-20,833.0650544924871
2002-02-21,842.1770433753227
2002-02-22,831.3959680800745
2002-02-25,844.1047481594738
2002-02-26,849.4545112094418
2002-02-27,857.9779944584784
2002-02-28,870.0551997792442
2002-03-01,875.1475822177223
2002-03-04,895.553650595084
2002-03-05,891.4993706994293
2002-03-06,899.8073560904378
2002-03-07,898.3378501957274
2002-03-08,907.6672312263184
2002-03-11,908.0121878513369
2002-03-12,900.5598375996665
2002-03-13,898.3089364445768
2002-03-14,900.6223339675711
2002-03-15,920.1876544455879
2002-03-18,920.5939351085818
2002-03-19,926.6776912199771
2002-03-20,917.4749206146947
2002-03-21,914.8782774783506
2002-03-22,919.2136135940215
2002-03-25,914.5029450142179
2002-03-26,924.375174316041
2002-03-27,916.7963110056045
2002-03-28,925.7542900084858
2002-03-29,925.7542900084858
2002-04-01,925.7542900084858
2002-04-02,917.5388086817001
2002-04-03,912.5679420409282
2002-04-04,907.7438098647547
2002-04-05,909.2241802862733
2002-04-08,898.5148079462778
2002-04-09,896.9218046455882
2002-04-10,911.7403340699684
2002-04-11,899.5223040878521
2002-04-12,903.6485141206516
2002-04-15,910.4547864077036
2002-04-16,918.8518868755368
2002-04-17,916.7943497232964
2002-04-18,909.7432092770846
2002-04-19,912.1442042415756
2002-04-22,904.1760367644654
2002-04-23,903.5219095330821
2002-04-24,898.418947116953
2002-04-25,881.8974309734363
2002-04-26,879.1320027031695
2002-04-29,876.6373561964747
2002-04-30,883.0050584725182
2002-05-01,883.0050584725182
2002-05-02,875.912097163288
2002-05-03,868.7254187793536
2002-05-06,867.9200308090576
2002-05-07,864.0331867591468
2002-05-08,881.3557371728174
2002-05-09,873.574958466432
2002-05-10,866.0509157574992
2002-05-13,877.6740219209886
2002-05-14,886.3763460581253
2002-05-15,887.882520713721
2002-05-16,887.1977362143591
2002-05-17,885.4483946421581
2002-05-20,883.4866560091599
2002-05-21,884.0737445834425
2002-05-22,878.9271645085885
2002-05-23,874.0559392181607
2002-05-24,875.3464868819018
2002-05-27,881.6184562139553
2002-05-28,873.9155069471235
2002-05-29,871.0586715340502
2002-05-30,854.3388867297525
2002-05-31,859.6088480749643
2002-06-03,849.3504477574618
2002-06-04,830.6407665297806
2002-06-05,831.6542290257504
2002-06-06,836.8227925126521
2002-06-07,829.8263192396577
2002-06-10,827.5209026416469
2002-06-11,825.0124059605231
2002-06-12,814.9211284480311
2002-06-13,811.3803368102023
2002-06-14,784.9326997765736
2002-06-17,806.3897196064325
2002-06-18,796.2504356560951
2002-06-19,787.1694735072881
2002-06-20,772.8367348759574
2002-06-21,770.2105121003542
2002-06-24,754.2427966398568
2002-06-25,765.3597992394641
2002-06-26,751.8167428181649
2002-06-27,772.4628751916703
2002-06-28,793.9153087619418
2002-07-01,789.3288086144719
2002-07-02,765.7485343966872
2002-07-03,760.1850387078588
2002-07-04,774.892892310027
2002-07-05,802.4449345864472
2002-07-08,798.1465225229888
2002-07-09,786.8552537671537
2002-07-10,755.7003102842698
2002-07-11,740.4261986422956
2002-07-12,739.6759002384474
2002-07-15,708.0067219924764
2002-07-16,711.7249288429637
2002-07-17,723.6146433303581
2002-07-18,723.9893102645751
2002-07-19,695.1769641666499
2002-07-22,661.9332547854826
2002-07-23,637.5728750864648
2002-07-24,648.8459457714486
2002-07-25,633.4999809531957
2002-07-26,644.4762963644515
2002-07-29,688.6994047463894
2002-07-30,692.7368170300095
2002-07-31,669.9136098130275
2002-08-01,657.1745400844877
2002-08-02,652.1337894796436
2002-08-05,619.4047131979116
2002-08-06,653.2482497674946
2002-08-07,639.894281716946
2002-08-08,673.249415203947
2002-08-09,687.7664479138787
2002-08-12,671.1292551399968
2002-08-13,675.2699919878753
2002-08-14,660.6459412399225
2002-08-15,672.8851435388876
2002-08-16,675.0468222614643
2002-08-19,695.9760698880579
2002-08-20,685.3965947124512
2002-08-21,697.5803578231282
2002-08-22,703.1722874523481
2002-08-23,694.8528943533341
2002-08-26,688.9081691583344
2002-08-27,697.6526482169102
2002-08-28,673.9504360572319
2002-08-29,668.659055403604
2002-08-30,677.0967941599768
2002-09-02,664.312286205615
2002-09-03,632.3314991915295
2002-09-04,636.5337663921051
2002-09-05,625.9563649657815
2002-09-06,643.648448015138
2002-09-09,634.2031956712918
2002-09-10,644.4176516067589
2002-09-11,658.54076188054
2002-09-12,634.6869354867567
2002-09-13,626.594721920743
2002-09-16,618.3142808740507
2002-09-17,612.7358591476079
2002-09-18,584.9995499174261
2002-09-19,565.9422242605551
2002-09-20,576.943063805735
2002-09-23,553.1815183573628
2002-09-24,541.9188510996015
2002-09-25,556.0298489949025
2002-09-26,571.431672550076
2002-09-27,558.4523476618579
2002-09-30,534.0637800873644
2002-10-01,546.1346550372058
2002-10-02,555.8749673126121
2002-10-03,540.7544864731652
2002-10-04,528.6915464699154
2002-10-07,518.7187000560499
2002-10-08,512.4885417299135
2002-10-09,507.1623686377021
2002-10-10,523.4777022295976
2002-10-11,553.687527703667
2002-10-14,545.2502043102676
2002-10-15,575.467886065069
2002-10-16,573.6625945381177
2002-10-17,594.6049607979648
2002-10-18,591.8762992127058
2002-10-21,608.1347595284992
2002-10-22,588.1329800283743
2002-10-23,564.4570838493432
2002-10-24,573.5623499262483
2002-10-25,574.9052972747713
2002-10-28,589.6814591844178
2002-10-29,565.2049611567619
2002-10-30,575.5599864202946
2002-10-31,582.9933632355904
2002-11-01,582.5410474491728
2002-11-04,603.6929004866286
2002-11-05,608.2118314314497
2002-11-06,604.8494671812404
2002-11-07,585.3311974493837
2002-11-08,575.6756800147224
2002-11-11,573.1323765208217
2002-11-12,582.4236709644779
2002-11-13,574.6115888779532
2002-11-14,587.1678983546352
2002-11-15,587.782611275884
2002-11-18,590.6472301476499
2002-11-19,588.5536403775744
2002-11-20,586.6952917027855
2002-11-21,597.6074254854542
2002-11-22,599.0619429729717
2002-11-25,597.7271043232402
2002-11-26,583.8680965721074
2002-11-27,606.1511570260099
2002-11-28,605.7507540067294
2002-11-29,603.5163771169002
2002-12-02,607.1537180723941
2002-12-03,596.9547607829176
2002-12-04,604.2739981722328
2002-12-05,591.4642102869087
2002-12-06,587.6403071136798
2002-12-09,569.4630210959773
2002-12-10,583.7713070983851
2002-12-11,589.1058478207273
2002-12-12,580.3825904495351
2002-12-13,573.7386233315001
2002-12-16,589.3981975201385
2002-12-17,580.6782455938604
2002-12-18,563.9831211201241
2002-12-19,554.6009664858653
2002-12-20,568.0178457888945
2002-12-23,563.5235419280418
2002-12-24,563.5235419280417
2002-12-25,563.5235419280417
2002-12-26,563.5235419280417
2002-12-27,539.7196009595448
2002-12-30,549.2561045800338
2002-12-31,549.2561045800337
2003-01-01,549.2561045800337
2003-01-02,579.6369529874356
2003-01-03,579.2077900050097
2003-01-06,587.541955546464
2003-01-07,579.5068334286685
2003-01-08,562.8087115626907
2003-01-09,566.7886093694871
2003-01-10,564.9209960322128
2003-01-13,567.8675483711855
2003-01-14,573.2931737370044
2003-01-15,568.392409244177
2003-01-16,573.5807391608728
2003-01-17,554.084414607199
2003-01-20,553.9079680860764
2003-01-21,548.193462319336
2003-01-22,533.5607726617109
2003-01-23,531.3752439655618
2003-01-24,518.1041003634845
2003-01-27,504.68615888461335
2003-01-28,507.2658614153194
2003-01-29,513.4342561248288
2003-01-30,510.77813874977966
2003-01-31,520.4572478578623
2003-02-03,522.0539405039225
2003-02-04,503.1132456540934
2003-02-05,515.9857321051425
2003-02-06,505.20293419750436
2003-02-07,489.0416641079664
2003-02-10,493.08217120018134
2003-02-11,498.6290141698432
2003-02-12,488.967705334522
2003-02-13,483.8083220429166
2003-02-14,502.46579510621535
2003-02-17,505.06033814455003
2003-02-18,511.0496257605523
2003-02-19,495.90233813632886
2003-02-20,492.06247182088106
2003-02-21,501.28449427938835
2003-02-24,488.60131799984856
2003-02-25,472.311083680416
2003-02-26,465.67030248069864
2003-02-27,479.03830845728584
2003-02-28,483.6676502363505
2003-03-03,483.2793651227389
2003-03-04,478.4752257227636
2003-03-05,475.21075853362964
2003-03-06,467.28645670160995
2003-03-07,466.0144861630106
2003-03-10,448.7429982058782
2003-03-11,442.74112340587493
2003-03-12,427.2926575678066
2003-03-13,446.28359745200925
2003-03-14,455.12996835618253
2003-03-17,466.2383266421005
2003-03-18,486.08219486598443
2003-03-19,492.4974978380266
2003-03-20,490.8169178415308
2003-03-21,510.0022110881453
2003-03-24,483.1507687785891
2003-03-25,497.2589680256943
2003-03-26,489.15445228209575
2003-03-27,491.3208924434619
2003-03-28,481.39156679726096
2003-03-31,469.2631824468628
2003-04-01,473.4490697606489
2003-04-02,494.26186908298456
2003-04-03,493.24405245005704
2003-04-04,508.429230050509
2003-04-07,532.550365801026
2003-04-08,528.7696221162025
2003-04-09,521.5570042510953
2003-04-10,512.1771467438347
2003-04-11,518.0030996098128
2003-04-14,523.3992013497998
2003-04-15,531.1658677797634
2003-04-16,529.4048041413834
2003-04-17,539.7203496447995
2003-04-18,539.7203496447995
2003-04-21,539.7203496447995
2003-04-22,550.2777097446985
2003-04-23,555.6474498257676
2003-04-24,542.9860580285953
2003-04-25,535.1754714578336
2003-04-28,552.5210662941549
2003-04-29,544.5201894780308
2003-04-30,548.8713691032673
2003-05-01,548.8713691032672
2003-05-02,555.3929467288335
2003-05-05,561.5993189292301
2003-05-06,569.3764226395189
2003-05-07,562.9237782512339
2003-05-08,543.316736810548
2003-05-09,555.5713784001946
2003-05-12,551.7580191787126
