Date,USA MINIMUM VOLATILITY (EUR)
2001-11-30,1000.0
2001-12-03,1004.3287091496073
2001-12-04,1011.2487546449843
2001-12-05,1025.8300902829365
2001-12-06,1015.8968638329047
2001-12-07,1015.6728057405979
2001-12-10,1009.0436974020265
2001-12-11,1003.7098417839333
2001-12-12,995.7999475112765
2001-12-13,984.0605002163811
2001-12-14,981.85577877669
2001-12-17,985.8558439652865
2001-12-18,996.114089146883
2001-12-19,1006.3428245903929
2001-12-20,1004.6631021893795
2001-12-21,1018.2317285063981
2001-12-24,1030.1762557261795
2001-12-25,1030.1762557261795
2001-12-26,1033.8426604140855
2001-12-27,1028.1612312482032
2001-12-28,1035.8992454475372
2001-12-31,1018.5615998032209
2002-01-01,1018.5615998032209
2002-01-02,1006.143895787979
2002-01-03,1014.4018761509263
2002-01-04,1022.5560316545674
2002-01-07,1020.6929247449626
2002-01-08,1019.1448347525269
2002-01-09,1016.9158118752978
2002-01-10,1013.1106276950093
2002-01-11,1011.7759577799796
2002-01-14,1007.7857658619597
2002-01-15,1019.0755115660878
2002-01-16,1017.992185935867
2002-01-17,1026.0417578048161
2002-01-18,1015.8428207696923
2002-01-21,1016.1303343043832
2002-01-22,1016.7705731748405
2002-01-23,1020.4296983971051
2002-01-24,1026.5580137937948
2002-01-25,1043.3275165847251
2002-01-28,1046.2377599481722
2002-01-29,1024.9909389102054
2002-01-30,1033.0599528100759
2002-01-31,1049.812164452736
2002-02-01,1046.9053111834564
2002-02-04,1024.8613496251107
2002-02-05,1022.2386102373764
2002-02-06,1012.4823250954117
2002-02-07,1009.8918838042117
2002-02-08,1015.4808004731636
2002-02-11,1019.438620305145
2002-02-12,1020.1942914300181
2002-02-13,1031.6355095878164
2002-02-14,1033.1487030064106
2002-02-15,1024.7020593064797
2002-02-18,1028.2342966705144
2002-02-19,1010.52107662726
2002-02-20,1022.750663546219
2002-02-21,1013.2003754090533
2002-02-22,1014.9672627731825
2002-02-25,1032.273669202935
2002-02-26,1035.4624475226626
2002-02-27,1042.9318773600044
2002-02-28,1039.6231858511903
2002-03-01,1055.6779808035997
2002-03-04,1060.862434274595
2002-03-05,1057.0994552685463
2002-03-06,1062.701100673911
2002-03-07,1051.576776235579
2002-03-08,1056.897882592006
2002-03-11,1060.6481343104754
2002-03-12,1065.648533242148
2002-03-13,1058.0870684625297
2002-03-14,1050.2367038467949
2002-03-15,1060.8339925468688
2002-03-18,1065.0684562591823
2002-03-19,1066.0505676481446
2002-03-20,1052.4657944908777
2002-03-21,1059.6807072714382
2002-03-22,1059.3059291198804
2002-03-25,1053.987562341044
2002-03-26,1057.5790407963957
2002-03-27,1068.8958717558385
2002-03-28,1070.3280775065962
2002-03-29,1070.3280775065962
2002-04-01,1061.9458494343703
2002-04-02,1055.4222473681898
2002-04-03,1047.5752144615171
2002-04-04,1045.4973358311731
2002-04-05,1046.6853406844798
2002-04-08,1053.881958664491
2002-04-09,1048.9977006962142
2002-04-10,1058.1595418798952
2002-04-11,1036.1696761633066
2002-04-12,1044.6694744819824
2002-04-15,1036.7513475155424
2002-04-16,1048.444323522687
2002-04-17,1040.713152387991
2002-04-18,1038.5926565873247
2002-04-19,1045.4143356112297
2002-04-22,1034.4548329342708
2002-04-23,1029.6073302823902
2002-04-24,1022.1525107135321
2002-04-25,1014.066736776001
2002-04-26,1006.0700412940113
2002-04-29,994.90705503859
2002-04-30,1003.551047996019
2002-05-01,1008.9501158959794
2002-05-02,1012.8367031453239
2002-05-03,996.2389828842885
2002-05-06,980.3261190437477
2002-05-07,977.8207633769736
2002-05-08,1003.1096718757778
2002-05-09,993.3159442335784
2002-05-10,978.823764008989
2002-05-13,994.2347417249539
2002-05-14,1016.6548557704538
2002-05-15,1005.2946284745473
2002-05-16,1006.6381467833577
2002-05-17,998.7469322286753
2002-05-20,990.6209542299617
2002-05-21,989.5816761701363
2002-05-22,987.3164339978903
2002-05-23,1001.1234321099545
2002-05-24,989.5325572573192
2002-05-27,992.8679393683313
2002-05-28,980.0222047172783
2002-05-29,973.642946420403
2002-05-30,966.4901668436514
2002-05-31,971.7887073243102
2002-06-03,951.9563458957199
2002-06-04,944.7212836560503
2002-06-05,956.2774849830903
2002-06-06,934.9961571514992
2002-06-07,935.7460309190446
2002-06-10,940.5247344800732
2002-06-11,932.4404953472656
2002-06-12,930.4794703959279
2002-06-13,924.6865829633184
2002-06-14,920.4103473072831
2002-06-17,944.4259542588311
2002-06-18,942.5157606491917
2002-06-19,926.7526557983163
2002-06-20,913.0678232624807
2002-06-21,897.0979940221451
2002-06-24,885.3724765398066
2002-06-25,881.4649628570057
2002-06-26,863.0949711055604
2002-06-27,879.9233998784505
2002-06-28,876.435810276476
2002-07-01,861.361223620351
2002-07-02,847.8726494234521
2002-07-03,851.547159818377
2002-07-04,852.7645253077528
2002-07-05,877.9872510766384
2002-07-08,860.937974781903
2002-07-09,835.3921270116231
2002-07-10,818.5872725288013
2002-07-11,816.9851517207067
2002-07-12,811.9430489850855
2002-07-15,795.493965704583
2002-07-16,779.7600372436516
2002-07-17,786.4509600877526
2002-07-18,762.5549626703084
2002-07-19,729.6892136174895
2002-07-22,715.9785189327856
2002-07-23,712.3549293047907
2002-07-24,748.4427245579402
2002-07-25,751.6482538998001
2002-07-26,770.2849245530738
2002-07-29,810.5389463589731
2002-07-30,807.7039059213415
2002-07-31,828.1487970055616
2002-08-01,807.4004732236059
2002-08-02,795.0102208979627
2002-08-05,772.6578976353543
2002-08-06,806.3197053844796
2002-08-07,815.0539532014297
2002-08-08,837.6546997323926
2002-08-09,836.8312830629816
2002-08-12,829.8774569835606
2002-08-13,816.3527181005387
2002-08-14,833.876412157693
2002-08-15,844.442337746693
2002-08-16,840.6501007294154
2002-08-19,858.1802080959408
2002-08-20,847.7083567628553
2002-08-21,853.1754313846807
2002-08-22,870.6002277918868
2002-08-23,856.270172143188
2002-08-26,864.863970463164
2002-08-27,851.3135342722034
2002-08-28,840.4079303691631
2002-08-29,836.3487832250146
2002-08-30,840.7542828269129
2002-09-02,837.5941946041787
2002-09-03,800.348747337982
2002-09-04,812.05110564129
2002-09-05,808.6834885672753
2002-09-06,822.0233769195203
2002-09-09,830.6348504600069
2002-09-10,837.8257033806228
2002-09-11,839.3877366295042
2002-09-12,819.1565203156589
2002-09-13,822.1843844612754
2002-09-16,830.5217070006291
2002-09-17,815.7393168982037
2002-09-18,809.171937705734
2002-09-19,780.7333788283962
2002-09-20,784.4815661977868
2002-09-23,777.3626637677102
2002-09-24,766.0744441639795
2002-09-25,780.7115748562499
2002-09-26,798.3279418608331
2002-09-27,779.1599619498104
2002-09-30,761.8306445835346
2002-10-01,788.8978274859314
2002-10-02,775.1402116588948
2002-10-03,769.3518536165265
2002-10-04,757.2908094136097
2002-10-07,746.8817859986104
2002-10-08,757.6446536577832
2002-10-09,732.6188159665552
2002-10-10,753.2146511636596
2002-10-11,772.5663951517378
2002-10-14,777.853767309459
2002-10-15,802.9470379699535
2002-10-16,790.503194690854
2002-10-17,808.1966565598257
2002-10-18,813.8521107188294
2002-10-21,823.7501156237934
2002-10-22,811.7561410767357
2002-10-23,814.7617446252982
2002-10-24,807.4614890759597
2002-10-25,815.0628551459918
2002-10-28,802.7607327037354
2002-10-29,794.2413293081976
2002-10-30,803.5326938170108
2002-10-31,789.7976490719337
2002-11-01,794.3851562492055
2002-11-04,799.3845020066834
2002-11-05,799.3649192464483
2002-11-06,807.8175837369959
2002-11-07,786.7857588991568
2002-11-08,771.7388348313285
2002-11-11,762.4857629400698
2002-11-12,762.4217179409696
2002-11-13,763.5545537165051
2002-11-14,780.8708905824777
2002-11-15,784.4137628565337
2002-11-18,776.4318514295617
2002-11-19,772.4774974932474
2002-11-20,788.324337160633
2002-11-21,797.1109076348959
2002-11-22,797.6771464525193
2002-11-25,802.0200989216493
2002-11-26,788.9917294533105
2002-11-27,807.4817986744223
2002-11-28,803.1804231952783
2002-11-29,800.7371292707675
2002-12-02,798.6955073871458
2002-12-03,794.4222217592587
2002-12-04,793.4375229386516
2002-12-05,787.5197096637594
2002-12-06,787.3864437323099
2002-12-09,778.6731801855613
2002-12-10,783.3550630623542
2002-12-11,784.4452842915196
2002-12-12,775.7056196230099
2002-12-13,766.9836226834427
2002-12-16,781.2649758111825
2002-12-17,768.2787529474241
2002-12-18,766.3098085943022
2002-12-19,762.8458013676853
2002-12-20,769.8383292612407
2002-12-23,773.2409521798043
2002-12-24,768.4503873290411
2002-12-25,768.4503873290411
2002-12-26,765.3280166093418
2002-12-27,750.7311579749645
2002-12-30,752.3857756229103
2002-12-31,749.4738536008676
2003-01-01,749.4738536008676
2003-01-02,777.4841598240025
2003-01-03,775.1687323014369
2003-01-06,784.218964621681
2003-01-07,777.0297548984108
2003-01-08,772.8014818553542
2003-01-09,774.2479802759527
2003-01-10,767.6521109699976
2003-01-13,763.0419268068177
2003-01-14,762.3801044627395
2003-01-15,753.4995039198936
2003-01-16,753.1057521139708
2003-01-17,740.5809314843274
2003-01-20,739.6093137314665
2003-01-21,731.6488989995104
2003-01-22,725.135305264829
2003-01-23,724.6973646031413
2003-01-24,705.672748701757
2003-01-27,693.8821200256867
2003-01-28,701.4057309720253
2003-01-29,703.322952946761
2003-01-30,698.9369334219494
2003-01-31,710.1864109312002
2003-02-03,711.2670097622912
2003-02-04,698.1620470179456
2003-02-05,696.6968938882974
2003-02-06,694.5005040647144
2003-02-07,689.9124659240824
2003-02-10,697.1735693157741
2003-02-11,693.9854469308142
2003-02-12,683.9160707476523
2003-02-13,678.5236784546618
2003-02-14,691.3636353170194
2003-02-17,695.0664491239053
2003-02-18,708.3309808431404
2003-02-19,701.1408500174425
2003-02-20,690.0571829318138
2003-02-21,698.2348960321334
2003-02-24,690.6942688100635
2003-02-25,696.319411152865
2003-02-26,687.1458122024477
2003-02-27,694.7198478715065
2003-02-28,694.2093226792634
2003-03-03,686.7383611003735
2003-03-04,674.6047950658236
2003-03-05,675.5611064062697
2003-03-06,670.8808232750349
2003-03-07,671.0706038012993
2003-03-10,654.9566816179673
2003-03-11,652.2475105011499
2003-03-12,655.1049185006177
2003-03-13,676.8385384761192
2003-03-14,685.3640754568881
2003-03-17,710.5219946184172
2003-03-18,717.4254483992362
2003-03-19,725.5888025994437
2003-03-20,723.7205613629661
2003-03-21,741.4167886830548
2003-03-24,713.5889355312445
2003-03-25,719.1384382028183
2003-03-26,716.6880803710206
2003-03-27,714.6046311281577
2003-03-28,711.4953421829479
2003-03-31,692.1499879933532
2003-04-01,700.751892036607
2003-04-02,717.480254597058
2003-04-03,716.0645624380178
2003-04-04,720.1188819320926
2003-04-07,724.5893758809352
2003-04-08,721.211295496105
2003-04-09,712.0955732913756
2003-04-10,706.6804853380756
2003-04-11,708.8198636880991
2003-04-14,717.9294928621662
