Date,CANADA MINIMUM VOLATILITY (CAD)
2001-05-31,1000.0
2001-06-01,1022.8479781280639
2001-06-04,1024.7325302207664
2001-06-05,1019.9930526607807
2001-06-06,1020.818355838436
2001-06-07,1015.4253457499024
2001-06-08,1018.2300473206758
2001-06-11,1028.2186696749143
2001-06-12,1017.501741686908
2001-06-13,1012.8318520160036
2001-06-14,994.9201144208057
2001-06-15,978.9689954287308
2001-06-18,972.4961318789296
2001-06-19,976.7779780397485
2001-06-20,979.1095126908768
2001-06-21,977.78581748977
2001-06-22,977.9247071321869
2001-06-25,968.0189229072162
2001-06-26,963.1860557844913
2001-06-27,957.214769829901
2001-06-28,971.1795141499665
2001-06-29,991.9174809627805
2001-07-02,993.7752377638367
2001-07-03,999.3124426016155
2001-07-04,997.9750534816941
2001-07-05,1002.4610647065767
2001-07-06,982.0101076273594
2001-07-09,978.9852971166691
2001-07-10,963.700298158338
2001-07-11,957.5259044282724
2001-07-12,977.5408283200488
2001-07-13,983.116145653894
2001-07-16,965.4877056862854
2001-07-17,978.6833231752998
2001-07-18,950.627536437137
2001-07-19,952.9138601982598
2001-07-20,950.3509051444246
2001-07-23,952.1504600973782
2001-07-24,947.4334880855151
2001-07-25,948.5188474535792
2001-07-26,947.4597847968546
2001-07-27,961.4920493653921
2001-07-30,959.1336902472005
2001-07-31,967.2095299262259
2001-08-01,965.3016824448518
2001-08-02,962.4446965383298
2001-08-03,958.2543680818009
2001-08-06,969.2624779174084
2001-08-07,975.1044336111331
2001-08-08,965.3862624342601
2001-08-09,954.4876763151055
2001-08-10,941.9165922844821
2001-08-13,940.575539154328
2001-08-14,938.821632297965
2001-08-15,923.1057555469578
2001-08-16,928.3003697817196
2001-08-17,911.6526162679274
2001-08-20,915.8228279950259
2001-08-21,909.1673931438386
2001-08-22,911.0538586314336
2001-08-23,920.3015717834222
2001-08-24,931.0658855416975
2001-08-27,933.659049604889
2001-08-28,926.3240942256151
2001-08-29,916.7095902009606
2001-08-30,908.4191955809715
2001-08-31,906.0594689239596
2001-09-03,907.1309243128832
2001-09-04,934.0414146175373
2001-09-05,929.4017358249248
2001-09-06,925.1579594673999
2001-09-07,903.9479651472986
2001-09-10,906.7418046756916
2001-09-11,865.5609078274003
2001-09-12,874.4664159577604
2001-09-13,875.8629668733772
2001-09-14,842.8308381787513
2001-09-17,842.9518950040099
2001-09-18,831.761509407011
2001-09-19,809.7347055987517
2001-09-20,792.4064114537613
2001-09-21,805.4465518740715
2001-09-24,822.1295480380064
2001-09-25,819.6271262298137
2001-09-26,814.1286561732865
2001-09-27,816.9487840502138
2001-09-28,842.0089220611811
2001-10-01,837.7290067518062
2001-10-02,847.9774303454388
2001-10-03,846.7083670393058
2001-10-04,852.7373634965774
2001-10-05,851.4294265276931
2001-10-08,852.4625812842247
2001-10-09,848.5718207308643
2001-10-10,863.0148206187133
2001-10-11,883.9181487233028
2001-10-12,875.7108469539745
2001-10-15,870.0474805056044
2001-10-16,874.4337724375426
2001-10-17,863.8041396401323
2001-10-18,853.0168954998411
2001-10-19,857.7476598782113
2001-10-22,863.2292743359988
2001-10-23,870.9739050966211
2001-10-24,862.8173704201264
2001-10-25,861.0844266950246
2001-10-26,871.5562751731227
2001-10-29,848.0479611692236
2001-10-30,834.1845761449422
2001-10-31,844.3439346354708
2001-11-01,846.5700116917293
2001-11-02,852.5905584926144
2001-11-05,862.2191619653288
2001-11-06,866.3697806067273
2001-11-07,865.1987803868291
2001-11-08,870.1444933701083
2001-11-09,874.8062252035556
2001-11-12,874.2682758151903
2001-11-13,900.4964163969556
2001-11-14,901.4043654739193
2001-11-15,892.9881349193798
2001-11-16,894.6111573524126
2001-11-19,912.100954755368
2001-11-20,903.3337979995598
2001-11-21,898.7670730442104
2001-11-22,904.8142132330474
2001-11-23,912.1728866812408
2001-11-26,912.7454626577274
2001-11-27,912.869262112821
2001-11-28,903.4775058460897
2001-11-29,912.7369524744645
2001-11-30,912.4379024849154
2001-12-03,912.2205423361441
2001-12-04,918.3777986623693
2001-12-05,938.5721714357609
2001-12-06,925.9747866178195
2001-12-07,930.777386100824
2001-12-10,926.2346716570303
2001-12-11,918.7459840589804
2001-12-12,922.5348146310445
2001-12-13,909.830699315582
2001-12-14,906.5313191723104
2001-12-17,914.5449646080841
2001-12-18,920.4393549185606
2001-12-19,917.4303162449224
2001-12-20,915.3405005190489
2001-12-21,926.6317325329823
2001-12-24,931.4813729406983
2001-12-25,931.4813729406983
2001-12-26,930.4536117120532
2001-12-27,938.0634639686284
2001-12-28,944.2079900891945
2001-12-31,936.0061482181184
2002-01-01,936.0061482181184
2002-01-02,911.3110785501174
2002-01-03,927.3403213141609
2002-01-04,939.5006165838403
2002-01-07,947.9420892686705
2002-01-08,938.8187094521066
2002-01-09,941.3089016867176
2002-01-10,927.8513276280906
2002-01-11,930.945717852087
2002-01-14,916.1553005501133
2002-01-15,929.868443409771
2002-01-16,934.1604402920526
2002-01-17,929.9829246056429
2002-01-18,920.7348588341363
2002-01-21,918.4465866731765
2002-01-22,921.551044119737
2002-01-23,923.0228954535551
2002-01-24,938.4668501255018
2002-01-25,953.2911735031068
2002-01-28,954.829506733724
2002-01-29,959.6866319501894
2002-01-30,956.4472033469766
2002-01-31,970.3928463465105
2002-02-01,976.4166032389835
2002-02-04,961.5197566317786
2002-02-05,952.9385868658982
2002-02-06,945.8402113414583
2002-02-07,943.4334871115284
2002-02-08,950.8759258620343
2002-02-11,953.823092808176
2002-02-12,950.2809550936165
2002-02-13,961.4579034936241
2002-02-14,966.9077678864589
2002-02-15,962.7267420916437
2002-02-18,968.2578231685561
2002-02-19,955.8171893159711
2002-02-20,953.1819038214795
2002-02-21,956.6190147706438
2002-02-22,949.9501124042487
2002-02-25,963.3011610631995
2002-02-26,970.4141250364052
2002-02-27,985.4362973421019
2002-02-28,988.1136093904038
2002-03-01,1005.2645402510092
2002-03-04,1020.6987865087236
2002-03-05,1016.0675064749192
2002-03-06,1022.6527932087357
2002-03-07,1020.4400901859855
2002-03-08,1014.0286114025033
2002-03-11,1015.6742298417747
2002-03-12,1015.2169146438741
2002-03-13,1010.9528813242604
2002-03-14,997.9456349420595
2002-03-15,1007.1335217761707
2002-03-18,1022.7404778426416
2002-03-19,1025.2437720435598
2002-03-20,1021.5463453093097
2002-03-21,1017.476910057648
2002-03-22,1025.44766548176
2002-03-25,1010.6749943573744
2002-03-26,1010.4035086185273
2002-03-27,1025.8035862401925
2002-03-28,1023.0127424821268
2002-03-29,1023.0127424821268
2002-04-01,1016.2503648631385
