Date,EU SMALL CAP
2007-05-31,1000.0
2007-06-01,1006.2173579352733
2007-06-04,1002.1553921001569
2007-06-05,998.652138680443
2007-06-06,980.1307711885213
2007-06-07,963.2818556224037
2007-06-08,961.5965395096305
2007-06-11,971.863241371682
2007-06-12,966.8587156000802
2007-06-13,967.192848596708
2007-06-14,979.783426838254
2007-06-15,988.8988472486616
2007-06-18,987.9208881086834
2007-06-19,985.0633282284601
2007-06-20,987.7783481398221
2007-06-21,976.8642403281267
2007-06-22,975.6744908264455
2007-06-25,971.1693111839763
2007-06-26,967.4937151975015
2007-06-27,962.4799564644601
2007-06-28,973.892705338147
2007-06-29,977.8320421298974
2007-07-02,977.6808813817606
2007-07-03,988.0032851425093
2007-07-04,993.9341139473487
2007-07-05,991.0057971111046
2007-07-06,995.0325475510672
2007-07-09,997.8562764244982
2007-07-10,990.7889594577724
2007-07-11,986.8220942550387
2007-07-12,996.5458968053305
2007-07-13,1001.5410088863196
2007-07-16,1000.5535119982943
2007-07-17,996.7224487441514
2007-07-18,990.64933642104
2007-07-19,998.6402037629224
2007-07-20,993.4568809718982
2007-07-23,994.2296679113341
2007-07-24,980.8250514607374
2007-07-25,969.4472900831902
2007-07-26,943.1936564088426
2007-07-27,934.0811004635668
2007-07-30,936.901701601956
2007-07-31,955.648607050325
2007-08-01,940.5863550181365
2007-08-02,945.5371383335721
2007-08-03,937.2197181672019
2007-08-06,919.0236516022266
2007-08-07,928.1925963725864
2007-08-08,943.9084035284392
2007-08-09,927.4633383919322
2007-08-10,903.0192874806224
2007-08-13,918.0973043446756
2007-08-14,909.3655687882668
2007-08-15,901.2375201350308
2007-08-16,864.6521656951375
2007-08-17,872.5502205434368
2007-08-20,879.8358199863652
2007-08-21,875.9860726942189
2007-08-22,897.3258504747207
2007-08-23,902.6201322446576
2007-08-24,905.2118942640847
2007-08-27,908.267971840779
2007-08-28,894.0544028001549
2007-08-29,900.3470610120422
2007-08-30,911.2291877865221
2007-08-31,925.6271686851275
2007-09-03,930.9772362307035
2007-09-04,938.3358273593495
2007-09-05,923.7476518643097
2007-09-06,923.7685049318618
2007-09-07,907.0580217383506
2007-09-10,894.5857188841921
2007-09-11,909.2230024930404
2007-09-12,908.3831343564261
2007-09-13,905.5094107354658
2007-09-14,891.4922018172476
2007-09-17,872.9877095188978
2007-09-18,879.652872650522
2007-09-19,899.9494700473897
2007-09-20,892.5362793559092
2007-09-21,899.6435812101588
2007-09-24,899.4109917248265
2007-09-25,884.6063802574508
2007-09-26,888.7572623248274
2007-09-27,896.4030027929393
2007-09-28,897.1619920338228
2007-10-01,902.0409778523323
2007-10-02,912.6990514438038
2007-10-03,917.6678046707078
2007-10-04,920.116360287009
2007-10-05,925.8063532403038
2007-10-08,927.3109445083277
2007-10-09,930.9023608779108
2007-10-10,934.8295372213288
2007-10-11,940.2624321299057
2007-10-12,939.4945961300643
2007-10-15,934.7084892932022
2007-10-16,927.4261186640434
2007-10-17,937.6709346007943
2007-10-18,927.6757147364262
2007-10-19,922.0900225924478
2007-10-22,906.0233952530717
2007-10-23,920.9730358696668
2007-10-24,915.0751490197454
2007-10-25,925.3586516080727
2007-10-26,925.2246481329302
2007-10-29,929.8889674265713
2007-10-30,924.7743706905142
2007-10-31,938.2843713218195
2007-11-01,929.3485288845329
2007-11-02,924.8969380540026
2007-11-05,915.1730674442963
2007-11-06,919.9955388767627
2007-11-07,908.9759360293197
2007-11-08,900.8025308926964
2007-11-09,883.9509575279761
2007-11-12,878.8894378834947
2007-11-13,874.6861653416871
2007-11-14,880.0621587797208
2007-11-15,863.2505118235199
2007-11-16,852.6822386582681
2007-11-19,825.36985990351
2007-11-20,827.3441595571335
2007-11-21,800.1198616419817
2007-11-22,803.7592425865295
2007-11-23,818.761139090074
2007-11-26,818.444862792832
2007-11-27,813.6395077402206
2007-11-28,834.7447311920657
2007-11-29,839.1004898987925
2007-11-30,851.0916083435518
2007-12-03,847.1301113868997
2007-12-04,827.587530214167
2007-12-05,839.1156359818251
2007-12-06,838.5550648462904
2007-12-07,846.7587123285249
2007-12-10,850.9586729805828
2007-12-11,851.5353347067513
2007-12-12,852.159406780205
2007-12-13,833.3077949795866
2007-12-14,835.7951311606676
2007-12-17,815.5476606186468
2007-12-18,815.9918267944383
2007-12-19,812.6366258691334
2007-12-20,814.0645165694668
2007-12-21,821.818965136882
2007-12-24,821.712759168899
2007-12-25,821.712759168899
2007-12-26,820.9093783534964
2007-12-27,822.8426498087466
2007-12-28,824.3153017962758
2007-12-31,827.1293527444213
2008-01-01,827.1293527444213
2008-01-02,821.5709882566234
2008-01-03,813.4394517993226
2008-01-04,795.7523716016007
2008-01-07,782.5783427306918
2008-01-08,785.1312160786798
2008-01-09,765.3723566437139
2008-01-10,748.6506715095004
2008-01-11,744.3736568453643
2008-01-14,751.6068982648196
2008-01-15,733.4800757440511
2008-01-16,721.7515951876252
2008-01-17,724.9185863741426
2008-01-18,719.1722013179375
2008-01-21,685.8935442753556
2008-01-22,700.550628146972
2008-01-23,689.3703599033286
2008-01-24,716.025043247624
2008-01-25,723.9710696429973
2008-01-28,716.1710919774936
2008-01-29,734.8918137756175
2008-01-30,732.9735074216591
2008-01-31,731.0129489116878
2008-02-01,748.3258977118145
2008-02-04,757.7162291236174
2008-02-05,737.4519807474329
2008-02-06,736.0482590334246
2008-02-07,723.6727991268692
2008-02-08,726.7679635307516
2008-02-11,722.046766265415
2008-02-12,743.5931141010802
2008-02-13,746.8325112407534
2008-02-14,751.9115510778971
2008-02-15,740.5056485601704
2008-02-18,750.0596587057798
2008-02-19,754.4418067448972
2008-02-20,750.3732167705654
2008-02-21,756.6078623839549
2008-02-22,751.5251207810456
2008-02-25,762.8581846627426
2008-02-26,770.3385362500411
2008-02-27,768.4343182720435
2008-02-28,754.5546607453309
2008-02-29,745.6361783663215
2008-03-03,734.3310181162807
2008-03-04,727.6610531031648
2008-03-05,739.5557141739514
2008-03-06,733.3720102983707
2008-03-07,721.4913620888595
2008-03-10,710.2674197934274
2008-03-11,718.3389865802293
2008-03-12,728.0855482018046
2008-03-13,716.1625262545199
2008-03-14,711.9856479888316
2008-03-17,683.1102012243832
2008-03-18,697.2503249381554
2008-03-19,688.2838484718196
2008-03-20,686.5304356265699
2008-03-21,686.5668979704741
2008-03-24,687.2891604250312
2008-03-25,706.2148332609228
2008-03-26,704.7027081348375
2008-03-27,719.8688340493321
2008-03-28,717.8494291043395
2008-03-31,720.3086766668006
2008-04-01,741.0173383199576
2008-04-02,743.997065275555
2008-04-03,736.7280474587743
2008-04-04,737.1137697073224
2008-04-07,742.7493078517005
2008-04-08,731.239684803926
2008-04-09,729.1681955688981
2008-04-10,724.7761403428365
2008-04-11,718.1528015354752
2008-04-14,712.815954077503
2008-04-15,714.598638229689
2008-04-16,725.1273952756336
2008-04-17,726.006982589518
2008-04-18,739.1937680670028
2008-04-21,729.9789196474954
2008-04-22,728.1815343173567
2008-04-23,731.3148408728233
2008-04-24,728.1135746659388
2008-04-25,736.0571364672687
2008-04-28,742.5459998375942
2008-04-29,735.3322106523979
2008-04-30,743.9229715744962
2008-05-01,743.8822349631627
2008-05-02,755.9727769910753
2008-05-05,754.8828432291809
2008-05-06,754.8176980668746
2008-05-07,762.075319658674
2008-05-08,765.3010913016905
2008-05-09,757.57918935091
2008-05-12,763.2483996868966
2008-05-13,759.1341303404844
2008-05-14,760.1324497104607
2008-05-15,762.6194737131885
2008-05-16,767.5224630957399
2008-05-19,775.5772049863383
2008-05-20,760.8856931688498
2008-05-21,756.0354147549451
2008-05-22,758.0281437526612
2008-05-23,749.8695993197226
2008-05-26,748.0229047974331
2008-05-27,742.6989725271814
2008-05-28,748.320237895174
2008-05-29,751.7696375311721
2008-05-30,752.8179828369834
2008-06-02,746.4005193059755
2008-06-03,753.5308975569152
2008-06-04,748.3717658765465
2008-06-05,750.3221617320627
2008-06-06,739.2530757020556
