Date,EAFE SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.3788266733136
2001-01-03,98.94525465079765
2001-01-04,99.39764595897914
2001-01-05,99.03914914178458
2001-01-08,98.96190064293654
2001-01-09,98.60316798748853
2001-01-10,98.18682950032543
2001-01-11,96.96307489405456
2001-01-12,97.68697814231602
2001-01-15,98.43538976499356
2001-01-16,99.19656825661085
2001-01-17,100.64958253142683
2001-01-18,100.59675814612656
2001-01-19,102.32111030066083
2001-01-22,102.22794461488073
2001-01-23,102.11400342973913
2001-01-24,102.74385685887756
2001-01-25,103.51735087830251
2001-01-26,102.82342353900873
2001-01-29,103.63183270262297
2001-01-30,103.52520083362379
2001-01-31,103.99386419321002
2001-02-01,104.12314177003292
2001-02-02,104.478951857166
2001-02-05,103.64126573275156
2001-02-06,104.22432418329863
2001-02-07,103.57881337731189
2001-02-08,103.91729496689175
2001-02-09,103.09132108952694
2001-02-12,102.74287322257493
2001-02-13,103.66290006684446
2001-02-14,103.74348202782252
2001-02-15,105.24114985863503
2001-02-16,104.23266787322007
2001-02-19,103.27562407941497
2001-02-20,104.50110222237532
2001-02-21,103.55124083037886
2001-02-22,103.11319893986364
2001-02-23,103.57843466779444
2001-02-26,103.92183955234613
2001-02-27,103.76938488647096
2001-02-28,103.06351013115344
2001-03-01,101.73629929163103
2001-03-02,100.62887504921406
2001-03-05,101.09763356219672
2001-03-06,102.0833106884846
2001-03-07,102.13391543507217
2001-03-08,101.97887217165798
2001-03-09,101.73159429714485
2001-03-12,99.96846529052242
2001-03-13,98.97214975928753
2001-03-14,98.16929878119461
2001-03-15,98.18780030354733
2001-03-16,98.16323196212015
2001-03-19,97.82231053589723
2001-03-20,97.64817072466772
2001-03-21,98.29457414829244
2001-03-22,96.84057072522174
2001-03-23,97.81081992952639
2001-03-26,99.54867634069771
2001-03-27,99.47960426617215
2001-03-28,100.5407713934245
2001-03-29,100.07671974329097
2001-03-30,99.01396863562731
2001-04-02,98.92895773281084
2001-04-03,98.33854857715882
2001-04-04,97.45754143787026
2001-04-05,99.53471446486049
2001-04-06,99.6435701855943
2001-04-09,99.12791430180143
2001-04-10,100.44005972488263
2001-04-11,101.74785579999464
2001-04-12,101.98055805680706
2001-04-13,102.22574248607897
2001-04-16,102.77716995039367
2001-04-17,102.83340054625927
2001-04-18,104.92925786752498
2001-04-19,104.78594007228286
2001-04-20,103.90938914782042
2001-04-23,104.15567169587234
2001-04-24,104.79859677681317
2001-04-25,104.93366922165819
2001-04-26,105.28569533194975
2001-04-27,105.9231867452445
2001-04-30,107.14400176173031
2001-05-01,108.32264451234019
2001-05-02,108.61979080529015
2001-05-03,109.06912815200981
2001-05-04,108.9053526786918
2001-05-07,109.1787781259345
