Date,WORLD ex CANADA SMALL CAP
1998-12-31,692.3548580577772
1999-01-01,692.3106459079002
1999-01-04,691.4589402515413
1999-01-05,693.0636747479281
1999-01-06,703.4486758725104
1999-01-07,707.8522529703142
1999-01-08,716.4842233535824
1999-01-11,722.8931972562768
1999-01-12,715.0266302289597
1999-01-13,697.3362834954388
1999-01-14,695.8651758449848
1999-01-15,705.4737059734261
1999-01-18,707.660581295451
1999-01-19,711.9163610330711
1999-01-20,714.5331612587069
1999-01-21,707.9911104623079
1999-01-22,703.6752714189962
1999-01-25,704.2288060595679
1999-01-26,708.5296966613523
1999-01-27,709.0500044264687
1999-01-28,715.2988444115513
1999-01-29,722.2092765913327
1999-02-01,727.3772442422894
1999-02-02,723.822748771428
1999-02-03,725.6443804516781
1999-02-04,725.0160063986893
1999-02-05,719.5590316867131
1999-02-08,719.0525219509985
1999-02-09,707.6309071852166
1999-02-10,700.0654012801909
1999-02-11,709.8365066220866
1999-02-12,705.7118758270343
1999-02-15,707.3328177467561
1999-02-16,707.2014446594802
1999-02-17,697.0595101218105
1999-02-18,697.1665650611558
1999-02-19,704.1649953254129
1999-02-22,714.0164664356771
1999-02-23,717.6890356966052
1999-02-24,716.3072620245755
1999-02-25,710.649739142996
1999-02-26,715.2703746762362
1999-03-01,719.2906298267736
1999-03-02,717.998390355535
1999-03-03,715.93670082316
1999-03-04,719.6497077195086
1999-03-05,727.2911046043055
1999-03-08,727.8430472174357
1999-03-09,728.3685530419783
1999-03-10,729.6517942195388
1999-03-11,737.8731248274499
1999-03-12,733.0928649674964
1999-03-15,736.027238493842
1999-03-16,738.9787475078061
1999-03-17,733.9712363502845
1999-03-18,735.1807122758422
1999-03-19,739.7214755170256
1999-03-22,737.4314101347536
1999-03-23,728.2861516632419
1999-03-24,724.8818062422475
1999-03-25,736.8726035740971
1999-03-26,743.8112653634762
1999-03-29,751.539078570465
1999-03-30,748.5179857888899
1999-03-31,749.7120059646841
1999-04-01,749.5550051068597
1999-04-02,751.7745457736733
1999-04-05,756.9615538921688
1999-04-06,754.7177654153268
1999-04-07,752.5570131704387
1999-04-08,756.2711854593077
1999-04-09,767.3012675271253
1999-04-12,768.6275346849235
1999-04-13,778.7733535375523
1999-04-14,780.5225457393933
1999-04-15,786.2340544491501
1999-04-16,795.2777304035855
1999-04-19,793.4119191027012
1999-04-20,789.7460930158796
1999-04-21,800.2121820444726
1999-04-22,806.0679760769891
1999-04-23,808.1083827000845
1999-04-26,815.0227670768842
1999-04-27,813.0019677594926
