Date,NORDIC COUNTRIES SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,100.17831473045399
2001-01-03,97.21654671114268
2001-01-04,99.76595132512347
2001-01-05,101.14402875867547
2001-01-08,101.0688371072489
2001-01-09,99.8864756088845
2001-01-10,99.71174333761415
2001-01-11,100.9794610195519
2001-01-12,102.60791943668643
2001-01-15,103.57320992370097
2001-01-16,103.13972666728773
2001-01-17,105.39673086238072
2001-01-18,105.64670943059366
2001-01-19,107.55160470518128
2001-01-22,106.87771042143054
2001-01-23,106.68627576711805
2001-01-24,107.22965167812508
2001-01-25,106.61737545623853
2001-01-26,104.77763020913956
2001-01-29,105.88428561421732
2001-01-30,106.4624095906277
2001-01-31,108.1607840805057
2001-02-01,108.12106332136936
2001-02-02,108.93752341005974
2001-02-05,107.62349780373894
2001-02-06,108.04648293775045
2001-02-07,106.5715601115826
2001-02-08,106.31607395038158
2001-02-09,104.99213722454284
2001-02-12,103.50228407162524
2001-02-13,103.84263398749508
2001-02-14,102.61219957184232
2001-02-15,103.99491774027132
2001-02-16,103.2882200197924
2001-02-19,102.61238120825413
2001-02-20,103.0033601926931
2001-02-21,102.29587802762057
2001-02-22,100.45982244424731
2001-02-23,99.78968114897063
2001-02-26,100.64695513109984
2001-02-27,100.64431058502873
2001-02-28,100.6358705005021
2001-03-01,99.38524168975188
2001-03-02,99.73971766324439
2001-03-05,100.25134783931577
2001-03-06,101.97922160729412
2001-03-07,102.49361322537065
2001-03-08,102.71800441631231
2001-03-09,101.8417714865619
2001-03-12,99.71177943746142
2001-03-13,97.537469501871
2001-03-14,95.83846770017203
2001-03-15,96.23191535556207
2001-03-16,95.64292155969126
2001-03-19,94.32041677922633
2001-03-20,95.21039907161472
2001-03-21,93.87349440592185
2001-03-22,91.84209545083533
2001-03-23,92.8961999104333
2001-03-26,94.32914974663228
2001-03-27,95.04582595104777
2001-03-28,95.03948036398614
2001-03-29,94.73139672502538
2001-03-30,94.96174649099231
2001-04-02,94.99251149832827
2001-04-03,93.57704360558884
2001-04-04,91.89861435212524
2001-04-05,93.88820226241711
2001-04-06,93.41833249336665
2001-04-09,94.28817121159355
2001-04-10,95.96919245487267
2001-04-11,96.66923529127048
2001-04-12,96.50842453338758
2001-04-13,96.50842453338758
2001-04-16,96.74107769116466
2001-04-17,96.51192164259616
2001-04-18,98.16761738662422
2001-04-19,99.05316334272305
2001-04-20,98.2849511728199
2001-04-23,97.41403738202864
2001-04-24,97.1651512831546
2001-04-25,96.86490556562765
2001-04-26,97.41891980659427
2001-04-27,98.78209669670201
2001-04-30,101.31759737545022
2001-05-01,101.25873854548328
2001-05-02,101.79794201911425
2001-05-03,102.29104394112235
2001-05-04,102.28348210244131
2001-05-07,102.69637423995307
