Date,EUROPE & MIDDLE EAST SMALL CAP
2010-05-26,1000.0
2010-05-27,1028.289244112087
2010-05-28,1024.7906392021803
2010-05-31,1030.9920392684505
2010-06-01,1031.722648240485
2010-06-02,1033.1057615190027
2010-06-03,1050.746198307016
2010-06-04,1035.5986555547722
2010-06-07,1023.7334698711971
2010-06-08,1007.877110996061
2010-06-09,1027.8745176286204
2010-06-10,1044.5375557696832
2010-06-11,1047.7602868846434
2010-06-14,1064.5418941656405
2010-06-15,1071.417480961889
2010-06-16,1067.3522365124416
2010-06-17,1066.089622377495
2010-06-18,1071.3930217498742
2010-06-21,1080.2546555646786
2010-06-22,1080.3271782198126
2010-06-23,1074.3234152973314
2010-06-24,1054.5491755267378
2010-06-25,1048.3477685338112
2010-06-28,1057.2368563587609
2010-06-29,1028.395559637048
2010-06-30,1024.2889954419686
2010-07-01,997.4273909694359
2010-07-02,1003.7101540868599
2010-07-05,1006.0295258973575
2010-07-06,1029.788416947623
2010-07-07,1035.989991066396
2010-07-08,1047.3645304599033
2010-07-09,1050.4282031362895
2010-07-12,1054.1770466456883
2010-07-13,1070.5849329292903
2010-07-14,1069.1865841268689
2010-07-15,1059.9578497266386
2010-07-16,1045.4503536833308
2010-07-19,1034.2539368761209
2010-07-20,1031.3734693285285
2010-07-21,1049.7138339500514
2010-07-22,1064.6373770484156
2010-07-23,1076.2703157763758
2010-07-26,1083.8157745375195
2010-07-27,1084.7549599467204
2010-07-28,1080.1439958936282
2010-07-29,1081.4074463648703
2010-07-30,1077.559060970294
2010-08-02,1101.09102228625
2010-08-03,1102.0410667138144
2010-08-04,1102.1364558746359
2010-08-05,1103.2043550206793
2010-08-06,1095.6618137975377
2010-08-09,1107.3206485737778
2010-08-10,1094.2095090908622
2010-08-11,1073.1709289938915
2010-08-12,1065.4077926014563
2010-08-13,1069.7142823811268
2010-08-16,1071.2181182676254
2010-08-17,1084.8991531751278
2010-08-18,1083.526313320187
2010-08-19,1075.4569780085274
2010-08-20,1066.0277352714936
2010-08-23,1071.8202614724385
2010-08-24,1050.8955907630243
2010-08-25,1043.0280782670482
2010-08-26,1051.8892546827383
2010-08-27,1058.435820971715
2010-08-30,1061.7948023285558
2010-08-31,1061.217409024679
2010-09-01,1084.7464694962373
2010-09-02,1088.7684015226262
2010-09-03,1095.9583614551573
2010-09-06,1100.165797501167
2010-09-07,1095.1095499214819
2010-09-08,1106.0109676857578
2010-09-09,1115.997241828674
2010-09-10,1118.671024973501
2010-09-13,1126.2811737563225
2010-09-14,1124.8441010637723
2010-09-15,1124.9506548194777
2010-09-16,1117.5416967899173
2010-09-17,1120.614163402588
2010-09-20,1129.259367599042
2010-09-21,1131.2257705520385
2010-09-22,1116.6818376912565
2010-09-23,1117.6377614616974
2010-09-24,1127.1309845540593
2010-09-27,1130.8174039020978
2010-09-28,1129.2879050358354
2010-09-29,1128.2699622393893
2010-09-30,1124.2700873488707
2010-10-01,1125.08484017974
2010-10-04,1123.8172766877644
2010-10-05,1132.6221643593515
2010-10-06,1139.5265854243273
2010-10-07,1137.3705909418939
2010-10-08,1137.373432183258
2010-10-11,1147.1202847408447
2010-10-12,1144.496758116136
2010-10-13,1159.401344278242
2010-10-14,1160.07878595674
2010-10-15,1158.7885704726161
2010-10-18,1160.260890290056
2010-10-19,1155.3063286016659
2010-10-20,1155.2419762401248
2010-10-21,1162.8816991935207
2010-10-22,1162.7676583724428
2010-10-25,1170.0383728551872
2010-10-26,1172.2270602812484
2010-10-27,1163.5670926268235
2010-10-28,1163.5568863552176
2010-10-29,1166.9804600335913
2010-11-01,1171.4368422641753
2010-11-02,1170.946786351635
2010-11-03,1168.161043396412
2010-11-04,1180.317638225474
2010-11-05,1188.2588192022895
2010-11-08,1188.9411313271435
2010-11-09,1196.0291117952777
2010-11-10,1188.172577313141
2010-11-11,1182.0658905595922
2010-11-12,1176.39656149532
2010-11-15,1187.4996704832483
2010-11-16,1161.2538384934164
2010-11-17,1166.695842177278
2010-11-18,1181.9419636395849
2010-11-19,1178.8987031059219
2010-11-22,1178.2167284916313
2010-11-23,1162.5310680935108
2010-11-24,1174.2886052462543
2010-11-25,1182.6264788512358
2010-11-26,1180.4606397044936
2010-11-29,1169.0260581206694
2010-11-30,1166.7015536654435
2010-12-01,1190.5452452531192
2010-12-02,1214.8471390318066
2010-12-03,1215.7737459710022
2010-12-06,1224.8813582466996
2010-12-07,1237.8614631707314
2010-12-08,1239.4395832018288
2010-12-09,1240.5264536139368
2010-12-10,1242.6573820008755
2010-12-13,1247.2904509402783
2010-12-14,1249.8534723895436
2010-12-15,1249.0057087815808
2010-12-16,1251.3398915330997
2010-12-17,1254.3156301451124
2010-12-20,1261.8394784502682
2010-12-21,1270.1286304511978
2010-12-22,1274.7069655382938
2010-12-23,1277.0985810294328
2010-12-24,1272.1792678261213
2010-12-27,1265.2506846196786
2010-12-28,1269.0796221191713
2010-12-29,1280.3175303749701
2010-12-30,1272.7014667868027
2010-12-31,1276.2007788521164
2011-01-03,1282.3431381540574
2011-01-04,1290.371657725773
2011-01-05,1287.904999236828
2011-01-06,1292.1169281010334
2011-01-07,1291.6346991003452
2011-01-10,1282.4103173306557
2011-01-11,1303.1733906370696
2011-01-12,1312.3767053817294
2011-01-13,1301.564523503803
2011-01-14,1299.6033337358901
