Date,EMU SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.76450994584626
2001-01-03,98.80826508172358
2001-01-04,100.47673930323054
2001-01-05,100.56533292376835
2001-01-08,99.83582905835311
2001-01-09,98.92421951676953
2001-01-10,98.56970196480344
2001-01-11,99.60999611697449
2001-01-12,100.94319091686725
2001-01-15,101.5062096518221
2001-01-16,101.48060793388503
2001-01-17,103.21281435154067
2001-01-18,103.5481421433076
2001-01-19,104.44361740928275
2001-01-22,104.69863375029198
2001-01-23,104.64797820957219
2001-01-24,105.00262234999168
2001-01-25,105.17282934182377
2001-01-26,104.47464841738359
2001-01-29,104.85462923374357
2001-01-30,105.192461037094
2001-01-31,105.85467392167911
2001-02-01,106.42151064582379
2001-02-02,106.36739884385175
2001-02-05,105.98211999059188
2001-02-06,106.23998697072743
2001-02-07,105.43953232009379
2001-02-08,105.56197901093313
2001-02-09,104.75464552637436
2001-02-12,104.56222630171695
2001-02-13,104.61365221050825
2001-02-14,103.91273877861443
2001-02-15,104.79316543474837
2001-02-16,104.25317407420222
2001-02-19,103.8667920125726
2001-02-20,103.96217753784026
2001-02-21,103.3890047748098
2001-02-22,102.88940572225766
2001-02-23,102.37463810945104
2001-02-26,103.23002117487196
2001-02-27,103.61603022464394
2001-02-28,103.37075829666131
2001-03-01,102.35088399659857
2001-03-02,102.38400997313992
2001-03-05,103.66545764239102
2001-03-06,104.68617994122897
2001-03-07,104.58206189048472
2001-03-08,104.84714808626056
2001-03-09,104.21743431676566
2001-03-12,102.79389261419286
2001-03-13,101.73288590972075
2001-03-14,100.19294627993995
2001-03-15,100.26130205183335
2001-03-16,99.58314609875029
2001-03-19,98.76022881013526
2001-03-20,99.43164816479639
2001-03-21,97.55781452879452
2001-03-22,94.55173175939832
2001-03-23,95.6711370617099
2001-03-26,96.89988399542372
2001-03-27,97.40454942459155
2001-03-28,97.4499402262912
2001-03-29,97.17115774050697
2001-03-30,97.78199670013036
2001-04-02,97.30806603719294
2001-04-03,95.4398260149285
2001-04-04,95.05562989461177
2001-04-05,96.99298187106201
2001-04-06,96.97454493983449
2001-04-09,97.06000114607353
2001-04-10,97.34840687530692
2001-04-11,97.88455654723214
2001-04-12,98.30833732585867
2001-04-13,98.30833732585867
2001-04-16,98.30833732585859
2001-04-17,98.36525775790473
2001-04-18,99.90274560334711
2001-04-19,99.76967172637112
2001-04-20,99.64135711662965
2001-04-23,99.13292062435399
2001-04-24,99.87646733544602
2001-04-25,100.12335425460662
2001-04-26,100.57726859205808
2001-04-27,100.92890953836715
2001-04-30,101.89321320683838
2001-05-01,101.9658002755297
2001-05-02,102.57846722199703
2001-05-03,103.14466830392146
2001-05-04,103.00381912955176
2001-05-07,103.48772529857763
