Date,EUROPE ex UK SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.84395119349159
2001-01-03,98.6037384513077
2001-01-04,100.2644298342435
2001-01-05,100.52891539874192
2001-01-08,99.99756898681936
2001-01-09,99.34473483818512
2001-01-10,99.09885187295791
2001-01-11,99.92988513400351
2001-01-12,101.18429218714753
2001-01-15,101.72633067787525
2001-01-16,101.76242338398362
2001-01-17,103.37737301829875
2001-01-18,103.74134552548645
2001-01-19,104.71258332069561
2001-01-22,104.73536078421017
2001-01-23,104.79093191318407
2001-01-24,105.25083287538271
2001-01-25,105.38216473652732
2001-01-26,104.765982606953
2001-01-29,105.39332158255111
2001-01-30,105.7743370936742
2001-01-31,106.500517450657
2001-02-01,106.88999613767999
2001-02-02,106.92224694759572
2001-02-05,106.33483555227444
2001-02-06,106.72892980229925
2001-02-07,105.96015021251799
2001-02-08,106.070485604941
2001-02-09,105.22254412085482
2001-02-12,104.91491049176089
2001-02-13,105.0497293340716
2001-02-14,104.22335007847673
2001-02-15,105.20736518501539
2001-02-16,104.67843317234575
2001-02-19,104.21344232505723
2001-02-20,104.41260632239137
2001-02-21,103.77812889393337
2001-02-22,103.07826410816875
2001-02-23,102.53436737838555
2001-02-26,103.33309331872428
2001-02-27,103.53009728234821
2001-02-28,103.34151912441499
2001-03-01,102.14438295499406
2001-03-02,102.25513648418429
2001-03-05,103.29775959788961
2001-03-06,104.29911668206599
2001-03-07,104.36824212951147
2001-03-08,104.43124290970839
2001-03-09,103.73393900804624
2001-03-12,102.2090312969189
2001-03-13,100.96180543437167
2001-03-14,99.34940744822953
2001-03-15,99.5465634999386
2001-03-16,98.82765122850785
2001-03-19,97.96626075042035
2001-03-20,98.5531182717538
2001-03-21,96.87993337118364
2001-03-22,94.02368456371876
2001-03-23,95.21536944491721
2001-03-26,96.49431003101749
2001-03-27,97.06277725166005
2001-03-28,97.01583740458871
2001-03-29,96.83463386766839
2001-03-30,97.42450027823622
2001-04-02,97.02765613204724
2001-04-03,95.35168215353767
2001-04-04,94.67650914988876
2001-04-05,96.75362536352515
2001-04-06,96.63208798190051
2001-04-09,96.90471046417665
2001-04-10,97.4984423122816
2001-04-11,98.01448770828169
2001-04-12,98.22959834988237
2001-04-13,98.22959834988237
2001-04-16,98.28837402254364
2001-04-17,98.20931647532785
2001-04-18,99.55885880882497
2001-04-19,99.65435563587383
2001-04-20,99.36288685618752
2001-04-23,98.88957540238432
2001-04-24,99.34525485207003
2001-04-25,99.3882089168056
2001-04-26,99.8217790813481
2001-04-27,100.39145471942959
2001-04-30,101.63863424810646
2001-05-01,101.65030268085545
2001-05-02,102.11046264170228
2001-05-03,102.670274285456
2001-05-04,102.49127407892337
2001-05-07,102.84024743883867
