Date,PACIFIC SMALL CAP
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.03137493671227
2001-01-03,99.09877007258966
2001-01-04,98.15751497810562
2001-01-05,97.20989973228285
2001-01-08,97.32668022314812
2001-01-09,96.72516570016845
2001-01-10,95.65043689618388
2001-01-11,92.31277871796995
2001-01-12,92.99049911957432
2001-01-15,93.84542091971821
2001-01-16,95.72392822354038
2001-01-17,96.70537883502598
2001-01-18,96.67188741091651
2001-01-19,98.91790625943746
2001-01-22,98.8506709708487
2001-01-23,98.52350893687505
2001-01-24,99.03349628794963
2001-01-25,100.34510143370704
2001-01-26,99.50659805283034
2001-01-29,100.62283465609515
2001-01-30,100.3012044605425
2001-01-31,100.92095360282704
2001-02-01,100.88131634840401
2001-02-02,101.68841040510276
2001-02-05,100.47356706376327
2001-02-06,101.20597370982198
2001-02-07,100.35161092707668
2001-02-08,100.85370848382239
2001-02-09,100.17666141240781
2001-02-12,99.8313843171114
2001-02-13,101.42652235644356
2001-02-14,102.3605400075245
2001-02-15,104.46392178513733
2001-02-16,103.39185835342975
2001-02-19,101.95565696004314
2001-02-20,104.10430012706094
2001-02-21,102.8841176316867
2001-02-22,102.30584195740657
2001-02-23,103.74625420546253
2001-02-26,104.16817736710968
2001-02-27,103.83588840544806
2001-02-28,102.57953440776875
2001-03-01,100.776964943107
2001-03-02,97.86770666513593
2001-03-05,97.67458144536022
2001-03-06,98.70911758250598
2001-03-07,98.60247449658624
2001-03-08,98.23416030631006
2001-03-09,98.77080868243848
2001-03-12,96.65741741783523
2001-03-13,95.94158530604888
2001-03-14,95.77519671647454
2001-03-15,95.43926390662982
2001-03-16,95.97276767547721
2001-03-19,96.50234230332141
2001-03-20,95.77448232544678
2001-03-21,99.2027677832019
2001-03-22,99.32086236704583
2001-03-23,100.58481152234205
2001-03-26,103.02779211871952
2001-03-27,102.35921120964308
2001-03-28,104.31808443563418
2001-03-29,103.19766451649663
2001-03-30,100.55442577337514
2001-04-02,100.47234392787779
2001-04-03,101.26122465826052
2001-04-04,100.58956588254871
2001-04-05,102.73973289181019
2001-04-06,102.68685458843068
2001-04-09,101.22474822390369
2001-04-10,103.32526756274193
2001-04-11,105.0527708156343
2001-04-12,105.52082488434331
2001-04-13,106.07597045954816
2001-04-16,107.03603291204979
2001-04-17,107.38790012256415
2001-04-18,110.47139081776244
2001-04-19,110.06258239274099
2001-04-20,108.45602939766017
2001-04-23,109.1759321820385
2001-04-24,109.82625188634552
2001-04-25,110.05401445022012
2001-04-26,110.42174342830815
2001-04-27,110.74883801405181
2001-04-30,111.9604647802495
2001-05-01,114.66799575868485
2001-05-02,114.75809702467825
2001-05-03,115.20057560978952
2001-05-04,114.67503183867873
2001-05-07,114.73941539233633
