Date,WORLD ex ISRAEL SMALL CAP
2010-05-26,1000.0
2010-05-27,1031.0462347808593
2010-05-28,1020.8395739090598
2010-05-31,1027.5912048755329
2010-06-01,1007.4877860758833
2010-06-02,1027.755737247305
2010-06-03,1040.590552830673
2010-06-04,1019.4133436976417
2010-06-07,1004.1648992746112
2010-06-08,1002.2281300118995
2010-06-09,1000.296799940698
2010-06-10,1023.394171482269
2010-06-11,1034.1939021533312
2010-06-14,1031.295331890441
2010-06-15,1046.8251273001626
2010-06-16,1044.9832150163502
2010-06-17,1041.0488702740554
2010-06-18,1042.4680088216555
2010-06-21,1042.213701773487
2010-06-22,1034.9055498998337
2010-06-23,1031.6561588420361
2010-06-24,1012.8738673578405
2010-06-25,1021.0862434396471
2010-06-28,1017.1875813044534
2010-06-29,994.681475877535
2010-06-30,981.3383506307857
2010-07-01,958.1262595632174
2010-07-02,946.0687085901385
2010-07-05,950.4681508994646
2010-07-06,947.1442177886934
2010-07-07,968.1336741704171
2010-07-08,976.8641477038145
2010-07-09,989.5340907891307
2010-07-12,987.8128977964373
2010-07-13,1002.2923411407129
2010-07-14,998.805703723986
2010-07-15,983.9952122874571
2010-07-16,956.2267053936819
2010-07-19,954.0257534135112
2010-07-20,967.2964171568125
2010-07-21,967.1326967243962
2010-07-22,983.6111710528465
2010-07-23,1004.6298675436798
2010-07-26,1013.0157668096869
2010-07-27,1005.7992952796546
2010-07-28,996.0667167766471
2010-07-29,991.7506870636713
2010-07-30,994.3649282018728
2010-08-02,1001.8340090956244
2010-08-03,996.939821629573
2010-08-04,1005.7199420889399
2010-08-05,1002.6562312529269
2010-08-06,992.0535173971239
2010-08-09,1003.0514259863388
2010-08-10,997.475511369155
2010-08-11,979.5362701773605
2010-08-12,975.6792377443182
2010-08-13,978.5193711876639
2010-08-16,977.1684945434205
2010-08-17,989.6784957238274
2010-08-18,993.2680865295957
2010-08-19,979.3521046109042
2010-08-20,983.1279296191306
2010-08-23,980.4186977916182
2010-08-24,966.1440945540966
2010-08-25,971.6126322795442
2010-08-26,964.6558478317396
2010-08-27,982.146122637864
2010-08-30,976.0918196871743
2010-08-31,972.17193751113
2010-09-01,992.1484247110249
2010-09-02,1002.0082047138623
2010-09-03,1012.1350203757199
2010-09-06,1015.417596993369
2010-09-07,1012.9456496793647
2010-09-08,1016.3830457368591
2010-09-09,1021.8916169643472
2010-09-10,1025.353625820827
2010-09-13,1032.8265733199019
2010-09-14,1026.2362097251032
2010-09-15,1023.1455582146731
2010-09-16,1013.7706380938737
2010-09-17,1021.1405425348976
2010-09-20,1034.3866430554515
2010-09-21,1028.1905696873844
2010-09-22,1004.2475867794653
2010-09-23,1002.6858700826216
2010-09-24,1012.7100198444127
2010-09-27,1014.4198130300078
2010-09-28,1015.5403793120176
2010-09-29,1015.4788820180274
2010-09-30,1009.1819746723675
2010-10-01,1006.8703341926117
2010-10-04,1002.081350621003
2010-10-05,1011.1429861163904
2010-10-06,1008.9757670596031
2010-10-07,1006.2097637725402
2010-10-08,1013.4048892399039
2010-10-11,1018.4228809601755
2010-10-12,1021.2012545978125
2010-10-13,1026.3682796865758
2010-10-14,1019.9016765531062
2010-10-15,1020.4850609951972
2010-10-18,1027.8104917039088
2010-10-19,1022.2617004367555
2010-10-20,1020.0869193047611
2010-10-21,1017.374793423895
2010-10-22,1026.3946960830024
2010-10-25,1030.6304315977636
2010-10-26,1034.4103488727653
2010-10-27,1033.0497151008651
2010-10-28,1026.0879193656115
2010-10-29,1030.2934735602073
2010-11-01,1030.8137670083418
2010-11-02,1031.9991412293564
2010-11-03,1033.3625588682478
2010-11-04,1041.7880201901844
2010-11-05,1059.4898777097778
2010-11-08,1069.568436127487
2010-11-09,1062.7956042044607
2010-11-10,1076.848183421328
2010-11-11,1076.7037164085739
2010-11-12,1060.877871608519
2010-11-15,1069.2990232009663
2010-11-16,1051.9934160906141
2010-11-17,1056.7395161208144
2010-11-18,1069.2447545664081
2010-11-19,1067.8860766309856
2010-11-22,1075.3898806654142
2010-11-23,1074.8880372042581
2010-11-24,1092.969307726118
2010-11-25,1097.0534413539956
2010-11-26,1101.2958400713137
2010-11-29,1105.6753268288585
2010-11-30,1105.9104273876878
2010-12-01,1122.6055450382958
2010-12-02,1133.326790044609
2010-12-03,1127.9364499846395
2010-12-06,1139.9270565390643
2010-12-07,1140.3023121913398
2010-12-08,1147.2135931818734
2010-12-09,1153.9417316177542
2010-12-10,1158.0655458352783
2010-12-13,1148.7002129992418
2010-12-14,1150.4239481256848
2010-12-15,1150.2966906356473
2010-12-16,1163.972886504201
2010-12-17,1170.9982578704644
2010-12-20,1177.361744446216
2010-12-21,1185.323886349949
2010-12-22,1190.3814673448796
2010-12-23,1192.9330739615818
