Date,CHINA MINIMUM VOLATILITY (USD)
2007-05-31,1000.0
2007-06-01,1009.9716367460469
2007-06-04,1013.195635047439
2007-06-05,1021.3818778718156
2007-06-06,1024.3061048089799
2007-06-07,1022.523416836078
2007-06-08,1010.3471968262603
2007-06-11,1016.6031892390357
2007-06-12,1018.1915384713114
2007-06-13,1015.8268622502397
2007-06-14,1034.3891782052785
2007-06-15,1049.7902560102148
2007-06-18,1084.5229629683615
2007-06-19,1084.8306022029938
2007-06-20,1091.0836306041197
2007-06-21,1109.268940368828
2007-06-22,1108.73391613953
2007-06-25,1100.15269326519
2007-06-26,1092.545681436351
2007-06-27,1084.8234420860235
2007-06-28,1098.0713789018066
2007-06-29,1098.3069285983674
2007-07-02,1098.120909192961
2007-07-03,1129.0359432047592
2007-07-04,1132.665847793266
2007-07-05,1137.5315757470871
2007-07-06,1143.6760765690185
2007-07-09,1169.6631266172308
2007-07-10,1180.158638452773
2007-07-11,1161.5839097766454
2007-07-12,1167.35549273696
2007-07-13,1180.3965675734216
2007-07-16,1169.5170331926201
2007-07-17,1172.7200845030075
2007-07-18,1153.5933241012103
2007-07-19,1161.2735661318864
2007-07-20,1183.8703240352302
2007-07-23,1196.4490719459309
2007-07-24,1206.6217446909668
2007-07-25,1203.7562497722995
2007-07-26,1196.6455165326915
2007-07-27,1155.9879363588632
2007-07-30,1166.2436521961204
2007-07-31,1194.1665309586494
2007-08-01,1148.8032479289884
2007-08-02,1140.6596576844252
2007-08-03,1146.581288559262
2007-08-06,1104.9136453907704
2007-08-07,1095.5101584275765
2007-08-08,1134.8133065113184
2007-08-09,1140.3641718819879
2007-08-10,1102.955231132834
2007-08-13,1108.0695974691741
2007-08-14,1114.262829389045
2007-08-15,1078.4034360379148
2007-08-16,1019.3196642136223
2007-08-17,987.9197772451429
2007-08-20,1067.7830103038098
2007-08-21,1092.7126160305013
2007-08-22,1123.5020715390106
2007-08-23,1160.4292121540777
2007-08-24,1166.920968038077
2007-08-27,1240.6916398665649
2007-08-28,1227.6962026371439
2007-08-29,1202.4483766040898
2007-08-30,1228.3638744560103
2007-08-31,1260.390021535399
2007-09-03,1263.3693092896067
2007-09-04,1263.3908878495993
2007-09-05,1261.894142930862
2007-09-06,1268.3071106308023
2007-09-07,1274.1098819669683
2007-09-10,1269.8516705333504
2007-09-11,1262.9036111503901
2007-09-12,1274.3856507360053
2007-09-13,1281.052120016507
2007-09-14,1303.2542285310017
2007-09-17,1300.7375193115001
2007-09-18,1307.2173789889325
2007-09-19,1357.4383810431802
2007-09-20,1376.0781629891956
2007-09-21,1380.914262771899
2007-09-24,1427.226620092496
2007-09-25,1414.5802406756707
2007-09-26,1415.0217859208824
2007-09-27,1456.6868816102558
2007-09-28,1479.9693528407129
2007-10-01,1479.7697296672916
2007-10-02,1549.1447906997253
2007-10-03,1500.1683957143052
2007-10-04,1448.7432765445753
2007-10-05,1507.2926104672235
2007-10-08,1502.1446471552622
2007-10-09,1518.9563792164752
2007-10-10,1549.005685745177
2007-10-11,1599.7536497477893
2007-10-12,1587.1640888137952
2007-10-15,1628.0780062596862
2007-10-16,1609.2878095034541
2007-10-17,1614.5086936610887
2007-10-18,1631.6598250198665
2007-10-19,1631.9945926243768
2007-10-22,1565.8301771900872
2007-10-23,1621.3981036023724
2007-10-24,1622.2236218861424
2007-10-25,1631.5159845449525
2007-10-26,1640.9361103541437
2007-10-29,1690.792683341561
2007-10-30,1699.0471307670553
2007-10-31,1681.466749950583
2007-11-01,1687.6525646389205
2007-11-02,1639.028870500313
2007-11-05,1545.7812962416467
2007-11-06,1562.3283852978855
2007-11-07,1572.1324082974018
2007-11-08,1508.340259003414
2007-11-09,1494.7756285572136
2007-11-12,1410.3320477709458
2007-11-13,1407.4561118099957
2007-11-14,1496.7794392659391
2007-11-15,1471.9371033402326
2007-11-16,1411.9822035811728
2007-11-19,1400.8466314201737
2007-11-20,1425.591771398314
2007-11-21,1363.2773992851924
2007-11-22,1329.9640729093674
2007-11-23,1340.774807662966
2007-11-26,1405.7426205350837
2007-11-27,1385.263857830277
2007-11-28,1395.456978519363
2007-11-29,1450.5131812583718
2007-11-30,1460.9995418167555
2007-12-03,1458.8899015745176
2007-12-04,1464.1462617839293
2007-12-05,1490.282810884278
2007-12-06,1500.4982158217388
2007-12-07,1479.9447637012556
2007-12-10,1452.4898490178475
2007-12-11,1478.119961363871
2007-12-12,1437.3014936776406
2007-12-13,1391.7016937161
2007-12-14,1367.6854372442303
2007-12-17,1323.729873855922
2007-12-18,1323.3834871023084
2007-12-19,1347.499733876278
2007-12-20,1352.8956315649832
2007-12-21,1375.837598120124
2007-12-24,1410.346243548872
2007-12-25,1410.0389190237843
2007-12-26,1409.8635972629288
2007-12-27,1413.7415651715653
2007-12-28,1388.4681829108
2007-12-31,1405.2487899948537
2008-01-01,1405.2487899948537
2008-01-02,1393.4672486705515
2008-01-03,1355.0265339762054
2008-01-04,1388.1052806755197
2008-01-07,1360.4232798375501
2008-01-08,1366.2822165691684
2008-01-09,1395.7322144757202
2008-01-10,1388.9801098668252
2008-01-11,1379.4455444542575
2008-01-14,1349.1615962141236
2008-01-15,1314.36034419648
2008-01-16,1236.5930799644786
2008-01-17,1262.6747845552068
2008-01-18,1265.449244165083
2008-01-21,1183.7562169092378
2008-01-22,1063.4838116837113
2008-01-23,1170.0585806037857
2008-01-24,1147.4373382746344
2008-01-25,1231.2987048943949
2008-01-28,1172.3372711479913
2008-01-29,1177.8184252155631
2008-01-30,1139.1301542346723
2008-01-31,1130.8124345949386
2008-02-01,1189.4061725476172
2008-02-04,1251.1566031031625
2008-02-05,1249.404542905199
2008-02-06,1174.8486184436968
2008-02-07,1175.021174271089
2008-02-08,1175.0661972020976
2008-02-11,1131.1984201948796
2008-02-12,1149.2464515241097
2008-02-13,1167.19062234249
2008-02-14,1215.046378545675
2008-02-15,1234.9078564419294
2008-02-18,1219.0757612146347
2008-02-19,1240.76310872828
2008-02-20,1209.6057695257264
2008-02-21,1207.934059034582
2008-02-22,1190.1205680533596
2008-02-25,1180.69614010088
2008-02-26,1193.4802985229303
2008-02-27,1234.6316872528885
2008-02-28,1239.2519121965336
2008-02-29,1232.2368197950038
2008-03-03,1189.553203581291
2008-03-04,1153.562948758186
2008-03-05,1147.0935591650843
2008-03-06,1163.2360726120476
2008-03-07,1128.2805071455193
2008-03-10,1120.7989382715914
2008-03-11,1126.6248289816076
2008-03-12,1145.160322892024
2008-03-13,1081.812103851911
2008-03-14,1064.969027008596
2008-03-17,989.4573230071371
2008-03-18,988.139683719732
2008-03-19,1024.7664249994423
2008-03-20,975.4524806851884
2008-03-21,976.2102394875036
2008-03-24,975.7469855901776
2008-03-25,1052.7031419037132
2008-03-26,1065.1481210505979
2008-03-27,1069.2888755028966
2008-03-28,1114.6278978295238
2008-03-31,1092.5206885016778
2008-04-01,1100.5052431655695
2008-04-02,1142.934329465669
2008-04-03,1164.0727164519772
2008-04-04,1164.1472309396222
2008-04-07,1186.3295368222791
2008-04-08,1168.2603725514696
2008-04-09,1137.870111750935
2008-04-10,1151.0228064499163
2008-04-11,1180.776762665805
2008-04-14,1124.8840853347108
2008-04-15,1127.676273559821
2008-04-16,1126.9252478468893
2008-04-17,1147.3079110488823
2008-04-18,1135.5799416237444
2008-04-21,1160.4674988288166
2008-04-22,1184.3300001410582
2008-04-23,1214.0728629493005
2008-04-24,1255.9996605314168
2008-04-25,1238.2243475952432
2008-04-28,1244.3115450688356
2008-04-29,1258.762073510293
2008-04-30,1250.306594830182
2008-05-01,1250.522568547698
2008-05-02,1279.452705920475
2008-05-05,1281.349519498039
2008-05-06,1284.6219438994672
2008-05-07,1242.5524072592546
2008-05-08,1229.8390347950383
2008-05-09,1219.432714450518
2008-05-12,1219.2461210711272
2008-05-13,1239.3917065999415
2008-05-14,1240.807280774135
2008-05-15,1242.1030249592159
2008-05-16,1250.334537211415
2008-05-19,1258.473072034185
2008-05-20,1229.4619027247784
2008-05-21,1243.410112503392
2008-05-22,1221.5653949355208
2008-05-23,1211.9273429190898
2008-05-26,1178.8268056719196
2008-05-27,1193.1957145734032
2008-05-28,1193.0659996354157
2008-05-29,1200.5213711451695
2008-05-30,1211.946727223885
2008-06-02,1232.2682883694638
2008-06-03,1198.042136283106
2008-06-04,1181.9142652187627
2008-06-05,1177.4342008901892
2008-06-06,1187.1916261614822
2008-06-09,1187.3353419155467
2008-06-10,1128.7560477043244
2008-06-11,1121.1147734107983
2008-06-12,1107.0760721379859
2008-06-13,1086.122322795154
2008-06-16,1114.036044732894
2008-06-17,1113.8026382552516
2008-06-18,1133.03333964955
2008-06-19,1098.9419456294497
2008-06-20,1092.3328554618538
2008-06-23,1080.738152485717
2008-06-24,1066.9324261118488
2008-06-25,1080.159998544945
2008-06-26,1072.6851928467086
2008-06-27,1050.0736151936032
2008-06-30,1059.5125039904187
2008-07-01,1058.5917164993998
2008-07-02,1037.752484556007
2008-07-03,1005.5261258547578
2008-07-04,1010.383149644168
2008-07-07,1043.8732302045728
2008-07-08,1010.9552014981033
2008-07-09,1051.5335969470702
2008-07-10,1065.7307629207432
2008-07-11,1086.7888548181309
2008-07-14,1078.9597566430155
2008-07-15,1033.7955926857878
2008-07-16,1034.1457441337752
2008-07-17,1056.8816892588925
2008-07-18,1063.4291942167238
2008-07-21,1089.2254291946003
2008-07-22,1086.9113846423536
2008-07-23,1119.6688933141525
2008-07-24,1117.2529402927253
2008-07-25,1086.9371462526576
2008-07-28,1085.3093595745813
2008-07-29,1065.859266694565
2008-07-30,1086.6376186488224
2008-07-31,1092.7936047925516
2008-08-01,1095.7016801472103
2008-08-04,1074.69788649714
2008-08-05,1044.2162045865969
2008-08-06,1043.7849992235685
2008-08-07,1041.055108294277
2008-08-08,1025.496912524899
2008-08-11,1018.8794616903764
2008-08-12,1004.9978966351396
2008-08-13,984.6295947088438
2008-08-14,994.617789615981
2008-08-15,987.8029710361293
2008-08-18,972.2375790692901
2008-08-19,954.2870657312878
2008-08-20,983.3219628887028
2008-08-21,962.9777150510952
2008-08-22,962.684021662021
2008-08-25,993.6475536476714
2008-08-26,993.9219050477045
2008-08-27,1020.008817300375
2008-08-28,998.6904052797888
2008-08-29,1013.5909238021595
2008-09-01,995.1984190959347
2008-09-02,994.8569819608816
2008-09-03,970.3016875051951
2008-09-04,957.1678318803915
2008-09-05,936.8569100669405
2008-09-08,970.6115547220217
2008-09-09,948.3342246068232
2008-09-10,920.6682692924251
2008-09-11,881.9274285130793
2008-09-12,876.8176470502704
2008-09-15,877.2265809088435
2008-09-16,817.6165718485743
2008-09-17,784.1831747053512
2008-09-18,783.6941327902476
2008-09-19,888.1046648411597
2008-09-22,903.4013312764589
2008-09-23,855.9886112318002
2008-09-24,854.9288246577848
2008-09-25,852.79109904148
2008-09-26,839.941360015341
2008-09-29,796.7435098077234
2008-09-30,805.2112168012133
2008-10-01,804.9995963517707
2008-10-02,825.5806581383806
2008-10-03,803.4435482286855
2008-10-06,751.2066738722434
2008-10-07,750.9319099710898
2008-10-08,673.5137911047117
2008-10-09,698.2046918494841
2008-10-10,650.9991689354673
2008-10-13,726.9623263650992
2008-10-14,765.0603392751351
2008-10-15,721.8562540707056
2008-10-16,675.3785489035315
2008-10-17,645.5576650233762
2008-10-20,680.9920154332202
2008-10-21,662.4798923609815
2008-10-22,611.8134772239885
2008-10-23,590.035187805716
2008-10-24,547.606136856348
2008-10-27,480.8719915093833
2008-10-28,531.029331416901
2008-10-29,543.0811244567801
2008-10-30,620.4527027194183
2008-10-31,617.5694385979745
2008-11-03,632.4564589632336
2008-11-04,638.6253091081826
2008-11-05,666.7615212679793
2008-11-06,611.471162757289
2008-11-07,624.8439247836792
2008-11-10,671.5904632555414
2008-11-11,647.7748677537138
2008-11-12,642.9955783023871
2008-11-13,615.4346385631183
2008-11-14,634.8069719084458
2008-11-17,635.654820744549
2008-11-18,605.3705469860771
2008-11-19,600.3758776609901
2008-11-20,572.2705845320525
2008-11-21,584.8107935656698
2008-11-24,581.2490645571412
2008-11-25,602.0596890620182
2008-11-26,619.012409106019
2008-11-27,633.250486450842
2008-11-28,643.4991798851456
2008-12-01,651.96430470886
2008-12-02,623.2413079229262
2008-12-03,643.211612215959
2008-12-04,639.3032399045436
2008-12-05,651.1870917617825
2008-12-08,701.7515268452763
2008-12-09,689.1025037709261
2008-12-10,726.3242555544284
2008-12-11,721.4305454881372
2008-12-12,680.6584426369526
2008-12-15,691.7546089778239
2008-12-16,697.9286387318596
2008-12-17,728.2060435052313
2008-12-18,737.821332110014
2008-12-19,728.7352619249914
2008-12-22,708.6390281951384
2008-12-23,679.2177770283091
2008-12-24,676.5508343011254
2008-12-25,676.5480782939258
2008-12-26,676.6659610904622
2008-12-29,686.2627385630116
2008-12-30,684.382058685982
2008-12-31,693.8657022341519
2009-01-01,693.8657022341519
2009-01-02,720.8276715219994
2009-01-05,751.2272266634751
2009-01-06,745.8795136631372
2009-01-07,713.5640638563951
2009-01-08,678.6151998596508
2009-01-09,677.8166635652432
2009-01-12,650.716397896505
2009-01-13,637.822405293558
2009-01-14,651.2559519743976
2009-01-15,633.711029467256
2009-01-16,641.0104429970671
2009-01-19,648.230671064125
2009-01-20,632.732739385711
2009-01-21,617.0431802009591
2009-01-22,620.5395066499121
2009-01-23,611.828939734748
2009-01-26,611.852407573357
2009-01-27,611.6021775139163
2009-01-28,611.6842614995668
2009-01-29,635.4430519085704
2009-01-30,649.0969889204081
2009-02-02,630.3234357187436
2009-02-03,633.5903743742238
2009-02-04,651.6113612061963
2009-02-05,661.9628221924111
2009-02-06,679.7665957942866
2009-02-09,682.5549050772894
2009-02-10,687.2730155967223
2009-02-11,671.112417127916
2009-02-12,657.4864354120464
2009-02-13,672.6973434046668
2009-02-16,669.3708754650291
2009-02-17,643.179804663546
2009-02-18,648.1062803088437
2009-02-19,654.9658644275113
2009-02-20,639.9333190490283
2009-02-23,656.7683367575871
2009-02-24,637.8468251655174
2009-02-25,648.4441959877395
2009-02-26,634.2187448173673
2009-02-27,628.4952788331707
2009-03-02,604.9445536081088
2009-03-03,607.7003111203859
2009-03-04,631.4226339151886
2009-03-05,630.8666285539811
2009-03-06,625.131456966379
2009-03-09,620.3306856493892
2009-03-10,631.7922402819119
2009-03-11,642.3420508530115
2009-03-12,641.3459867412301
2009-03-13,662.1529004972298
2009-03-16,685.6370655178965
2009-03-17,677.8767665684652
2009-03-18,685.3687965489432
2009-03-19,694.5635731683602
2009-03-20,676.6720931999658
2009-03-23,710.199191808082
2009-03-24,721.9885346595674
2009-03-25,709.2886638489744
2009-03-26,740.1871705682065
2009-03-27,743.2982126398749
2009-03-30,706.6946870915133
2009-03-31,719.0754559854886
2009-04-01,720.0540269067811
2009-04-02,754.4066792457747
2009-04-03,752.2171699281052
2009-04-06,763.6189694356714
2009-04-07,758.8934594930801
2009-04-08,741.4749780211622
2009-04-09,763.4529043522691
2009-04-10,763.9876663484563
2009-04-13,764.7176671577755
2009-04-14,794.2107769396433
2009-04-15,804.4470735230386
2009-04-16,793.3623048200302
2009-04-17,787.7640991871316
2009-04-20,801.0561678422439
2009-04-21,787.3040219664498
2009-04-22,769.3104300982307
2009-04-23,786.3388633001463
2009-04-24,790.7911849336981
2009-04-27,765.2516750882919
2009-04-28,752.9460170361642
2009-04-29,779.029766628068
2009-04-30,800.8731094115357
2009-05-01,800.8833553041525
2009-05-04,844.4477425072445
2009-05-05,840.6491011127564
2009-05-06,852.4942575062172
2009-05-07,858.7379944865701
2009-05-08,867.3258292772433
2009-05-11,851.0623140152563
2009-05-12,845.7549092549446
2009-05-13,844.2284189307235
2009-05-14,828.1225151405378
