Date,BRAZIL MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,1002.3528565094296
2001-06-04,1020.2988465122695
2001-06-05,1015.349439170861
2001-06-06,1010.462939173039
2001-06-07,1015.0980799323065
2001-06-08,1018.516792369598
2001-06-11,1007.8793683025694
2001-06-12,997.9432492217047
2001-06-13,997.843585794519
2001-06-14,991.873405479264
2001-06-15,979.1912919320902
2001-06-18,929.5408208726471
2001-06-19,930.2355530914897
2001-06-20,938.6424390536955
2001-06-21,965.5550977373757
2001-06-22,998.3242326761805
2001-06-25,1005.1537786507567
2001-06-26,996.7353688571179
2001-06-27,979.6658696775387
2001-06-28,1002.4407865170211
2001-06-29,1009.3925796584396
2001-07-02,1000.3456188382183
2001-07-03,975.2343610797477
2001-07-04,941.685315228729
2001-07-05,929.0788183240073
2001-07-06,897.7674952015491
2001-07-09,916.8464111829568
2001-07-10,882.5054303709117
2001-07-11,874.2930168260432
2001-07-12,888.1246435958083
2001-07-13,891.403523443804
2001-07-16,863.5173117538998
2001-07-17,897.8552517198075
2001-07-18,910.8914181044677
2001-07-19,896.762198613638
2001-07-20,917.8109934695412
2001-07-23,944.4976465831783
2001-07-24,929.5428782110896
2001-07-25,912.647541338521
2001-07-26,909.3006011238425
2001-07-27,914.5608299644246
2001-07-30,925.1195667994787
2001-07-31,936.9312238202324
2001-08-01,905.7402410972492
2001-08-02,911.6304563998796
2001-08-03,914.6899288845743
2001-08-06,935.4081366419678
2001-08-07,944.958000296288
2001-08-08,936.9965050079577
2001-08-09,937.1048707512278
2001-08-10,938.3139410263983
2001-08-13,925.3750196349375
2001-08-14,920.4067898208244
2001-08-15,919.0630021834172
2001-08-16,916.6187967319406
2001-08-17,877.9529704299027
2001-08-20,875.5608348377087
2001-08-21,864.3447029368067
2001-08-22,871.1172364053157
2001-08-23,862.5701217215058
2001-08-24,865.0183152068615
2001-08-27,864.1876181781813
2001-08-28,864.7335845386687
2001-08-29,874.2497572490673
2001-08-30,863.5997961812393
2001-08-31,860.5830902017074
2001-09-03,847.6242785819966
2001-09-04,853.1885244980929
2001-09-05,861.0430034949151
2001-09-06,839.9351866443734
2001-09-07,843.3502183809719
2001-09-10,823.9377490538529
2001-09-11,752.2880024082954
2001-09-12,762.6413621109388
2001-09-13,692.2173054666135
2001-09-14,686.3767020420709
2001-09-17,736.9421271847225
2001-09-18,738.0033711719406
2001-09-19,733.8662640377889
2001-09-20,702.2424298731149
2001-09-21,679.8779188736033
2001-09-24,692.2723435540565
2001-09-25,696.067707008122
2001-09-26,674.814576285883
2001-09-27,694.3917034566007
2001-09-28,714.0700316011483
2001-10-01,700.7240860911916
2001-10-02,689.6627967420732
2001-10-03,678.0569353201068
2001-10-04,679.3982062154952
2001-10-05,679.7320500576578
2001-10-08,668.4203588932172
2001-10-09,683.0174205438444
2001-10-10,696.7657392959279
2001-10-11,714.1169683464556
2001-10-12,713.6033998686804
2001-10-15,739.569357765724
2001-10-16,734.8017591023373
2001-10-17,751.5164137382229
2001-10-18,735.4148780366509
2001-10-19,740.9272498776052
2001-10-22,770.8020578837483
2001-10-23,770.7504294929715
2001-10-24,757.6359421475847
2001-10-25,761.1283042124287
2001-10-26,771.5238760744096
2001-10-29,757.8651955862424
2001-10-30,741.4729082174265
2001-10-31,763.318270058584
2001-11-01,767.1668963977882
2001-11-02,773.9115361528754
2001-11-05,822.6539114508769
2001-11-06,837.3012221099032
2001-11-07,841.4281882641558
2001-11-08,846.9099816850983
2001-11-09,856.9440640956411
2001-11-12,838.9078781340872
2001-11-13,862.9845671722882
2001-11-14,856.1749310280857
2001-11-15,852.9783651625847
2001-11-16,855.4209447919701
2001-11-19,875.6099594992098
2001-11-20,857.8079664274368
2001-11-21,863.7683157265762
2001-11-22,873.6239473558346
2001-11-23,890.5659248450273
2001-11-26,912.5051776648477
2001-11-27,913.7794883128433
2001-11-28,874.638644169086
2001-11-29,860.0647656816418
2001-11-30,849.832641322419
2001-12-03,895.4056433801413
2001-12-04,899.0107710784633
2001-12-05,917.5108284306398
2001-12-06,926.0850377861275
2001-12-07,931.9739772430981
2001-12-10,954.1100907047426
2001-12-11,953.6167466783354
2001-12-12,948.8246844235757
2001-12-13,919.9740809383655
2001-12-14,911.464594560994
2001-12-17,918.817371329444
2001-12-18,944.3258317574149
2001-12-19,953.3281014882956
2001-12-20,937.8224237725684
2001-12-21,942.4438070164697
2001-12-24,946.4773777719433
2001-12-25,946.4773777719433
2001-12-26,953.0217970220551
2001-12-27,970.9129986943976
2001-12-28,972.0874231406663
2001-12-31,977.1361351413966
2002-01-01,977.1361351413966
2002-01-02,998.9617816570686
2002-01-03,1030.9309847829738
2002-01-04,1016.9335013750396
2002-01-07,1006.5185208807991
2002-01-08,1000.0737571871774
2002-01-09,986.4035146503363
2002-01-10,956.7862930343824
2002-01-11,948.0059110504372
2002-01-14,924.4537752627504
2002-01-15,936.890953449282
2002-01-16,935.8029162060533
2002-01-17,963.6166224507452
2002-01-18,962.6912861582683
2002-01-21,951.4764343221649
2002-01-22,950.9736494829783
2002-01-23,956.3211861094286
2002-01-24,949.5871254613902
2002-01-25,944.4659337455644
2002-01-28,939.0185684358573
2002-01-29,912.3186132086204
2002-01-30,912.7428937952752
2002-01-31,938.2201489676958
2002-02-01,934.3542280647258
2002-02-04,928.788355042471
2002-02-05,940.4169350044219
2002-02-06,941.8741235280246
2002-02-07,926.4065337788564
2002-02-08,917.6798993027047
2002-02-11,918.0534714172184
2002-02-12,918.0534714172184
2002-02-13,945.8907603656373
2002-02-14,966.2063710561666
2002-02-15,968.3624051677704
2002-02-18,963.7345009634174
2002-02-19,960.3335284056083
2002-02-20,971.0169737286642
2002-02-21,993.7551567015587
2002-02-22,996.972052952408
2002-02-25,1027.7010721521044
2002-02-26,1026.5996128828704
2002-02-27,1049.7334724235945
2002-02-28,1057.0665043466759
2002-03-01,1078.218315489658
2002-03-04,1087.5483024846662
2002-03-05,1059.4662476822132
2002-03-06,1052.1024012181047
2002-03-07,1041.4737100280813
2002-03-08,1055.7065570546317
2002-03-11,1042.51450947761
2002-03-12,1072.2945608818427
2002-03-13,1084.439353953532
2002-03-14,1077.853013673778
2002-03-15,1089.977084638646
2002-03-18,1088.755202919287
2002-03-19,1088.699886905825
2002-03-20,1090.0377147958238
2002-03-21,1066.0789799041652
2002-03-22,1038.6333699302636
2002-03-25,1038.5371049314551
2002-03-26,1064.7470663588479
2002-03-27,1065.7480393485375
2002-03-28,1064.616288219742
2002-03-29,1064.616288219742
2002-04-01,1083.0649355087007
2002-04-02,1076.4964755228134
2002-04-03,1071.6283945924467
2002-04-04,1080.4698421262226
2002-04-05,1089.0901133069601
2002-04-08,1089.388882291131
2002-04-09,1092.8995643280828
2002-04-10,1118.0253265415
2002-04-11,1118.9831664165258
2002-04-12,1124.580669856576
2002-04-15,1104.6967256034607
2002-04-16,1119.064476039161
2002-04-17,1127.6990309896964
2002-04-18,1104.2627012182045
2002-04-19,1098.6971104285644
2002-04-22,1090.0004225958949
2002-04-23,1090.0082713903473
2002-04-24,1094.7783747580997
2002-04-25,1084.9466178099863
2002-04-26,1072.9519512524055
2002-04-29,1067.7868473459944
2002-04-30,1070.4137038481208
2002-05-01,1071.5471364019627
2002-05-02,1038.7111847920369
2002-05-03,1022.2602218539771
2002-05-06,1003.2771134529197
2002-05-07,1008.906076022749
2002-05-08,1019.1542641357629
2002-05-09,978.2541278853002
2002-05-10,970.2780766916687
2002-05-13,964.8540705671156
2002-05-14,968.0836149634365
2002-05-15,975.1788376559477
2002-05-16,1000.2021479353173
2002-05-17,1002.4315192597103
2002-05-20,997.3905586726241
2002-05-21,999.6091635792621
2002-05-22,982.1887008049687
2002-05-23,978.4750638593689
2002-05-24,982.885862778619
2002-05-27,984.756632175295
2002-05-28,982.1807022035886
2002-05-29,994.1848394362415
2002-05-30,997.944694521689
2002-05-31,970.7844355176027
2002-06-03,965.2687733977307
2002-06-04,964.582255076013
2002-06-05,945.8017982887362
2002-06-06,908.206131810741
2002-06-07,894.4289486882417
2002-06-10,929.3877337821483
2002-06-11,912.3996462067174
2002-06-12,877.0890000414516
2002-06-13,880.4270109600786
2002-06-14,853.2902533395061
2002-06-17,878.5622033284566
2002-06-18,878.2055247690372
2002-06-19,850.8986036129189
2002-06-20,795.0455216093472
2002-06-21,757.9834977308801
2002-06-24,753.5603646610675
2002-06-25,782.8008767560304
2002-06-26,775.2900887097812
2002-06-27,796.3316558671659
2002-06-28,807.7434134337695
2002-07-01,802.9612714441773
2002-07-02,786.3842521987369
2002-07-03,788.9807348666235
2002-07-04,800.2942060958505
2002-07-05,781.906182568734
2002-07-08,785.4208457863789
2002-07-09,789.2736460109793
2002-07-10,780.3741377769652
2002-07-11,789.1791327414898
2002-07-12,805.493366801087
2002-07-15,781.5472209949783
2002-07-16,780.8821652156519
2002-07-17,788.5278001343444
2002-07-18,791.2296848991209
2002-07-19,790.2876493180556
2002-07-22,750.33826742847
2002-07-23,723.3060419441302
2002-07-24,724.9726768081409
2002-07-25,689.9156536905792
2002-07-26,655.8564978390253
2002-07-29,643.0547964469152
2002-07-30,611.2330109943366
2002-07-31,584.9271284179375
2002-08-01,611.0219524342491
2002-08-02,697.2266538226759
2002-08-05,670.3613583815389
2002-08-06,646.4728509071368
2002-08-07,685.1338423636116
2002-08-08,754.5799191005453
2002-08-09,721.4412789545527
2002-08-12,683.4544147574569
2002-08-13,643.1281301362859
2002-08-14,635.9976936770923
2002-08-15,625.064487617075
2002-08-16,648.3588174394
2002-08-19,655.4688172485814
2002-08-20,653.9074371341661
2002-08-21,661.0610475980154
2002-08-22,663.3708482223349
2002-08-23,668.6240106296883
2002-08-26,694.8853681376629
2002-08-27,710.9423668682842
2002-08-28,693.7431575618215
2002-08-29,691.0466329941071
2002-08-30,709.3782033528581
2002-09-02,710.79195514266
2002-09-03,692.3062562823343
2002-09-04,681.1586455122343
2002-09-05,671.4319509284193
2002-09-06,665.6976245829953
2002-09-09,683.574936470829
2002-09-10,693.273904276552
2002-09-11,707.797939495512
2002-09-12,698.3224823932629
2002-09-13,695.2594551591113
2002-09-16,671.3975952532805
2002-09-17,653.0240674703348
2002-09-18,627.507712079026
2002-09-19,617.5165618107073
2002-09-20,610.7138677653485
2002-09-23,587.491759775056
2002-09-24,580.0890519639262
2002-09-25,552.0902102735677
2002-09-26,553.8669832352729
2002-09-27,524.9984041525813
2002-09-30,511.15916751818725
2002-10-01,543.8175152101112
2002-10-02,566.7548713645508
2002-10-03,567.2168648094566
2002-10-04,573.3513978933373
2002-10-07,559.3542857898213
2002-10-08,552.1448221553278
2002-10-09,524.4467302388301
2002-10-10,528.6937727153077
2002-10-11,521.6218790865572
2002-10-14,511.6740186108523
2002-10-15,513.8012435606897
2002-10-16,510.7428812980225
2002-10-17,522.682668711026
2002-10-18,536.6467554440563
2002-10-21,534.750441068881
2002-10-22,544.5752047660018
2002-10-23,580.0175560612389
2002-10-24,581.2459075688921
2002-10-25,608.3520390819803
2002-10-28,602.338824008637
2002-10-29,589.2239323524731
2002-10-30,622.6957153283802
2002-10-31,644.5996388505681
2002-11-01,647.4530750256793
2002-11-04,651.1563031319998
2002-11-05,630.1958117820985
2002-11-06,621.8777224091385
2002-11-07,623.2334802323824
2002-11-08,642.2056488589176
2002-11-11,650.4678022879908
2002-11-12,630.0816831823212
2002-11-13,616.5402338937954
2002-11-14,620.7161128810297
2002-11-15,619.2862790166696
2002-11-18,648.796284290799
2002-11-19,638.663069751724
2002-11-20,649.7347098146536
2002-11-21,663.8122216119017
2002-11-22,651.4767132894386
2002-11-25,654.7355376843991
2002-11-26,635.0290760930666
2002-11-27,639.8177146154238
2002-11-28,638.3015129255335
2002-11-29,650.059545291182
2002-12-02,660.05151140307
2002-12-03,649.7714024234178
2002-12-04,640.5987044509925
2002-12-05,626.7262319783616
2002-12-06,635.2841451059512
2002-12-09,618.6493213339995
2002-12-10,625.5653262741477
2002-12-11,634.1044522788505
2002-12-12,640.3489076447712
2002-12-13,641.0088087240304
2002-12-16,665.0547107614125
2002-12-17,674.8478825235844
2002-12-18,690.0450268124526
2002-12-19,709.5722979281409
2002-12-20,730.7230270954708
2002-12-23,715.0493265902084
2002-12-24,713.6212680206986
2002-12-25,713.6212680206986
2002-12-26,704.1740904404943
2002-12-27,696.2070218473765
2002-12-30,710.517613610904
2002-12-31,710.1161912303329
2003-01-01,710.1161912303329
2003-01-02,718.5850811954589
2003-01-03,728.0500753589095
2003-01-06,761.717276319013
2003-01-07,750.2630165525136
2003-01-08,757.3864264076503
2003-01-09,768.6908529951328
2003-01-10,781.9766980234542
2003-01-13,772.8921213359075
2003-01-14,779.9688265500528
2003-01-15,771.6295462597957
2003-01-16,770.5071546608746
2003-01-17,740.3202062595195
2003-01-20,729.1345788986437
2003-01-21,714.2597392674274
2003-01-22,693.637197982501
2003-01-23,690.200983292934
2003-01-24,661.1647602424761
2003-01-27,648.0796331718255
2003-01-28,643.3171179753533
2003-01-29,660.9230142999448
2003-01-30,671.1332605604454
2003-01-31,686.2415868960661
2003-02-03,698.6106725199594
2003-02-04,680.3195569140318
2003-02-05,680.8688060444485
2003-02-06,672.2593049886234
2003-02-07,671.1698684581517
2003-02-10,669.5000793589514
2003-02-11,680.1078676424626
2003-02-12,673.7047905498385
2003-02-13,645.5803577294397
2003-02-14,645.8851522532526
2003-02-17,652.9626643454656
2003-02-18,668.5278129930366
2003-02-19,657.9858723131615
2003-02-20,651.1918622821805
2003-02-21,657.2977286069207
2003-02-24,657.0966893433605
2003-02-25,651.6630498724642
2003-02-26,650.0535227985486
2003-02-27,657.7572045766683
2003-02-28,669.9832084779216
2003-03-03,670.1709840408358
2003-03-04,670.7349427931844
2003-03-05,664.166344703488
2003-03-06,684.7373577665248
2003-03-07,692.4767775381947
2003-03-10,673.8735915218263
2003-03-11,679.300950828693
2003-03-12,691.3900191848389
2003-03-13,708.0844933363167
2003-03-14,725.5345173749387
2003-03-17,720.5848205426511
2003-03-18,729.2437643953053
2003-03-19,720.8541701140755
2003-03-20,722.7285823037124
2003-03-21,741.4384506867785
2003-03-24,730.2626485062752
2003-03-25,740.0008635069682
2003-03-26,743.2958452038088
2003-03-27,740.668730701569
2003-03-28,752.843064094041
2003-03-31,756.2350174500774
2003-04-01,767.756713976161
2003-04-02,792.1945147841545
2003-04-03,799.6258453222418
2003-04-04,811.459131805093
2003-04-07,821.9521536890403
2003-04-08,807.991957935264
2003-04-09,805.4787395960268
2003-04-10,794.8199354766707
2003-04-11,793.0950776594871
2003-04-14,804.3281664641997
2003-04-15,827.568606248077
2003-04-16,839.2682576521379
2003-04-17,871.7008802016518
2003-04-18,871.7008802016518
2003-04-21,865.81295003884
2003-04-22,856.7035683158538
2003-04-23,865.9084849230627
2003-04-24,861.4009744283625
2003-04-25,853.2309078558085
2003-04-28,868.6385224049145
2003-04-29,901.0628052248976
2003-04-30,914.9545082917467
2003-05-01,906.7824652771175
2003-05-02,923.9545143740344
2003-05-05,907.6793258208733
2003-05-06,882.6486723865106
2003-05-07,912.1547123276881
2003-05-08,925.4958027370304
2003-05-09,954.91979220934
2003-05-12,963.3628927852156
2003-05-13,970.289380608317
2003-05-14,956.720860764321
2003-05-15,930.7629866534669
2003-05-16,915.8264059201367
2003-05-19,900.870441967496
2003-05-20,891.9456390817278
2003-05-21,903.3077400393825
2003-05-22,914.2927303524301
2003-05-23,932.8020747517165
2003-05-26,927.7222646213029
2003-05-27,912.8395953877477
2003-05-28,917.8349949608855
2003-05-29,941.3314310520323
2003-05-30,931.8903328660467
2003-06-02,923.2547496187921
2003-06-03,926.7555907119461
2003-06-04,962.7530416696718
2003-06-05,970.1468283272745
2003-06-06,983.4248378321712
2003-06-09,976.1063888923472
2003-06-10,972.6481931884327
2003-06-11,964.7251512113482
2003-06-12,980.1796642611678
2003-06-13,974.5484789791093
2003-06-16,985.5692785186125
2003-06-17,981.3954376958201
2003-06-18,964.4346521141433
2003-06-19,962.4306320578021
2003-06-20,944.8304482269117
2003-06-23,937.5173443338467
2003-06-24,950.2852532367632
2003-06-25,954.3960805962618
2003-06-26,949.4170315645014
2003-06-27,956.6785883282095
2003-06-30,947.8381696506655
2003-07-01,973.9583909233152
2003-07-02,977.4493960617599
2003-07-03,970.5935505010666
2003-07-04,985.5519014598143
2003-07-07,988.0909520773231
2003-07-08,992.2088253001981
2003-07-09,995.3224513210143
2003-07-10,982.2490864355435
2003-07-11,970.2927961998121
2003-07-14,992.0269351329439
2003-07-15,994.7864672979925
2003-07-16,984.9536410535748
2003-07-17,991.4772581916726
2003-07-18,994.8537904519367
2003-07-21,994.6606976382484
2003-07-22,1000.2447405944827
2003-07-23,1003.7982977657813
2003-07-24,1007.0242106550493
2003-07-25,1019.5561098444622
2003-07-28,1022.9700247300194
2003-07-29,1015.3937213202227
2003-07-30,1000.8634992379308
2003-07-31,1004.7899496475465
2003-08-01,973.3186567135723
2003-08-04,936.5991307528568
2003-08-05,949.1239376286829
2003-08-06,940.600860458726
2003-08-07,971.2014813776025
2003-08-08,989.4998377945286
2003-08-11,994.6079052788216
2003-08-12,990.9712579842734
2003-08-13,994.7519952487426
2003-08-14,1016.0446727119233
2003-08-15,1028.6230628822905
2003-08-18,1043.0326268963158
2003-08-19,1036.5611982683126
2003-08-20,1052.8246262479045
2003-08-21,1065.0762921042576
2003-08-22,1065.2220805108013
2003-08-25,1056.903022244142
2003-08-26,1076.3400244998586
2003-08-27,1099.6724591884076
2003-08-28,1104.37840449229
2003-08-29,1115.3180911396323
2003-09-01,1122.4830790450164
2003-09-02,1127.6810902300085
2003-09-03,1153.2530188980252
2003-09-04,1166.9700210812184
2003-09-05,1187.745674927768
2003-09-08,1187.6920842065251
2003-09-09,1152.2557785396803
2003-09-10,1170.5704435441553
2003-09-11,1187.636543505876
2003-09-12,1193.379218941992
2003-09-15,1175.2819312474048
2003-09-16,1176.0928032420059
2003-09-17,1182.6933543377093
2003-09-18,1201.6974751045473
2003-09-19,1194.9402126715734
2003-09-22,1183.2170502775505
2003-09-23,1165.3171254793322
2003-09-24,1145.8765816627972
2003-09-25,1120.9608063011003
2003-09-26,1114.3459311962172
2003-09-29,1137.525165891643
2003-09-30,1134.719843781399
2003-10-01,1185.9072693676524
2003-10-02,1206.291344090824
2003-10-03,1230.6435981807845
2003-10-06,1246.3999571652378
2003-10-07,1251.4501407471978
2003-10-08,1278.3589741653393
2003-10-09,1267.654226440454
2003-10-10,1264.6426491395362
2003-10-13,1296.0774777806007
2003-10-14,1294.7633616349785
2003-10-15,1283.3763503975113
2003-10-16,1275.4554240089883
2003-10-17,1262.4590207135454
2003-10-20,1278.9009944576892
2003-10-21,1280.7233579037372
2003-10-22,1264.4772150217586
2003-10-23,1234.8546264756537
2003-10-24,1242.0149086152883
2003-10-27,1245.9345492669324
2003-10-28,1264.4098518080457
2003-10-29,1254.3211286939284
2003-10-30,1268.9306445124712
2003-10-31,1256.993122892581
2003-11-03,1286.151693057198
2003-11-04,1289.708078325059
2003-11-05,1268.7807868384848
2003-11-06,1263.9013993670862
2003-11-07,1270.8006071867217
2003-11-10,1250.1339122217473
2003-11-11,1247.6058247983915
2003-11-12,1258.0609505129437
2003-11-13,1249.770966925105
2003-11-14,1263.984250618864
2003-11-17,1240.1761315637962
2003-11-18,1250.288833946413
2003-11-19,1242.1142975254336
2003-11-20,1255.7266967642036
2003-11-21,1269.9053293232112
2003-11-24,1295.5969584778786
2003-11-25,1302.2486221485467
2003-11-26,1293.3682804925554
2003-11-27,1307.8845056539471
2003-11-28,1326.9981073535596
2003-12-01,1358.767564923951
2003-12-02,1356.8546713562396
2003-12-03,1364.2792941640694
2003-12-04,1354.2083303965019
2003-12-05,1377.1285876182706
2003-12-08,1386.8317424420472
2003-12-09,1418.1273322223494
2003-12-10,1405.2279685307315
2003-12-11,1412.8503038403514
2003-12-12,1407.1760820505026
2003-12-15,1403.3938798282893
2003-12-16,1401.0608115942687
2003-12-17,1421.2577544918718
2003-12-18,1458.7650686037614
2003-12-19,1471.7664313083467
2003-12-22,1508.8890859578294
2003-12-23,1510.3400181041911
2003-12-24,1511.2226506345378
2003-12-25,1511.2226506345378
2003-12-26,1519.8602974636883
2003-12-29,1554.9203837035332
2003-12-30,1553.7780046187415
2003-12-31,1560.779430636088
2004-01-01,1560.779430636088
2004-01-02,1584.9460496792792
2004-01-05,1671.8896300968113
2004-01-06,1678.2067813386498
2004-01-07,1658.2190680441543
2004-01-08,1676.3037234902072
2004-01-09,1684.2707819498776
2004-01-12,1714.5747613112874
2004-01-13,1706.0209016163412
2004-01-14,1659.698974853297
2004-01-15,1637.6311981470635
2004-01-16,1631.3853311623395
2004-01-19,1634.4336386339887
2004-01-20,1658.7909114112967
2004-01-21,1624.4392839396473
2004-01-22,1613.1069989193702
2004-01-23,1637.704065240105
2004-01-26,1678.6396580412943
2004-01-27,1678.0714853532295
2004-01-28,1639.1733335411236
2004-01-29,1515.7733724002999
2004-01-30,1498.6168314420147
2004-02-02,1485.7231015441312
2004-02-03,1526.2473715707335
2004-02-04,1513.979162226293
2004-02-05,1464.8113327051342
2004-02-06,1503.8405013567651
2004-02-09,1510.4386911922363
2004-02-10,1532.8271758346489
2004-02-11,1584.0514482039641
2004-02-12,1595.19565824303
2004-02-13,1560.0658178314661
2004-02-16,1542.1108976669025
2004-02-17,1567.773778246403
2004-02-18,1542.472166111919
2004-02-19,1481.9019195469846
2004-02-20,1475.1695186264067
2004-02-23,1485.8844323596727
2004-02-24,1485.2321344627803
2004-02-25,1510.9714518394785
2004-02-26,1511.6579961435873
2004-02-27,1556.9026090457855
2004-03-01,1615.010797656205
2004-03-02,1595.8795840526714
2004-03-03,1599.502105290401
2004-03-04,1594.2461639021792
2004-03-05,1608.5164885602503
2004-03-08,1597.1648285304948
2004-03-09,1586.730154531079
2004-03-10,1516.5033523197594
2004-03-11,1461.3767510338687
2004-03-12,1511.7190935509261
2004-03-15,1480.1534244562372
2004-03-16,1493.148306936932
2004-03-17,1520.1739031063064
2004-03-18,1540.057208835524
2004-03-19,1539.2010645227922
2004-03-22,1500.8852380621486
2004-03-23,1486.1863504071619
2004-03-24,1467.0716325112553
2004-03-25,1464.6251677031278
2004-03-26,1495.7351752275902
2004-03-29,1504.289572638905
2004-03-30,1535.6637938336733
2004-03-31,1550.247348647184
2004-04-01,1584.783374906389
2004-04-02,1604.404765502445
2004-04-05,1605.2339877214592
2004-04-06,1610.8740330049861
2004-04-07,1574.0595848473424
2004-04-08,1581.2069220423828
2004-04-09,1581.2069220423828
2004-04-12,1586.4589219596546
2004-04-13,1569.2496995602328
2004-04-14,1543.3160550386676
2004-04-15,1511.6565958865506
2004-04-16,1504.7602380914734
2004-04-19,1497.7274950973049
2004-04-20,1459.477631854888
2004-04-21,1453.9983642950233
2004-04-22,1446.7394417074324
2004-04-23,1473.4105175104423
2004-04-26,1457.449061883498
2004-04-27,1460.4735752338227
2004-04-28,1397.4830395338113
2004-04-29,1349.7900131775964
2004-04-30,1329.0451549907843
2004-05-03,1344.655200748722
2004-05-04,1358.645520601419
2004-05-05,1369.4526992196345
2004-05-06,1302.5542193130166
2004-05-07,1254.5183554353323
2004-05-10,1171.9382666386907
2004-05-11,1238.3060848562304
2004-05-12,1232.808919221128
2004-05-13,1245.6508190374118
2004-05-14,1243.8997323799126
2004-05-17,1206.7547150337925
2004-05-18,1244.9642351504908
2004-05-19,1269.1529959793354
2004-05-20,1220.996817467439
2004-05-21,1213.7175803899568
2004-05-24,1242.053458902974
2004-05-25,1261.590385382681
2004-05-26,1277.2132823760562
2004-05-27,1304.4440423668837
2004-05-28,1316.3425725688667
2004-05-31,1317.7015347448848
2004-06-01,1304.799597561644
2004-06-02,1325.801450413598
2004-06-03,1299.0005844827385
2004-06-04,1322.1368392554396
2004-06-07,1370.6963607838543
2004-06-08,1357.5010015416294
2004-06-09,1328.4000005756873
2004-06-10,1329.8947441866871
2004-06-11,1320.9393737107246
2004-06-14,1291.1887482314937
2004-06-15,1330.6769226440774
2004-06-16,1334.024636898776
2004-06-17,1333.543485796551
2004-06-18,1332.4890584992238
2004-06-21,1330.417276131954
2004-06-22,1320.2922362982558
2004-06-23,1357.0041776997364
2004-06-24,1362.683026226163
2004-06-25,1363.9588314787952
2004-06-28,1338.4669102223208
2004-06-29,1364.2112395255376
2004-06-30,1391.3753271048483
2004-07-01,1416.0334238760745
2004-07-02,1436.1713852914713
2004-07-05,1445.8381575224412
2004-07-06,1422.8474967433617
2004-07-07,1430.3989110515197
2004-07-08,1415.781089238328
2004-07-09,1418.1096765561542
2004-07-12,1450.8214073611994
2004-07-13,1460.1930041745552
2004-07-14,1475.134451694061
2004-07-15,1506.1957243031395
2004-07-16,1537.6940476591053
2004-07-19,1522.5389212801786
2004-07-20,1525.2757187284608
2004-07-21,1478.6224659992718
2004-07-22,1459.4508206149897
2004-07-23,1456.9611211302997
2004-07-26,1437.7282191790503
2004-07-27,1466.467092255052
2004-07-28,1494.1130033446718
