Date,KOREA MINIMUM VOLATILITY (KRW)
2001-05-31,1000.0
2001-06-01,984.8919088457982
2001-06-04,988.4913395684765
2001-06-05,968.7313963897213
2001-06-06,969.4849797396939
2001-06-07,969.9094129614389
2001-06-08,1004.9065248354547
2001-06-11,988.8563073094796
2001-06-12,987.3510848190336
2001-06-13,997.8234520235192
2001-06-14,997.0144847301988
2001-06-15,1006.2272129925773
2001-06-18,987.3051223371863
2001-06-19,978.5619463196984
2001-06-20,967.6333054292558
2001-06-21,959.8300338634987
2001-06-22,962.5919810164538
2001-06-25,962.397849620589
2001-06-26,954.1033930940885
2001-06-27,962.3916860426453
2001-06-28,958.5089873583938
2001-06-29,978.6928422281916
2001-07-02,977.1573776576985
2001-07-03,971.815048032554
2001-07-04,975.4868394142937
2001-07-05,973.0768524387014
2001-07-06,952.3697768730275
2001-07-09,932.95611797142
2001-07-10,930.3820705026698
2001-07-11,921.043538244971
2001-07-12,929.82814373398
2001-07-13,910.5423004975087
2001-07-16,906.8332627666913
2001-07-17,905.4529990486293
2001-07-18,890.0814689545344
2001-07-19,896.919223515504
2001-07-20,880.0330611609602
2001-07-23,857.9300283814958
2001-07-24,856.2157826065211
2001-07-25,856.2385059631442
2001-07-26,875.2620798599883
2001-07-27,890.7969862371698
2001-07-30,874.8299510726031
2001-07-31,889.1969159111728
2001-08-01,922.6523639080792
2001-08-02,946.3670117936267
2001-08-03,947.6171895477572
2001-08-06,943.5756074839702
2001-08-07,946.401700677089
2001-08-08,947.8864056625998
2001-08-09,914.9559604515928
2001-08-10,923.8748137766609
2001-08-13,926.0166543001097
2001-08-14,948.7551315771466
2001-08-15,948.7551315771466
2001-08-16,965.2109794301239
2001-08-17,961.3245805498336
2001-08-20,939.115332871404
2001-08-21,940.3842991546643
2001-08-22,947.4622889238887
2001-08-23,941.1320214561199
2001-08-24,946.3994699361954
2001-08-27,965.2498808311981
2001-08-28,962.9895645973304
2001-08-29,948.2302086811435
2001-08-30,938.496544988618
2001-08-31,908.8958748316209
2001-09-03,906.2345034367296
2001-09-04,927.8259254946648
2001-09-05,920.0789788030025
2001-09-06,919.1865252923625
2001-09-07,919.6659692502643
2001-09-10,907.3578532955613
2001-09-11,885.8837591727228
2001-09-12,786.5904429906211
2001-09-13,828.0397896432781
2001-09-14,799.8799030250298
2001-09-17,783.9783929588559
2001-09-18,801.2921051468787
2001-09-19,798.4978473397491
2001-09-20,784.7032582611376
2001-09-21,767.3149820019305
2001-09-24,773.1533073931371
2001-09-25,757.7740233035066
2001-09-26,763.2407613938268
2001-09-27,765.8404619539432
2001-09-28,782.7462449246694
2001-10-01,782.7462449246694
2001-10-02,778.7321616173634
2001-10-03,777.4032671436137
2001-10-04,815.8748728552755
2001-10-05,817.6185961150454
2001-10-08,807.6733977214506
2001-10-09,827.6133997939551
2001-10-10,825.398499909217
2001-10-11,846.3354577863877
2001-10-12,846.3606600548262
2001-10-15,844.8162619844869
2001-10-16,860.3515234604613
2001-10-17,866.9537171883679
2001-10-18,862.4508028901633
2001-10-19,867.2813538115698
2001-10-22,867.3651371764877
2001-10-23,868.1904310066689
2001-10-24,897.2189834335068
2001-10-25,905.2927437291926
2001-10-26,904.7702828395306
2001-10-29,908.8549396596977
2001-10-30,886.0642418474954
2001-10-31,893.9503877879135
2001-11-01,901.035730543447
2001-11-02,915.1669739122575
2001-11-05,932.5737066983155
2001-11-06,940.3169422370531
2001-11-07,938.4676591004793
2001-11-08,958.8465533316645
2001-11-09,1001.7483189354822
2001-11-12,1011.9479112235314
2001-11-13,1010.7402011829855
2001-11-14,1039.5166754688125
2001-11-15,1048.3720023693209
2001-11-16,1062.3555301071544
2001-11-19,1082.009018843298
2001-11-20,1066.1780754932042
2001-11-21,1071.5200143740105
2001-11-22,1096.6020604502771
2001-11-23,1136.9505346226238
2001-11-26,1210.021623379952
2001-11-27,1190.7752799096515
2001-11-28,1113.6111589982409
2001-11-29,1113.9012440569943
2001-11-30,1149.5843658851486
2001-12-03,1159.5149110532043
2001-12-04,1145.558499448273
2001-12-05,1214.8442835954002
2001-12-06,1201.7185401260456
2001-12-07,1237.056090190861
2001-12-10,1169.0692524068331
2001-12-11,1176.0170200538234
2001-12-12,1203.6261775088374
2001-12-13,1200.9786910637563
2001-12-14,1170.0901315100364
2001-12-17,1132.5949117344057
2001-12-18,1128.840810594821
2001-12-19,1133.884222941446
2001-12-20,1159.623238477944
2001-12-21,1122.5609075970901
2001-12-24,1126.1765825877617
2001-12-25,1126.1765825877617
2001-12-26,1125.0560102907175
2001-12-27,1145.5139565577717
2001-12-28,1194.6419835269817
2001-12-31,1203.1913818103114
2002-01-01,1203.1913818103114
2002-01-02,1253.3032637351328
2002-01-03,1270.2970543395343
2002-01-04,1304.706256848809
2002-01-07,1313.6716851820072
2002-01-08,1269.0096439480576
2002-01-09,1288.724359615181
2002-01-10,1243.2820575594742
2002-01-11,1245.3382125140297
2002-01-14,1271.4582031479274
2002-01-15,1223.0725578031663
2002-01-16,1215.048363508091
2002-01-17,1220.3959654751952
2002-01-18,1217.7321973983294
2002-01-21,1243.4009063417
2002-01-22,1244.5309452204285
2002-01-23,1277.6288387310271
2002-01-24,1309.7323161008262
2002-01-25,1335.5206094499006
2002-01-28,1351.7733224388319
2002-01-29,1347.1841783843147
2002-01-30,1295.3772819214025
2002-01-31,1294.6622821546416
2002-02-01,1279.391099748363
2002-02-04,1257.0595956723384
2002-02-05,1269.5384642021002
2002-02-06,1272.8988462813325
2002-02-07,1257.8257498377186
2002-02-08,1271.236699828861
2002-02-11,1266.679436187965
2002-02-12,1266.679436187965
2002-02-13,1266.679436187965
2002-02-14,1385.7732964857937
2002-02-15,1371.5141166322844
2002-02-18,1381.7048234697697
2002-02-19,1358.5935621095973
2002-02-20,1352.9819271746653
2002-02-21,1371.6294726075637
2002-02-22,1380.9891764932695
2002-02-25,1381.4469628702009
2002-02-26,1394.399707149578
2002-02-27,1425.7039718086908
2002-02-28,1432.9508069301362
2002-03-01,1432.8966904300066
2002-03-04,1464.0272101567296
2002-03-05,1480.7325376246852
2002-03-06,1475.0443271540507
2002-03-07,1459.0419991125755
2002-03-08,1450.3441568651174
2002-03-11,1455.6014507140987
2002-03-12,1507.4206549288208
2002-03-13,1512.0439769380298
2002-03-14,1531.3030680662237
2002-03-15,1541.5962655937599
2002-03-18,1547.2742559528997
2002-03-19,1582.2304440827088
2002-03-20,1573.880704578353
2002-03-21,1571.0847620640986
2002-03-22,1593.8525683265948
2002-03-25,1568.0590936870979
2002-03-26,1567.9176340619774
2002-03-27,1608.0813170754418
2002-03-28,1595.661042789328
2002-03-29,1604.3668328052372
2002-04-01,1567.7610076489584
2002-04-02,1618.164476768836
2002-04-03,1639.642826236181
2002-04-04,1646.8153560342141
2002-04-05,1645.3921135140627
2002-04-08,1618.5063522647997
2002-04-09,1583.8727194879382
2002-04-10,1519.987235232616
2002-04-11,1544.176493850474
2002-04-12,1567.7163965298537
2002-04-15,1611.0198518906725
2002-04-16,1626.6893972570995
2002-04-17,1695.15527478202
2002-04-18,1723.4601667294482
2002-04-19,1709.4989429958866
2002-04-22,1744.5255707627255
2002-04-23,1751.6480914588606
2002-04-24,1727.1828153720626
2002-04-25,1653.5046618666752
2002-04-26,1658.1204428592446
2002-04-29,1608.496968090442
2002-04-30,1617.3892094753216
2002-05-01,1617.3892094753216
2002-05-02,1662.0220234825408
2002-05-03,1670.8175118839197
2002-05-06,1606.9271356388572
2002-05-07,1607.8806689557223
2002-05-08,1637.0731335510993
2002-05-09,1626.8279445304336
2002-05-10,1586.18145453576
2002-05-13,1596.155593746145
2002-05-14,1624.1353530870194
2002-05-15,1678.9902360848885
2002-05-16,1677.8251898823403
2002-05-17,1732.1253911050114
2002-05-20,1724.8591549655248
2002-05-21,1660.785007852195
2002-05-22,1727.6909900353048
2002-05-23,1694.8074960575582
2002-05-24,1716.3093199792168
2002-05-27,1700.3191145516553
2002-05-28,1712.3282568279876
2002-05-29,1693.5081964719072
2002-05-30,1662.4423700644777
2002-05-31,1620.7949020968365
2002-06-03,1645.944239937088
2002-06-04,1660.574247507571
2002-06-05,1663.350575800693
2002-06-06,1663.350575800693
2002-06-07,1639.3095388808379
2002-06-10,1668.1671814844742
2002-06-11,1680.1268886962162
2002-06-12,1676.8193695784096
2002-06-13,1676.8193695784096
2002-06-14,1661.4861067017384
2002-06-17,1636.1338991064893
2002-06-18,1627.5163705878497
2002-06-19,1570.811244965568
2002-06-20,1579.6554820162996
2002-06-21,1588.967536283256
2002-06-24,1583.075348096444
2002-06-25,1561.8520312056487
2002-06-26,1468.6428078849817
2002-06-27,1486.822924044382
2002-06-28,1548.7256911207846
2002-07-01,1550.981899203583
2002-07-02,1545.0542767228978
2002-07-03,1552.341227610973
2002-07-04,1595.3230869855338
2002-07-05,1626.2339254704436
2002-07-08,1629.9108617739025
2002-07-09,1679.6795396951381
2002-07-10,1665.7075329684806
2002-07-11,1598.1329951610887
2002-07-12,1648.5255477897285
2002-07-15,1631.2291774933524
2002-07-16,1610.8275701599139
2002-07-17,1610.8275701599139
2002-07-18,1609.3013130642394
2002-07-19,1579.724007821522
2002-07-22,1521.8733734479365
2002-07-23,1560.2566895702555
2002-07-24,1514.5154744112808
2002-07-25,1517.1688861957957
2002-07-26,1441.519947000191
2002-07-29,1432.2818679291854
2002-07-30,1494.4405608880163
2002-07-31,1496.0970766295588
2002-08-01,1480.260872393095
2002-08-02,1465.2913519698473
2002-08-05,1393.9572144963215
2002-08-06,1378.3931222998876
2002-08-07,1383.878047724954
2002-08-08,1389.8163358764493
2002-08-09,1410.5620622776287
2002-08-12,1418.1833915630234
2002-08-13,1452.0411827116604
2002-08-14,1480.0427882974207
2002-08-15,1480.0427882974207
2002-08-16,1505.7298420415934
2002-08-19,1488.5733301974142
2002-08-20,1527.1729391834224
2002-08-21,1547.809387847168
2002-08-22,1552.0191296836053
2002-08-23,1530.4554954365324
2002-08-26,1511.4330106391549
2002-08-27,1495.1344650667672
2002-08-28,1497.4363278395479
2002-08-29,1497.9945649034294
2002-08-30,1525.5788687119564
2002-09-02,1553.6389039361954
2002-09-03,1532.4410639684108
2002-09-04,1500.7710106779446
2002-09-05,1496.3920205101706
2002-09-06,1461.879821214159
2002-09-09,1444.0206959663383
2002-09-10,1480.7430575492615
2002-09-11,1501.825574695331
2002-09-12,1531.2468635793537
2002-09-13,1478.727980643604
2002-09-16,1428.950257477546
2002-09-17,1474.6109022462142
2002-09-18,1437.2107605945437
2002-09-19,1438.1184433241156
2002-09-20,1438.1184433241156
2002-09-23,1378.7973179898902
2002-09-24,1356.7002822632344
2002-09-25,1335.4605776214778
2002-09-26,1340.912299326458
2002-09-27,1349.6401953375523
2002-09-30,1328.106206897716
2002-10-01,1338.9133055787704
2002-10-02,1329.9627805559985
2002-10-03,1329.9627805559985
2002-10-04,1331.4022742425032
2002-10-07,1275.0176427078857
2002-10-08,1276.958700600514
2002-10-09,1240.5069045114017
2002-10-10,1164.3974616499165
2002-10-11,1171.317190820731
2002-10-14,1227.0334041764866
2002-10-15,1250.8633852231667
2002-10-16,1286.6387938313026
2002-10-17,1305.9249664248964
2002-10-18,1344.9022617442345
2002-10-21,1299.4103759920788
2002-10-22,1265.5686371450993
2002-10-23,1313.1242881570315
2002-10-24,1299.8639837360345
2002-10-25,1302.9597244143097
2002-10-28,1338.8207137577615
2002-10-29,1335.0979893341166
2002-10-30,1304.2408108602244
2002-10-31,1316.6479096345465
2002-11-01,1283.023800387828
2002-11-04,1331.9904448404864
2002-11-05,1322.3477752708245
2002-11-06,1359.1257907318957
2002-11-07,1361.853460702349
2002-11-08,1362.3415949264186
2002-11-11,1335.2816586278147
2002-11-12,1319.1435567511355
2002-11-13,1322.8426674787818
2002-11-14,1311.5183266732192
2002-11-15,1356.510712428725
2002-11-18,1346.3859494604517
2002-11-19,1355.8411345072495
2002-11-20,1365.620753492676
2002-11-21,1382.7113343960214
2002-11-22,1389.154517778464
2002-11-25,1415.7003540727485
2002-11-26,1416.9699681930624
2002-11-27,1426.713128176368
2002-11-28,1445.7569764495036
2002-11-29,1469.7452551885679
2002-12-02,1463.1949694449345
2002-12-03,1473.9620606686822
2002-12-04,1429.7139014036354
2002-12-05,1438.4151914296624
2002-12-06,1437.9801852126186
2002-12-09,1428.648708220667
2002-12-10,1411.744530080354
2002-12-11,1406.6251218498578
2002-12-12,1443.4771216071213
2002-12-13,1432.6460616382717
2002-12-16,1408.193472188674
2002-12-17,1442.634680394682
2002-12-18,1445.075707925793
2002-12-19,1445.075707925793
2002-12-20,1443.5676465612894
2002-12-23,1412.0547247822917
2002-12-24,1390.6786197498284
2002-12-25,1390.6786197498284
2002-12-26,1380.4740376574132
2002-12-27,1352.2971778465817
2002-12-30,1296.7271400528687
2002-12-31,1308.8082790415995
2003-01-01,1308.8082790415995
2003-01-02,1310.5140383662854
2003-01-03,1357.071886130731
2003-01-06,1378.7947418374263
2003-01-07,1351.8172641577248
2003-01-08,1351.939955784643
2003-01-09,1319.270961080073
2003-01-10,1320.8856187022782
2003-01-13,1360.7291318658197
2003-01-14,1373.5035876927723
2003-01-15,1371.3191240124906
2003-01-16,1367.2232895812756
2003-01-17,1345.1094241351757
2003-01-20,1338.9142672869646
2003-01-21,1325.6572514065242
2003-01-22,1308.036281876887
2003-01-23,1314.107156893615
2003-01-24,1283.7763856620575
2003-01-27,1253.8946110488264
2003-01-28,1262.9986852793895
2003-01-29,1240.1843934566741
2003-01-30,1256.4627447044181
2003-01-31,1263.101272092676
2003-02-03,1264.1181041493664
2003-02-04,1270.9561971184005
2003-02-05,1265.4565582154323
2003-02-06,1238.1573308794634
2003-02-07,1204.993843811276
2003-02-10,1197.6496362241703
2003-02-11,1188.2604537288282
2003-02-12,1213.2807335810464
2003-02-13,1192.1962171801622
2003-02-14,1191.618065520999
2003-02-17,1240.7154587914913
2003-02-18,1255.560439965045
2003-02-19,1248.6821329118964
2003-02-20,1257.6260743147727
2003-02-21,1261.8875016791428
2003-02-24,1289.325802839256
2003-02-25,1247.607091173221
2003-02-26,1241.9910765265915
2003-02-27,1228.9835059377622
2003-02-28,1205.1604997190707
2003-03-03,1233.8478198251269
2003-03-04,1209.8364170374027
2003-03-05,1168.4986726051154
2003-03-06,1148.6324320886479
2003-03-07,1120.317808767885
2003-03-10,1102.0954506290718
2003-03-11,1091.4331969939701
2003-03-12,1084.3900271873977
2003-03-13,1090.8597734005057
2003-03-14,1107.2987366724562
2003-03-17,1059.7507459821722
2003-03-18,1094.6066505946944
2003-03-19,1102.6656710782154
2003-03-20,1163.1997723847235
2003-03-21,1172.4402857525022
2003-03-24,1155.2737154855008
2003-03-25,1128.6719509418008
2003-03-26,1133.366451456898
2003-03-27,1121.5424325209115
2003-03-28,1127.3113688775934
2003-03-31,1095.8060361524442
2003-04-01,1094.8530075315089
2003-04-02,1103.2454850531155
2003-04-03,1108.346261407519
2003-04-04,1129.440324463253
2003-04-07,1178.6308780715922
2003-04-08,1186.2031629134058
2003-04-09,1156.9440200045822
2003-04-10,1196.0626688395052
2003-04-11,1203.726376289098
2003-04-14,1235.8648128603584
2003-04-15,1264.543666804224
2003-04-16,1291.6283330642138
2003-04-17,1286.1522960125858
2003-04-18,1312.9510333191733
2003-04-21,1302.1975896339447
2003-04-22,1256.3802822498544
2003-04-23,1247.001663386822
2003-04-24,1222.576638996504
2003-04-25,1169.0811031140104
2003-04-28,1192.3371343841814
2003-04-29,1253.7512913051373
2003-04-30,1261.6083454100954
2003-05-01,1261.3488086181985
2003-05-02,1257.147815447172
2003-05-05,1257.3552142453982
2003-05-06,1277.7517738140746
2003-05-07,1320.0200657813052
2003-05-08,1320.0200657813052
2003-05-09,1317.0819113961952
2003-05-12,1345.6547423836896
2003-05-13,1304.113631774601
2003-05-14,1293.6571493880933
2003-05-15,1322.5217964368724
2003-05-16,1304.3077477554698
2003-05-19,1285.8251104376297
2003-05-20,1290.0734749787555
2003-05-21,1290.2043915460408
2003-05-22,1277.1714957831712
2003-05-23,1309.0614687458801
2003-05-26,1314.0606580500057
2003-05-27,1304.6892283759094
2003-05-28,1326.9472208709954
2003-05-29,1331.5937944737293
2003-05-30,1330.8023399463232
2003-06-02,1358.0453651497928
2003-06-03,1333.87621617235
2003-06-04,1343.5956449139699
2003-06-05,1350.227049773489
2003-06-06,1350.227049773489
2003-06-09,1372.222060668911
2003-06-10,1369.2379453556853
2003-06-11,1371.3336204698512
2003-06-12,1383.9993890530252
2003-06-13,1401.2340894495721
2003-06-16,1386.9755064246388
2003-06-17,1417.716114192607
2003-06-18,1420.684767303054
2003-06-19,1432.7036995131384
