Date,BRAZIL MINIMUM VOLATILITY (BRL)
2001-05-31,1000.0
2001-06-01,1002.6630787254112
2001-06-04,1020.5487485590899
2001-06-05,1016.077735601847
2001-06-06,1011.4757597068289
2001-06-07,1016.182276603137
2001-06-08,1019.7182917257797
2001-06-11,1009.0679532757634
2001-06-12,999.0908483164153
2001-06-13,999.0782097216089
2001-06-14,993.1006425497652
2001-06-15,980.2271413161574
2001-06-18,930.4863097707939
2001-06-19,931.1960973532631
2001-06-20,939.600157027611
2001-06-21,966.8640024384888
2001-06-22,999.5530834184141
2001-06-25,1006.0919036816832
2001-06-26,997.7304142884525
2001-06-27,980.7178121573139
2001-06-28,1003.5008086784862
2001-06-29,1010.5350746752783
2001-07-02,1001.5252157081687
2001-07-03,976.4874511322815
2001-07-04,942.7819848230939
2001-07-05,930.178871308215
2001-07-06,898.6725355271159
2001-07-09,917.7669059503172
2001-07-10,883.3463144746522
2001-07-11,875.2806372315047
2001-07-12,888.9050508796461
2001-07-13,892.1610810662977
2001-07-16,864.2368181223842
2001-07-17,898.7979538531013
2001-07-18,911.6333877925101
2001-07-19,897.5410602344002
2001-07-20,918.8893317771438
2001-07-23,945.6736360181296
2001-07-24,930.4663498775476
2001-07-25,913.7185943229055
2001-07-26,910.1588439394691
2001-07-27,915.4529869640946
2001-07-30,925.9580417501184
2001-07-31,937.9233932177123
2001-08-01,906.8703579617228
2001-08-02,912.7064048110055
2001-08-03,915.743845987322
2001-08-06,936.4778377753241
2001-08-07,946.0046602399102
2001-08-08,937.6837847195119
2001-08-09,937.570137223106
2001-08-10,938.8316189583891
2001-08-13,925.8877983558157
2001-08-14,920.9370331617358
2001-08-15,919.6526146221319
2001-08-16,917.123935901945
2001-08-17,878.2587565355448
2001-08-20,875.8720777053463
2001-08-21,864.4952151998473
2001-08-22,871.2230860575221
2001-08-23,862.6026728255133
2001-08-24,865.1563800793537
2001-08-27,864.4000766540338
2001-08-28,864.9722665389892
2001-08-29,874.5957250186517
2001-08-30,864.0384693191806
2001-08-31,860.9638980056028
2001-09-03,847.8282827088209
2001-09-04,853.3683494602216
2001-09-05,860.8948083433994
2001-09-06,839.643447380215
2001-09-07,843.0572929552361
2001-09-10,823.4582959034007
2001-09-11,751.7262699984403
2001-09-12,762.1518888918598
2001-09-13,691.8593683715962
2001-09-14,685.9841004762624
2001-09-17,736.500348453401
2001-09-18,737.4786198463275
2001-09-19,733.6184695281771
2001-09-20,702.1621852767515
2001-09-21,679.8244691329397
2001-09-24,692.3375093319421
2001-09-25,695.8492401652121
2001-09-26,674.7924448906764
2001-09-27,694.4611540287214
2001-09-28,714.2000888053752
2001-10-01,700.8691221602277
2001-10-02,689.6704162089228
2001-10-03,678.0593145539308
2001-10-04,679.2582891349175
2001-10-05,679.6218171558072
2001-10-08,668.3208408253927
2001-10-09,682.9588774749153
2001-10-10,696.518637022053
