Date,SOUTH AFRICA MINIMUM VOLATILITY (ZAR)
2001-05-31,1000.0
2001-06-01,980.8715499544825
2001-06-04,986.6575073879833
2001-06-05,985.5056949841133
2001-06-06,980.8234685321277
2001-06-07,978.432809980086
2001-06-08,984.4849653396176
2001-06-11,976.3765564252099
2001-06-12,973.7029144682729
2001-06-13,975.3909304882469
2001-06-14,980.7792187598944
2001-06-15,987.523656157602
2001-06-18,977.8519734022578
2001-06-19,992.0478472659272
2001-06-20,980.252827338981
2001-06-21,990.4379437076933
2001-06-22,997.354337452257
2001-06-25,1004.9160436435533
2001-06-26,1009.127357558635
2001-06-27,1010.0725544077202
2001-06-28,1001.2002455268763
2001-06-29,1000.0784444737833
2001-07-02,1007.8831646511068
2001-07-03,993.4676680811175
2001-07-04,969.978232823289
2001-07-05,952.6271624744148
2001-07-06,946.8298473470074
2001-07-09,948.5468023628961
2001-07-10,950.2576205054166
2001-07-11,944.7405572958426
2001-07-12,947.4144436005345
2001-07-13,952.1740720305224
2001-07-16,953.9307690995836
2001-07-17,937.9391937101772
2001-07-18,927.7646113259565
2001-07-19,939.2096549112985
2001-07-20,931.0534339988144
2001-07-23,935.2733007191852
2001-07-24,929.028363715257
2001-07-25,924.5759065027376
2001-07-26,923.820801415503
2001-07-27,923.5098949236542
2001-07-30,931.6975595836868
2001-07-31,926.9689547426816
2001-08-01,942.5074561821804
2001-08-02,967.0261820695348
2001-08-03,960.5955382944555
2001-08-06,944.8746243388251
2001-08-07,931.6004976160104
2001-08-08,918.1725026998517
2001-08-09,920.8263890568616
2001-08-10,924.6505372314515
2001-08-13,923.9310355315564
2001-08-14,933.0843627982583
2001-08-15,940.3022044665271
2001-08-16,942.4572116430287
2001-08-17,940.6336982776506
2001-08-20,932.5097166383249
2001-08-21,929.3734604723757
2001-08-22,941.0360520743703
2001-08-23,943.8069106456717
2001-08-24,951.3843114571256
2001-08-27,961.9355907184365
2001-08-28,966.9970406681141
2001-08-29,966.2448019534563
2001-08-30,957.1688246127943
2001-08-31,954.0429969769116
2001-09-03,944.6579850062965
2001-09-04,948.754402392348
2001-09-05,942.6961908821629
2001-09-06,934.109221117844
2001-09-07,931.2671348950993
2001-09-10,923.0381882529817
2001-09-11,889.4200407622602
2001-09-12,858.6402073362651
2001-09-13,875.9489108181699
2001-09-14,863.7062070061329
2001-09-17,844.923816062781
2001-09-18,839.4278884563699
2001-09-19,836.6318722781375
2001-09-20,803.3446080039007
2001-09-21,773.1098447020086
2001-09-24,774.8772256000948
2001-09-25,806.20361542889
2001-09-26,805.84022907789
2001-09-27,802.7505722241388
2001-09-28,815.6572415498193
2001-10-01,809.3478527591739
2001-10-02,809.245469357235
2001-10-03,804.2298690581601
2001-10-04,832.9625233363398
2001-10-05,836.8257129599777
2001-10-08,841.0037668523522
2001-10-09,836.6233444421642
2001-10-10,832.701939992186
2001-10-11,850.0731148272772
2001-10-12,847.3762759289936
2001-10-15,852.6920661931681
2001-10-16,844.0176630328738
2001-10-17,840.6770398703479
2001-10-18,832.5771711241533
2001-10-19,830.8874599255732
2001-10-22,813.5172521991791
2001-10-23,814.2918970948933
2001-10-24,821.4885877289441
2001-10-25,825.0528440335039
2001-10-26,825.6349037171836
2001-10-29,834.9371639364157
2001-10-30,820.6499326450013
2001-10-31,819.3179618075768
2001-11-01,820.7608550358715
2001-11-02,825.4276744256758
2001-11-05,833.7575671565145
2001-11-06,830.0453488916263
2001-11-07,823.885681649972
2001-11-08,827.6459750205444
2001-11-09,814.9872427927894
2001-11-12,816.1472516673523
2001-11-13,826.6976964526505
2001-11-14,841.9299179121178
2001-11-15,854.6150315818427
2001-11-16,856.3525681216021
2001-11-19,859.2661157198186
2001-11-20,850.3064798297057
2001-11-21,838.4908462958407
2001-11-22,830.0035219740056
2001-11-23,832.26551122147
2001-11-26,845.2815240744087
2001-11-27,834.7862470992162
2001-11-28,841.2525433040383
2001-11-29,818.0542285636819
2001-11-30,813.204343172019
2001-12-03,810.4555528536446
2001-12-04,801.5190972908716
2001-12-05,799.3408761959817
2001-12-06,798.5273224254088
2001-12-07,781.5377672025938
2001-12-10,797.1111097903317
2001-12-11,776.4069219266937
2001-12-12,772.9653549036836
2001-12-13,754.1257672635697
2001-12-14,744.5090420388398
2001-12-17,768.4340683369167
2001-12-18,754.8396665921406
2001-12-19,745.2875623630354
2001-12-20,709.4562256212175
2001-12-21,741.9998508105191
2001-12-24,753.6537103115867
2001-12-25,753.6537103115867
2001-12-26,757.4456786653557
2001-12-27,764.5090145553601
2001-12-28,767.6321220987434
2001-12-31,771.1516523014338
2002-01-01,771.1516523014338
2002-01-02,764.9524729976395
2002-01-03,769.3485595747469
2002-01-04,790.529309695983
2002-01-07,809.0144124975402
2002-01-08,824.2576909484989
2002-01-09,833.6555613196012
2002-01-10,835.0318145298357
2002-01-11,844.69913632367
2002-01-14,836.5084938634584
2002-01-15,815.0797369405022
2002-01-16,805.274328270786
2002-01-17,811.058165422455
2002-01-18,801.9080688481905
2002-01-21,790.4634884156306
2002-01-22,785.2910918493166
2002-01-23,800.4242250553472
2002-01-24,806.0087873943155
2002-01-25,794.5144663017053
2002-01-28,797.4620617006985
2002-01-29,799.4733927333704
2002-01-30,791.9960471443918
2002-01-31,807.1123602276115
2002-02-01,803.967207978837
2002-02-04,812.023543861022
2002-02-05,815.5030878231988
2002-02-06,833.979734758745
2002-02-07,831.967444513985
2002-02-08,837.5556288602544
2002-02-11,830.2896988155521
2002-02-12,846.2770889885954
2002-02-13,847.2880641662592
2002-02-14,864.9165316961652
2002-02-15,876.7772194296631
2002-02-18,870.2369424816347
2002-02-19,859.7032598653662
2002-02-20,852.1037206999347
2002-02-21,836.7469192685552
2002-02-22,844.1378496054255
2002-02-25,848.3026604269947
2002-02-26,856.4646279901001
