Date,CHINA MINIMUM VOLATILITY (CNY)
2008-06-25,1079.2231627638753
2008-06-26,1071.4749250805596
2008-06-27,1048.8240079284894
2008-06-30,1057.6643012263053
2008-07-01,1056.6870274085409
2008-07-02,1035.994985319625
2008-07-03,1003.6768431266073
2008-07-04,1008.5095845719246
2008-07-07,1042.0756856930598
2008-07-08,1009.3181252844186
2008-07-09,1049.9073367636604
2008-07-10,1064.2693213406044
2008-07-11,1085.205344884954
2008-07-14,1077.2087063538795
2008-07-15,1032.2323336291197
2008-07-16,1031.8838662393262
2008-07-17,1054.3472074143874
2008-07-18,1060.934012129084
2008-07-21,1087.028162694607
2008-07-22,1084.4579109304213
2008-07-23,1117.1484976920892
2008-07-24,1115.0593771629062
2008-07-25,1084.9098543659527
2008-07-28,1084.0950155729513
2008-07-29,1064.1456151069406
2008-07-30,1085.2334615074049
2008-07-31,1090.7358356390707
2008-08-01,1093.5867790578875
2008-08-04,1072.5428490192699
2008-08-05,1042.2837737523455
2008-08-06,1041.79058673325
2008-08-07,1038.7301554266808
2008-08-08,1023.300266134287
2008-08-11,1016.8573287341329
2008-08-12,1002.6339346078058
2008-08-13,981.9699741755899
2008-08-14,992.3844539034772
2008-08-15,986.1365261788319
2008-08-18,970.3239123249656
2008-08-19,952.5997819314904
2008-08-20,981.2496169053732
2008-08-21,960.8674269161623
2008-08-22,960.5465582374736
2008-08-25,991.199538027183
2008-08-26,991.4809136190191
2008-08-27,1017.6593310449852
2008-08-28,996.6719163020829
2008-08-29,1011.2139442285653
2008-09-01,992.538670562757
2008-09-02,992.0436295859035
2008-09-03,967.6547886613799
2008-09-04,954.9917454775324
2008-09-05,934.9550309852449
2008-09-08,967.6914277735991
2008-09-09,945.2892897676165
2008-09-10,917.72055503596
2008-09-11,878.7704018489753
2008-09-12,873.2097184692973
2008-09-15,873.6169832402607
2008-09-16,814.7510752055491
2008-09-17,780.9287530768562
2008-09-18,779.7661801618494
2008-09-19,883.5805830077102
2008-09-22,898.7660236841695
2008-09-23,851.7240810732437
2008-09-24,850.4550259348824
2008-09-25,848.7273303472043
2008-09-26,835.6351823830967
2008-09-29,792.8493418736708
2008-09-30,800.9870351325983
2008-10-01,800.7765162369958
2008-10-02,821.6284449178019
2008-10-03,799.357760789305
2008-10-06,747.4456154835792
2008-10-07,747.1969662819737
2008-10-08,669.7709105381053
2008-10-09,694.2196972850435
2008-10-10,646.3589489225956
2008-10-13,721.8242216338823
2008-10-14,758.8059665037345
2008-10-15,715.3970147665724
2008-10-16,669.0637540854709
2008-10-17,639.6763298333027
2008-10-20,674.3886828658145
2008-10-21,655.6548843668359
2008-10-22,606.273701167429
2008-10-23,584.5293481834549
2008-10-24,542.3374200366552
2008-10-27,476.2530489820001
2008-10-28,525.2431062187944
2008-10-29,537.6023810725636
2008-10-30,614.5351688861188
2008-10-31,611.0584808182583
2008-11-03,626.2156429140127
2008-11-04,632.1252324002808
2008-11-05,660.2094871519317
2008-11-06,605.1844645250385
2008-11-07,618.0463422239724
2008-11-10,664.4975740359282
2008-11-11,641.5514817561924
2008-11-12,636.7916369792865
2008-11-13,609.5460336030274
2008-11-14,628.3829476220232
2008-11-17,629.3456470056861
2008-11-18,599.2696899414245
2008-11-19,594.560063807481
2008-11-20,566.700088876321
2008-11-21,579.2547870323596
2008-11-24,575.9389517540538
2008-11-25,597.0401291623733
2008-11-26,613.3448257986798
2008-11-27,625.3998287354644
2008-11-28,634.9478747012528
2008-12-01,644.2923704944993
2008-12-02,616.8208431679631
2008-12-03,635.8065985468145
2008-12-04,632.3465542099599
2008-12-05,643.5250967305725
2008-12-08,692.6407119661343
2008-12-09,679.5592682635047
2008-12-10,715.4567179634865
2008-12-11,710.1828068126846
2008-12-12,669.9686438573094
2008-12-15,680.9087482465216
2008-12-16,687.024451980672
2008-12-17,715.9778036297015
2008-12-18,725.6420937866557
2008-12-19,716.5623654691699
2008-12-22,697.163965493796
2008-12-23,668.757293371137
2008-12-24,666.2415432030483
2008-12-25,666.2328184970995
2008-12-26,666.3257337355008
2008-12-29,675.6850650837085
2008-12-30,673.9075275011072
2008-12-31,682.996619087196
2009-01-01,682.996619087196
2009-01-02,708.6018582585102
2009-01-05,738.6926431234747
2009-01-06,733.1920921735212
2009-01-07,701.2838110045614
2009-01-08,667.169747548434
2009-01-09,666.0836044580931
2009-01-12,639.7003616720642
2009-01-13,627.3064560346143
2009-01-14,640.644438166953
2009-01-15,623.8312617743321
2009-01-16,631.9154282412936
2009-01-19,639.2383140053731
2009-01-20,623.9544198190941
2009-01-21,608.6296391376936
2009-01-22,612.4995186645655
2009-01-23,604.18610213246
2009-01-26,604.2093318661397
2009-01-27,603.9616406434288
2009-01-28,604.0428918041256
2009-01-29,626.1842556424999
2009-01-30,638.7879721602224
2009-02-02,621.8885281620095
2009-02-03,624.9065877428684
2009-02-04,642.4941362271309
2009-02-05,652.8517404081261
2009-02-06,669.7115270927851
2009-02-09,672.1114038653861
2009-02-10,676.3140538154978
2009-02-11,660.534726741706
2009-02-12,647.0575831567594
2009-02-13,662.5837790934803
2009-02-16,659.6002258253184
2009-02-17,634.5757346033942
2009-02-18,639.4109532735471
2009-02-19,646.9129858099934
2009-02-20,632.573004571138
2009-02-23,649.4626410913085
2009-02-24,631.0006244044012
2009-02-25,642.1797368727744
2009-02-26,627.9324174043583
2009-02-27,622.2743354842279
2009-03-02,598.8785241798556
2009-03-03,601.2133076945826
2009-03-04,624.1129397230034
2009-03-05,624.0343290410924
2009-03-06,619.1743364877273
2009-03-09,613.7669523043751
2009-03-10,625.3882613758858
2009-03-11,636.614054032581
2009-03-12,634.0981445043482
2009-03-13,654.2425510020894
2009-03-16,677.1173866598739
2009-03-17,670.3978561718081
2009-03-18,678.9346923080243
2009-03-19,687.050684489106
2009-03-20,668.7652543816648
2009-03-23,702.1536921545643
2009-03-24,714.0635353850325
2009-03-25,702.4632164754785
2009-03-26,732.2810190545264
2009-03-27,735.137234157372
2009-03-30,699.7184201630796
2009-03-31,712.4135998018146
2009-04-01,715.2404948484294
2009-04-02,750.3576976792541
2009-04-03,743.914797378114
2009-04-06,755.6336553393095
2009-04-07,751.0788586440792
2009-04-08,733.9531540377805
2009-04-09,755.5385715026811
2009-04-10,755.9442789073707
2009-04-13,756.5711038401173
2009-04-14,783.8109265303688
2009-04-15,792.7527084692433
2009-04-16,781.8670573779162
2009-04-17,777.3175741116241
2009-04-20,790.4525970883456
2009-04-21,777.1779663456963
2009-04-22,759.5363641636025
2009-04-23,776.0164861419144
2009-04-24,779.6195137798967
2009-04-27,754.6907930108683
2009-04-28,742.4889863192893
2009-04-29,767.319989643856
2009-04-30,789.9880342479436
2009-05-01,789.9981654361599
2009-05-04,831.5377124093749
2009-05-05,827.498264176678
2009-05-06,839.5166631220358
2009-05-07,846.9859203228616
2009-05-08,854.9356519613906
2009-05-11,838.6672882843158
2009-05-12,834.0011998490802
2009-05-13,833.005748752007
2009-05-14,817.8764895198924
2009-05-15,836.0892126366181
2009-05-18,848.8413093959257
2009-05-19,868.4879252551939
2009-05-20,867.3078705892684
2009-05-21,856.3578786329982
2009-05-22,849.5799627351794
2009-05-25,853.0250262307985
2009-05-26,848.4008309771054
2009-05-27,886.0416065582081
2009-05-28,886.0529700497784
2009-05-29,903.8106342965722
2009-06-01,939.963921321284
2009-06-02,925.8832187305999
2009-06-03,938.1286232502221
2009-06-04,932.334493935012
2009-06-05,948.3116376385573
2009-06-08,938.2450744992393
2009-06-09,930.7664863732499
2009-06-10,962.6998674919658
2009-06-11,967.2040254354911
2009-06-12,965.8499837814786
2009-06-15,951.1879941701042
2009-06-16,932.3601020731528
2009-06-17,934.2352020405847
2009-06-18,921.249904795332
2009-06-19,928.2700247409103
2009-06-22,938.1268057610267
2009-06-23,915.7574677981363
2009-06-24,935.9148683802141
2009-06-25,950.4012114035651
2009-06-26,969.1302796284705
2009-06-29,969.9632009515908
2009-06-30,963.9663746734234
2009-07-01,965.5557720147414
2009-07-02,966.9943689829704
2009-07-03,970.7664226872596
2009-07-06,963.3518270081873
2009-07-07,955.0577028665965
2009-07-08,948.5904989489692
2009-07-09,957.5387620358318
2009-07-10,956.9667748990422
2009-07-13,932.8398796918593
2009-07-14,962.77043255937
2009-07-15,982.8899244293103
2009-07-16,985.0496961572422
2009-07-17,997.0845000718186
2009-07-20,1028.3787613335621
2009-07-21,1027.8583680327508
2009-07-22,1018.7620053839806
2009-07-23,1041.3540680123328
2009-07-24,1051.4040847317233
2009-07-27,1069.7331011915307
2009-07-28,1085.3268906397202
2009-07-29,1051.8360596676932
2009-07-30,1051.338425674559
2009-07-31,1067.6608083630754
2009-08-03,1088.0016552859765
2009-08-04,1074.9289092809886
2009-08-05,1059.5572248345002
2009-08-06,1070.1867834695274
2009-08-07,1040.7906517763245
2009-08-10,1059.7302271400263
2009-08-11,1065.1874343186066
2009-08-12,1035.46456563166
2009-08-13,1049.1957052897628
2009-08-14,1046.6355625927315
2009-08-17,1007.621035928523
2009-08-18,1008.5325607488404
2009-08-19,995.4684504444843
2009-08-20,1012.826352336458
2009-08-21,1011.5357953970187
2009-08-24,1027.42613639637
2009-08-25,1018.8971912921932
2009-08-26,1018.4830168068157
2009-08-27,1013.2859128909905
2009-08-28,1004.9641607588721
2009-08-31,992.7217426538623
2009-09-01,996.3950519468091
2009-09-02,980.6171378865795
2009-09-03,998.7915306724167
2009-09-04,1025.4608895126612
2009-09-07,1039.863261999392
2009-09-08,1054.6386668243265
2009-09-09,1043.6598901007626
2009-09-10,1054.2287667169337
2009-09-11,1058.3717762291385
2009-09-14,1050.0937231441583
2009-09-15,1045.0616757495511
2009-09-16,1064.0265679854067
2009-09-17,1073.902700750235
2009-09-18,1069.4446978828612
2009-09-21,1055.6821991846214
2009-09-22,1059.513107245061
2009-09-23,1058.5182426852484
2009-09-24,1038.6502223781051
2009-09-25,1041.2878817301826
2009-09-28,1016.3109743758009
2009-09-29,1033.3272144363934
2009-09-30,1028.2314915400918
2009-10-01,1028.2314915400918
2009-10-02,1008.4730297524602
2009-10-05,1014.6487926859098
2009-10-06,1035.783650789133
2009-10-07,1052.8089777527937
2009-10-08,1060.6284543806764
2009-10-09,1066.1482659960836
2009-10-12,1059.4440297834424
2009-10-13,1068.209571287124
2009-10-14,1086.8653779180427
2009-10-15,1091.4080230873017
2009-10-16,1083.682821056901
2009-10-19,1097.391147948935
2009-10-20,1101.3457695191796
2009-10-21,1102.307444705668
2009-10-22,1097.2232157301582
2009-10-23,1116.2433347239298
2009-10-26,1116.4088546407081
2009-10-27,1106.469125160905
2009-10-28,1087.315145645805
2009-10-29,1059.9829596864063
2009-10-30,1081.4540641062968
2009-11-02,1078.3749623269189
2009-11-03,1067.051046013468
2009-11-04,1088.200277399234
2009-11-05,1091.3947010406177
2009-11-06,1106.2566975753737
2009-11-09,1121.6230241050569
2009-11-10,1125.4944887743954
2009-11-11,1131.3048016858274
2009-11-12,1128.6832107503258
2009-11-13,1143.5361537503188
2009-11-16,1160.9512533081083
2009-11-17,1166.5519264999698
2009-11-18,1165.4850966312408
2009-11-19,1150.0870926101547
2009-11-20,1139.0221358910485
2009-11-23,1153.4466099319543
2009-11-24,1141.4533745907233
2009-11-25,1148.9792417666063
2009-11-26,1134.9498242701177
2009-11-27,1088.026241058306
2009-11-30,1123.8953836511434
2009-12-01,1143.9031197528545
2009-12-02,1153.5682947714029
2009-12-03,1162.7300193549404
2009-12-04,1159.3923280158115
2009-12-07,1154.33411640133
2009-12-08,1145.1687542890065
2009-12-09,1129.6798557526351
2009-12-10,1125.4050574089895
2009-12-11,1132.919263462649
2009-12-14,1144.1826013145353
2009-12-15,1135.3587701296567
2009-12-16,1121.9759855531202
2009-12-17,1102.3498240663437
2009-12-18,1085.9540674824393
2009-12-21,1080.3005505597696
2009-12-22,1087.9500842582877
2009-12-23,1101.1302803965707
2009-12-24,1109.6770647047751
2009-12-25,1109.6615036729233
2009-12-28,1115.4750991567832
2009-12-29,1114.282932940261
2009-12-30,1111.5138454425587
2009-12-31,1133.5378473651328
2010-01-01,1133.5378473651328
2010-01-04,1131.9898403286934
2010-01-05,1156.0548970767684
2010-01-06,1160.8361910967255
2010-01-07,1149.2882468573532
2010-01-08,1150.250379749886
2010-01-11,1155.1367673100801
2010-01-12,1155.8132165100965
2010-01-13,1127.6215769345977
2010-01-14,1129.4016291735807
2010-01-15,1129.3790286946817
2010-01-18,1120.3770320023186
2010-01-19,1131.1046311393177
2010-01-20,1114.6075316022357
2010-01-21,1090.963935193167
2010-01-22,1085.4320771139437
2010-01-25,1076.8397251274935
2010-01-26,1041.447870416082
2010-01-27,1034.243065538303
2010-01-28,1052.459564876031
2010-01-29,1041.370051701434
2010-02-01,1046.9463123051592
2010-02-02,1050.8072796321942
2010-02-03,1075.7336864867536
2010-02-04,1057.0971924903054
2010-02-05,1018.061542312694
2010-02-08,1010.4192015917271
2010-02-09,1023.6057850661603
2010-02-10,1032.7744494638148
2010-02-11,1050.202741639055
2010-02-12,1048.2835897131492
2010-02-15,1048.1411988369248
2010-02-16,1048.2965363372373
2010-02-17,1062.1546345236616
2010-02-18,1056.9830649387288
2010-02-19,1030.4669103687822
2010-02-22,1047.3732362834007
2010-02-23,1053.735567660873
2010-02-24,1048.8162804867745
2010-02-25,1042.8653472271856
2010-02-26,1058.7486503567739
2010-03-01,1082.4488079537205
2010-03-02,1084.7777027508419
2010-03-03,1092.1616436198137
2010-03-04,1076.0212695755301
2010-03-05,1088.0279077526927
2010-03-08,1111.2664435652516
2010-03-09,1112.939119465142
2010-03-10,1115.1429883314865
2010-03-11,1114.986271899746
2010-03-12,1114.1923360345866
2010-03-15,1099.8641716174677
2010-03-16,1100.341235218351
2010-03-17,1120.2128866234168
2010-03-18,1118.9099173482612
2010-03-19,1122.8060191886364
2010-03-22,1107.0347195839272
2010-03-23,1104.1784725172724
2010-03-24,1102.912735159421
2010-03-25,1098.7528759679444
2010-03-26,1106.9361686608663
2010-03-29,1119.045295491191
2010-03-30,1127.2261236994748
2010-03-31,1122.9962379461997
2010-04-01,1142.5135996946174
2010-04-02,1142.6872538871157
2010-04-05,1142.8499330044444
2010-04-06,1142.7426009787143
2010-04-07,1163.2092913892184
2010-04-08,1154.5101854823802
2010-04-09,1167.9427732792228
2010-04-12,1155.5303552916928
2010-04-13,1150.3076946997048
2010-04-14,1151.8837076919401
2010-04-15,1149.7307750127325
2010-04-16,1131.5644198814484
2010-04-19,1107.8769484223471
2010-04-20,1124.7392985755878
2010-04-21,1125.5773600576672
2010-04-22,1122.9460510619892
2010-04-23,1117.0371357750441
2010-04-26,1134.7015232872593
2010-04-27,1119.184037679714
2010-04-28,1103.6911147763992
2010-04-29,1095.4788759451076
2010-04-30,1117.9084431287872
2010-05-03,1103.9441558290553
2010-05-04,1101.0756837405456
2010-05-05,1075.6435040533697
2010-05-06,1054.5650740961855
2010-05-07,1042.4514789534426
2010-05-10,1065.6837528896326
2010-05-11,1055.343312175292
2010-05-12,1053.6835951677895
2010-05-13,1071.988639071585
2010-05-14,1059.7059816971134
2010-05-17,1029.0350100985022
2010-05-18,1043.0349861234802
2010-05-19,1024.146588800288
2010-05-20,1011.5768747941828
2010-05-21,1012.2642292210162
2010-05-24,1029.126586665229
2010-05-25,985.450491703714
2010-05-26,1020.9695147950802
2010-05-27,1035.4216829033824
2010-05-28,1059.109614419232
2010-05-31,1064.304205624786
2010-06-01,1041.37082540792
2010-06-02,1035.7426362035283
2010-06-03,1054.2996101449946
2010-06-04,1053.9351745101746
2010-06-07,1031.6356048068888
2010-06-08,1035.460552375356
2010-06-09,1041.1586935759235
2010-06-10,1043.8634253642463
2010-06-11,1058.2887587029597
2010-06-14,1072.5865409552412
2010-06-15,1077.985825906023
2010-06-16,1078.046483485145
2010-06-17,1085.6806457438406
2010-06-18,1090.1042268137999
2010-06-21,1130.337724826073
2010-06-22,1124.2505968411417
2010-06-23,1127.3491342819764
2010-06-24,1119.2884012105442
2010-06-25,1113.8307513453587
2010-06-28,1118.7247198486155
2010-06-29,1093.8810198669216
2010-06-30,1097.5313544296228
2010-07-01,1095.3599054354936
2010-07-02,1077.6502253389833
2010-07-05,1077.0587363099203
2010-07-06,1096.1811847637075
2010-07-07,1090.3233682135512
2010-07-08,1099.3723000643631
2010-07-09,1116.3019166543959
2010-07-12,1121.8623419895425
2010-07-13,1121.7905820337346
2010-07-14,1124.5293445440452
2010-07-15,1109.4893797947275
2010-07-16,1104.6556244213339
2010-07-19,1103.6173377864254
2010-07-20,1113.3076946513615
2010-07-21,1127.196999326429
2010-07-22,1129.3094279923923
2010-07-23,1141.3320757524027
2010-07-26,1135.0590331947226
2010-07-27,1141.946232105143
2010-07-28,1146.3038354763962
2010-07-29,1144.6542400693795
2010-07-30,1145.9210911523949
2010-08-02,1165.649269817459
2010-08-03,1164.5563881076516
2010-08-04,1164.5516276040144
2010-08-05,1164.1113264986316
2010-08-06,1166.3271388179548
2010-08-09,1173.268172493061
2010-08-10,1154.9951868041585
2010-08-11,1142.835419483829
2010-08-12,1133.985744475413
2010-08-13,1139.8109097102954
2010-08-16,1145.2429547377549
2010-08-17,1144.990067177465
2010-08-18,1146.7839835515206
2010-08-19,1150.1842645217498
2010-08-20,1145.9403869988837
2010-08-23,1136.5072878464293
2010-08-24,1131.9149965478434
2010-08-25,1127.5818878874209
2010-08-26,1126.365233147361
2010-08-27,1126.4800084145188
2010-08-30,1136.115232145406
2010-08-31,1129.0121860823313
2010-09-01,1137.975490385349
2010-09-02,1152.751537037807
2010-09-03,1158.6019010387238
2010-09-06,1175.237563086389
2010-09-07,1174.7959231736038
2010-09-08,1155.4115359132156
2010-09-09,1160.8840975149217
2010-09-10,1162.5547387407155
2010-09-13,1182.2547251850654
2010-09-14,1185.0397026320975
2010-09-15,1183.8121580517377
2010-09-16,1177.29527862313
2010-09-17,1192.4004933296073
2010-09-20,1193.2449599906838
2010-09-21,1198.051629464417
2010-09-22,1200.8721211604507
2010-09-23,1200.7214740306376
2010-09-24,1202.2070444531366
2010-09-27,1213.1849024545165
2010-09-28,1203.3903805072155
2010-09-29,1214.9875237137173
2010-09-30,1214.4853494512045
2010-10-01,1215.21626634721
2010-10-04,1231.6274018696288
2010-10-05,1230.6310970735615
2010-10-06,1237.5001324606822
2010-10-07,1235.6560797484537
2010-10-08,1236.4161608464162
2010-10-11,1243.0764275688898
2010-10-12,1240.7572829126018
2010-10-13,1262.1137632545742
2010-10-14,1278.8100942371193
2010-10-15,1275.6989148682105
2010-10-18,1263.9822709297252
2010-10-19,1274.940179098552
2010-10-20,1263.0592251045816
2010-10-21,1274.7377133363775
2010-10-22,1265.917762062905
2010-10-25,1270.033032469944
2010-10-26,1272.3999920777703
2010-10-27,1251.5189462956105
2010-10-28,1252.9860330022739
2010-10-29,1249.4973661367833
2010-11-01,1270.6271536052325
2010-11-02,1270.914345549454
2010-11-03,1288.8592254356493
2010-11-04,1300.5552156612482
2010-11-05,1313.7049164237294
2010-11-08,1319.928452565652
