Date,TAIWAN MINIMUM VOLATILITY (TWD)
2001-05-31,1000.0
2001-06-01,992.0598844843312
2001-06-04,982.8925315412765
2001-06-05,1002.193647833733
2001-06-06,1032.0170828041798
2001-06-07,1020.1094511748671
2001-06-08,1034.2983788807292
2001-06-11,1047.3038254960122
2001-06-12,1049.0504916244374
2001-06-13,1031.0629898980064
2001-06-14,1009.3151835005071
2001-06-15,1017.9946038265344
2001-06-18,1000.0738117566809
2001-06-19,997.9452848691648
2001-06-20,995.6637268384786
2001-06-21,988.6728942623353
2001-06-22,981.3502438109334
2001-06-25,981.9199681905043
2001-06-26,954.3239472135081
2001-06-27,961.2041310614763
2001-06-28,945.3989182813762
2001-06-29,975.5121320943196
2001-07-02,976.6316900853452
2001-07-03,969.4834961526926
2001-07-04,948.7203102108281
2001-07-05,941.8556027632857
2001-07-06,944.7364500546386
2001-07-09,935.73938731852
2001-07-10,925.0677990683911
2001-07-11,899.9043857128108
2001-07-12,912.8108028523285
2001-07-13,876.755139200069
2001-07-16,848.4835017413242
2001-07-17,844.7820622909885
2001-07-18,806.6576345335778
2001-07-19,806.1264793143484
2001-07-20,815.4781868327535
2001-07-23,803.7870693627643
2001-07-24,774.8721566101536
2001-07-25,796.6962281332662
2001-07-26,831.8476075804928
2001-07-27,834.4832414170583
2001-07-30,834.4832414170583
2001-07-31,835.3721418160856
2001-08-01,833.2561639348601
2001-08-02,864.7145691319887
2001-08-03,879.6311122506524
2001-08-06,868.1688428970455
2001-08-07,858.0999113371423
2001-08-08,883.3261029537609
2001-08-09,870.3090521099363
2001-08-10,869.6627491198126
2001-08-13,882.1397174565951
2001-08-14,898.9391828442624
2001-08-15,906.6775022982333
2001-08-16,920.4371837998818
2001-08-17,903.0926689931415
2001-08-20,886.7802634496719
2001-08-21,889.2359598973808
2001-08-22,877.1626527779116
2001-08-23,868.4333838936402
2001-08-24,835.296852382996
2001-08-27,847.8545341975848
2001-08-28,842.943634816043
2001-08-29,872.5721614736525
2001-08-30,875.9788393512381
2001-08-31,870.7333060265295
2001-09-03,856.7372804850809
2001-09-04,868.9150879726501
2001-09-05,852.4006653814765
2001-09-06,833.3953919027466
2001-09-07,826.4857589650269
2001-09-10,823.3300221872455
2001-09-11,801.6814850930564
2001-09-12,806.6137642398361
2001-09-13,761.3455582088147
2001-09-14,722.4893259709113
2001-09-17,722.4893259709113
2001-09-18,722.4893259709113
2001-09-19,721.8718252296226
2001-09-20,704.9177433203234
2001-09-21,683.1523855932201
2001-09-24,669.2990462488157
2001-09-25,659.3208696066285
2001-09-26,688.6077358925978
2001-09-27,678.2087929996246
2001-09-28,696.122373362977
2001-10-01,695.3164429741344
2001-10-02,666.4710378001929
2001-10-03,661.8546753816217
2001-10-04,674.6727419850997
2001-10-05,695.5545197368665
2001-10-08,685.2116502370459
2001-10-09,701.0111934122025
2001-10-10,701.0111934122025
2001-10-11,733.5101462639916
2001-10-12,733.6971524363763
2001-10-15,714.9067293681748
2001-10-16,731.5820840319312
2001-10-17,731.9358113994854
2001-10-18,726.0236320707386
2001-10-19,736.0028535993275
2001-10-22,749.1812223048439
2001-10-23,743.7816203891111
2001-10-24,766.386438829974
2001-10-25,771.1458860741816
2001-10-26,778.4835137636003
2001-10-29,776.0009381211698
2001-10-30,746.9167486077005
2001-10-31,745.1132678086348
2001-11-01,747.1084083291823
2001-11-02,759.0982117411932
2001-11-05,773.9126006037991
2001-11-06,774.883725335129
2001-11-07,787.8469442557215
2001-11-08,781.6348568073598
2001-11-09,777.5933889483487
2001-11-12,787.3610958808188
2001-11-13,779.8698528644529
2001-11-14,806.4817945583213
2001-11-15,827.7452293360639
2001-11-16,831.5366336840809
2001-11-19,850.1353726012517
2001-11-20,838.8102686212821
2001-11-21,856.5273297461251
2001-11-22,840.9006745296086
2001-11-23,855.7391020809943
2001-11-26,873.6917306491765
2001-11-27,864.4618529044211
2001-11-28,832.2908659119746
2001-11-29,835.4472216774689
2001-11-30,824.6358642522006
2001-12-03,862.9624094351396
2001-12-04,886.8738740079705
2001-12-05,915.690262879333
2001-12-06,972.5473780992438
2001-12-07,1004.7167469767948
2001-12-10,1005.9482688880581
2001-12-11,988.490796304096
2001-12-12,1044.489294179206
2001-12-13,1020.7806924873182
2001-12-14,1030.9491964737238
2001-12-17,1018.0682908819127
2001-12-18,988.9433518948196
2001-12-19,961.7896570028256
2001-12-20,984.6115994465586
2001-12-21,948.7735626505482
2001-12-24,957.9270159669295
2001-12-25,995.4451731337051
2001-12-26,994.1799545270146
2001-12-27,983.9523767546948
2001-12-28,993.3721563425281
2001-12-31,1029.1838933382085
2002-01-01,1029.1838933382085
2002-01-02,1048.0039015032125
2002-01-03,1034.8592507131566
2002-01-04,1054.9421711462887
2002-01-07,1097.5706746432525
2002-01-08,1092.7257227170294
2002-01-09,1109.102174997343
2002-01-10,1105.7533364580258
2002-01-11,1061.6741295544086
2002-01-14,1040.986522155359
2002-01-15,1042.515160990513
2002-01-16,1017.0066187669759
2002-01-17,1018.6238112388698
2002-01-18,1014.3645360373349
2002-01-21,1068.82771886405
2002-01-22,1067.0921337836555
2002-01-23,1063.2102672770627
2002-01-24,1062.7623077441467
2002-01-25,1100.3544256418559
2002-01-28,1115.755101012464
2002-01-29,1089.130279377858
2002-01-30,1085.2265186748468
2002-01-31,1100.6823115947684
2002-02-01,1100.0346170224263
2002-02-04,1100.1041499877642
2002-02-05,1096.5597734152566
2002-02-06,1109.2184211627193
2002-02-07,1107.4766077961538
2002-02-08,1106.055551413182
2002-02-11,1105.425140725571
2002-02-12,1107.3185323454265
2002-02-13,1107.3185323454265
2002-02-14,1107.3185323454265
2002-02-15,1104.3236494821435
2002-02-18,1105.4131901437222
2002-02-19,1080.5030525556183
2002-02-20,1051.1099875715202
2002-02-21,1043.312738244542
2002-02-22,1044.848899515647
2002-02-25,1019.7478080886065
2002-02-26,1013.604929586323
2002-02-27,1055.2666152527254
2002-02-28,1055.2666152527254
2002-03-01,1049.0289443676456
2002-03-04,1084.7681487642692
2002-03-05,1095.2450464171923
2002-03-06,1128.8586954096593
2002-03-07,1122.4759477988155
2002-03-08,1112.6157746277704
2002-03-11,1147.2305498523724
2002-03-12,1136.0721981843838
2002-03-13,1119.0620764953533
2002-03-14,1117.9962842277082
2002-03-15,1093.8300619612241
2002-03-18,1096.1406530003796
2002-03-19,1077.7986539945152
2002-03-20,1109.83706080128
2002-03-21,1109.036726051142
2002-03-22,1129.9300631171066
2002-03-25,1134.8604745174616
2002-03-26,1141.741117278424
2002-03-27,1122.4933468906383
2002-03-28,1138.465597548736
2002-03-29,1124.5194857208342
2002-04-01,1124.143143179546
2002-04-02,1136.207305872879
2002-04-03,1151.8529373011445
2002-04-04,1136.1224644778792
2002-04-05,1136.284837275432
2002-04-08,1132.2124265006153
2002-04-09,1108.7047129140249
2002-04-10,1110.1518285736618
2002-04-11,1110.1533964089633
2002-04-12,1128.4834381003154
2002-04-15,1129.0733468149026
2002-04-16,1137.2202639164743
2002-04-17,1167.9933265444745
2002-04-18,1172.917294039252
2002-04-19,1186.9673399650496
2002-04-22,1187.7203402150462
2002-04-23,1170.563433811101
2002-04-24,1176.538892279866
2002-04-25,1160.153569718858
2002-04-26,1152.0370664923557
2002-04-29,1136.6048178985864
2002-04-30,1100.4648893208305
2002-05-01,1100.4648893208305
2002-05-02,1066.299269383594
2002-05-03,1073.6605069206123
2002-05-06,1022.9239395331972
2002-05-07,1023.9634840400549
2002-05-08,1026.5129933048343
2002-05-09,1031.4366598320519
2002-05-10,1043.412122990925
2002-05-13,1038.2579306696193
2002-05-14,1043.3818543518667
2002-05-15,1077.4101069075436
2002-05-16,1059.52635268527
2002-05-17,1059.8742973736707
2002-05-20,1018.2367980088798
2002-05-21,998.3423857094078
2002-05-22,1020.0871603283565
2002-05-23,1018.4970991581878
2002-05-24,1047.3308570646286
2002-05-27,1056.3140362787276
2002-05-28,1044.8207985193035
2002-05-29,1035.6701758936986
2002-05-30,1064.3101952473164
2002-05-31,1042.484810704768
2002-06-03,1032.0799182144801
2002-06-04,1024.9416298983676
2002-06-05,1035.064093807577
2002-06-06,1035.1038774314895
2002-06-07,1003.1297889580189
2002-06-10,1013.5549953411127
2002-06-11,992.3259265968271
2002-06-12,988.8749658097943
2002-06-13,1021.2365908802338
2002-06-14,1023.6012193504022
2002-06-17,1020.6088767277624
2002-06-18,1015.9048916811968
2002-06-19,986.3737100845158
2002-06-20,999.3329749240253
2002-06-21,1006.9351241054338
2002-06-24,997.4378864683989
2002-06-25,980.9962068665881
2002-06-26,949.768728834236
2002-06-27,936.1607457770867
2002-06-28,957.9889843774858
2002-07-01,916.2537528007714
2002-07-02,928.3978445866728
2002-07-03,945.4526233925753
2002-07-04,959.8112853946596
2002-07-05,983.9781372906191
2002-07-08,1010.2243970476068
2002-07-09,1009.7981261939875
2002-07-10,993.9493332400788
2002-07-11,986.1410778730448
2002-07-12,1029.9939277442934
2002-07-15,1028.8803575803713
2002-07-16,1014.9278317772573
2002-07-17,1007.3087349726688
2002-07-18,1004.5534332844792
2002-07-19,988.8886108661923
2002-07-22,967.8998501719135
2002-07-23,990.2330608113919
2002-07-24,962.7544781004892
2002-07-25,967.108000201266
2002-07-26,929.01086084938
2002-07-29,926.6936343330273
2002-07-30,962.025221913499
2002-07-31,952.4538657170509
2002-08-01,950.0352887609919
2002-08-02,947.3808340184169
2002-08-05,886.7147537573096
