Date,CHINA A INTERNATIONAL MIN VOL (USD)
2008-11-25,1000.0
2008-11-26,1006.2690332458046
2008-11-27,1021.1771469554508
2008-11-28,1004.1495569809817
2008-12-01,1012.5335334884077
2008-12-02,1011.2365883430712
2008-12-03,1052.138096826975
2008-12-04,1064.7560595587822
2008-12-05,1074.8836043231238
2008-12-08,1116.438143358503
2008-12-09,1088.8362551948142
2008-12-10,1118.0899196242672
2008-12-11,1096.1358938152202
2008-12-12,1058.106033098558
2008-12-15,1062.958904272789
2008-12-16,1071.6948882040595
2008-12-17,1076.9799734577684
2008-12-18,1098.5857156262077
2008-12-19,1100.4572373702815
2008-12-22,1081.937620478853
2008-12-23,1032.17274020486
2008-12-24,1017.0941846984327
2008-12-25,1007.8244895076832
2008-12-26,1001.4856671060177
2008-12-29,999.4386153621749
2008-12-30,995.0018874304193
2008-12-31,991.6544621982436
2009-01-01,991.6544621982438
2009-01-02,991.654462198244
2009-01-05,1018.3859263295919
2009-01-06,1044.1574951338082
2009-01-07,1037.4651974601534
2009-01-08,1015.9436174596938
2009-01-09,1031.2038786486617
2009-01-12,1030.5249548389027
2009-01-13,1007.5282403615798
2009-01-14,1044.086875618628
2009-01-15,1041.3624742026084
2009-01-16,1058.6579551536224
2009-01-19,1072.0577799709722
2009-01-20,1073.6610514901283
2009-01-21,1065.2187908468663
2009-01-22,1074.676508684969
2009-01-23,1069.5283320091921
2009-01-26,1069.5283320091921
2009-01-27,1069.5283320091921
2009-01-28,1069.5283320091921
2009-01-29,1069.5283320091921
2009-01-30,1069.5283320091921
2009-02-02,1084.909657167656
2009-02-03,1115.1253837310387
2009-02-04,1142.1948439398311
2009-02-05,1130.9432190052223
2009-02-06,1173.4157156464466
2009-02-09,1206.4205069288032
2009-02-10,1223.280935578822
2009-02-11,1230.547419265
2009-02-12,1227.7437294994807
2009-02-13,1268.9589847486602
2009-02-16,1295.770354004964
2009-02-17,1254.84137787925
2009-02-18,1198.5219910925948
2009-02-19,1214.0188034095265
2009-02-20,1234.8631735666281
2009-02-23,1265.7649532362548
2009-02-24,1209.0930075739598
2009-02-25,1205.7023653289411
2009-02-26,1149.3212938706993
2009-02-27,1132.2524600295026
2009-03-02,1142.1598980798483
2009-03-03,1129.62393977978
2009-03-04,1200.1940536688492
2009-03-05,1207.060899745921
2009-03-06,1198.4588873887997
2009-03-09,1158.8572108815324
2009-03-10,1178.8604720126227
2009-03-11,1165.3092466594846
2009-03-12,1162.3017990544283
2009-03-13,1158.7763439091077
2009-03-16,1174.6652691236538
2009-03-17,1213.95013710453
2009-03-18,1218.7720631008617
2009-03-19,1244.5705092313935
2009-03-20,1236.65033269939
2009-03-23,1265.1167067419665
2009-03-24,1276.9981422506826
2009-03-25,1249.9602774612295
2009-03-26,1289.5978388587976
2009-03-27,1301.3506078318478
2009-03-30,1295.5614325563588
2009-03-31,1310.0825502383811
2009-04-01,1329.5579204852918
2009-04-02,1341.62470554925
2009-04-03,1336.6546995598542
2009-04-06,1336.6546995598549
2009-04-07,1340.7211059355488
2009-04-08,1290.644141901077
2009-04-09,1309.4497266374217
2009-04-10,1349.4875674400132
2009-04-13,1381.6368993727867
2009-04-14,1391.58740126871
2009-04-15,1392.1700683214565
2009-04-16,1390.3119293316056
2009-04-17,1374.6861482384013
2009-04-20,1409.1670286072695
2009-04-21,1394.5157789393834
2009-04-22,1349.0734386545266
2009-04-23,1357.4408367441738
2009-04-24,1352.4864883323398
2009-04-27,1318.2246780717396
2009-04-28,1321.7088819594737
2009-04-29,1367.8489854988168
2009-04-30,1379.0266916261464
2009-05-01,1379.0266916261464
2009-05-04,1421.70352990334
2009-05-05,1427.8553960042332
2009-05-06,1448.1268891118405
2009-05-07,1443.265136385204
2009-05-08,1450.6899277205964
2009-05-11,1413.3744309345307
2009-05-12,1443.1878917892986
2009-05-13,1450.6870706161292
2009-05-14,1442.0001545430127
2009-05-15,1444.3124401170096
2009-05-18,1448.0639217420876
2009-05-19,1457.124093678177
2009-05-20,1444.0782976660107
2009-05-21,1411.8588959487072
2009-05-22,1407.503558625744
2009-05-25,1406.9253244287581
2009-05-26,1393.670259930708
2009-05-27,1412.273933791789
2009-05-28,1412.273933791789
2009-05-29,1412.273933791789
2009-06-01,1457.619507484448
2009-06-02,1460.267853048744
2009-06-03,1490.4512001160967
2009-06-04,1488.941924874534
2009-06-05,1477.9451010800353
2009-06-08,1479.9840483181808
2009-06-09,1491.8317116093294
2009-06-10,1512.2190155149876
2009-06-11,1496.739793520089
2009-06-12,1469.4401367567082
2009-06-15,1502.1755632607358
2009-06-16,1498.653933575711
2009-06-17,1523.864232882105
2009-06-18,1548.0386993205389
2009-06-19,1565.5712020259255
2009-06-22,1565.5442586983586
2009-06-23,1566.0891021348887
2009-06-24,1588.21393782115
2009-06-25,1585.5303676302997
2009-06-26,1588.8600764333396
2009-06-29,1617.7372039762226
2009-06-30,1608.1898645478823
2009-07-01,1637.2607822925304
2009-07-02,1655.5927101584982
2009-07-03,1674.8888428113926
2009-07-06,1694.2738074382673
2009-07-07,1681.398527914916
2009-07-08,1684.6536017493654
2009-07-09,1709.3553777647721
2009-07-10,1713.8647569649509
2009-07-13,1701.822488828599
2009-07-14,1746.855476043662
2009-07-15,1762.9146299306517
2009-07-16,1759.6876879508573
2009-07-17,1764.8462043186723
2009-07-20,1802.254917399524
2009-07-21,1771.095726356319
2009-07-22,1801.0927565901832
2009-07-23,1823.7939404855608
2009-07-24,1832.2121023436443
2009-07-27,1865.1254883615907
2009-07-28,1868.8544692027804
2009-07-29,1776.7047645746431
2009-07-30,1809.241831702115
2009-07-31,1856.6406307068644
2009-08-03,1880.9762065331097
2009-08-04,1888.885611067768
2009-08-05,1871.9607501149324
2009-08-06,1836.6366596512157
2009-08-07,1780.4371864660873
2009-08-10,1778.131964700231
2009-08-11,1789.77063239068
2009-08-12,1710.623990677764
2009-08-13,1725.7391087533667
2009-08-14,1671.824047313264
2009-08-17,1573.150419484996
2009-08-18,1594.2305271829252
2009-08-19,1520.1362558923997
2009-08-20,1583.6167613172345
2009-08-21,1614.7461652768377
2009-08-24,1627.2327854758053
2009-08-25,1574.5533043562302
2009-08-26,1611.4760873854607
2009-08-27,1609.1857049782632
2009-08-28,1557.3592132644492
2009-08-31,1449.1689392294434
2009-09-01,1458.5911460229481
2009-09-02,1479.8070640941198
2009-09-03,1555.1390634477389
2009-09-04,1566.2974903822035
2009-09-07,1577.6821898545513
2009-09-08,1609.9217943157087
2009-09-09,1620.4449087118635
2009-09-10,1607.6929948856325
2009-09-11,1639.241963789149
2009-09-14,1666.1810538547568
2009-09-15,1670.9074805873495
2009-09-16,1647.1030794040948
2009-09-17,1678.1079843686084
2009-09-18,1623.0969442743808
2009-09-21,1635.4461141550128
2009-09-22,1603.4912470291533
2009-09-23,1572.2370983000546
2009-09-24,1576.8361856156823
2009-09-25,1569.9568063930055
2009-09-28,1533.4633390237816
2009-09-29,1534.4149565353548
2009-09-30,1547.9404846502305
2009-10-01,1547.9404846502305
2009-10-02,1547.9404846502305
2009-10-05,1547.9404846502305
2009-10-06,1547.9404846502305
2009-10-07,1547.9404846502305
2009-10-08,1547.9404846502305
2009-10-09,1621.2822886588463
2009-10-12,1613.8623340338543
2009-10-13,1635.1849022420986
2009-10-14,1648.233337519818
2009-10-15,1651.7021051220024
2009-10-16,1652.42101231626
2009-10-19,1693.6426225023854
2009-10-20,1715.3772182985774
2009-10-21,1707.2561129117917
2009-10-22,1696.1424380327858
2009-10-23,1729.237918593115
2009-10-26,1725.8026384044958
2009-10-27,1682.3781984188593
2009-10-28,1689.8860801351314
2009-10-29,1652.8722408544656
2009-10-30,1667.079063922657
2009-11-02,1720.690074157868
2009-11-03,1737.936684460676
2009-11-04,1743.8793161754904
2009-11-05,1750.8230117328399
2009-11-06,1760.1993123613934
2009-11-09,1762.3161868401291
2009-11-10,1771.8956013240977
2009-11-11,1766.4451947198083
2009-11-12,1768.8675906698468
2009-11-13,1778.6211751872556
2009-11-16,1833.707335043629
2009-11-17,1832.9848819465365
2009-11-18,1833.039196142407
2009-11-19,1839.4634999285793
2009-11-20,1833.6201207038473
2009-11-23,1848.0012251706232
2009-11-24,1787.7446966206228
2009-11-25,1825.6926348090537
2009-11-26,1757.198847628776
2009-11-27,1712.1037885068326
2009-11-30,1776.9037821744682
2009-12-01,1801.3868582293298
2009-12-02,1814.7683954452446
2009-12-03,1810.6380776157716
2009-12-04,1834.8937727247865
2009-12-07,1846.8176827416387
2009-12-08,1824.963687785976
2009-12-09,1790.2132886325342
2009-12-10,1801.706620859987
2009-12-11,1802.5638250893267
2009-12-14,1828.5809044599507
2009-12-15,1815.7674593880258
2009-12-16,1803.2745843395546
2009-12-17,1764.5941745125242
2009-12-18,1719.372293140268
2009-12-21,1724.1410597748059
2009-12-22,1685.7214089373954
2009-12-23,1702.8170076438173
2009-12-24,1751.4598223324467
2009-12-25,1748.870866105391
2009-12-28,1771.3855334923282
2009-12-29,1780.7721990103942
2009-12-30,1807.4315607021772
2009-12-31,1813.999181454647
2010-01-01,1813.999181454647
2010-01-04,1789.6086853858017
2010-01-05,1795.0071002126895
2010-01-06,1784.082635192439
2010-01-07,1750.353799661586
2010-01-08,1756.785847149954
2010-01-11,1748.4693864694775
2010-01-12,1780.06106893859
2010-01-13,1730.7314408800512
2010-01-14,1757.6775842152138
2010-01-15,1764.2111206398774
2010-01-18,1779.5326060992354
2010-01-19,1779.487877010236
2010-01-20,1725.7582508659045
2010-01-21,1734.568115245376
2010-01-22,1716.3809652635582
2010-01-25,1693.7593612424964
2010-01-26,1652.14417405203
2010-01-27,1634.0760124043006
2010-01-28,1641.1710034930416
2010-01-29,1638.6311522799633
2010-02-01,1616.278516479622
2010-02-02,1608.477891610212
2010-02-03,1647.6736573693597
2010-02-04,1642.3484399959857
2010-02-05,1615.736569120032
2010-02-08,1614.5368288078691
2010-02-09,1621.8707465312714
2010-02-10,1642.3489662804136
2010-02-11,1641.9189465686466
2010-02-12,1657.7570434725112
2010-02-15,1657.7570434725108
2010-02-16,1657.7570434725103
2010-02-17,1657.7570434725098
2010-02-18,1657.7570434725094
2010-02-19,1657.757043472509
2010-02-22,1651.9650224327702
2010-02-23,1639.312378529696
2010-02-24,1665.9377588620755
2010-02-25,1688.0830117611506
2010-02-26,1681.110075733299
2010-03-01,1699.0095066803954
2010-03-02,1693.147192880364
2010-03-03,1705.083858824207
2010-03-04,1663.1642652707837
2010-03-05,1666.5020038028588
2010-03-08,1679.1442712419077
2010-03-09,1690.6600892620681
2010-03-10,1677.6291568329473
2010-03-11,1675.7316607681166
2010-03-12,1650.8803919296402
2010-03-15,1624.2814832592242
2010-03-16,1635.2674778825817
2010-03-17,1669.5711323410335
2010-03-18,1667.3701218866133
2010-03-19,1681.7151604181906
2010-03-22,1690.0049367902025
2010-03-23,1678.251019763606
2010-03-24,1678.0823471363428
2010-03-25,1653.5392757676022
2010-03-26,1680.1353193828338
2010-03-29,1719.2241279483608
2010-03-30,1720.2656500464436
2010-03-31,1711.2769996090099
2010-04-01,1732.9391361374053
2010-04-02,1738.0686384823389
2010-04-05,1738.0686384823389
2010-04-06,1734.2256800812333
2010-04-07,1723.6534643092832
2010-04-08,1707.4316018079749
2010-04-09,1723.0401829731734
2010-04-12,1709.8154390010127
2010-04-13,1725.8059859245566
2010-04-14,1728.903718718575
2010-04-15,1723.7905928142704
2010-04-16,1710.6263902828637
2010-04-19,1617.9613951289796
2010-04-20,1611.6635565583576
2010-04-21,1642.7927958491005
2010-04-22,1627.2639145037751
2010-04-23,1620.1514772615294
2010-04-26,1609.127536661098
2010-04-27,1577.858885474033
2010-04-28,1573.1695153525313
2010-04-29,1560.837447367762
2010-04-30,1561.3298932893529
2010-05-03,1561.3298932893529
2010-05-04,1534.0864221867187
2010-05-05,1546.140352895314
2010-05-06,1474.0820770713658
2010-05-07,1436.408914489559
2010-05-10,1445.9283552852953
2010-05-11,1415.0530626524255
2010-05-12,1429.858671668816
2010-05-13,1461.9696681035734
2010-05-14,1453.4805958602851
2010-05-17,1376.309078174675
2010-05-18,1405.1106062538413
2010-05-19,1403.4557253214398
2010-05-20,1388.8349832628944
2010-05-21,1410.276833996197
2010-05-24,1461.1004100984865
2010-05-25,1429.4118928761254
2010-05-26,1431.5423615654436
2010-05-27,1453.3933625090153
2010-05-28,1449.0669600938547
2010-05-31,1412.954337067843
2010-06-01,1396.2676241821741
2010-06-02,1404.1878105203846
2010-06-03,1395.1700702137834
2010-06-04,1400.0508764884282
2010-06-07,1378.6532948475808
2010-06-08,1381.7725495458285
2010-06-09,1425.4130153402746
2010-06-10,1409.4895840607107
2010-06-11,1410.9959681523353
2010-06-14,1410.9959681523353
2010-06-15,1410.9959681523353
2010-06-16,1410.9959681523353
2010-06-17,1402.689845398919
2010-06-18,1382.7979435263856
2010-06-21,1432.5158035173015
2010-06-22,1431.3903526188633
2010-06-23,1417.109595385832
2010-06-24,1422.4167681042218
2010-06-25,1411.9770634696556
2010-06-28,1400.4560315603937
2010-06-29,1336.9081482435781
2010-06-30,1329.283259353423
2010-07-01,1311.2610995757907
2010-07-02,1319.5363633740171
2010-07-05,1309.5635925700233
2010-07-06,1335.357443242331
2010-07-07,1346.8926358232409
2010-07-08,1345.7454875261055
2010-07-09,1382.1665190721424
2010-07-12,1396.1901299495075
2010-07-13,1376.1254136502387
2010-07-14,1385.4161428327395
2010-07-15,1361.4903434498565
2010-07-16,1366.686875510425
2010-07-19,1400.8503077646433
2010-07-20,1432.0429395432575
2010-07-21,1437.6624699526092
2010-07-22,1452.7835488475214
2010-07-23,1459.3331583042198
2010-07-26,1468.9994588416964
