Date,MSCI USA Small Cap Momentum Index
1999-06-01,1005.793948672131
1999-06-02,1009.5086317529443
1999-06-03,1006.6138762018542
1999-06-04,1023.80792440684
1999-06-07,1035.0650498377665
1999-06-08,1031.3022769429938
1999-06-09,1038.5554886956286
1999-06-10,1031.1783850362278
1999-06-11,1025.5710425934762
1999-06-14,1015.2575356328906
1999-06-15,1019.7314816041868
1999-06-16,1032.5623196505717
1999-06-17,1037.5132080271287
1999-06-18,1043.62033205122
1999-06-21,1056.3953542875684
1999-06-22,1063.3846666144684
1999-06-23,1058.6831916115468
1999-06-24,1050.3950831875047
1999-06-25,1054.8699662060214
1999-06-28,1070.9870662949193
1999-06-29,1078.4977382980353
1999-06-30,1102.6198709675214
1999-07-01,1098.2473862473776
1999-07-02,1102.176313764102
1999-07-05,1102.176313764102
1999-07-06,1106.3628383370242
1999-07-07,1091.384319704368
1999-07-08,1093.657818533684
1999-07-09,1105.7254085468132
1999-07-12,1114.7425640649508
1999-07-13,1108.8604627130692
1999-07-14,1123.8434210473863
1999-07-15,1150.6681038489123
1999-07-16,1155.1158823694411
1999-07-19,1140.0463953741114
1999-07-20,1119.8209897415584
1999-07-21,1135.0607923169923
1999-07-22,1127.8029199066714
1999-07-23,1127.9636545857272
1999-07-26,1117.993876149215
1999-07-27,1128.2225917138162
1999-07-28,1136.001184207838
1999-07-29,1133.4332305930711
1999-07-30,1145.5903458727225
1999-08-02,1134.0440917985914
1999-08-03,1109.1728082253946
1999-08-04,1088.4143888714987
1999-08-05,1098.3420152069632
1999-08-06,1088.5614715633728
1999-08-09,1069.758912814509
1999-08-10,1063.8291709722641
1999-08-11,1085.9269106977747
1999-08-12,1088.7651679194807
1999-08-13,1119.948229021612
1999-08-16,1121.9484247325145
1999-08-17,1123.8165611796587
1999-08-18,1100.2072851764726
1999-08-19,1098.2359464895023
1999-08-20,1106.5217442129351
1999-08-23,1119.3267287532037
1999-08-24,1127.2207812224326
1999-08-25,1134.455387198358
1999-08-26,1116.8581457431987
1999-08-27,1107.4814430318638
1999-08-30,1095.542420731755
1999-08-31,1093.1613900764812
1999-09-01,1106.0938794031586
1999-09-02,1099.1162048963374
1999-09-03,1123.0954811760464
1999-09-06,1123.0954811760464
1999-09-07,1137.019068263259
1999-09-08,1135.5037769787975
1999-09-09,1134.0410002868796
1999-09-10,1141.0334018471044
1999-09-13,1140.082961206896
1999-09-14,1138.1294029393166
1999-09-15,1129.747603463626
1999-09-16,1111.7774433496677
1999-09-17,1114.7575071720246
1999-09-20,1112.347882651852
1999-09-21,1102.2899175675254
1999-09-22,1106.4002202164363
1999-09-23,1087.0884012456813
1999-09-24,1077.168398594873
1999-09-27,1097.462855185113
1999-09-28,1091.6456386395241
1999-09-29,1085.9070762870483
1999-09-30,1093.2528462500675
1999-10-01,1081.686531023222
1999-10-04,1089.804819388085
1999-10-05,1089.3796487622603
1999-10-06,1096.5970915886958
1999-10-07,1089.7068580245898
1999-10-08,1089.2621233334676
1999-10-11,1087.8641042624636
1999-10-12,1073.7756067925275
1999-10-13,1071.626072520163
1999-10-14,1070.6047897984831
1999-10-15,1052.874020430817
1999-10-18,1029.4984094665283
1999-10-19,1028.1258770806835
1999-10-20,1033.0494264864199
1999-10-21,1031.1204416218761
1999-10-22,1047.684424700928
1999-10-25,1048.6049141655462
1999-10-26,1048.6775672887916
1999-10-27,1054.8452731100663
1999-10-28,1066.0466698814769
1999-10-29,1080.2937792180865
1999-11-01,1082.6407606217863
1999-11-02,1099.5090308885715
1999-11-03,1115.1294708335206
1999-11-04,1123.43512599327
1999-11-05,1133.7255410333503
