Date,AC ASIA HIGH DIVIDEND YIELD
1999-08-05,1297.7228889508162
1999-08-06,1287.8350869210894
1999-08-09,1294.1266590284251
1999-08-10,1279.2256743006703
1999-08-11,1265.2971454079034
1999-08-12,1281.0466709190507
1999-08-13,1274.8257538786506
1999-08-16,1301.1770353170884
1999-08-17,1302.9762006118192
1999-08-18,1315.335126122278
1999-08-19,1323.9531706669195
1999-08-20,1339.1968194598337
1999-08-23,1364.0311010036673
1999-08-24,1368.9775529241633
1999-08-25,1379.1390899826508
1999-08-26,1378.168881132047
1999-08-27,1364.2692339705748
1999-08-30,1377.4910685531502
1999-08-31,1346.663081370646
1999-09-01,1350.1723113668743
1999-09-02,1322.7158531398284
1999-09-03,1323.5887782108189
1999-09-06,1340.1336177376913
1999-09-07,1325.329013581143
1999-09-08,1315.2688626148897
1999-09-09,1362.3435636799188
1999-09-10,1373.2046496022936
1999-09-13,1395.7957537198242
1999-09-14,1390.0712088232788
1999-09-15,1375.4554340162226
1999-09-16,1359.8746275604674
1999-09-17,1355.6038461004957
1999-09-20,1356.6796805048064
1999-09-21,1359.5926893273931
1999-09-22,1336.8587122803515
1999-09-23,1347.3728542156302
1999-09-24,1329.5067660309662
1999-09-27,1303.8898178464308
1999-09-28,1307.2216370891583
1999-09-29,1282.7300307619978
1999-09-30,1280.32114031887
1999-10-01,1276.1405832984053
1999-10-04,1271.0740693094283
1999-10-05,1274.6441830844444
1999-10-06,1271.2894876072287
1999-10-07,1272.5692197019732
1999-10-08,1290.2815081053104
1999-10-11,1287.6533619756467
1999-10-12,1270.8809393372674
1999-10-13,1246.1182587149888
1999-10-14,1245.6050194254894
1999-10-15,1221.5422551126994
1999-10-18,1220.5151075816113
1999-10-19,1233.1994729527055
1999-10-20,1261.4747297176327
1999-10-21,1253.5018676229167
1999-10-22,1284.4685609766059
1999-10-25,1295.0553063014308
1999-10-26,1299.5336535841755
1999-10-27,1301.8111193242248
1999-10-28,1299.3796808115894
1999-10-29,1318.9384628849043
1999-11-01,1323.8322822661546
1999-11-02,1336.1066725372366
1999-11-03,1328.0162754461103
1999-11-04,1353.4021050576587
1999-11-05,1341.9174675025508
1999-11-08,1341.17587690742
1999-11-09,1342.262310654369
1999-11-10,1349.1474767423515
1999-11-11,1350.1887992330562
1999-11-12,1379.2350077462916
1999-11-15,1396.3819604483758
1999-11-16,1399.0730227494635
1999-11-17,1397.0974502249096
1999-11-18,1411.1172569387509
1999-11-19,1440.3584037330197
1999-11-22,1438.1639745262069
1999-11-23,1447.3595735124513
1999-11-24,1446.5844069602613
1999-11-25,1430.0353632220897
1999-11-26,1464.2729116026092
1999-11-29,1486.9792684502702
1999-11-30,1476.4721692300798
1999-12-01,1486.381951055538
1999-12-02,1516.9285221894568
1999-12-03,1519.3064015353173
1999-12-06,1491.181105087993
1999-12-07,1482.9923843012348
1999-12-08,1472.1777724109227
1999-12-09,1497.9193040313824
1999-12-10,1509.5664946419884
1999-12-13,1504.0306936647055
1999-12-14,1500.1145350649954
1999-12-15,1482.3085114188148
1999-12-16,1456.4272713313997
1999-12-17,1475.9201941676
1999-12-20,1484.296602870158
1999-12-21,1485.3856872490378
1999-12-22,1486.995773042139
1999-12-23,1474.8067994444928
1999-12-24,1478.6341708422738
1999-12-27,1485.6092221538584
1999-12-28,1494.2748256458467
1999-12-29,1484.331644112998
1999-12-30,1492.3828098393697
1999-12-31,1492.4471859946646
2000-01-03,1498.1720635029144
2000-01-04,1479.3255140569495
2000-01-05,1428.8119492058559
2000-01-06,1390.3151996859708
2000-01-07,1423.3395138865167
2000-01-10,1441.606709290788
2000-01-11,1431.280334068251
2000-01-12,1426.3512987598908
2000-01-13,1433.2416925075142
2000-01-14,1474.5179818705922
2000-01-17,1497.551650030853
2000-01-18,1490.4110928442462
2000-01-19,1465.684219676739
2000-01-20,1477.2480305008014
2000-01-21,1471.1009697284742
2000-01-24,1479.9368288958988
2000-01-25,1454.5315040949831
2000-01-26,1471.3478632302695
2000-01-27,1506.1588176896341
2000-01-28,1520.8180287773455
2000-01-31,1508.7864748691454
2000-02-01,1509.791880858128
2000-02-02,1516.7510386362528
2000-02-03,1501.0523572454636
2000-02-04,1508.925971045552
2000-02-07,1500.4322091884355
2000-02-08,1476.2346545559003
2000-02-09,1483.8525236423686
2000-02-10,1484.6139436139877
2000-02-11,1497.1716811321376
2000-02-14,1465.267078684036
2000-02-15,1430.468704509444
2000-02-16,1443.8363830250128
2000-02-17,1446.3456915107474
2000-02-18,1412.1358816588886
2000-02-21,1382.5551999150807
2000-02-22,1341.8635915012298
2000-02-23,1363.532212125682
2000-02-24,1392.772772694442
2000-02-25,1410.8921293257392
2000-02-28,1418.973103124697
2000-02-29,1418.0630460291513
2000-03-01,1426.5644563059873
2000-03-02,1425.2232607708897
2000-03-03,1431.5176504815583
2000-03-06,1456.356307869975
2000-03-07,1476.9387959664411
2000-03-08,1473.54978824966
2000-03-09,1452.0036973411168
2000-03-10,1482.6737539826825
2000-03-13,1461.0779654277624
2000-03-14,1450.5506857926223
2000-03-15,1426.3012192076378
2000-03-16,1414.039395550986
2000-03-17,1446.1430959659779
2000-03-20,1431.7559201687425
2000-03-21,1437.2738014373099
2000-03-22,1456.3702215649487
2000-03-23,1459.1478024050812
2000-03-24,1465.1341693965098
2000-03-27,1498.7327591189485
2000-03-28,1512.8554209268118
2000-03-29,1535.6909538600487
2000-03-30,1512.7899115936139
2000-03-31,1525.4368403093881
2000-04-03,1513.5938319939523
2000-04-04,1513.1415145167077
2000-04-05,1501.6019589209025
2000-04-06,1510.2641793992534
2000-04-07,1511.8474567651142
2000-04-10,1514.8940030468598
2000-04-11,1492.2315312255362
2000-04-12,1510.2695490296985
2000-04-13,1506.0014749187737
2000-04-14,1508.4293516295318
2000-04-17,1439.578322584195
2000-04-18,1480.387127339482
2000-04-19,1487.226350917766
2000-04-20,1480.272299308153
2000-04-21,1469.0668474140894
2000-04-24,1481.52573267054
2000-04-25,1502.6202973153597
2000-04-26,1498.8390051303375
2000-04-27,1520.4553285942125
2000-04-28,1521.6635538301161
2000-05-01,1526.4860908091346
2000-05-02,1522.8162935063035
2000-05-03,1540.9641281266825
2000-05-04,1539.571303428765
2000-05-05,1536.6912507820869
2000-05-08,1524.2980256132166
2000-05-09,1504.426628023766
2000-05-10,1481.5754070590983
2000-05-11,1490.3115596800415
2000-05-12,1513.014287670211
2000-05-15,1486.947982629801
2000-05-16,1513.1814117273725
2000-05-17,1525.5298765640011
2000-05-18,1507.5589358128566
2000-05-19,1524.64833436369
2000-05-22,1479.111097673999
2000-05-23,1484.4698198545711
2000-05-24,1484.1709426446735
2000-05-25,1480.3151658106528
2000-05-26,1430.871838099278
2000-05-29,1434.5222102470445
2000-05-30,1425.6899310919455
2000-05-31,1441.0657921481652
2000-06-01,1441.5323280764171
2000-06-02,1436.8184736914225
2000-06-05,1464.3050736704342
2000-06-06,1453.1083134275361
2000-06-07,1471.4540241234397
2000-06-08,1475.107590080218
2000-06-09,1499.538206831955
2000-06-12,1492.8213410101805
2000-06-13,1469.229053424957
2000-06-14,1470.7118937622397
2000-06-15,1475.524940094823
2000-06-16,1477.2456742720146
2000-06-19,1481.3397556984096
2000-06-20,1491.6299426341363
2000-06-21,1506.9415610778972
2000-06-22,1514.8405988390882
2000-06-23,1515.3778057692632
2000-06-26,1507.4539314476972
2000-06-27,1513.9223719000302
2000-06-28,1515.2441192043889
2000-06-29,1501.7879450784442
2000-06-30,1500.4692919764002
2000-07-03,1525.1055722762121
2000-07-04,1525.3285345842824
2000-07-05,1523.5204316430065
2000-07-06,1531.6773086968471
2000-07-07,1548.1549701282859
2000-07-10,1563.0052705552823
2000-07-11,1567.8942785788795
2000-07-12,1575.7935866855094
2000-07-13,1573.4481989173732
2000-07-14,1575.8952875105886
2000-07-17,1576.2115749029538
2000-07-18,1562.825281751959
2000-07-19,1588.7911024228863
2000-07-20,1589.0509965809047
2000-07-21,1567.0149400307591
2000-07-24,1547.292727745025
2000-07-25,1521.9255244020112
2000-07-26,1522.4017173587583
2000-07-27,1517.7307025682046
2000-07-28,1523.902632211202
2000-07-31,1514.9948678342855
2000-08-01,1524.9061750167184
2000-08-02,1557.0599786207283
2000-08-03,1569.9559347251595
2000-08-04,1572.7165267619587
2000-08-07,1576.9817316063077
2000-08-08,1580.9511926738264
2000-08-09,1608.8388042312965
2000-08-10,1590.6980834509225
2000-08-11,1603.1142346648537
2000-08-14,1603.497228089635
2000-08-15,1597.3065786357854
2000-08-16,1607.0475805566055
2000-08-17,1597.7981919869999
2000-08-18,1603.6202009020171
2000-08-21,1608.3247804080581
2000-08-22,1637.4443527863266
2000-08-23,1642.5547952937122
2000-08-24,1620.673371402612
2000-08-25,1614.6991795565616
2000-08-28,1607.3428860343433
2000-08-29,1613.201761936621
2000-08-30,1605.501142199407
2000-08-31,1604.021355878128
2000-09-01,1599.3563693925485
2000-09-04,1614.7918384829834
2000-09-05,1631.704802655673
2000-09-06,1634.279860179355
2000-09-07,1648.6071634928292
2000-09-08,1652.8490785691977
2000-09-11,1643.5767965998944
2000-09-12,1621.1874427428243
2000-09-13,1614.0759157762902
2000-09-14,1607.6138620340525
2000-09-15,1592.0030106291651
2000-09-18,1575.4454779699204
2000-09-19,1584.2582799072352
2000-09-20,1613.765337491507
2000-09-21,1591.9355463617248
2000-09-22,1500.1750817680113
2000-09-25,1552.1782925583343
2000-09-26,1541.3289834686113
2000-09-27,1535.9816156320512
2000-09-28,1534.8366869213075
2000-09-29,1557.9679835666363
2000-10-02,1553.7294902667488
2000-10-03,1578.7182016970846
2000-10-04,1582.8680605675213
2000-10-05,1588.8798141252469
2000-10-06,1589.840924003477
2000-10-09,1567.7804348467462
2000-10-10,1567.0514147498452
2000-10-11,1538.3701299984723
2000-10-12,1553.4339356142098
2000-10-13,1548.2878384326457
2000-10-16,1568.8894734656988
2000-10-17,1541.7255800022128
2000-10-18,1528.8958197600782
2000-10-19,1540.5546804232622
2000-10-20,1569.406880780823
2000-10-23,1570.5056589190376
2000-10-24,1577.2675377811186
2000-10-25,1593.515104773911
2000-10-26,1597.3730294217735
2000-10-27,1562.954460368086
2000-10-30,1555.6064526565897
2000-10-31,1563.3630684686677
2000-11-01,1580.1101644370133
2000-11-02,1589.0056090505805
2000-11-03,1593.5364374575163
2000-11-06,1604.263604243683
2000-11-07,1608.7377481664087
2000-11-08,1609.0451993825625
2000-11-09,1595.5575778017185
2000-11-10,1579.5526754896212
2000-11-13,1558.2793589184948
2000-11-14,1580.8058328485483
2000-11-15,1569.2654963100545
2000-11-16,1569.2747424476324
2000-11-17,1565.3392167833392
2000-11-20,1562.6939186772788
2000-11-21,1560.370906700893
2000-11-22,1554.537389962615
2000-11-23,1553.5839429282737
2000-11-24,1570.7749696097085
2000-11-27,1568.5034329281882
2000-11-28,1556.4200665339017
2000-11-29,1526.6948539574535
2000-11-30,1506.801114533769
2000-12-01,1521.806105763002
2000-12-04,1487.0907443074018
2000-12-05,1499.948425263637
2000-12-06,1516.5818500497062
2000-12-07,1503.0035054525922
2000-12-08,1522.3756235166952
2000-12-11,1568.8977698144647
2000-12-12,1561.7525573989099
2000-12-13,1576.6488231079015
2000-12-14,1544.1379086689453
2000-12-15,1500.7544666503752
2000-12-18,1508.2537305267165
2000-12-19,1517.541319033503
2000-12-20,1474.46081117797
2000-12-21,1457.1515013289893
2000-12-22,1440.282129412603
2000-12-25,1450.7550913448204
2000-12-26,1432.8578909217886
2000-12-27,1428.9799045012066
2000-12-28,1442.4568763650739
2000-12-29,1431.0821845385087
2001-01-01,1432.0649146636895
2001-01-02,1418.6704512923075
2001-01-03,1412.0736165250787
2001-01-04,1442.0885255701376
2001-01-05,1447.9381248430736
2001-01-08,1446.1821126900147
2001-01-09,1461.9022770057288
2001-01-10,1448.6400227638098
2001-01-11,1407.6203170242095
2001-01-12,1414.3111932402921
2001-01-15,1416.057522664327
2001-01-16,1427.2692657404489
2001-01-17,1446.6534914877914
2001-01-18,1440.019725594243
2001-01-19,1475.7140234500016
2001-01-22,1492.545946244013
2001-01-23,1482.3802703133038
2001-01-24,1505.155569230638
2001-01-25,1514.1084371916377
2001-01-26,1500.8979231566304
2001-01-29,1503.6142843275177
2001-01-30,1494.8882243890264
2001-01-31,1510.4471525462525
2001-02-01,1494.743558105511
2001-02-02,1505.1162677416196
2001-02-05,1473.9735981405956
2001-02-06,1482.8635511316522
2001-02-07,1478.1358845008906
2001-02-08,1500.991065776912
2001-02-09,1494.542940331346
2001-02-12,1482.7311454195417
2001-02-13,1503.6985264324926
2001-02-14,1514.9192369229036
2001-02-15,1549.0167808157914
2001-02-16,1526.0863306469835
2001-02-19,1510.9549882305641
2001-02-20,1549.9034385058214
2001-02-21,1533.9013723983117
2001-02-22,1532.7903656442675
2001-02-23,1533.791216340346
2001-02-26,1540.505361371281
2001-02-27,1518.3843687271371
2001-02-28,1513.9643693787107
2001-03-01,1477.7339292921117
2001-03-02,1450.2204225614212
2001-03-05,1466.6238448842655
2001-03-06,1478.6365212988921
2001-03-07,1477.7735998039873
2001-03-08,1469.4962733131201
2001-03-09,1457.9484086081784
2001-03-12,1419.6266727527716
2001-03-13,1406.5584284289223
2001-03-14,1414.3137198211296
2001-03-15,1435.174353761906
2001-03-16,1442.7198623940067
2001-03-19,1444.1470542099444
2001-03-20,1424.6815781254384
2001-03-21,1450.3124118617516
2001-03-22,1439.879814041756
2001-03-23,1443.6191675877435
2001-03-26,1465.7367294272833
2001-03-27,1445.9342237095768
2001-03-28,1468.7563079063168
2001-03-29,1453.9703992958773
2001-03-30,1442.6775557945505
2001-04-02,1421.2623882353628
2001-04-03,1419.7035438286728
2001-04-04,1379.3778928186564
2001-04-05,1401.1061324905509
2001-04-06,1402.7124433057195
2001-04-09,1372.462187381981
2001-04-10,1387.5767807126756
2001-04-11,1417.172503047316
2001-04-12,1419.8139587341
2001-04-13,1417.562096509543
2001-04-16,1422.738483643813
2001-04-17,1427.0950360890577
2001-04-18,1477.4821353901727
2001-04-19,1481.512837440968
2001-04-20,1453.7229315896805
2001-04-23,1466.0210353328291
2001-04-24,1469.773298179644
2001-04-25,1464.854159511438
2001-04-26,1456.7019988821594
2001-04-27,1466.1975455801548
2001-04-30,1488.0537958363934
2001-05-01,1494.0408582778987
2001-05-02,1502.4772699596924
2001-05-03,1504.5850620173494
2001-05-04,1490.3789054942217
2001-05-07,1506.9289530895292
2001-05-08,1504.6968112855907
2001-05-09,1500.7859303336375
2001-05-10,1499.2620043188012
2001-05-11,1518.4507538840164
2001-05-14,1502.6567520161936
2001-05-15,1496.2906697514272
2001-05-16,1477.428769188949
2001-05-17,1509.295229379159
2001-05-18,1506.7191127684398
2001-05-21,1524.4425783160912
2001-05-22,1542.184503854742
2001-05-23,1576.546445783278
2001-05-24,1581.1569885054905
2001-05-25,1569.8113955158067
2001-05-28,1558.97322496051
2001-05-29,1584.147490936819
2001-05-30,1566.0511173185373
2001-05-31,1577.827798078902
2001-06-01,1573.5784650958433
2001-06-04,1578.1292722860126
2001-06-05,1577.0938095191361
2001-06-06,1580.1390449930286
2001-06-07,1585.6354483258158
2001-06-08,1598.5538050818598
2001-06-11,1595.5373397693693
2001-06-12,1567.0473941331086
2001-06-13,1560.3170387919297
2001-06-14,1534.7693907813687
2001-06-15,1523.126511202949
2001-06-18,1518.1520237373954
2001-06-19,1527.2132668644035
2001-06-20,1525.7869011498276
2001-06-21,1526.5958270480432
2001-06-22,1523.3399520035236
2001-06-25,1510.8794227868261
2001-06-26,1508.169166810887
2001-06-27,1508.547938998279
2001-06-28,1515.7435870693569
2001-06-29,1542.3762078662817
2001-07-02,1536.5189241067394
2001-07-03,1538.6033458723584
2001-07-04,1541.1979970161105
2001-07-05,1553.9229237069896
2001-07-06,1528.1557648085127
2001-07-09,1500.8124533587018
2001-07-10,1494.7851951032676
2001-07-11,1475.784715223788
2001-07-12,1506.4160588919285
2001-07-13,1489.9086543724998
2001-07-16,1476.817579399326
2001-07-17,1475.4547589226597
2001-07-18,1425.9910742158684
2001-07-19,1427.1315328056999
2001-07-20,1425.083433571335
2001-07-23,1417.064076187606
2001-07-24,1404.09877040166
2001-07-25,1402.6736898674517
2001-07-26,1407.012486022937
2001-07-27,1425.0728508188522
2001-07-30,1417.032418838902
2001-07-31,1436.8878776762833
2001-08-01,1439.615662277833
2001-08-02,1443.6888571879333
2001-08-03,1428.095852245407
2001-08-06,1434.5683516634276
2001-08-07,1440.6177037134632
2001-08-08,1441.7889545312391
2001-08-09,1396.1108219096832
2001-08-10,1399.7093964957269
2001-08-13,1390.144469934303
2001-08-14,1418.0413734415195
2001-08-15,1407.8138444737222
2001-08-16,1410.3086585533783
2001-08-17,1406.571040291832
2001-08-20,1401.575547886608
2001-08-21,1403.8558961809845
2001-08-22,1397.127226212618
2001-08-23,1406.8797068138035
2001-08-24,1401.366783861612
2001-08-27,1415.5587804438705
2001-08-28,1407.2160342616057
2001-08-29,1407.0805744110517
2001-08-30,1400.6065822502135
2001-08-31,1396.3818999075568
2001-09-03,1388.8750990935134
2001-09-04,1428.8083491297184
2001-09-05,1412.8045982198162
2001-09-06,1397.9549926234463
2001-09-07,1364.5194519361207
2001-09-10,1355.2407590655066
2001-09-11,1345.021974460175
2001-09-12,1262.5835035734515
2001-09-13,1278.3323802880168
2001-09-14,1249.9515159941634
2001-09-17,1209.1310431498355
2001-09-18,1212.1195387888295
2001-09-19,1224.0038129685677
2001-09-20,1212.679953505253
2001-09-21,1189.3044780732796
2001-09-24,1198.6212672255128
2001-09-25,1184.501316951623
2001-09-26,1179.6681918928991
2001-09-27,1186.0390904573396
2001-09-28,1225.478596443457
2001-10-01,1226.5958086496814
2001-10-02,1226.5865597437507
2001-10-03,1220.0032117829433
2001-10-04,1255.0080508214107
2001-10-05,1249.2414325172695
2001-10-08,1232.5355940762288
2001-10-09,1250.0526017596237
2001-10-10,1254.448521990137
2001-10-11,1287.422475921753
2001-10-12,1273.7626394790989
2001-10-15,1266.4130806069327
2001-10-16,1274.973797640414
2001-10-17,1286.9492169453345
2001-10-18,1267.1555759854573
2001-10-19,1273.864826614527
2001-10-22,1282.3771674220764
2001-10-23,1303.811166188375
2001-10-24,1309.3942524416175
2001-10-25,1307.9442922180524
2001-10-26,1316.4354818779348
2001-10-29,1283.0366580224234
2001-10-30,1268.400183078406
2001-10-31,1280.1284492599484
2001-11-01,1272.878400643065
2001-11-02,1274.7324686655847
2001-11-05,1295.732856841739
2001-11-06,1296.1517738720647
2001-11-07,1280.3717516572906
2001-11-08,1308.8741565950259
2001-11-09,1319.4662374142433
2001-11-12,1322.2305517870134
2001-11-13,1335.3560035979121
2001-11-14,1349.0308832240867
2001-11-15,1372.1180539071026
2001-11-16,1356.2188699518265
2001-11-19,1373.967092598521
2001-11-20,1370.5883801200964
2001-11-21,1386.7078940521174
2001-11-22,1382.413789711381
2001-11-23,1396.9667887267285
2001-11-26,1414.97416324927
2001-11-27,1401.3871436250747
2001-11-28,1365.293100971866
2001-11-29,1364.1253046204765
2001-11-30,1372.2080553659976
2001-12-03,1368.6764130713466
2001-12-04,1377.0879734636057
2001-12-05,1412.0174765181007
2001-12-06,1409.2840413192307
2001-12-07,1413.5783835165462
2001-12-10,1401.4833427079275
2001-12-11,1395.1276377273036
2001-12-12,1406.599925315573
2001-12-13,1379.623165500166
2001-12-14,1366.3360479615674
2001-12-17,1347.3765201115975
2001-12-18,1347.3475565302804
2001-12-19,1351.5868664366526
2001-12-20,1370.013608114734
2001-12-21,1360.6942491738077
2001-12-24,1374.9583781320207
2001-12-25,1381.4732225215487
2001-12-26,1374.3122805080147
2001-12-27,1372.5645364586048
2001-12-28,1397.6993034168788
2001-12-31,1391.7401090078215
2002-01-01,1391.4875432191645
2002-01-02,1372.5009452899285
2002-01-03,1384.7375259751987
2002-01-04,1409.1337660306142
2002-01-07,1434.4535786156075
2002-01-08,1419.6694497452977
2002-01-09,1416.4206096604935
2002-01-10,1398.5057327890536
2002-01-11,1389.5141149836863
2002-01-14,1391.2713655877935
2002-01-15,1381.0010050713975
2002-01-16,1394.2489462192184
2002-01-17,1403.5034036082675
2002-01-18,1403.987157808129
2002-01-21,1420.403316505944
2002-01-22,1397.9592030937672
2002-01-23,1395.3450362236968
2002-01-24,1406.9509552844852
2002-01-25,1445.163394368203
2002-01-28,1463.5863310682266
2002-01-29,1459.0527754441496
2002-01-30,1442.19431267516
2002-01-31,1453.6828907061445
2002-02-01,1438.7741196069485
2002-02-04,1429.3907664091194
2002-02-05,1413.7975709798425
2002-02-06,1418.978543595329
2002-02-07,1417.694117411386
2002-02-08,1420.0297366853702
2002-02-11,1426.2218131311517
2002-02-12,1435.5028274482925
2002-02-13,1446.5724730221905
2002-02-14,1469.2641590742044
2002-02-15,1466.5015744535747
2002-02-18,1474.5910726952964
2002-02-19,1439.2877380564814
2002-02-20,1439.452188537957
2002-02-21,1452.753758168093
2002-02-22,1438.554954179767
2002-02-25,1433.2290473930002
2002-02-26,1434.7651516915253
2002-02-27,1468.75531053148
2002-02-28,1461.7353974655755
2002-03-01,1475.5750050785202
2002-03-04,1512.292323169864
2002-03-05,1523.747330165483
2002-03-06,1513.975460510458
2002-03-07,1530.093411134173
2002-03-08,1543.0138186168986
2002-03-11,1559.6577547941106
2002-03-12,1557.0081805659768
2002-03-13,1539.017512902502
2002-03-14,1534.3540491736317
2002-03-15,1533.3386249778605
2002-03-18,1528.2323491692416
2002-03-19,1531.1862356783954
2002-03-20,1521.3232657882766
2002-03-21,1514.9944062846794
2002-03-22,1513.0607558780864
2002-03-25,1518.438992692454
2002-03-26,1517.0963578644216
2002-03-27,1538.965289199382
2002-03-28,1546.2688019668244
2002-03-29,1533.927143079681
2002-04-01,1507.5288320419704
2002-04-02,1507.2496929991523
2002-04-03,1517.8060959521056
2002-04-04,1519.4655715559427
2002-04-05,1530.6300925271955
2002-04-08,1530.56531841882
2002-04-09,1518.8679032892296
2002-04-10,1511.3053919741646
2002-04-11,1501.5117944095964
2002-04-12,1508.5048861606895
2002-04-15,1516.715512395944
2002-04-16,1518.491861522158
2002-04-17,1533.4581280933655
2002-04-18,1539.3003707306123
2002-04-19,1546.1153954265924
2002-04-22,1556.753237254462
2002-04-23,1558.7866606647697
2002-04-24,1553.0110400871065
2002-04-25,1525.7646611396806
2002-04-26,1524.6393467555238
2002-04-29,1509.425182320732
2002-04-30,1513.6057606794018
2002-05-01,1508.6648510603625
2002-05-02,1531.2181185995353
2002-05-03,1522.4503896181577
2002-05-06,1500.1811702960717
2002-05-07,1508.344562014552
2002-05-08,1521.6252550188237
2002-05-09,1523.1255119499492
2002-05-10,1514.0393567386432
2002-05-13,1519.0775097509504
2002-05-14,1528.5235006253533
2002-05-15,1539.329779148688
2002-05-16,1543.5529532755468
2002-05-17,1540.9798344326323
2002-05-20,1536.948116690262
2002-05-21,1533.4507823558642
2002-05-22,1541.7811734921834
