Date,AC ASIA PAC ex JP HIGH DIVIDEND YIELD
1999-08-03,1341.0800089834079
1999-08-04,1329.0578378423374
1999-08-05,1312.9939529920314
1999-08-06,1313.26104116358
1999-08-09,1313.0149996430623
1999-08-10,1287.6657322554995
1999-08-11,1276.115210955453
1999-08-12,1292.0271997101247
1999-08-13,1307.3511576346584
1999-08-16,1330.1787367064364
1999-08-17,1321.0560290866972
1999-08-18,1341.1738646773274
1999-08-19,1332.274403108939
1999-08-20,1335.0645706425732
1999-08-23,1356.683571297913
1999-08-24,1364.240633476928
1999-08-25,1356.0094026406462
1999-08-26,1363.5874138422737
1999-08-27,1349.0072259315048
1999-08-30,1350.5366199368557
1999-08-31,1323.1898972540373
1999-09-01,1333.9858967877367
1999-09-02,1318.4223838469009
1999-09-03,1317.47309810874
1999-09-06,1336.3523886514608
1999-09-07,1338.4532899188873
1999-09-08,1334.8993930544532
1999-09-09,1371.3908412400756
1999-09-10,1379.773952631163
1999-09-13,1392.17956550291
1999-09-14,1382.4156091154712
1999-09-15,1352.9285677023815
1999-09-16,1341.5510483447704
1999-09-17,1353.6644712757927
1999-09-20,1342.5125591777542
1999-09-21,1334.108821361323
1999-09-22,1323.5244567726245
1999-09-23,1342.3170132067346
1999-09-24,1325.422403984107
1999-09-27,1321.9668928770643
1999-09-28,1320.061702165878
1999-09-29,1300.8038086867143
1999-09-30,1283.7424569913774
1999-10-01,1292.7884029794461
1999-10-04,1295.995738403365
1999-10-05,1310.42253061878
1999-10-06,1300.8517803236728
1999-10-07,1303.743170884506
1999-10-08,1313.7100934700686
1999-10-11,1305.249716703395
1999-10-12,1292.0499986727984
1999-10-13,1276.549707410551
1999-10-14,1274.2135433860653
1999-10-15,1243.0977881676981
1999-10-18,1230.0894165076197
1999-10-19,1225.598661641295
1999-10-20,1250.1790837150543
1999-10-21,1243.8242218641224
1999-10-22,1274.53578917802
1999-10-25,1284.9261208357266
1999-10-26,1282.558220357063
1999-10-27,1279.426206642952
1999-10-28,1285.3017306939616
1999-10-29,1292.9542279291602
1999-11-01,1295.9055069209787
1999-11-02,1302.547683556494
1999-11-03,1307.0488594854519
1999-11-04,1315.7061896754283
1999-11-05,1313.1230570596392
1999-11-08,1315.3304056862892
1999-11-09,1318.7432527592632
1999-11-10,1331.2376070353407
1999-11-11,1346.79556512831
1999-11-12,1366.85984419786
1999-11-15,1368.1823908921617
1999-11-16,1363.0240110373954
1999-11-17,1354.7514792133918
1999-11-18,1370.4975456479726
1999-11-19,1389.322879134528
1999-11-22,1395.9155969438614
1999-11-23,1396.1857446457789
1999-11-24,1399.0256633667743
1999-11-25,1392.7543826974747
1999-11-26,1412.3207491252695
1999-11-29,1421.2940769158677
1999-11-30,1402.7120032019693
1999-12-01,1409.3987648123266
1999-12-02,1428.3760417521255
1999-12-03,1436.378693989707
1999-12-06,1414.2539170289608
1999-12-07,1406.9493849102994
1999-12-08,1407.757649376175
1999-12-09,1429.1884902782754
1999-12-10,1423.1740455724528
1999-12-13,1431.4182185970005
1999-12-14,1443.4876120230722
1999-12-15,1439.1943529106798
1999-12-16,1423.3771776263718
1999-12-17,1439.9480650378034
1999-12-20,1450.4063478801743
1999-12-21,1440.2618568412408
1999-12-22,1443.9742873129117
1999-12-23,1425.3974582461012
1999-12-24,1435.085972935681
1999-12-27,1437.3466713403361
1999-12-28,1447.5782727507053
1999-12-29,1453.2523146309402
1999-12-30,1468.2871374185859
1999-12-31,1468.3443909023993
2000-01-03,1460.2716366692769
2000-01-04,1427.554828261713
2000-01-05,1384.1735823882489
2000-01-06,1358.1731559571367
2000-01-07,1389.027216059487
2000-01-10,1416.782839554023
2000-01-11,1399.6680083879673
2000-01-12,1394.1095580516314
2000-01-13,1393.950447000674
2000-01-14,1424.850657645671
2000-01-17,1437.367865315429
2000-01-18,1438.8228740132456
2000-01-19,1416.7424476816798
2000-01-20,1421.0647833534945
2000-01-21,1414.8710920669716
2000-01-24,1417.0231146972048
2000-01-25,1397.6687032022974
2000-01-26,1404.7980145439822
2000-01-27,1431.2217792698611
2000-01-28,1426.5193316808627
2000-01-31,1407.980151349868
2000-02-01,1409.5250239017075
2000-02-02,1415.4786321091092
2000-02-03,1393.2595029918882
2000-02-04,1395.477598493504
2000-02-07,1405.403696545972
2000-02-08,1375.375091069425
2000-02-09,1370.7626181369913
2000-02-10,1365.7335890747747
2000-02-11,1354.1328020231203
2000-02-14,1338.7524402930774
2000-02-15,1336.5280946795965
2000-02-16,1351.815067466869
2000-02-17,1350.3866668958617
2000-02-18,1334.7514273022307
2000-02-21,1326.6739859931592
2000-02-22,1286.9421826811267
2000-02-23,1298.8450571833346
2000-02-24,1304.1130747055001
2000-02-25,1335.4886901055097
2000-02-28,1336.7442895187862
2000-02-29,1349.1591750777102
2000-03-01,1342.7606551211757
2000-03-02,1346.6380504922274
2000-03-03,1340.8089331622266
2000-03-06,1328.612739375677
2000-03-07,1342.9935357808513
2000-03-08,1350.1193288152574
2000-03-09,1331.7531070191383
2000-03-10,1343.9656021119765
2000-03-13,1333.3394563836644
2000-03-14,1335.7623113517382
2000-03-15,1324.1290410097495
2000-03-16,1326.4863578245265
2000-03-17,1349.5926735066373
2000-03-20,1343.2055650119908
2000-03-21,1342.5441847556606
2000-03-22,1362.1476081544358
2000-03-23,1349.7724460094737
2000-03-24,1353.5038863157426
2000-03-27,1361.7263899874772
2000-03-28,1369.0027272693378
2000-03-29,1381.4186078931082
2000-03-30,1371.2707443010001
2000-03-31,1357.3128138506238
2000-04-03,1370.9089694369286
2000-04-04,1379.4160879151334
2000-04-05,1381.9934184979272
2000-04-06,1383.4906709859204
2000-04-07,1375.4297590564415
2000-04-10,1374.8568840206772
2000-04-11,1367.383718741028
2000-04-12,1386.11479937348
2000-04-13,1381.891566357278
2000-04-14,1391.6515336628222
2000-04-17,1333.8435868130525
2000-04-18,1375.8412586850577
2000-04-19,1400.5847758659922
2000-04-20,1397.3328936152934
2000-04-21,1398.5573286617243
2000-04-24,1395.3386958002095
2000-04-25,1418.007757994251
2000-04-26,1412.478373234467
2000-04-27,1419.5453552806773
2000-04-28,1412.00481086976
2000-05-01,1402.6803315274942
2000-05-02,1411.8310176920043
2000-05-03,1445.5311930432392
2000-05-04,1445.1122763250585
2000-05-05,1471.930795670354
2000-05-08,1457.2916080903844
2000-05-09,1429.5966123827106
2000-05-10,1399.0003575510505
2000-05-11,1401.4045440646719
2000-05-12,1413.8807104711748
2000-05-15,1384.091896937973
2000-05-16,1415.6888069372953
2000-05-17,1413.9274604109576
2000-05-18,1400.4557699581815
2000-05-19,1415.2010124625056
2000-05-22,1390.6679045488916
2000-05-23,1399.0992448633917
2000-05-24,1392.7325115617464
2000-05-25,1392.062855945009
2000-05-26,1352.553429347015
2000-05-29,1366.0792907633038
2000-05-30,1363.5565834327683
2000-05-31,1369.3610902939392
2000-06-01,1371.3572054847382
2000-06-02,1376.888112321536
2000-06-05,1406.0834101156665
2000-06-06,1398.1973014126534
2000-06-07,1407.2450648740278
2000-06-08,1408.25099623852
2000-06-09,1412.8618119859154
2000-06-12,1417.2192135572493
2000-06-13,1394.8364990859054
2000-06-14,1405.1352273406217
2000-06-15,1413.3027258830118
2000-06-16,1424.1174215232954
2000-06-19,1407.0281802284157
2000-06-20,1415.4611502350062
2000-06-21,1426.6668844637811
2000-06-22,1427.2359801163293
2000-06-23,1432.6740331442877
2000-06-26,1437.421535501804
2000-06-27,1442.2414274756386
2000-06-28,1442.3246558775738
2000-06-29,1429.2738678883336
2000-06-30,1431.189715802829
2000-07-03,1442.8572868013068
2000-07-04,1441.3669226177258
2000-07-05,1438.6306464580393
2000-07-06,1446.512790773675
2000-07-07,1468.5835266284314
2000-07-10,1485.2713970713423
2000-07-11,1490.763034502788
2000-07-12,1503.9573998447502
2000-07-13,1500.4548857083741
2000-07-14,1497.1554501553862
2000-07-17,1509.0843052152657
2000-07-18,1499.6181332009476
2000-07-19,1511.0367609635246
2000-07-20,1512.8890611822894
2000-07-21,1513.6106307065154
2000-07-24,1499.8850167762232
2000-07-25,1480.2074715318388
2000-07-26,1489.5933672033123
2000-07-27,1486.8803106860744
2000-07-28,1499.9899209509351
2000-07-31,1482.5806512315626
2000-08-01,1487.3556694110137
2000-08-02,1521.1152010531225
2000-08-03,1535.7498544523255
2000-08-04,1537.3003785647534
2000-08-07,1540.989237719811
2000-08-08,1550.278422760857
2000-08-09,1552.483815197999
2000-08-10,1550.1516553877516
2000-08-11,1560.1793394575711
2000-08-14,1571.510647671644
2000-08-15,1567.8316666544906
2000-08-16,1582.8924218251022
2000-08-17,1584.6734403045589
2000-08-18,1586.8687431123894
2000-08-21,1593.8111191528635
2000-08-22,1608.1434065087367
2000-08-23,1596.949706903514
2000-08-24,1579.8455980075203
2000-08-25,1567.9399480458064
2000-08-28,1572.4245667301805
2000-08-29,1582.8894653394013
2000-08-30,1572.1396445489186
2000-08-31,1567.7647731288357
2000-09-01,1561.7608600416677
2000-09-04,1576.6505952422194
2000-09-05,1589.243866802856
2000-09-06,1583.5239599541649
2000-09-07,1579.4118298136498
2000-09-08,1585.2325286017874
2000-09-11,1590.3383048637238
2000-09-12,1583.1589311758332
2000-09-13,1565.3222030246823
2000-09-14,1558.7894659626495
2000-09-15,1531.6564727910227
2000-09-18,1494.0650888420312
2000-09-19,1494.6907053517084
2000-09-20,1514.3457301844653
2000-09-21,1492.1110943914523
2000-09-22,1425.992140511629
2000-09-25,1465.4386326758665
2000-09-26,1458.9041647844647
2000-09-27,1466.6962280423743
2000-09-28,1468.3087346719308
2000-09-29,1475.5089213585268
2000-10-02,1478.6333463529686
2000-10-03,1495.3447945195549
2000-10-04,1502.0167174960761
2000-10-05,1506.9283992212086
2000-10-06,1509.0063817072416
2000-10-09,1489.7459402633667
2000-10-10,1480.136458121129
2000-10-11,1462.831109918749
2000-10-12,1476.7964672925889
2000-10-13,1469.2609694386429
2000-10-16,1498.495522161309
2000-10-17,1480.2305715452999
2000-10-18,1480.490208291718
2000-10-19,1484.4559538193582
2000-10-20,1525.3663839321598
2000-10-23,1534.5074139240626
2000-10-24,1534.3914207523244
2000-10-25,1549.1991220394102
2000-10-26,1544.702726504398
2000-10-27,1510.3920166282803
2000-10-30,1506.1970780784627
2000-10-31,1496.7139381301356
2000-11-01,1511.442338193901
2000-11-02,1508.5881534002817
2000-11-03,1514.048562691326
2000-11-06,1529.90963509322
2000-11-07,1536.5842663674591
2000-11-08,1545.3213964508543
2000-11-09,1543.9900569992649
2000-11-10,1526.3300099556445
2000-11-13,1503.2009887023046
2000-11-14,1523.4355862114926
2000-11-15,1526.959394539464
2000-11-16,1527.6733771650681
2000-11-17,1534.8649085666657
2000-11-20,1534.0078235300252
2000-11-21,1525.8466475359353
2000-11-22,1536.046498068212
2000-11-23,1545.4521461572133
2000-11-24,1558.9901159498766
2000-11-27,1562.7802778830164
2000-11-28,1545.6423687959589
2000-11-29,1515.5692630528235
2000-11-30,1487.9180553750307
2000-12-01,1514.2758686150453
2000-12-04,1497.2867058907623
2000-12-05,1509.943096200412
2000-12-06,1532.1774353481776
2000-12-07,1529.1674185935804
2000-12-08,1537.5328349977976
2000-12-11,1571.1354220586973
2000-12-12,1565.6281382365175
2000-12-13,1572.6085900407775
2000-12-14,1547.6654067045972
2000-12-15,1512.813324824154
2000-12-18,1514.5550866523063
2000-12-19,1540.028000475587
2000-12-20,1518.0507567276231
2000-12-21,1505.3328096972418
2000-12-22,1494.2091306100424
2000-12-25,1494.2178191257028
2000-12-26,1484.4011421776518
2000-12-27,1491.5441724248096
2000-12-28,1501.631337811585
2000-12-29,1480.8992511287215
2001-01-01,1483.9442734366587
2001-01-02,1481.9995278674135
2001-01-03,1474.7144375127282
2001-01-04,1512.555792557003
2001-01-05,1527.3847257263546
2001-01-08,1521.23385638167
2001-01-09,1532.2765696587435
2001-01-10,1518.2831676577953
2001-01-11,1487.9933710525631
2001-01-12,1496.1366348821743
2001-01-15,1500.288212737506
2001-01-16,1505.362576924669
2001-01-17,1521.355060615493
2001-01-18,1520.4141693144836
2001-01-19,1561.8052171526879
2001-01-22,1572.0252246402247
2001-01-23,1555.7676071617648
2001-01-24,1570.874049341945
2001-01-25,1580.4471408852833
2001-01-26,1569.5122187297252
2001-01-29,1573.6791287484991
2001-01-30,1566.8446054279907
2001-01-31,1577.1770856066314
2001-02-01,1574.4985836767346
2001-02-02,1581.5128090463702
2001-02-05,1549.4253984306863
2001-02-06,1568.9459756772508
2001-02-07,1558.2069553830177
2001-02-08,1569.7877208037726
2001-02-09,1558.8776701447482
2001-02-12,1554.824391165118
2001-02-13,1573.662927312711
2001-02-14,1567.850561953817
2001-02-15,1582.1429567585
2001-02-16,1563.9599438584712
2001-02-19,1549.7810028988333
2001-02-20,1575.1609501346734
2001-02-21,1574.7752894728724
2001-02-22,1576.0228272192162
2001-02-23,1581.0293915799043
2001-02-26,1592.6462089491029
2001-02-27,1565.3308505719444
2001-02-28,1563.3786686248725
2001-03-01,1540.3415917559823
2001-03-02,1532.9227831794592
2001-03-05,1545.476439153275
2001-03-06,1546.5315111884067
2001-03-07,1543.7988881654323
2001-03-08,1529.378783240441
2001-03-09,1517.0362846606292
2001-03-12,1490.4937080770285
2001-03-13,1470.5370845185068
2001-03-14,1481.1302300993325
2001-03-15,1488.9278383081
2001-03-16,1500.529797468197
2001-03-19,1502.4936137125792
2001-03-20,1492.875896643264
2001-03-21,1484.8875152801509
2001-03-22,1478.89599699061
2001-03-23,1468.1921396479331
2001-03-26,1486.672828761213
2001-03-27,1476.091979922078
2001-03-28,1491.4547872431096
2001-03-29,1498.9915188168998
2001-03-30,1486.6111437809036
2001-04-02,1481.3580599331424
2001-04-03,1477.6095610307061
2001-04-04,1442.585906527697
2001-04-05,1456.7773671455016
2001-04-06,1464.488735761958
2001-04-09,1444.2054696069667
2001-04-10,1466.9274352702694
2001-04-11,1500.1241902698184
2001-04-12,1498.5698817777861
2001-04-13,1499.37625480661
2001-04-16,1515.1991017379928
2001-04-17,1500.6295170334809
2001-04-18,1518.0625776878276
2001-04-19,1531.6573038267975
2001-04-20,1517.6467927364504
2001-04-23,1502.9062468547036
2001-04-24,1504.832780088279
2001-04-25,1500.8925958999619
2001-04-26,1499.6484242345907
2001-04-27,1508.7616910753488
2001-04-30,1530.0190505288638
2001-05-01,1529.1147655344548
2001-05-02,1535.9655846122994
2001-05-03,1539.684880279062
2001-05-04,1523.038051269117
2001-05-07,1539.5929725884148
2001-05-08,1544.0810472944643
2001-05-09,1556.3186065921172
2001-05-10,1574.169664426039
2001-05-11,1593.1901390580351
2001-05-14,1577.192880766502
2001-05-15,1575.672431720184
2001-05-16,1569.8189640036653
2001-05-17,1602.3726480131293
2001-05-18,1597.5716501646864
2001-05-21,1621.4388898670147
2001-05-22,1634.1709789335812
2001-05-23,1647.3501970017142
2001-05-24,1650.8972187870963
2001-05-25,1647.9803685625784
2001-05-28,1641.195605982311
2001-05-29,1642.8649924786305
2001-05-30,1626.4477608894356
2001-05-31,1622.558636020483
2001-06-01,1630.9095951716124
2001-06-04,1641.7693497611754
2001-06-05,1648.8086011105804
2001-06-06,1661.7892612554328
2001-06-07,1666.495696904467
2001-06-08,1686.202980132139
2001-06-11,1691.9115122689182
2001-06-12,1666.3729737071674
2001-06-13,1659.6481909692122
2001-06-14,1631.6391240520018
2001-06-15,1620.9706056669968
2001-06-18,1605.2659312630176
2001-06-19,1616.9281088069272
2001-06-20,1624.2353487757348
2001-06-21,1623.6897274400335
2001-06-22,1620.763558882826
2001-06-25,1605.638171010269
2001-06-26,1610.3850589984215
2001-06-27,1606.7642740222998
2001-06-28,1608.144373243392
2001-06-29,1630.5366476573936
2001-07-02,1615.5396046398841
2001-07-03,1623.6049848986054
2001-07-04,1626.9715860699312
2001-07-05,1621.3385734022177
2001-07-06,1588.4149873228678
2001-07-09,1568.7787506172565
2001-07-10,1572.5846544966844
2001-07-11,1556.5334568418425
2001-07-12,1579.501146303689
2001-07-13,1574.6958436163784
2001-07-16,1566.7474829712628
2001-07-17,1558.9262203911237
2001-07-18,1530.033035466642
2001-07-19,1528.757793998633
2001-07-20,1513.8920308669499
2001-07-23,1518.3304416655583
2001-07-24,1496.8431097332916
2001-07-25,1489.620662517305
2001-07-26,1485.748116853761
2001-07-27,1490.1246689024676
2001-07-30,1489.852269901266
2001-07-31,1503.7194856830083
2001-08-01,1522.6321607026803
2001-08-02,1528.7575164802467
2001-08-03,1514.3804173756457
2001-08-06,1519.8490335435392
2001-08-07,1520.502998419454
2001-08-08,1524.4755173223887
2001-08-09,1492.5115072315925
2001-08-10,1489.3220672971306
2001-08-13,1485.224537547392
2001-08-14,1494.9437497949064
2001-08-15,1487.3139318248986
2001-08-16,1480.3806372611248
2001-08-17,1486.039772709753
2001-08-20,1480.6744904691695
2001-08-21,1489.9659635982953
2001-08-22,1481.0550170036677
2001-08-23,1487.060216653528
2001-08-24,1486.0555943781758
2001-08-27,1501.4548223147885
2001-08-28,1494.1123341826014
2001-08-29,1496.2232057745275
2001-08-30,1496.7966543289324
2001-08-31,1477.6430835395975
2001-09-03,1469.1811626719148
2001-09-04,1495.814209720132
2001-09-05,1489.6854147122128
2001-09-06,1471.9104855806636
2001-09-07,1433.3730828258413
2001-09-10,1433.9548795643716
2001-09-11,1427.851354827511
2001-09-12,1358.958108197135
2001-09-13,1355.0936372200608
2001-09-14,1317.6708479112815
2001-09-17,1253.7682200954953
2001-09-18,1248.8086112529443
2001-09-19,1254.131020797075
2001-09-20,1237.3502686818642
2001-09-21,1216.9070428189389
2001-09-24,1225.6884855645894
2001-09-25,1225.9029026293827
2001-09-26,1230.0242072611536
2001-09-27,1242.5881189181137
2001-09-28,1284.3390846825826
2001-10-01,1284.0973036278988
2001-10-02,1291.4679291241043
2001-10-03,1293.161125266209
2001-10-04,1319.1455989830883
2001-10-05,1331.3221144657757
2001-10-08,1317.1395586258473
2001-10-09,1332.8151999667527
2001-10-10,1335.096529507499
2001-10-11,1359.8780014295414
2001-10-12,1348.8583514028398
2001-10-15,1357.3751564388258
2001-10-16,1361.6824915842021
2001-10-17,1382.3319740427485
2001-10-18,1362.1344440886917
2001-10-19,1359.901932292515
2001-10-22,1371.672331643453
2001-10-23,1394.001575633158
2001-10-24,1394.4844799794814
2001-10-25,1387.074838651825
2001-10-26,1400.4558340414658
2001-10-29,1375.0750240245825
2001-10-30,1362.5703012072559
2001-10-31,1376.5212277324342
2001-11-01,1372.5735361549039
2001-11-02,1373.0045411362137
2001-11-05,1395.3539752892661
2001-11-06,1409.9895770369135
2001-11-07,1394.900994064114
2001-11-08,1426.616527065345
2001-11-09,1432.5963382530185
2001-11-12,1453.2824711788317
2001-11-13,1470.159722118073
2001-11-14,1486.4115792834002
2001-11-15,1499.269813706874
2001-11-16,1493.1563371204043
2001-11-19,1508.1016724646804
2001-11-20,1510.926146698985
2001-11-21,1523.7945170280495
2001-11-22,1520.0367851240655
2001-11-23,1533.0607865765664
2001-11-26,1544.5706010402014
2001-11-27,1539.5172016966424
2001-11-28,1508.9439529646477
2001-11-29,1512.2462122359286
2001-11-30,1508.3040012522124
2001-12-03,1516.2294399395332
2001-12-04,1523.4762832309757
2001-12-05,1552.862410596638
2001-12-06,1551.6576676139225
2001-12-07,1562.8047913956755
2001-12-10,1565.1297267292314
2001-12-11,1558.1254009095403
2001-12-12,1557.4815177340422
2001-12-13,1540.9502804975796
2001-12-14,1528.7514332017063
2001-12-17,1524.6055022887035
2001-12-18,1525.649390137318
2001-12-19,1527.5991635156186
2001-12-20,1528.9478113895275
2001-12-21,1532.943982159291
2001-12-24,1557.9556907839187
2001-12-25,1563.104997376789
2001-12-26,1562.3279069578023
2001-12-27,1558.8130469805756
2001-12-28,1577.13508363933
2001-12-31,1570.4127635082993
2002-01-01,1570.6783153089932
2002-01-02,1557.8617114727044
2002-01-03,1566.4800755395177
2002-01-04,1598.7119455222069
2002-01-07,1618.0486147898591
2002-01-08,1614.6542893539142
2002-01-09,1613.7340738834678
2002-01-10,1601.6812359353464
2002-01-11,1599.824947047835
2002-01-14,1591.7251987805155
2002-01-15,1584.9048354992997
2002-01-16,1598.8947249612054
2002-01-17,1599.3065313178981
2002-01-18,1595.7995719465282
2002-01-21,1616.872583809113
2002-01-22,1620.334911256078
2002-01-23,1622.254197517157
2002-01-24,1637.2514266334272
2002-01-25,1676.4500492855686
2002-01-28,1688.9287774248573
2002-01-29,1695.977669249582
2002-01-30,1665.9567982321955
2002-01-31,1682.8732535625697
2002-02-01,1677.4378418047104
2002-02-04,1679.5440712405175
2002-02-05,1666.5086013241116
2002-02-06,1666.4924549371149
2002-02-07,1659.8439094445544
2002-02-08,1671.3227830476264
2002-02-11,1679.290481102966
2002-02-12,1678.552671260324
2002-02-13,1688.3919309662795
2002-02-14,1720.1611004664462
2002-02-15,1720.4268701424844
2002-02-18,1729.2118350413336
2002-02-19,1709.0190321656787
2002-02-20,1699.060386641562
2002-02-21,1702.8880381082215
2002-02-22,1683.9906689466702
2002-02-25,1681.6474371277984
2002-02-26,1690.776919207944
2002-02-27,1713.1238115604701
2002-02-28,1708.2975317803173
2002-03-01,1707.3043767234121
2002-03-04,1720.817793444535
2002-03-05,1727.9639113152143
2002-03-06,1720.054735800356
2002-03-07,1732.3791095054896
2002-03-08,1733.961877909288
2002-03-11,1732.6851584355811
2002-03-12,1741.4642132199438
2002-03-13,1735.7320439175207
2002-03-14,1732.2044118327472
2002-03-15,1722.283885931828
2002-03-18,1735.7768808618707
2002-03-19,1736.204283620471
2002-03-20,1743.1594812768315
2002-03-21,1730.633583667739
2002-03-22,1738.7027983167247
2002-03-25,1741.0759449334728
2002-03-26,1726.8088012792484
2002-03-27,1749.6165483909842
2002-03-28,1765.7963666445044
2002-03-29,1762.8574541661826
2002-04-01,1746.8294131101839
2002-04-02,1726.4349602136488
2002-04-03,1726.297600439375
2002-04-04,1725.0776334203167
2002-04-05,1738.5330410062197
2002-04-08,1738.127553363167
2002-04-09,1725.7678753337198
2002-04-10,1719.0346860904576
2002-04-11,1720.1675342075227
2002-04-12,1729.7983609170526
2002-04-15,1735.251030483342
2002-04-16,1739.552784415411
2002-04-17,1761.2567012377103
2002-04-18,1766.4351241481872
2002-04-19,1784.1740362789135
2002-04-22,1798.891480639701
2002-04-23,1798.3120106721628
2002-04-24,1794.8289285063886
2002-04-25,1774.319990658329
2002-04-26,1783.972142360072
2002-04-29,1760.2727263571317
2002-04-30,1758.12333240859
2002-05-01,1754.802868180538
2002-05-02,1775.199726492205
2002-05-03,1762.67782788756
2002-05-06,1736.9090501537946
2002-05-07,1747.2867902418284
2002-05-08,1759.6192444295934
2002-05-09,1761.587474783637
2002-05-10,1754.1319505870113
2002-05-13,1756.6220117058494
2002-05-14,1777.0214574949584
2002-05-15,1791.1447039208786
2002-05-16,1787.9193844040997
2002-05-17,1780.177291071244
2002-05-20,1770.3630852144136
