Date,AC EUROPE HIGH DIVIDEND YIELD
1999-06-08,1247.128005950845
1999-06-09,1246.3705411467272
1999-06-10,1239.530689070845
1999-06-11,1258.0941598497116
1999-06-14,1254.9573103400237
1999-06-15,1258.6389192354582
1999-06-16,1272.713048897251
1999-06-17,1273.9136367979982
1999-06-18,1275.5436232226402
1999-06-21,1286.4188257397554
1999-06-22,1277.9176492287897
1999-06-23,1268.5062141109092
1999-06-24,1258.040519088508
1999-06-25,1249.8547899597402
1999-06-28,1253.266696136654
1999-06-29,1249.1915808450624
1999-06-30,1251.5563390637635
1999-07-01,1280.4840444064253
1999-07-02,1284.8528320715384
1999-07-05,1310.6605883012132
1999-07-06,1312.3853470185406
1999-07-07,1304.794668137917
1999-07-08,1307.2164642630687
1999-07-09,1312.1114316961784
1999-07-12,1318.4090022649195
1999-07-13,1294.4639256756589
1999-07-14,1301.9224418040271
1999-07-15,1315.1615483967337
1999-07-16,1310.4216642284862
1999-07-19,1305.624885052628
1999-07-20,1278.6955709732545
1999-07-21,1258.936936570744
1999-07-22,1253.1115843685366
1999-07-23,1238.8065453329914
1999-07-26,1218.5967070850952
1999-07-27,1228.0095982965295
1999-07-28,1232.9428303220523
1999-07-29,1211.0089759567365
1999-07-30,1232.1091044896739
1999-08-02,1234.8809549790433
1999-08-03,1233.1289438439094
1999-08-04,1235.8375875484953
1999-08-05,1214.1135685713516
1999-08-06,1216.1727202929735
1999-08-09,1229.9382547071327
1999-08-10,1213.557517254261
1999-08-11,1222.831705378455
1999-08-12,1245.431874078331
1999-08-13,1262.6400269931632
1999-08-16,1264.5061891178304
1999-08-17,1263.311802255336
1999-08-18,1265.717204832043
1999-08-19,1250.0134179913716
1999-08-20,1263.944721740237
1999-08-23,1279.5029941124578
1999-08-24,1279.5642543774309
1999-08-25,1287.3807989345373
1999-08-26,1283.1109048285755
1999-08-27,1280.1914707244944
1999-08-30,1278.6774926324963
1999-08-31,1256.756418063061
1999-09-01,1265.5515403889744
1999-09-02,1244.7662641924203
1999-09-03,1269.0174609643013
1999-09-06,1273.7114315277577
1999-09-07,1270.5329262447462
1999-09-08,1270.1629275144248
1999-09-09,1281.8868975781836
1999-09-10,1289.4863677058172
1999-09-13,1282.2527673257712
1999-09-14,1273.7313684316973
1999-09-15,1263.2802147059497
1999-09-16,1253.1028655617654
1999-09-17,1253.9636028884852
1999-09-20,1250.2743784954957
1999-09-21,1230.168780318566
1999-09-22,1223.2685052523766
1999-09-23,1227.6099007864977
1999-09-24,1215.654009337522
1999-09-27,1235.4743453669246
1999-09-28,1219.8511215337087
1999-09-29,1209.400148161612
1999-09-30,1212.5308337336462
1999-10-01,1211.011452580808
1999-10-04,1225.239027042246
1999-10-05,1224.5562582276348
1999-10-06,1225.2644886605917
1999-10-07,1230.6751803199415
1999-10-08,1224.1667900668963
1999-10-11,1220.3092618770086
1999-10-12,1207.1897332706346
1999-10-13,1201.4803034964125
1999-10-14,1196.3297638445697
1999-10-15,1171.2481460608453
1999-10-18,1165.1499824298196
1999-10-19,1187.4268715421922
1999-10-20,1193.2613263605442
1999-10-21,1187.5054355131924
1999-10-22,1212.1609219434324
1999-10-25,1201.7924123236558
1999-10-26,1214.74460342814
1999-10-27,1211.0461826111848
1999-10-28,1233.802861590354
1999-10-29,1246.3239863685492
1999-11-01,1246.654888398802
1999-11-02,1241.4906688420224
1999-11-03,1241.0292697095383
1999-11-04,1251.7450959636044
1999-11-05,1244.4298635174002
1999-11-08,1247.5151600049708
1999-11-09,1255.3647278499584
1999-11-10,1259.404783629557
1999-11-11,1265.110560457767
1999-11-12,1266.7146397411718
1999-11-15,1276.7064074261764
1999-11-16,1292.6582536073277
1999-11-17,1292.5854060471304
1999-11-18,1294.6326013085804
1999-11-19,1287.1979819214303
1999-11-22,1275.0315979794066
1999-11-23,1282.9880011756006
1999-11-24,1283.2101397519582
1999-11-25,1298.9523711266306
1999-11-26,1294.8715806842247
1999-11-29,1298.3449765668756
1999-11-30,1287.6941261560346
1999-12-01,1296.4230234820532
1999-12-02,1292.457747944407
1999-12-03,1301.8941440038068
1999-12-06,1286.3164460609614
1999-12-07,1279.892909334451
1999-12-08,1271.4631733256763
1999-12-09,1284.1581640889144
1999-12-10,1296.5966387494793
1999-12-13,1304.434456574189
1999-12-14,1311.8611736186192
1999-12-15,1317.094132974376
1999-12-16,1321.3910121820459
1999-12-17,1327.530529986948
1999-12-20,1322.8787076376655
1999-12-21,1321.612430735089
1999-12-22,1326.615042282539
1999-12-23,1342.8959984761475
1999-12-24,1348.8680890741882
1999-12-27,1351.043472254176
1999-12-28,1352.840339761177
1999-12-29,1356.0759723339497
1999-12-30,1370.7129747294236
1999-12-31,1370.768021712498
2000-01-03,1359.9182758504367
2000-01-04,1314.7529663532932
2000-01-05,1301.3458447544433
2000-01-06,1304.6719131834836
2000-01-07,1319.9498054935782
2000-01-10,1322.6946998088576
2000-01-11,1305.4093216948215
2000-01-12,1298.5350326531614
2000-01-13,1298.1220806265508
2000-01-14,1304.9430805171387
2000-01-17,1297.5757690158925
2000-01-18,1278.0937036044102
2000-01-19,1277.1742992044444
2000-01-20,1265.284347471556
2000-01-21,1270.3176088584444
2000-01-24,1274.607141466128
2000-01-25,1245.8057530226804
2000-01-26,1250.4288558497178
2000-01-27,1263.0607754132197
2000-01-28,1252.6209167496916
2000-01-31,1231.4865348245114
2000-02-01,1235.9345984216718
2000-02-02,1242.2951421900198
2000-02-03,1241.7006572320397
2000-02-04,1229.9974438909792
2000-02-07,1224.2044679556752
2000-02-08,1242.5489046655332
2000-02-09,1230.0474369305462
2000-02-10,1233.7429460335366
2000-02-11,1216.7350982536595
2000-02-14,1214.6042765563027
2000-02-15,1207.7567545904017
2000-02-16,1244.348524873557
2000-02-17,1257.181816227727
2000-02-18,1241.9075796515299
2000-02-21,1234.730300259581
2000-02-22,1217.4914514304226
2000-02-23,1226.1224309590468
2000-02-24,1216.8820144494232
2000-02-25,1233.6424124405196
2000-02-28,1233.8943196687999
2000-02-29,1255.113792381997
2000-03-01,1256.960409287345
2000-03-02,1262.2469172250644
2000-03-03,1262.6333490849293
2000-03-06,1260.4347698658992
2000-03-07,1260.0552498568316
2000-03-08,1269.844849763485
2000-03-09,1255.104316352293
2000-03-10,1249.7008491224005
2000-03-13,1234.9698412738305
2000-03-14,1246.077959277143
2000-03-15,1249.2565838856601
2000-03-16,1300.4216378718459
2000-03-17,1286.7200312805383
2000-03-20,1281.1877092654408
2000-03-21,1291.9558683620312
2000-03-22,1297.5578801385964
2000-03-23,1288.4234458711019
2000-03-24,1311.7581813098527
2000-03-27,1306.4150825174017
2000-03-28,1313.050079909689
2000-03-29,1322.4903743036446
2000-03-30,1317.2816223680582
2000-03-31,1331.7368038747095
2000-04-03,1329.1911524230823
2000-04-04,1361.9128944247802
2000-04-05,1331.4917699460389
2000-04-06,1325.949604895556
2000-04-07,1325.88377337372
2000-04-10,1324.6007934479394
2000-04-11,1326.1768418576032
2000-04-12,1332.5020257376138
2000-04-13,1338.411170488006
2000-04-14,1324.1750527658612
2000-04-17,1300.0615566242327
2000-04-18,1299.4770630996004
2000-04-19,1307.2414311519367
2000-04-20,1319.8961130700554
2000-04-21,1320.1863802250639
2000-04-24,1319.9136145995797
2000-04-25,1353.1368207414507
2000-04-26,1358.8892498068708
2000-04-27,1349.0356842417748
2000-04-28,1354.4074903648186
2000-05-01,1355.4699962035843
2000-05-02,1367.749922689101
2000-05-03,1367.996285709978
2000-05-04,1367.5884553391584
2000-05-05,1366.8983425925007
2000-05-08,1371.0767705175435
2000-05-09,1359.407101220901
2000-05-10,1354.2952382765704
2000-05-11,1369.9381423195887
2000-05-12,1375.7920779896024
2000-05-15,1367.5848136187449
2000-05-16,1383.8709219409852
2000-05-17,1374.8005420572185
2000-05-18,1381.4742621723333
2000-05-19,1366.2511657700377
2000-05-22,1364.081152459856
2000-05-23,1356.837182736869
2000-05-24,1350.219156914977
2000-05-25,1353.5602317597736
2000-05-26,1336.2876791902477
2000-05-29,1343.6711632354811
2000-05-30,1346.5489984896692
2000-05-31,1350.3138387424297
2000-06-01,1356.9189134510834
2000-06-02,1361.9734465390006
2000-06-05,1365.1189786562288
2000-06-06,1362.8256899122796
2000-06-07,1359.2006860256095
2000-06-08,1353.2276584414303
2000-06-09,1353.7021843769382
2000-06-12,1350.2963126530076
2000-06-13,1353.0640524108896
2000-06-14,1358.4925415687974
2000-06-15,1354.5011433996976
2000-06-16,1347.2536574782243
2000-06-19,1345.4813010400844
2000-06-20,1343.3149594844754
2000-06-21,1338.0422613337557
2000-06-22,1344.2463789683807
2000-06-23,1341.956779770684
2000-06-26,1347.2176049882414
2000-06-27,1337.8060899429577
2000-06-28,1344.736500945816
2000-06-29,1342.030315691898
2000-06-30,1350.4082439734768
2000-07-03,1363.258266622637
2000-07-04,1363.4237098183694
2000-07-05,1344.972343836029
2000-07-06,1346.7331591761224
2000-07-07,1360.0208966085315
2000-07-10,1359.806230899233
2000-07-11,1367.426359265003
2000-07-12,1375.453740257866
2000-07-13,1373.5706281733987
2000-07-14,1377.8501569970351
2000-07-17,1371.2720362112223
2000-07-18,1369.4248833834424
2000-07-19,1379.872100686713
2000-07-20,1388.5089358075584
2000-07-21,1374.301699807665
2000-07-24,1376.5738899509752
2000-07-25,1375.8956229136136
2000-07-26,1373.9477796938797
2000-07-27,1372.0882557920968
2000-07-28,1382.123977805761
2000-07-31,1386.9437221018025
2000-08-01,1387.7359613489245
2000-08-02,1409.0112164974148
2000-08-03,1410.5254967931073
2000-08-04,1415.9477104619007
2000-08-07,1436.6752095595004
2000-08-08,1439.8573455533583
2000-08-09,1449.4423890489652
2000-08-10,1438.691280262901
2000-08-11,1450.5292331045143
2000-08-14,1457.4400730399468
2000-08-15,1461.8698423502012
2000-08-16,1469.93818385489
2000-08-17,1464.9346115587366
2000-08-18,1471.9991118503085
2000-08-21,1479.020446472988
2000-08-22,1488.27731321096
2000-08-23,1495.2055411798622
2000-08-24,1475.416624077818
2000-08-25,1467.824271604559
2000-08-28,1471.345126372481
2000-08-29,1468.9544351956993
2000-08-30,1464.241480527207
2000-08-31,1456.8776594108099
2000-09-01,1458.1944811026099
2000-09-04,1467.4962384023822
2000-09-05,1470.733438867991
2000-09-06,1481.883037814615
2000-09-07,1481.2603848247918
2000-09-08,1466.2737824318467
2000-09-11,1476.051560271387
2000-09-12,1461.9550511813745
2000-09-13,1450.8117972003242
2000-09-14,1450.3164842258057
2000-09-15,1443.3478303871382
2000-09-18,1441.8385538621487
2000-09-19,1440.508417099861
2000-09-20,1434.156703821323
2000-09-21,1419.9158648451637
2000-09-22,1422.382760332283
2000-09-25,1420.037774069059
2000-09-26,1418.0997085934378
2000-09-27,1427.8276432422313
2000-09-28,1430.4460811955937
2000-09-29,1441.424412262617
2000-10-02,1447.0138707104418
2000-10-03,1454.1171521868898
2000-10-04,1457.8863346566802
2000-10-05,1466.9624228741334
2000-10-06,1469.967931353351
2000-10-09,1449.3169699106916
2000-10-10,1449.1782698062332
2000-10-11,1433.4068038431594
2000-10-12,1445.3080766356177
2000-10-13,1444.46972182603
2000-10-16,1451.2435433843098
2000-10-17,1446.1110415954286
2000-10-18,1442.2921334974753
2000-10-19,1456.8776963246833
2000-10-20,1464.955623191927
2000-10-23,1474.6726630769201
2000-10-24,1487.26676495318
2000-10-25,1487.8754983802407
2000-10-26,1479.374449883237
2000-10-27,1476.830099419615
2000-10-30,1483.5653953960314
2000-10-31,1505.6754792611625
2000-11-01,1508.155820001537
2000-11-02,1512.396557499873
2000-11-03,1509.9357942431386
2000-11-06,1509.514766603582
2000-11-07,1512.7054288332754
2000-11-08,1511.5406662977575
2000-11-09,1512.9242778709968
2000-11-10,1509.9275329483073
2000-11-13,1499.9642211756152
2000-11-14,1517.7724260202665
2000-11-15,1518.3319895171242
2000-11-16,1517.2559709773404
2000-11-17,1514.3265572651885
2000-11-20,1506.8501674359418
2000-11-21,1516.2783330688294
2000-11-22,1490.2390231128693
2000-11-23,1487.1677004455612
2000-11-24,1499.3531050292029
2000-11-27,1504.6368258984196
2000-11-28,1493.8946411411648
2000-11-29,1481.3194349497949
2000-11-30,1457.2938674031907
2000-12-01,1468.2619502330022
2000-12-04,1448.3539478472833
2000-12-05,1471.7257435322401
2000-12-06,1459.1106040087916
2000-12-07,1457.773666172052
2000-12-08,1468.784076256103
2000-12-11,1490.8961197095825
2000-12-12,1487.919545603419
2000-12-13,1490.6672857878475
2000-12-14,1462.8968541205543
2000-12-15,1441.4351557530485
2000-12-18,1459.1020994286248
2000-12-19,1479.8560763306568
2000-12-20,1446.1097105684632
2000-12-21,1441.6268654973906
2000-12-22,1440.517969941439
2000-12-25,1440.5276007348546
2000-12-26,1438.3466939058744
2000-12-27,1462.2705582580581
2000-12-28,1473.1302457503227
2000-12-29,1465.325101283543
2001-01-01,1465.3251019957295
2001-01-02,1455.7827628135917
2001-01-03,1454.01704354009
2001-01-04,1475.3412772038782
2001-01-05,1472.932568039985
2001-01-08,1476.9166206813466
2001-01-09,1471.101007223152
2001-01-10,1463.1967539681073
2001-01-11,1471.6530412342606
2001-01-12,1468.0067381767387
2001-01-15,1475.1864837789076
2001-01-16,1459.2670589646868
2001-01-17,1483.290534661599
2001-01-18,1471.624742087175
2001-01-19,1463.634622301291
2001-01-22,1474.498290407183
2001-01-23,1479.8787747684971
2001-01-24,1492.0247823649906
2001-01-25,1499.2880150753547
2001-01-26,1498.2160148660912
2001-01-29,1504.471516860975
2001-01-30,1503.6756140056236
2001-01-31,1502.4181551906374
2001-02-01,1490.3114788987928
2001-02-02,1490.8747456540875
2001-02-05,1495.5372731336936
2001-02-06,1506.4963959526149
2001-02-07,1495.3155445855432
2001-02-08,1499.894844288297
2001-02-09,1490.53215180926
2001-02-12,1498.612928424046
2001-02-13,1504.946025833481
2001-02-14,1507.5262234472093
2001-02-15,1514.065698592939
2001-02-16,1491.1942955940558
2001-02-19,1489.4753007563759
2001-02-20,1483.8507138455068
2001-02-21,1471.6140337608556
2001-02-22,1464.581225998416
2001-02-23,1452.3455984453078
2001-02-26,1448.220249726793
2001-02-27,1445.0523416158335
2001-02-28,1446.2825618011018
2001-03-01,1444.6452181443478
2001-03-02,1440.9927028384682
2001-03-05,1452.270195381582
2001-03-06,1456.7413420157536
2001-03-07,1465.2880683054211
2001-03-08,1466.0623391592799
2001-03-09,1456.3420084215952
2001-03-12,1436.6644277316698
2001-03-13,1418.0245398112338
2001-03-14,1392.4435567768355
2001-03-15,1412.6588749754637
2001-03-16,1383.0389761374656
2001-03-19,1372.7426168129548
2001-03-20,1385.8710618522482
2001-03-21,1366.2550503458933
2001-03-22,1319.1159211586707
2001-03-23,1333.657296455366
2001-03-26,1371.3081627402241
2001-03-27,1406.1391975773424
2001-03-28,1398.1503791317145
2001-03-29,1412.9737096638892
2001-03-30,1420.8676990077704
2001-04-02,1419.8755984036109
2001-04-03,1389.2813883292117
2001-04-04,1390.5584812671875
2001-04-05,1413.3968416472453
2001-04-06,1412.8610572265243
2001-04-09,1436.1458358304262
2001-04-10,1460.2893005081241
2001-04-11,1460.2921575420976
2001-04-12,1458.2186599618606
2001-04-13,1458.1984316033056
2001-04-16,1462.6258411079398
2001-04-17,1462.4531121696464
2001-04-18,1484.5946699228934
2001-04-19,1479.8246617404207
2001-04-20,1468.0401307823297
2001-04-23,1464.9780792930824
2001-04-24,1475.923534897304
2001-04-25,1472.5163217058132
2001-04-26,1479.9449665702864
2001-04-27,1502.2250777395795
2001-04-30,1506.240259441753
2001-05-01,1502.500877202154
2001-05-02,1490.736117794104
2001-05-03,1464.6579901095738
2001-05-04,1477.1965150499373
2001-05-07,1484.1533075822706
2001-05-08,1485.6401286762296
2001-05-09,1483.3183481813985
2001-05-10,1506.1158546713327
2001-05-11,1503.5570746228234
2001-05-14,1480.1835445866384
2001-05-15,1497.4531439398213
2001-05-16,1500.6290190348445
2001-05-17,1511.1228402840513
2001-05-18,1524.1938893247457
2001-05-21,1531.4703500020003
2001-05-22,1535.878698350208
2001-05-23,1530.4021883059017
2001-05-24,1534.8392675625726
2001-05-25,1531.1207071674755
2001-05-28,1530.406938745719
2001-05-29,1529.3429654771442
2001-05-30,1520.4045508918423
2001-05-31,1529.0050203839821
2001-06-01,1529.4347925258282
2001-06-04,1536.5260633500695
2001-06-05,1543.928683573059
2001-06-06,1530.3601679803041
2001-06-07,1526.6899707256255
2001-06-08,1527.813838982602
2001-06-11,1517.0769605445894
2001-06-12,1503.6394297478603
2001-06-13,1511.788418775756
2001-06-14,1500.3744864202874
2001-06-15,1492.522364912987
2001-06-18,1478.2674103850175
2001-06-19,1484.4596597302539
2001-06-20,1484.580010891457
2001-06-21,1484.7447495979463
2001-06-22,1490.88532815432
2001-06-25,1492.344618655265
2001-06-26,1474.2966436305617
2001-06-27,1479.4116646662073
2001-06-28,1491.4304207804455
2001-06-29,1503.0453660383828
2001-07-02,1518.6796651912387
2001-07-03,1503.169126325682
2001-07-04,1503.839520310882
2001-07-05,1505.840654036031
2001-07-06,1475.7998264975638
2001-07-09,1470.9455133368995
2001-07-10,1460.9876859933047
2001-07-11,1445.5009701789054
2001-07-12,1461.418157572319
2001-07-13,1470.1944073134578
2001-07-16,1464.6352031786962
2001-07-17,1456.0796317384463
2001-07-18,1431.061953800767
2001-07-19,1447.7007803641986
2001-07-20,1444.9759976983755
2001-07-23,1448.4816621189511
2001-07-24,1428.4317990186019
2001-07-25,1410.0634622857103
2001-07-26,1420.6456501444588
2001-07-27,1439.471587322845
2001-07-30,1448.1530651664207
2001-07-31,1465.1318384188044
2001-08-01,1466.3696690760175
2001-08-02,1463.0925159719986
2001-08-03,1454.2403759310464
2001-08-06,1458.419136479016
2001-08-07,1462.947326156695
2001-08-08,1450.0044369521495
2001-08-09,1426.3458235045011
2001-08-10,1419.095424487339
2001-08-13,1425.4344823541903
2001-08-14,1441.243283290189
2001-08-15,1434.4702290296852
2001-08-16,1424.611105106463
2001-08-17,1404.190125313539
2001-08-20,1407.526461230353
2001-08-21,1417.9241954220547
2001-08-22,1417.3992116902377
2001-08-23,1420.4381262848185
2001-08-24,1440.273951726862
2001-08-27,1442.2134538513724
2001-08-28,1430.2210477694346
2001-08-29,1431.0792797724193
2001-08-30,1406.5657590374472
2001-08-31,1407.6626886120782
2001-09-03,1398.4903618659146
2001-09-04,1419.1975227498833
2001-09-05,1409.8864316030297
2001-09-06,1385.0440238795895
2001-09-07,1347.6968209686513
2001-09-10,1332.625094977306
2001-09-11,1261.3891493729577
2001-09-12,1269.1552722424374
2001-09-13,1279.775660642175
2001-09-14,1218.6572675249754
2001-09-17,1245.2333646422542
2001-09-18,1234.0554235014122
2001-09-19,1196.602307515114
2001-09-20,1144.2695954013102
2001-09-21,1111.5300313109212
2001-09-24,1165.4163933058373
2001-09-25,1176.0368901097308
2001-09-26,1196.5636259377725
2001-09-27,1215.0506372873442
2001-09-28,1250.5522325099519
2001-10-01,1226.1286439436356
2001-10-02,1237.287107582161
2001-10-03,1244.6134650208583
2001-10-04,1288.3935035235766
2001-10-05,1282.150206425113
2001-10-08,1276.6145383991459
2001-10-09,1272.8117368385354
2001-10-10,1299.4834114753246
2001-10-11,1314.8239459573435
2001-10-12,1311.8028124456557
2001-10-15,1282.161842727137
2001-10-16,1287.2831484193237
2001-10-17,1311.654977448479
2001-10-18,1289.5709044218029
2001-10-19,1264.0474278361155
2001-10-22,1278.9715550863286
2001-10-23,1311.3470515628255
2001-10-24,1314.7765426991432
2001-10-25,1293.2775094701146
2001-10-26,1322.134684546783
2001-10-29,1296.6118533181855
2001-10-30,1268.238808306337
2001-10-31,1284.1636437190293
2001-11-01,1289.1936278874177
2001-11-02,1291.5314523910445
2001-11-05,1317.6770882119545
2001-11-06,1311.6290769690947
2001-11-07,1323.9438971430552
2001-11-08,1344.2072247004721
2001-11-09,1334.232819744802
2001-11-12,1306.8950250813805
2001-11-13,1344.9813638758594
2001-11-14,1339.9803216745916
2001-11-15,1331.7657537183297
2001-11-16,1343.0301785246304
2001-11-19,1363.7072278128287
2001-11-20,1355.184291626544
2001-11-21,1360.0789722337925
2001-11-22,1364.7204557802172
2001-11-23,1360.042793966155
2001-11-26,1352.511280388348
2001-11-27,1340.1989472813177
2001-11-28,1326.2101056303766
2001-11-29,1329.44069774595
2001-11-30,1330.4122867218186
2001-12-03,1323.4356231089357
2001-12-04,1334.0845052079965
2001-12-05,1371.8745521141955
2001-12-06,1382.1856014723257
2001-12-07,1366.0935754490945
2001-12-10,1349.6647797144485
2001-12-11,1347.130359473572
2001-12-12,1333.6557982294346
2001-12-13,1317.9848035211994
2001-12-14,1308.4158402899716
2001-12-17,1336.4246299417216
2001-12-18,1338.6789274347227
2001-12-19,1328.757958198758
2001-12-20,1319.8398504343181
2001-12-21,1343.7573256710277
2001-12-24,1350.9926105073735
2001-12-25,1351.0040977988015
2001-12-26,1353.846196680344
2001-12-27,1370.1396247040893
2001-12-28,1382.2092752066424
2001-12-31,1375.7917156028238
2002-01-01,1375.7917156028238
2002-01-02,1358.854583773497
2002-01-03,1382.1779505726215
2002-01-04,1390.59434588828
2002-01-07,1380.1687599454763
2002-01-08,1374.8863741359496
2002-01-09,1375.677347870037
2002-01-10,1363.1568338699958
2002-01-11,1366.8465035030624
2002-01-14,1341.7916963208609
2002-01-15,1353.2479509036568
2002-01-16,1344.2100857016096
2002-01-17,1363.907013789562
2002-01-18,1356.2690194466654
2002-01-21,1355.5558621828784
2002-01-22,1356.9297233526727
2002-01-23,1367.601848944245
2002-01-24,1382.4507616694775
2002-01-25,1386.2699114185398
2002-01-28,1401.2470777756687
2002-01-29,1382.6176323617076
2002-01-30,1370.737767332017
2002-01-31,1388.9374001035414
2002-02-01,1390.9870307519275
2002-02-04,1378.0923887281263
2002-02-05,1356.9313952577206
2002-02-06,1345.5968930183637
2002-02-07,1350.542689615683
2002-02-08,1350.7792622145193
2002-02-11,1360.234214844353
2002-02-12,1361.5724483512518
2002-02-13,1373.1005198326047
2002-02-14,1388.7372294443737
2002-02-15,1375.866007487559
2002-02-18,1371.1565014942898
2002-02-19,1348.7625677924798
2002-02-20,1339.890717185121
2002-02-21,1352.7492310197802
2002-02-22,1340.243191237004
2002-02-25,1361.331237671226
2002-02-26,1372.6789084244335
2002-02-27,1385.7441471396958
2002-02-28,1381.932611363796
2002-03-01,1397.0000324868383
2002-03-04,1423.7427534681349
2002-03-05,1418.9568890092214
2002-03-06,1419.664157003121
2002-03-07,1426.8128822386973
2002-03-08,1433.5868672957984
2002-03-11,1430.9360765429135
2002-03-12,1423.776634812461
2002-03-13,1426.7203104994583
2002-03-14,1425.1332225480746
2002-03-15,1440.02335651379
2002-03-18,1445.3553845189906
2002-03-19,1453.3164906840168
2002-03-20,1446.2631131470425
2002-03-21,1444.2551149800186
2002-03-22,1450.4065117579407
2002-03-25,1441.1879632118773
2002-03-26,1447.2366443683306
2002-03-27,1451.941855313433
2002-03-28,1469.8780584955268
2002-03-29,1469.861432657777
2002-04-01,1471.212096275471
2002-04-02,1462.4746338977548
2002-04-03,1464.0718044330356
2002-04-04,1448.9541632889698
2002-04-05,1451.6486498770398
2002-04-08,1438.4655427163161
2002-04-09,1441.3187044439828
2002-04-10,1454.9044987243878
2002-04-11,1436.997168373449
2002-04-12,1447.2079654841123
2002-04-15,1455.5290878271499
2002-04-16,1474.6945104183676
2002-04-17,1471.73071237446
2002-04-18,1469.640359634729
2002-04-19,1478.5107252555226
2002-04-22,1475.576272946426
2002-04-23,1470.3034874327118
2002-04-24,1468.5813493574296
2002-04-25,1447.8480977940974
2002-04-26,1441.059380707379
2002-04-29,1439.3879587133924
2002-04-30,1449.2313021386117
2002-05-01,1442.4320097757218
2002-05-02,1447.4083309524415
2002-05-03,1450.8661822764457
2002-05-06,1443.6720821634244
2002-05-07,1429.1787110269574
2002-05-08,1452.5238129142938
2002-05-09,1444.2487832101262
2002-05-10,1431.3539265271158
2002-05-13,1447.8131435417106
2002-05-14,1461.1677696662307
2002-05-15,1462.1427318890633
2002-05-16,1454.8019951592796
2002-05-17,1446.8943320367935
2002-05-20,1437.1544057225412
2002-05-21,1436.5466316189427
2002-05-22,1418.3495261447806
