Date,AC ASIA ex JAPAN HIGH DIVIDEND YIELD
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,981.4953997175322
1999-01-05,987.6784080378902
1999-01-06,1017.6975274838103
1999-01-07,1053.0110004817586
1999-01-08,1071.403918868284
1999-01-11,1081.3511374533393
1999-01-12,1076.2651296650638
1999-01-13,1029.9508237361729
1999-01-14,1011.191223568676
1999-01-15,1025.6866122763033
1999-01-18,1038.7497018046356
1999-01-19,1017.7219303049163
1999-01-20,1020.6848465633074
1999-01-21,993.9585935408004
1999-01-22,959.3417623548179
1999-01-25,935.4053076687209
1999-01-26,938.3393429287883
1999-01-27,964.686129870182
1999-01-28,940.4087409609868
1999-01-29,952.8930133351796
1999-02-01,957.7387949559868
1999-02-02,950.7342278757009
1999-02-03,948.0170586484834
1999-02-04,948.8602193986876
1999-02-05,926.8450235828309
1999-02-08,930.2359227736423
1999-02-09,930.9036260563919
1999-02-10,916.1203508808997
1999-02-11,924.5210060691629
1999-02-12,950.5163851163098
1999-02-15,951.8414099571205
1999-02-16,957.5050527499967
1999-02-17,953.6360747433869
1999-02-18,953.0501750154002
1999-02-19,936.1541015561905
1999-02-22,945.2125476054221
1999-02-23,959.6743675734599
1999-02-24,972.885323070416
1999-02-25,961.0302052177517
1999-02-26,984.1435123908842
1999-03-01,996.0020215264316
1999-03-02,996.4178529068879
1999-03-03,1004.6098297656725
1999-03-04,1012.336239359764
1999-03-05,1041.036707715843
1999-03-08,1060.9597958241711
1999-03-09,1076.2405931410349
1999-03-10,1085.048840050233
1999-03-11,1088.848939971354
1999-03-12,1090.1848864377791
1999-03-15,1084.35430700889
1999-03-16,1097.6843316199233
1999-03-17,1094.039213920662
1999-03-18,1073.6533867191115
1999-03-19,1115.580458629997
1999-03-22,1128.4100302381057
1999-03-23,1125.8972011773885
1999-03-24,1100.9090457986647
1999-03-25,1119.1377027293963
1999-03-26,1133.3320785917133
1999-03-29,1125.1788864565897
1999-03-30,1139.1197615603369
1999-03-31,1142.262992274401
1999-04-01,1142.999983030248
1999-04-02,1149.9510858545161
1999-04-05,1154.8560811888694
1999-04-06,1151.7949182802747
1999-04-07,1180.7237013789215
1999-04-08,1178.8027717607363
1999-04-09,1197.0496169964808
1999-04-12,1173.8266550844114
1999-04-13,1193.4255225169325
1999-04-14,1194.6979302769043
1999-04-15,1229.8318727021158
1999-04-16,1292.3414064501494
1999-04-19,1335.9801747075362
1999-04-20,1306.3208770748502
1999-04-21,1327.7711693284587
1999-04-22,1380.0133523054355
1999-04-23,1391.6671023649017
1999-04-26,1425.9200005071648
1999-04-27,1446.867165988893
1999-04-28,1415.9272390471162
1999-04-29,1420.1526143638187
1999-04-30,1429.0727631416773
1999-05-03,1441.2215366986293
1999-05-04,1455.4085906653054
1999-05-05,1462.7803117414437
1999-05-06,1442.592885842668
1999-05-07,1384.967440830354
1999-05-10,1397.0098744729557
1999-05-11,1387.5683332133776
1999-05-12,1403.2833093872007
1999-05-13,1420.5446351619546
1999-05-14,1399.4592338103096
1999-05-17,1380.789043073439
1999-05-18,1392.4610807873385
1999-05-19,1376.1112873829245
1999-05-20,1381.128575161342
1999-05-21,1376.3383711791198
1999-05-24,1386.6176584457587
1999-05-25,1373.431999308198
1999-05-26,1387.5213890603306
1999-05-27,1376.2023230233985
1999-05-28,1352.2037328536292
1999-05-31,1357.848866323583
1999-06-01,1370.7804912341253
1999-06-02,1387.9463252937796
1999-06-03,1394.8469029031178
1999-06-04,1410.4997122323011
1999-06-07,1446.266094486957
1999-06-08,1440.216589856067
1999-06-09,1439.6334360155859
1999-06-10,1429.3584668184096
1999-06-11,1440.4746265978254
1999-06-14,1448.8219616096121
1999-06-15,1434.9248427575487
1999-06-16,1482.3048994163544
1999-06-17,1497.1253715055864
1999-06-18,1486.5262688576831
1999-06-21,1539.5455707402996
1999-06-22,1555.298842833664
1999-06-23,1553.3823268109443
1999-06-24,1524.4914275215483
1999-06-25,1499.186967517338
1999-06-28,1521.4976620611094
1999-06-29,1524.1068939940196
1999-06-30,1508.288598497509
1999-07-01,1519.6573939453683
1999-07-02,1562.819499870747
1999-07-05,1590.149612622315
1999-07-06,1582.6135204946809
1999-07-07,1559.6002885845478
1999-07-08,1557.372004889783
1999-07-09,1562.8111124246373
1999-07-12,1573.257967815422
1999-07-13,1554.2139076345993
1999-07-14,1515.3212950150269
1999-07-15,1522.5083702647246
1999-07-16,1500.1356342727029
1999-07-19,1502.398083868787
1999-07-20,1468.5757288241425
1999-07-21,1449.900313185321
1999-07-22,1447.0959493664286
1999-07-23,1421.3329433592803
1999-07-26,1368.322212747728
1999-07-27,1380.2198272743485
1999-07-28,1393.15397963688
1999-07-29,1381.581945547252
1999-07-30,1381.4815240366036
1999-08-02,1397.3693930931852
1999-08-03,1404.5237989952036
1999-08-04,1399.096711888658
