Date,WORLD ex USA SMALL CAP EQUAL WEIGHTED
1999-08-03,1343.7915541661368
1999-08-04,1337.9142921808032
1999-08-05,1317.6192084162678
1999-08-06,1313.0034720493343
1999-08-09,1318.9918788026641
1999-08-10,1316.7523573689894
1999-08-11,1320.2198135826086
1999-08-12,1330.9473462171536
1999-08-13,1340.187377927786
1999-08-16,1363.2978761340175
1999-08-17,1367.1014273352855
1999-08-18,1376.8939014673424
1999-08-19,1371.453096586903
1999-08-20,1378.4052346777996
1999-08-23,1387.7142523217906
1999-08-24,1389.9673471951965
1999-08-25,1400.3820818190095
1999-08-26,1395.272917534407
1999-08-27,1393.2723045281066
1999-08-30,1401.2524755151562
1999-08-31,1395.2420909867803
1999-09-01,1402.7602457753712
1999-09-02,1388.2209152799394
1999-09-03,1394.4578453716954
1999-09-06,1406.8745417105206
1999-09-07,1399.5537450851057
1999-09-08,1392.1200391060354
1999-09-09,1412.8235231090757
1999-09-10,1428.8374418802568
1999-09-13,1455.3701273120114
1999-09-14,1446.291620181148
1999-09-15,1450.6327798315938
1999-09-16,1430.6771387662704
1999-09-17,1422.021520509016
1999-09-20,1425.881767396741
1999-09-21,1428.110611094778
1999-09-22,1405.9308758869627
1999-09-23,1413.569112027673
1999-09-24,1387.224466890429
1999-09-27,1379.8584802370135
1999-09-28,1382.5243071441078
1999-09-29,1365.3245032231025
1999-09-30,1378.0959407959647
1999-10-01,1384.416770052481
1999-10-04,1380.5579775651374
1999-10-05,1378.8018654269201
1999-10-06,1371.4829884935555
1999-10-07,1376.5413513406847
1999-10-08,1384.8299261298514
1999-10-11,1389.3290348147607
1999-10-12,1383.3795392079574
1999-10-13,1360.9643336285153
1999-10-14,1359.0300046160794
1999-10-15,1343.9088129372744
1999-10-18,1322.2602843505326
1999-10-19,1322.9681458155062
1999-10-20,1337.0628543655168
1999-10-21,1329.0696677447881
1999-10-22,1341.608714186748
1999-10-25,1351.3495094282537
1999-10-26,1355.805878984422
1999-10-27,1360.2650975095262
1999-10-28,1355.1502778521105
1999-10-29,1372.4794140121996
1999-11-01,1376.0697202333906
1999-11-02,1380.1511024255242
1999-11-03,1377.9316174375226
1999-11-04,1387.7465600244886
1999-11-05,1377.4617082678928
1999-11-08,1378.4408034411963
1999-11-09,1379.2288895416286
1999-11-10,1379.9439453891744
1999-11-11,1364.6087683770552
1999-11-12,1363.9645244094324
1999-11-15,1357.841365867425
1999-11-16,1356.5626611449338
1999-11-17,1375.628569515656
1999-11-18,1393.5801280391925
1999-11-19,1393.1090977097188
1999-11-22,1400.8151822128946
1999-11-23,1406.4720715881008
1999-11-24,1403.9911001952287
1999-11-25,1399.563535277546
1999-11-26,1422.960126448972
1999-11-29,1433.1532945378226
1999-11-30,1425.5092734014554
1999-12-01,1426.709155247083
1999-12-02,1427.7422173717835
1999-12-03,1438.333834219328
1999-12-06,1420.62892801617
1999-12-07,1423.5062607819782
1999-12-08,1417.5469811367864
1999-12-09,1423.018204454245
1999-12-10,1427.7147344749592
1999-12-13,1425.7110953128947
1999-12-14,1423.0111828427262
1999-12-15,1414.711564054056
1999-12-16,1404.321304089369
1999-12-17,1405.0059372743333
1999-12-20,1402.4604150503542
1999-12-21,1396.911158767811
1999-12-22,1408.5313416803706
1999-12-23,1405.5095004204136
1999-12-24,1414.2350427414176
1999-12-27,1419.3768177415304
1999-12-28,1419.1416151941396
1999-12-29,1421.4745852688548
1999-12-30,1431.4523247197205
1999-12-31,1432.083031278339
2000-01-03,1431.1721675482927
2000-01-04,1399.1632673273305
2000-01-05,1379.558578689079
2000-01-06,1374.7480724994984
2000-01-07,1394.2573431156657
2000-01-10,1411.2535049466521
2000-01-11,1416.1983556785624
2000-01-12,1414.3736456742988
2000-01-13,1430.8898094042568
2000-01-14,1454.1584387969326
2000-01-17,1492.2207338157573
2000-01-18,1485.5249087653458
2000-01-19,1475.8758930983606
2000-01-20,1489.6453885183462
2000-01-21,1483.9461522799652
2000-01-24,1482.299024259
2000-01-25,1461.9479414848884
2000-01-26,1475.3140689832637
2000-01-27,1494.053910356347
2000-01-28,1492.6424729642904
2000-01-31,1482.1711428754318
2000-02-01,1485.8623967208603
2000-02-02,1487.4814680675026
2000-02-03,1479.7547305176788
2000-02-04,1487.0538187260106
2000-02-07,1493.3899459184333
2000-02-08,1484.6416776038259
2000-02-09,1484.5343772602655
2000-02-10,1491.964965720345
2000-02-11,1490.3188281030875
2000-02-14,1493.104780745701
2000-02-15,1476.9838507709194
2000-02-16,1474.1390921640796
2000-02-17,1466.791329032194
2000-02-18,1466.9177892534951
2000-02-21,1451.9023706924022
2000-02-22,1424.9847394745673
2000-02-23,1435.3868413576402
2000-02-24,1449.6787370213503
2000-02-25,1481.0558729247462
2000-02-28,1500.1903686226824
2000-02-29,1514.080419722101
2000-03-01,1535.5919222783461
2000-03-02,1540.7966069679528
2000-03-03,1552.6818202005813
2000-03-06,1554.3909821760396
2000-03-07,1565.3333703730584
2000-03-08,1557.426956236208
2000-03-09,1556.1588352985405
2000-03-10,1577.5070470156202
2000-03-13,1561.8891633511778
2000-03-14,1563.3739363982015
2000-03-15,1545.6957617654582
2000-03-16,1544.4186639675454
2000-03-17,1560.7812358838064
2000-03-20,1562.3307974192908
2000-03-21,1555.4662527582273
2000-03-22,1572.9079170294053
2000-03-23,1558.3953965393864
2000-03-24,1569.366750839823
2000-03-27,1590.097812124496
2000-03-28,1604.575196947171
2000-03-29,1626.6489123969575
2000-03-30,1607.541612559665
2000-03-31,1621.901721481003
2000-04-03,1611.3721227976048
2000-04-04,1600.4506225137375
2000-04-05,1581.9426891782466
2000-04-06,1596.311154976166
2000-04-07,1599.2228403853503
2000-04-10,1600.0109632187455
2000-04-11,1585.0134142959514
2000-04-12,1606.6337797707279
2000-04-13,1601.1459095576881
2000-04-14,1597.4367353872924
2000-04-17,1522.5587475000923
2000-04-18,1538.3448611308386
2000-04-19,1557.5018578611712
2000-04-20,1558.208050696795
2000-04-21,1542.045165306949
2000-04-24,1555.5727490676677
2000-04-25,1569.2850336069605
2000-04-26,1574.9492703135093
2000-04-27,1578.1127728464166
2000-04-28,1568.3621415488356
2000-05-01,1583.4796675538364
2000-05-02,1601.6883749654558
2000-05-03,1620.9545147683057
2000-05-04,1624.8527015265756
2000-05-05,1622.368505155319
2000-05-08,1624.787799511509
2000-05-09,1607.5863587714568
2000-05-10,1593.1094211708898
2000-05-11,1595.032949523783
2000-05-12,1605.683838271955
2000-05-15,1604.6691557307809
2000-05-16,1630.692578296085
2000-05-17,1645.4914796473022
2000-05-18,1639.2183237772363
2000-05-19,1642.3008563010437
2000-05-22,1606.8390158373636
2000-05-23,1601.494556608529
2000-05-24,1575.413017100279
2000-05-25,1586.53649027988
2000-05-26,1557.0894867529746
2000-05-29,1562.2264752845745
2000-05-30,1562.587734506477
2000-05-31,1563.4366831063737
2000-06-01,1564.422731490827
2000-06-02,1566.391326543842
2000-06-05,1587.9363752770998
2000-06-06,1588.450408985531
2000-06-07,1599.8253361947197
2000-06-08,1604.6400450946549
2000-06-09,1612.1910182376914
2000-06-12,1626.5007107986185
2000-06-13,1615.246046870563
2000-06-14,1620.4948003516224
2000-06-15,1618.796775506463
2000-06-16,1610.8374346984804
2000-06-19,1614.0525817305486
2000-06-20,1630.7506829463384
2000-06-21,1641.3802124509962
2000-06-22,1655.0038660746025
2000-06-23,1654.4435211584894
2000-06-26,1650.884438890919
2000-06-27,1653.1316586701712
2000-06-28,1661.162587247136
2000-06-29,1662.6755815338636
2000-06-30,1660.7321176675316
2000-07-03,1694.0824171382358
2000-07-04,1688.4039263778168
2000-07-05,1666.7228139687047
2000-07-06,1657.4131984777039
2000-07-07,1671.6511347474122
2000-07-10,1683.178359919815
2000-07-11,1691.6911737415076
2000-07-12,1697.1749301378466
2000-07-13,1689.9097706515881
2000-07-14,1689.7121139913095
2000-07-17,1692.198981524881
2000-07-18,1681.4119947999436
2000-07-19,1689.6055311930584
2000-07-20,1694.1392724049908
2000-07-21,1676.870126922067
2000-07-24,1657.6334540103567
2000-07-25,1645.8688139781225
2000-07-26,1642.435832528153
2000-07-27,1634.3908819379458
2000-07-28,1626.7241511389107
2000-07-31,1606.6362000667261
2000-08-01,1626.5169593571004
2000-08-02,1647.392793007312
2000-08-03,1656.1170815582236
2000-08-04,1661.2933066255666
2000-08-07,1664.6281022060984
2000-08-08,1675.317646971008
2000-08-09,1689.538937919789
2000-08-10,1679.2473628734829
2000-08-11,1695.9097042528067
2000-08-14,1694.0804057524024
2000-08-15,1692.8312119137051
2000-08-16,1702.0668197816635
2000-08-17,1696.8604439471428
2000-08-18,1710.30149171481
2000-08-21,1716.1426315496028
2000-08-22,1736.0035871116816
2000-08-23,1738.9540733490574
2000-08-24,1735.250224401147
2000-08-25,1740.8040060891194
2000-08-28,1747.6165039279315
2000-08-29,1751.4076955198466
2000-08-30,1751.271750906716
2000-08-31,1759.8186333143174
2000-09-01,1749.9526359531799
2000-09-04,1756.5601247914883
2000-09-05,1770.6441650077427
2000-09-06,1777.8593022712134
2000-09-07,1785.6081597105278
2000-09-08,1788.6351152159996
2000-09-11,1781.4641235122945
2000-09-12,1766.1876092997038
2000-09-13,1757.329170926299
2000-09-14,1756.6860473326108
2000-09-15,1752.6711554335968
2000-09-18,1751.953250509402
2000-09-19,1750.45834209296
2000-09-20,1773.3861842492888
2000-09-21,1759.2347841625005
2000-09-22,1692.3938262380216
2000-09-25,1716.987798098323
2000-09-26,1696.1943925253217
2000-09-27,1684.0518714085097
2000-09-28,1670.2252069534104
2000-09-29,1684.8002983007814
2000-10-02,1681.4742852029858
2000-10-03,1689.5387620351657
2000-10-04,1687.277315317949
2000-10-05,1688.9643748579435
2000-10-06,1687.3258574564202
2000-10-09,1677.7304056006608
2000-10-10,1671.5062280106672
2000-10-11,1647.7394697525262
2000-10-12,1652.2938934344836
2000-10-13,1640.3442477642643
2000-10-16,1660.5309302924597
2000-10-17,1644.4947476099135
2000-10-18,1626.9835469356888
2000-10-19,1637.7630468061116
2000-10-20,1657.0683230492687
2000-10-23,1659.392734675275
2000-10-24,1664.0228709157245
2000-10-25,1662.7815524394205
2000-10-26,1656.146787957207
2000-10-27,1633.977683495371
2000-10-30,1626.9484069947607
2000-10-31,1621.428521655291
2000-11-01,1629.5539832021304
2000-11-02,1631.5443430574594
2000-11-03,1639.050860883905
2000-11-06,1657.8106153044382
2000-11-07,1658.0334214167008
2000-11-08,1662.9329159586966
2000-11-09,1646.6095396104663
2000-11-10,1631.502438208812
2000-11-13,1615.0131134257783
2000-11-14,1622.6323674642993
2000-11-15,1618.856289102085
2000-11-16,1616.281665622272
2000-11-17,1613.1412349744576
2000-11-20,1604.441962268929
2000-11-21,1592.6383753908947
2000-11-22,1591.4690072301435
2000-11-23,1591.2772971884176
2000-11-24,1603.0581469196031
2000-11-27,1605.2106258192243
2000-11-28,1591.0759999593963
2000-11-29,1573.1904113160986
2000-11-30,1563.9841018936813
2000-12-01,1583.7981177140796
2000-12-04,1564.1148014687233
2000-12-05,1570.8349325659315
2000-12-06,1577.0284163119072
2000-12-07,1561.331231815865
2000-12-08,1570.3306706627277
2000-12-11,1599.8965448503152
2000-12-12,1595.4738867413905
2000-12-13,1589.9069968356368
2000-12-14,1566.4552409715814
2000-12-15,1532.7051902618657
2000-12-18,1524.399811219624
2000-12-19,1507.1445039194396
2000-12-20,1460.9180785784033
2000-12-21,1436.0230158495087
2000-12-22,1435.7010055622613
2000-12-25,1449.0561112284886
2000-12-26,1437.779026458316
2000-12-27,1433.996410659794
2000-12-28,1439.7791387893935
2000-12-29,1436.112041333779
2001-01-01,1436.112041333779
2001-01-02,1426.3905766228
2001-01-03,1420.9788493712715
2001-01-04,1425.7907597968235
2001-01-05,1417.6684430062212
2001-01-08,1418.4346630584268
2001-01-09,1416.916624310152
2001-01-10,1413.4257996961258
2001-01-11,1399.2040169161614
2001-01-12,1412.08051066368
2001-01-15,1426.867623885645
2001-01-16,1438.364572957837
2001-01-17,1460.329053086535
2001-01-18,1460.8326961171977
2001-01-19,1485.9697765250514
2001-01-22,1488.9089180355163
2001-01-23,1487.1668743109208
2001-01-24,1498.8690791964782
2001-01-25,1511.4667711192776
2001-01-26,1502.3002927820567
2001-01-29,1517.6390770127368
2001-01-30,1514.8096249315158
2001-01-31,1519.4147967169183
2001-02-01,1515.8763583173172
2001-02-02,1520.4464766180222
2001-02-05,1507.567659770546
2001-02-06,1514.8667593427494
2001-02-07,1502.9657434036671
2001-02-08,1508.5498569205363
2001-02-09,1494.2675440425237
2001-02-12,1487.7397120226847
2001-02-13,1501.3016498208697
2001-02-14,1502.2952678772024
2001-02-15,1524.6073561751862
2001-02-16,1506.4548221332664
2001-02-19,1493.5810561460444
2001-02-20,1509.670770691713
2001-02-21,1490.6872613508906
2001-02-22,1484.0568228200439
2001-02-23,1490.6272330397776
2001-02-26,1498.3265234239466
2001-02-27,1496.4520290807086
2001-02-28,1483.1489151688286
2001-03-01,1458.5841818874042
2001-03-02,1438.9489879251098
2001-03-05,1445.963694586595
2001-03-06,1464.6998150948498
2001-03-07,1466.5749677961974
2001-03-08,1464.4567147460807
2001-03-09,1459.46760522159
2001-03-12,1430.8640985864145
2001-03-13,1417.8840025415059
2001-03-14,1404.2211299515852
2001-03-15,1403.6963644694633
2001-03-16,1403.7009092126557
2001-03-19,1402.895105078012
2001-03-20,1399.1262973498613
2001-03-21,1409.4124431894688
2001-03-22,1392.0912214612433
2001-03-23,1406.9158753342883
2001-03-26,1435.63912041793
2001-03-27,1433.726240210007
2001-03-28,1447.8713612960369
2001-03-29,1440.3428784524233
2001-03-30,1423.2507741236723
2001-04-02,1418.9133869154546
2001-04-03,1406.8679388213277
2001-04-04,1393.2208326154737
2001-04-05,1425.1276742948912
2001-04-06,1422.7043099860907
2001-04-09,1412.926111405286
2001-04-10,1437.3235405421078
2001-04-11,1457.7402915529303
2001-04-12,1461.8530375059563
2001-04-13,1465.563922582936
2001-04-16,1475.8238949386969
2001-04-17,1477.0166541903498
2001-04-18,1514.0476364409792
2001-04-19,1512.608359452254
2001-04-20,1497.0592788132626
2001-04-23,1501.927361253643
2001-04-24,1513.65481995188
2001-04-25,1520.4028015574715
2001-04-26,1527.8462379767823
2001-04-27,1537.5703653139064
2001-04-30,1556.4250391649089
2001-05-01,1577.5648263566484
2001-05-02,1583.9501079899776
2001-05-03,1587.8032328936104
2001-05-04,1584.771633502426
2001-05-07,1586.1028983004862
2001-05-08,1579.2702430155457
2001-05-09,1569.4504193440175
2001-05-10,1573.902189197043
2001-05-11,1578.8946199874676
2001-05-14,1563.787188910456
2001-05-15,1561.5352077426683
2001-05-16,1549.8762641744402
2001-05-17,1572.1023736164348
2001-05-18,1577.9583154035254
2001-05-21,1595.3592965987016
2001-05-22,1610.0629155387376
2001-05-23,1628.6541216996723
2001-05-24,1631.7260540741809
2001-05-25,1632.9284785316336
2001-05-28,1623.6092685338635
2001-05-29,1629.9292306352042
2001-05-30,1606.996547892014
2001-05-31,1619.696430857134
2001-06-01,1621.4381860363837
2001-06-04,1618.9385126002837
2001-06-05,1618.6196004920616
2001-06-06,1619.9949945993699
2001-06-07,1620.9167449383422
2001-06-08,1625.2324736309379
2001-06-11,1626.002229207994
2001-06-12,1591.2899219049486
2001-06-13,1593.170510815549
2001-06-14,1577.8944483160394
2001-06-15,1557.6299107233674
2001-06-18,1549.580638848107
2001-06-19,1550.1639303081947
2001-06-20,1539.3870231536423
2001-06-21,1543.5449522724446
2001-06-22,1553.2708461825682
2001-06-25,1550.9261346638546
2001-06-26,1546.7772979286901
2001-06-27,1542.465732637216
2001-06-28,1546.0961260927024
2001-06-29,1559.7335978046108
2001-07-02,1554.323452503779
2001-07-03,1553.4698425293195
2001-07-04,1545.5782402045397
2001-07-05,1543.9442075227325
2001-07-06,1513.1663153931652
2001-07-09,1491.553376623411
2001-07-10,1491.5856980848243
2001-07-11,1472.2612164936136
2001-07-12,1497.5565553064941
2001-07-13,1494.9551533253334
2001-07-16,1486.8450408661538
2001-07-17,1478.7600307390637
2001-07-18,1449.9113220281179
2001-07-19,1452.4343157123908
2001-07-20,1448.909299677505
2001-07-23,1431.937464471706
2001-07-24,1426.27937871622
2001-07-25,1418.8011706835273
2001-07-26,1425.283206984468
2001-07-27,1434.1693053228425
2001-07-30,1418.7977541656624
2001-07-31,1429.1226236430955
2001-08-01,1435.0516203030936
2001-08-02,1449.8293254253197
2001-08-03,1441.9093046588378
2001-08-06,1444.1829126111895
2001-08-07,1448.697669386598
2001-08-08,1446.9920543850883
2001-08-09,1417.2515012111771
2001-08-10,1414.972963046586
2001-08-13,1403.9759390463937
2001-08-14,1415.8536707355154
2001-08-15,1410.7876830938478
2001-08-16,1401.5743449882063
2001-08-17,1393.773470973542
2001-08-20,1385.710223618909
2001-08-21,1394.0429645069846
2001-08-22,1390.7795463132231
2001-08-23,1395.8928334093202
2001-08-24,1398.2930492433202
2001-08-27,1409.639718978964
2001-08-28,1402.7127017436262
2001-08-29,1398.2279307679569
2001-08-30,1386.538514454727
2001-08-31,1378.9243735643881
2001-09-03,1357.3499299131722
2001-09-04,1373.8183261882953
2001-09-05,1356.1552945554395
2001-09-06,1341.3851706939322
2001-09-07,1318.1260328177184
2001-09-10,1289.6564347036444
2001-09-11,1259.7564268572187
2001-09-12,1208.963676400769
2001-09-13,1219.7987066539404
2001-09-14,1210.7796065327173
2001-09-17,1173.058660842634
2001-09-18,1174.8232928994812
2001-09-19,1172.9403003784569
2001-09-20,1147.9625679352291
2001-09-21,1125.2350187760264
2001-09-24,1138.7717449308707
2001-09-25,1149.808128809675
2001-09-26,1155.3733066612767
2001-09-27,1148.3795281573648
2001-09-28,1176.1280416322898
2001-10-01,1175.7203872783546
2001-10-02,1178.3148080686183
2001-10-03,1175.1549756268382
2001-10-04,1207.5866589667075
2001-10-05,1201.4063058078025
2001-10-08,1196.3287619625248
2001-10-09,1199.2049055108862
2001-10-10,1209.409650315153
2001-10-11,1244.144152502725
2001-10-12,1244.931373556041
2001-10-15,1242.1811240457191
2001-10-16,1253.1664116239845
2001-10-17,1273.627464354252
2001-10-18,1261.2132568189204
2001-10-19,1260.5211331007042
2001-10-22,1269.6690580445404
2001-10-23,1287.532609921376
2001-10-24,1290.0850299735087
2001-10-25,1290.331123966001
2001-10-26,1298.3554619273916
2001-10-29,1284.2476112400866
2001-10-30,1257.3134973054946
2001-10-31,1266.7211529816996
2001-11-01,1261.806711455835
2001-11-02,1265.4513923205884
2001-11-05,1280.9298590021517
2001-11-06,1289.8396548111753
2001-11-07,1289.125911126266
2001-11-08,1303.905242808283
2001-11-09,1297.1231676241662
2001-11-12,1286.737512869095
2001-11-13,1306.4077808514203
2001-11-14,1316.9183702563407
2001-11-15,1328.9686868666834
2001-11-16,1332.2289657902127
2001-11-19,1356.208793039786
2001-11-20,1347.4877790950895
2001-11-21,1348.2488863595502
2001-11-22,1348.9695882647218
2001-11-23,1349.6512945218237
2001-11-26,1362.5686728479282
2001-11-27,1357.7913447708281
2001-11-28,1342.9646509163163
2001-11-29,1335.5336162709725
2001-11-30,1334.0905639681525
2001-12-03,1319.0781497456235
2001-12-04,1317.7246477585602
2001-12-05,1338.994130149128
2001-12-06,1340.9799171787774
2001-12-07,1334.712444123939
2001-12-10,1327.8256000034025
2001-12-11,1318.779479795002
2001-12-12,1316.445844255165
2001-12-13,1296.1716967039113
2001-12-14,1278.7527629605431
2001-12-17,1264.1902427521752
2001-12-18,1257.6919528389103
2001-12-19,1249.1905302846828
2001-12-20,1256.0498858860406
2001-12-21,1263.0885427765736
2001-12-24,1271.1230565264818
2001-12-25,1272.6536284471617
2001-12-26,1267.7519121277435
2001-12-27,1272.373999311511
2001-12-28,1289.560196175192
2001-12-31,1285.4199250096017
2002-01-01,1285.4222728682983
2002-01-02,1274.949921302492
2002-01-03,1291.5142146087703
2002-01-04,1310.5699069830064
2002-01-07,1320.0827383655026
2002-01-08,1307.5124319053434
2002-01-09,1312.1992281633165
2002-01-10,1301.5637750497722
2002-01-11,1303.6215400092822
2002-01-14,1293.1818598058367
2002-01-15,1283.9049808801533
2002-01-16,1283.814656963471
2002-01-17,1284.4738609294984
2002-01-18,1287.2054509414536
2002-01-21,1294.7533878189715
2002-01-22,1287.6019582768115
2002-01-23,1283.04784705531
2002-01-24,1291.2384125901592
2002-01-25,1300.2425776257296
2002-01-28,1309.857210603403
2002-01-29,1307.0283401374766
2002-01-30,1299.2990159350913
2002-01-31,1303.8679092014427
2002-02-01,1300.787513139087
2002-02-04,1290.7238009112152
2002-02-05,1272.0548993919465
2002-02-06,1268.458823412078
2002-02-07,1267.6211702578605
2002-02-08,1267.2875569477583
2002-02-11,1271.146713402558
2002-02-12,1283.776549692411
2002-02-13,1293.3638276530596
2002-02-14,1302.8973732374136
2002-02-15,1298.0659523987865
2002-02-18,1302.01710292363
2002-02-19,1284.1574076848462
2002-02-20,1282.8819413457709
2002-02-21,1293.4180382593806
2002-02-22,1282.4696270888503
2002-02-25,1287.5027448197018
2002-02-26,1294.831770598319
2002-02-27,1314.5574340047106
2002-02-28,1320.1464817323865
2002-03-01,1335.3117636486102
2002-03-04,1366.0434236943006
2002-03-05,1364.4022394457036
2002-03-06,1365.3230981405225
2002-03-07,1391.9305047663192
2002-03-08,1403.423956531521
2002-03-11,1418.7527457259655
2002-03-12,1405.922516374251
2002-03-13,1389.6528013947775
2002-03-14,1385.3686251975907
2002-03-15,1391.1410969743008
2002-03-18,1389.013386274004
2002-03-19,1396.4694864425674
2002-03-20,1392.209100664924
2002-03-21,1391.4481580477357
2002-03-22,1391.553616126677
2002-03-25,1386.3477660819642
2002-03-26,1381.0593010114846
2002-03-27,1395.3679691499995
2002-03-28,1397.3164992156321
2002-03-29,1390.058246680259
2002-04-01,1376.1541831355623
2002-04-02,1375.5764466223366
2002-04-03,1383.9573401315354
2002-04-04,1388.9190307393335
2002-04-05,1402.4969687351618
2002-04-08,1405.3221429988162
2002-04-09,1401.9956227957414
2002-04-10,1405.800665535997
2002-04-11,1392.0728056946673
2002-04-12,1388.892012334837
2002-04-15,1391.7708907805013
2002-04-16,1402.5710370098668
2002-04-17,1409.4017201302581
2002-04-18,1409.2357337974734
2002-04-19,1412.1479392493738
2002-04-22,1418.1876603357507
2002-04-23,1417.6134375144322
2002-04-24,1417.2835477387787
2002-04-25,1410.1488822601284
2002-04-26,1408.1996022399476
2002-04-29,1399.6146860745619
2002-04-30,1393.756801623616
2002-05-01,1396.1859111330614
2002-05-02,1401.7807933819402
2002-05-03,1396.4363092603662
2002-05-06,1388.7272109473583
2002-05-07,1376.6887228537898
2002-05-08,1389.547685399118
2002-05-09,1394.1754813116781
2002-05-10,1392.325503524326
2002-05-13,1389.7519856827769
2002-05-14,1397.6673987766226
2002-05-15,1403.1617293439806
2002-05-16,1411.175606914313
2002-05-17,1413.359082729397
2002-05-20,1420.6730504561642
2002-05-21,1433.8788599245897
