Date,Malaysia ESG Leaders
2010-08-31,1000.0
2010-09-01,1011.1552104045385
2010-09-02,1019.7919245016217
2010-09-03,1019.9977244773504
2010-09-06,1023.9955662181432
2010-09-07,1021.3496628325621
2010-09-08,1022.8721468589033
2010-09-09,1026.2640516650479
2010-09-10,1026.264051665048
2010-09-13,1047.1906961283576
2010-09-14,1057.6243642512818
2010-09-15,1052.3465130957397
2010-09-16,1052.3465130957395
2010-09-17,1052.6815029123056
2010-09-20,1053.7019635031202
2010-09-21,1054.6378006435236
2010-09-22,1056.2435888766845
2010-09-23,1045.3734089243492
2010-09-24,1039.8405731275416
2010-09-27,1053.0904726141443
2010-09-28,1047.819155813269
2010-09-29,1049.6493324044195
2010-09-30,1050.633682864998
2010-10-01,1051.4570105632952
2010-10-04,1044.0750863975393
2010-10-05,1052.310852390068
2010-10-06,1058.6452926586092
2010-10-07,1060.6248017143726
2010-10-08,1053.0117404465996
2010-10-11,1058.256483179487
2010-10-12,1054.2323253638672
2010-10-13,1067.2173445023932
2010-10-14,1073.3578393101318
2010-10-15,1067.7143174460496
2010-10-18,1057.922365719979
2010-10-19,1057.9866360183057
2010-10-20,1052.968793682154
2010-10-21,1061.1583581597897
2010-10-22,1058.5415176195636
2010-10-25,1067.782234373944
2010-10-26,1072.0693152307358
2010-10-27,1071.2664927306846
2010-10-28,1074.8515464957043
2010-10-29,1078.4128676157554
2010-11-01,1087.609840811192
2010-11-02,1086.4302549219206
2010-11-03,1088.5337372528734
2010-11-04,1091.0500423693231
2010-11-05,1091.0500423693231
2010-11-08,1094.1136614848608
2010-11-09,1097.8413389541886
2010-11-10,1101.3157877970873
2010-11-11,1089.8217127553942
2010-11-12,1074.8814483797894
2010-11-15,1065.3103227500885
2010-11-16,1072.0122837168897
2010-11-17,1072.0122837168897
2010-11-18,1077.2592073829458
2010-11-19,1085.1469316476148
2010-11-22,1089.3800103656445
2010-11-23,1069.2678017280439
2010-11-24,1064.7312233358757
2010-11-25,1072.286726214701
2010-11-26,1063.4035978557215
2010-11-29,1066.5986930199635
2010-11-30,1054.7254111565385
2010-12-01,1060.3634874199772
2010-12-02,1069.187094162463
2010-12-03,1068.9383126195996
2010-12-06,1071.5499492132672
2010-12-07,1071.5499492132672
2010-12-08,1081.7530232657637
2010-12-09,1092.6030038778501
2010-12-10,1085.3642971326028
2010-12-13,1083.4544465169472
2010-12-14,1090.4340197292802
2010-12-15,1091.1455724550979
2010-12-16,1079.3175878194286
2010-12-17,1080.7594156950518
2010-12-20,1077.2363178781338
2010-12-21,1085.348298583832
2010-12-22,1094.3420653415849
2010-12-23,1098.7256527289383
2010-12-24,1102.2531282944185
2010-12-27,1104.1327555243004
2010-12-28,1108.1163223337276
2010-12-29,1113.2445310488324
2010-12-30,1109.731693606946
2010-12-31,1109.731693606946
2011-01-03,1126.6120904329355
2011-01-04,1139.0116289436698
2011-01-05,1152.9528882573463
2011-01-06,1150.197928525381
2011-01-07,1151.471401709096
2011-01-10,1140.907810178618
2011-01-11,1141.5726605826392
2011-01-12,1143.6203335524135
2011-01-13,1151.0597289171194
2011-01-14,1148.853785940633
2011-01-17,1154.4703612374735
2011-01-18,1152.4937910766664
2011-01-19,1149.404629003256
2011-01-20,1149.404629003256
2011-01-21,1130.2100692118422
2011-01-24,1130.6616081211512
2011-01-25,1119.0814442291385
2011-01-26,1114.3608916053508
2011-01-27,1120.4510276636445
2011-01-28,1116.05687662626
2011-01-31,1112.7629579364896
2011-02-01,1112.7629579364896
2011-02-02,1121.2430962196006
2011-02-03,1121.2430962196004
2011-02-04,1121.2430962196001
2011-02-07,1130.358107051005
2011-02-08,1135.2955461202373
2011-02-09,1132.7242623152713
2011-02-10,1104.6112450508183
2011-02-11,1094.2584778225762
2011-02-14,1104.9459674682205
2011-02-15,1104.9459674682205
2011-02-16,1107.987803865791
2011-02-17,1109.1138702671628
2011-02-18,1121.4190983557737
2011-02-21,1129.9847640659666
2011-02-22,1114.846440977124
2011-02-23,1113.3719195619708
2011-02-24,1097.7208074096861
2011-02-25,1097.7157616709292
2011-02-28,1104.0446417085745
2011-03-01,1115.6405132708096
2011-03-02,1112.4552067213692
2011-03-03,1120.5468771715746
2011-03-04,1131.7838119979674
2011-03-07,1127.4194680634166
2011-03-08,1126.7033201241572
2011-03-09,1133.3572387478432
2011-03-10,1127.569535997581
2011-03-11,1113.6314625551263
2011-03-14,1113.1322195952016
2011-03-15,1095.1799449854368
2011-03-16,1107.9097153365847
2011-03-17,1105.0890558025026
2011-03-18,1116.4839137920292
2011-03-21,1121.7105171797314
2011-03-22,1126.9121665825119
2011-03-23,1129.2696751097674
2011-03-24,1130.0365288531625
2011-03-25,1129.9002467654968
2011-03-28,1129.0037197330282
2011-03-29,1129.5795332189084
2011-03-30,1139.2243439312904
2011-03-31,1147.8825237230385
2011-04-01,1154.6036132802371
2011-04-04,1155.8429886381628
2011-04-05,1153.8179126299608
2011-04-06,1150.153012538788
2011-04-07,1159.0244536884352
2011-04-08,1153.3195349078085
2011-04-11,1146.886876865445
2011-04-12,1135.7304633608671
2011-04-13,1144.6978548060538
2011-04-14,1138.1766362681797
2011-04-15,1134.3788530423453
2011-04-18,1133.418490757732
2011-04-19,1129.3286581892405
2011-04-20,1138.535750150727
2011-04-21,1137.7997411908566
2011-04-22,1135.1355216372415
2011-04-25,1141.1804258647023
2011-04-26,1144.5570957889445
2011-04-27,1149.901492431422
2011-04-28,1158.8487428157523
2011-04-29,1159.233372956247
2011-05-02,1159.233372956247
2011-05-03,1156.9456371497756
2011-05-04,1155.1251041713917
