Date,THAILAND ESG LEADERS
2010-08-31,1000.0
2010-09-01,1018.4357072827735
2010-09-02,1025.549306758996
2010-09-03,1018.9572135998083
2010-09-06,1031.7778702215837
2010-09-07,1022.8355581065123
2010-09-08,1029.2326581660377
2010-09-09,1040.0047771623497
2010-09-10,1037.8764547971223
2010-09-13,1060.6604799178476
2010-09-14,1029.254401294191
2010-09-15,1025.6370674612194
2010-09-16,1029.872714190586
2010-09-17,1029.0035207275394
2010-09-20,1028.3806395672004
2010-09-21,1055.6625158091356
2010-09-22,1083.6413778273231
2010-09-23,1087.8288551951116
2010-09-24,1087.982398922586
2010-09-27,1107.6486996704114
2010-09-28,1105.1726003407612
2010-09-29,1126.7519294685278
2010-09-30,1149.8823577591688
2010-10-01,1153.6754243821815
2010-10-04,1139.202977195989
2010-10-05,1144.533792865793
2010-10-06,1169.254719831854
2010-10-07,1167.3690298440365
2010-10-08,1146.218190920008
2010-10-11,1164.3969652257244
2010-10-12,1174.7067050702144
2010-10-13,1198.70245450466
2010-10-14,1186.2589917886924
2010-10-15,1183.3845810576788
2010-10-18,1157.21836146484
2010-10-19,1173.6854266265507
2010-10-20,1161.1352080886722
2010-10-21,1166.2336810243844
2010-10-22,1176.7090968303053
2010-10-25,1176.7090968303055
2010-10-26,1184.8008331308743
2010-10-27,1157.7119224890844
2010-10-28,1156.464876690044
2010-10-29,1149.6608753095475
2010-11-01,1173.6060899152649
2010-11-02,1178.216621284895
2010-11-03,1209.112014720076
2010-11-04,1233.5260356735255
2010-11-05,1251.8400064860682
2010-11-08,1271.4454178175697
2010-11-09,1262.0078592188347
2010-11-10,1243.706408100363
2010-11-11,1218.0506141122346
2010-11-12,1197.4342086677243
2010-11-15,1202.8140097729345
2010-11-16,1176.9918605176588
2010-11-17,1151.048520715761
2010-11-18,1177.5932596881546
2010-11-19,1183.209555439585
2010-11-22,1200.5295965458167
2010-11-23,1188.4639460178853
2010-11-24,1193.5579101499443
2010-11-25,1176.0517739915879
2010-11-26,1157.859713168658
2010-11-29,1177.0888245561207
2010-11-30,1159.1700800380872
2010-12-01,1185.3713165612105
2010-12-02,1217.7256086883544
2010-12-03,1227.4352299568118
2010-12-06,1227.4352299568118
2010-12-07,1240.880529854126
2010-12-08,1215.5605533079608
2010-12-09,1227.0839847129032
2010-12-10,1227.0839847129032
2010-12-13,1222.2696623024501
2010-12-14,1236.0040612679807
2010-12-15,1234.4229764159415
2010-12-16,1216.006245765395
2010-12-17,1203.6263814991507
2010-12-20,1174.0116432994762
2010-12-21,1189.9491788116802
2010-12-22,1201.2547188400306
2010-12-23,1211.0517979333013
2010-12-24,1204.382729249054
2010-12-27,1193.4274951085674
2010-12-28,1210.9085625987577
2010-12-29,1229.3124189214325
2010-12-30,1229.9212687823047
2010-12-31,1229.9212687823047
2011-01-03,1229.9212687823047
2011-01-04,1264.933584507215
2011-01-05,1276.4191358387716
2011-01-06,1275.369904732039
2011-01-07,1258.7914345816498
2011-01-10,1219.2750714292401
2011-01-11,1211.6503125629727
2011-01-12,1229.6313569842341
2011-01-13,1265.2182884221957
2011-01-14,1261.196846151546
2011-01-17,1237.1654789269996
2011-01-18,1232.9233935453078
2011-01-19,1240.8542312755335
2011-01-20,1222.2313045558367
2011-01-21,1175.0812388848653
2011-01-24,1119.3239654845484
2011-01-25,1119.8894837398173
2011-01-26,1138.494267637904
2011-01-27,1147.3554963367787
2011-01-28,1135.1631186698207
2011-01-31,1111.45999882464
2011-02-01,1103.7421152227625
2011-02-02,1137.9066531525382
2011-02-03,1141.4645444773905
2011-02-04,1138.388877240485
2011-02-07,1139.4758194204626
2011-02-08,1137.272535112827
2011-02-09,1112.290646300462
2011-02-10,1074.6679792358268
2011-02-11,1065.390391027728
2011-02-14,1108.9413934464258
2011-02-15,1127.7253219853403
2011-02-16,1148.838527302285
2011-02-17,1167.4616191780894
2011-02-18,1167.4616191780894
2011-02-21,1173.3069123771518
2011-02-22,1151.22860119411
2011-02-23,1152.1642716568854
2011-02-24,1127.7543210159229
2011-02-25,1145.2507774215867
2011-02-28,1161.8707177298384
2011-03-01,1179.1796696568872
2011-03-02,1176.1727740142585
2011-03-03,1181.014355948572
2011-03-04,1183.42572478863
2011-03-07,1188.2671709463198
2011-03-08,1212.778280335258
2011-03-09,1213.9029906705637
2011-03-10,1208.4834727870673
2011-03-11,1191.563432680372
2011-03-14,1226.101048563544
2011-03-15,1195.800151938528
2011-03-16,1201.5192023108352
2011-03-17,1193.0969164538712
2011-03-18,1199.1638330586106
2011-03-21,1226.0245742657319
2011-03-22,1235.808524890175
2011-03-23,1236.7619149964762
2011-03-24,1247.008169991034
2011-03-25,1262.5345122300987
2011-03-28,1246.5362436664652
2011-03-29,1249.9535160333617
2011-03-30,1281.914589006674
2011-03-31,1269.296788930215
2011-04-01,1294.4395047982657
2011-04-04,1314.9536730189054
2011-04-05,1312.0989194362467
2011-04-06,1312.0989194362467
2011-04-07,1331.8565154025398
2011-04-08,1326.419537783724
2011-04-11,1312.149476846669
2011-04-12,1316.7624374580093
2011-04-13,1316.7624374580093
2011-04-14,1316.7624374580093
2011-04-15,1316.7624374580093
2011-04-18,1324.3738700607169
2011-04-19,1331.106080553896
2011-04-20,1351.0801159174048
2011-04-21,1355.678077889568
2011-04-22,1343.6745390185583
2011-04-25,1337.8496776219033
2011-04-26,1327.5124153225397
2011-04-27,1335.4007039818964
2011-04-28,1324.6777391937521
2011-04-29,1333.0000937178145
2011-05-02,1333.0000937178147
2011-05-03,1285.4571678428622
2011-05-04,1291.6264380270534
2011-05-05,1291.6264380270534
2011-05-06,1255.0711792224772
2011-05-09,1292.4379808101646
2011-05-10,1307.2038858202059
2011-05-11,1330.8178957778412
2011-05-12,1295.227944164706
2011-05-13,1293.0953055788189
2011-05-16,1293.095305578819
2011-05-17,1293.0953055788193
2011-05-18,1270.1664008236296
2011-05-19,1279.3033350025446
2011-05-20,1266.5838669890418
2011-05-23,1250.0612728746578
2011-05-24,1259.166911711693
2011-05-25,1253.5195287804195
2011-05-26,1258.9161361305476
2011-05-27,1265.605102493623
2011-05-30,1278.2660880092415
2011-05-31,1281.6822669509195
2011-06-01,1271.4068748913653
2011-06-02,1256.7496445148163
2011-06-03,1248.4284896075164
2011-06-06,1236.5880661529907
2011-06-07,1203.0007957847351
2011-06-08,1185.2835664931517
2011-06-09,1189.9492327729354
2011-06-10,1193.7854814252769
2011-06-13,1194.3297878125622
2011-06-14,1218.615182200822
2011-06-15,1206.9938270563537
2011-06-16,1191.2456857431457
2011-06-17,1193.813259527749
2011-06-20,1186.5855591933162
2011-06-21,1215.8222922417142
2011-06-22,1211.476208133076
2011-06-23,1190.7817292879456
2011-06-24,1197.9974550639731
2011-06-27,1184.7275214277786
2011-06-28,1181.7470958207875
2011-06-29,1217.2054988200466
2011-06-30,1240.165258869662
2011-07-01,1240.1652588696622
2011-07-04,1313.4414241704603
2011-07-05,1312.9272656184867
2011-07-06,1284.9365712595386
2011-07-07,1299.7904179375716
2011-07-08,1318.202739187205
2011-07-11,1300.7500450186085
2011-07-12,1265.9839114819306
2011-07-13,1292.322327968961
2011-07-14,1308.4311382011092
2011-07-15,1308.4311382011092
2011-07-18,1312.412467970286
2011-07-19,1347.679121945153
2011-07-20,1357.0416239469055
2011-07-21,1355.4525789769807
2011-07-22,1401.3248407745868
2011-07-25,1404.1427307706265
2011-07-26,1397.4139573024124
2011-07-27,1399.2005662437937
2011-07-28,1401.4276569258896
2011-07-29,1391.605386950054
2011-08-01,1406.462693721998
2011-08-02,1389.8080328898868
2011-08-03,1371.0932609177637
2011-08-04,1355.5003218905745
2011-08-05,1318.4517178498766
2011-08-08,1302.0685374836544
2011-08-09,1236.1172256673485
2011-08-10,1260.507994489039
2011-08-11,1266.9738308300582
2011-08-12,1266.9738308300582
2011-08-15,1293.3361707020224
2011-08-16,1284.0192659041097
2011-08-17,1302.5748305787906
2011-08-18,1308.308602554465
2011-08-19,1270.913096589949
2011-08-22,1254.2229825615716
2011-08-23,1236.1456867558024
2011-08-24,1207.4242018630334
2011-08-25,1188.3665044203758
2011-08-26,1206.3097059313393
2011-08-29,1224.8163600367552
2011-08-30,1207.3580181290913
2011-08-31,1250.1516968251099
2011-09-01,1262.0413415264911
2011-09-02,1252.508571783983
2011-09-05,1226.7155754460553
2011-09-06,1236.3410484733765
2011-09-07,1259.7558539270883
2011-09-08,1258.5506144547248
2011-09-09,1240.9572995302906
2011-09-12,1207.8755574423503
2011-09-13,1193.1042428148967
2011-09-14,1181.324317398623
2011-09-15,1202.8601349808887
2011-09-16,1205.8288413598113
2011-09-19,1181.409398076853
2011-09-20,1198.6632965399103
2011-09-21,1203.424508352394
2011-09-22,1138.7041195431143
2011-09-23,1091.4640578459168
2011-09-26,1023.1543810240473
2011-09-27,1095.6383106883184
2011-09-28,1078.673489995661
2011-09-29,1076.528586769527
2011-09-30,1071.718228750676
2011-10-03,1004.884495973949
2011-10-04,983.5381806872854
2011-10-05,987.1346328955595
2011-10-06,1057.4484742897018
2011-10-07,1066.1885894875554
2011-10-10,1084.8141192393189
2011-10-11,1115.9589366070024
2011-10-12,1117.9563688211674
2011-10-13,1103.9054175194558
2011-10-14,1124.4526542305045
2011-10-17,1155.3340349971475
2011-10-18,1130.0315442894866
2011-10-19,1109.1758876337453
2011-10-20,1070.8830482139908
2011-10-21,1085.0955806364193
2011-10-24,1085.0955806364193
2011-10-25,1142.001041315184
2011-10-26,1141.12745151482
2011-10-27,1167.2488199709062
2011-10-28,1195.7931046776166
2011-10-31,1195.0416513160862
2011-11-01,1163.354766473151
2011-11-02,1182.926954496367
2011-11-03,1164.5687817953992
2011-11-04,1180.529352535232
2011-11-07,1172.3769537157418
2011-11-08,1193.9680662271728
2011-11-09,1168.9156781406307
2011-11-10,1156.3584833414986
2011-11-11,1150.2569881939567
2011-11-14,1173.4077507664679
2011-11-15,1171.2106616405372
2011-11-16,1176.4375951334666
2011-11-17,1162.4991132620553
2011-11-18,1148.026014620168
2011-11-21,1122.5994894095058
2011-11-22,1134.8410023914896
2011-11-23,1122.9405133328837
2011-11-24,1129.9203557346113
2011-11-25,1104.2456151348242
2011-11-28,1128.5727521178017
2011-11-29,1134.5837736948597
2011-11-30,1153.3610389132295
2011-12-01,1192.479847959801
2011-12-02,1213.6209891083297
2011-12-05,1213.6209891083297
2011-12-06,1211.9820276442686
2011-12-07,1244.000186515
2011-12-08,1240.2125135005097
2011-12-09,1212.4489664439727
2011-12-12,1212.448966443973
2011-12-13,1185.0450699792002
2011-12-14,1181.1628503856791
2011-12-15,1163.4089431409413
2011-12-16,1184.17723851931
2011-12-19,1189.7271104689378
2011-12-20,1187.1475727736092
2011-12-21,1201.7832956353777
2011-12-22,1190.5420617502205
2011-12-23,1180.1937027953484
2011-12-26,1178.2171111012415
2011-12-27,1166.8629884322625
2011-12-28,1163.0709571120658
2011-12-29,1157.468909108499
2011-12-30,1163.7658075081106
2012-01-02,1163.7658075081106
2012-01-03,1163.7658075081106
2012-01-04,1173.1097090909482
2012-01-05,1143.1004287554892
2012-01-06,1140.7236376351736
2012-01-09,1156.3499859943006
2012-01-10,1168.7755957724603
2012-01-11,1165.5516371928186
2012-01-12,1163.2819835187079
2012-01-13,1155.990463649972
2012-01-16,1148.5056654954599
2012-01-17,1181.8774322979964
2012-01-18,1176.47870853836
2012-01-19,1182.1482727661469
2012-01-20,1196.1144322425012
2012-01-23,1208.8275085209777
2012-01-24,1210.560869256936
2012-01-25,1190.0533250092567
2012-01-26,1218.9206999288906
2012-01-27,1242.5910468970822
2012-01-30,1240.4557894347051
2012-01-31,1263.332178025316
2012-02-01,1262.735293938714
2012-02-02,1286.0444854686868
2012-02-03,1286.1066906824558
2012-02-06,1288.4759103639126
2012-02-07,1303.1140912211092
2012-02-08,1326.0124153924928
2012-02-09,1331.3007698665795
2012-02-10,1327.9891527068055
2012-02-13,1335.0380250265055
2012-02-14,1334.8291494223035
2012-02-15,1366.830761738427
2012-02-16,1354.8499341114257
2012-02-17,1384.6567350973019
2012-02-20,1381.9420958808462
2012-02-21,1393.1443840624825
2012-02-22,1399.8739517317445
2012-02-23,1406.3876974933441
2012-02-24,1422.2714906339093
2012-02-27,1391.473222759768
2012-02-28,1417.5251653829725
2012-02-29,1444.8055748391594
2012-03-01,1425.3374088997039
2012-03-02,1428.3124634951614
2012-03-05,1410.8357687888445
2012-03-06,1391.543887704677
2012-03-07,1391.543887704677
2012-03-08,1413.5597505916537
2012-03-09,1400.8538584155485
2012-03-12,1369.6984594502762
2012-03-13,1395.8077445320391
2012-03-14,1407.902069752585
2012-03-15,1422.5199419639366
2012-03-16,1437.8861500020762
2012-03-19,1449.611604474059
2012-03-20,1458.4499418488392
2012-03-21,1463.7874590049805
2012-03-22,1443.0478151381824
2012-03-23,1458.0485130846125
2012-03-26,1449.008839282604
2012-03-27,1472.7958428354395
2012-03-28,1461.942546596161
2012-03-29,1464.8451676510472
2012-03-30,1443.3070184575315
2012-04-02,1450.8490431909165
2012-04-03,1480.3188244453534
2012-04-04,1435.5374278950137
2012-04-05,1409.3213654062354
2012-04-06,1409.3213654062354
2012-04-09,1409.3213654062354
2012-04-10,1393.0250455428393
2012-04-11,1376.952694639685
2012-04-12,1397.3034599214848
2012-04-13,1397.3034599214848
2012-04-16,1397.3034599214848
2012-04-17,1391.2728292641098
2012-04-18,1392.9503272975048
2012-04-19,1427.8197883812757
2012-04-20,1433.8990873914972
2012-04-23,1413.5049535294786
2012-04-24,1421.3563271544713
2012-04-25,1406.9126924702891
2012-04-26,1428.5258084656741
2012-04-27,1433.2702542278744
2012-04-30,1465.2891032224084
2012-05-01,1465.2891032224084
2012-05-02,1473.5279958912813
2012-05-03,1471.6756088819093
2012-05-04,1459.8404477308716
2012-05-07,1459.8404477308716
2012-05-08,1463.293108481897
2012-05-09,1423.2783324418303
2012-05-10,1394.8450987709339
2012-05-11,1391.3224647449715
2012-05-14,1366.2541836498942
2012-05-15,1386.2985788468118
2012-05-16,1361.0741102688892
2012-05-17,1370.2407540808101
2012-05-18,1354.0595315041878
2012-05-21,1321.7926252020384
2012-05-22,1302.7306077282165
2012-05-23,1283.7391144068367
2012-05-24,1304.4271701640323
2012-05-25,1305.2976400686134
2012-05-28,1314.7741881084619
2012-05-29,1322.4882906616392
2012-05-30,1301.4533133611033
2012-05-31,1311.1803695254996
2012-06-01,1261.3471402658276
2012-06-04,1261.3471402658276
2012-06-05,1243.6374913459447
2012-06-06,1270.6085391723063
2012-06-07,1289.0554094717697
2012-06-08,1297.1568377663814
2012-06-11,1340.8411985253633
2012-06-12,1329.894857519443
2012-06-13,1330.7373360162137
2012-06-14,1317.0160677559902
2012-06-15,1341.521174461093
2012-06-18,1336.351429690335
2012-06-19,1356.7597690606065
2012-06-20,1356.6750951739048
2012-06-21,1318.8294500820443
2012-06-22,1315.0322704264254
2012-06-25,1299.5410057301935
2012-06-26,1303.8464681678097
2012-06-27,1324.2306528006948
2012-06-28,1332.9531913250362
