Date,INDONESIA ESG LEADERS
2010-08-31,1000.0
2010-09-01,1032.109068173292
2010-09-02,1023.0782822435286
2010-09-03,1035.3272241940986
2010-09-06,1057.8482134387075
2010-09-07,1065.9922400264545
2010-09-08,1067.116517159982
2010-09-09,1067.1165171599819
2010-09-10,1067.1165171599816
2010-09-13,1067.1165171599814
2010-09-14,1070.5036227106061
2010-09-15,1132.8157178687386
2010-09-16,1120.3537013531563
2010-09-17,1122.9558540912728
2010-09-20,1111.7273454145445
2010-09-21,1102.2906924429826
2010-09-22,1097.5590500358876
2010-09-23,1096.8045132705945
2010-09-24,1117.8248040047497
2010-09-27,1141.9663457757447
2010-09-28,1136.9555284757375
2010-09-29,1146.5268412602356
2010-09-30,1145.734851858681
2010-10-01,1169.4428235490677
2010-10-04,1178.1388822547751
2010-10-05,1180.3126608592092
2010-10-06,1183.8137677383484
2010-10-07,1173.889870584527
2010-10-08,1150.0117096419854
2010-10-11,1151.9157237630834
2010-10-12,1154.9017411900463
2010-10-13,1166.0918307617897
2010-10-14,1165.6907899707999
2010-10-15,1151.8517659540814
2010-10-18,1143.337959039262
2010-10-19,1153.596920632766
2010-10-20,1148.6687963157756
2010-10-21,1149.5888508314913
2010-10-22,1157.3917363242097
2010-10-25,1181.9653277677849
2010-10-26,1190.0629467529454
2010-10-27,1177.5840259859492
2010-10-28,1180.6940507824536
2010-10-29,1184.471744692693
2010-11-01,1188.8956721860434
2010-11-02,1176.4638978014086
2010-11-03,1169.072790567131
2010-11-04,1175.021077824619
2010-11-05,1181.8640302313197
2010-11-08,1196.6051360333377
2010-11-09,1210.0817971427591
2010-11-10,1212.9991554621824
2010-11-11,1202.6133876820636
2010-11-12,1176.6952529158486
2010-11-15,1159.6142359516814
2010-11-16,1175.2360651944712
2010-11-17,1175.2360651944712
2010-11-18,1172.108218259875
2010-11-19,1184.0053489560876
2010-11-22,1183.9163126980902
2010-11-23,1151.6646089520782
2010-11-24,1141.4319506951265
2010-11-25,1152.0060932150757
2010-11-26,1122.5110971222348
2010-11-29,1117.0363245290737
2010-11-30,1078.8556078397864
2010-12-01,1113.7943850863958
2010-12-02,1137.6408074016301
2010-12-03,1136.4091761376812
2010-12-06,1140.7411926674797
2010-12-07,1140.7411926674797
2010-12-08,1147.795741030687
2010-12-09,1141.8547745680598
2010-12-10,1127.456962816924
2010-12-13,1111.935432051244
2010-12-14,1110.2974580535736
2010-12-15,1101.7858250609656
2010-12-16,1065.8670063485258
2010-12-17,1071.0977813756822
2010-12-20,1070.0023324150804
2010-12-21,1094.9999859441964
2010-12-22,1084.8059525863432
2010-12-23,1080.1793894353011
2010-12-24,1080.1793894353011
2010-12-27,1089.2744720663359
2010-12-28,1098.5362087130495
2010-12-29,1113.1479007651267
2010-12-30,1113.3939020720475
2010-12-31,1111.5403051207625
2011-01-03,1118.4384952822868
2011-01-04,1121.8006586543568
2011-01-05,1130.7338774510906
2011-01-06,1106.4078338644222
2011-01-07,1061.1226236627044
2011-01-10,1006.5192020569099
2011-01-11,994.485288701823
2011-01-12,1029.927744347646
2011-01-13,1026.7773848844724
2011-01-14,1032.7523587484066
2011-01-17,1021.9169674288394
2011-01-18,1025.555793709675
2011-01-19,1027.6982249958614
2011-01-20,1003.3436783132844
2011-01-21,980.69065378572
2011-01-24,979.6789501239674
2011-01-25,1017.3186905894219
2011-01-26,1046.0481962231695
2011-01-27,1047.017317325776
2011-01-28,1039.8122946507672
2011-01-31,1003.6586524420311
2011-02-01,1011.7427867729049
2011-02-02,1028.217994497213
2011-02-03,1028.217994497213
2011-02-04,1037.6629322036513
2011-02-07,1047.2717411160613
2011-02-08,1044.9221166992768
2011-02-09,1025.908634627846
2011-02-10,1011.7365704015803
2011-02-11,1021.8430303660149
2011-02-14,1037.0177774631982
2011-02-15,1037.0177774631982
2011-02-16,1036.69791911123
2011-02-17,1043.0935146294203
2011-02-18,1071.0205340340824
2011-02-21,1078.5433792858512
2011-02-22,1060.5205663231736
2011-02-23,1070.1720708126597
2011-02-24,1053.6577870601013
2011-02-25,1059.291091983999
2011-02-28,1071.6633851440204
2011-03-01,1092.1779145957826
2011-03-02,1089.6017016706967
2011-03-03,1096.6924612028724
2011-03-04,1121.8206816978068
2011-03-07,1130.9744371162865
2011-03-08,1129.9068332706117
2011-03-09,1139.984255838283
2011-03-10,1137.3951162567378
2011-03-11,1116.7318088889012
2011-03-14,1126.3445193424006
2011-03-15,1103.183125190395
2011-03-16,1104.8724566660528
2011-03-17,1086.0514534499332
2011-03-18,1085.5807284775533
2011-03-21,1103.3551125712606
2011-03-22,1103.31307682792
2011-03-23,1118.998294710795
2011-03-24,1139.7507893859909
2011-03-25,1147.360498320019
2011-03-28,1141.7869801029844
2011-03-29,1133.6222055439016
2011-03-30,1148.4200972916242
2011-03-31,1174.0456529989817
2011-04-01,1186.7520891915112
2011-04-04,1185.4833183789874
2011-04-05,1178.9171636153624
2011-04-06,1196.7209330125825
2011-04-07,1196.6126826371824
2011-04-08,1198.0998166666225
2011-04-11,1199.0645739855547
2011-04-12,1190.8613105285783
2011-04-13,1193.965701386169
2011-04-14,1184.9079999862684
2011-04-15,1195.793808433278
2011-04-18,1194.8206628024643
2011-04-19,1197.8856101619479
2011-04-20,1234.2302060281331
2011-04-21,1236.5454580258086
2011-04-22,1236.5454580258086
2011-04-25,1232.1531081379287
2011-04-26,1218.224931891601
2011-04-27,1234.4801131783313
2011-04-28,1243.445960658167
2011-04-29,1241.8447469589166
2011-05-02,1258.7721468261893
2011-05-03,1243.7940646808509
2011-05-04,1245.2633376301042
2011-05-05,1232.196791399272
2011-05-06,1227.663307527058
2011-05-09,1221.5532892294245
2011-05-10,1229.924144451584
