Date,EMERGING MARKETS+CHINA A ONSH SMALL CAP
2004-12-01,1000.0
2004-12-02,1005.606621688732
2004-12-03,1005.1896182673242
2004-12-06,1009.5557074461888
2004-12-07,1003.0698523215726
2004-12-08,995.0313721484691
2004-12-09,991.8653044866742
2004-12-10,983.1282788967123
2004-12-13,987.7075911614108
2004-12-14,992.2500253665718
2004-12-15,1000.1477578698524
2004-12-16,1002.3655002571228
2004-12-17,1001.5714549460644
2004-12-20,1005.7652516022098
2004-12-21,1007.9716791495146
2004-12-22,1014.1088648382889
2004-12-23,1014.4568394349016
2004-12-24,1017.9304863595842
2004-12-27,1019.6631330888034
2004-12-28,1021.6529509178367
2004-12-29,1025.90430290673
2004-12-30,1032.4357210238888
2004-12-31,1038.2956050589642
2005-01-03,1038.214251523742
2005-01-04,1024.3288868954835
2005-01-05,1016.5782586903588
2005-01-06,1006.7509708207791
2005-01-07,1009.4543054047259
2005-01-10,1012.1299557910486
2005-01-11,1016.1446811590923
2005-01-12,1012.5020981424393
2005-01-13,1017.5550590153109
2005-01-14,1016.7257990412475
2005-01-17,1017.6395820747589
2005-01-18,1015.3675530328484
2005-01-19,1018.0140693414386
2005-01-20,1008.4667287105258
2005-01-21,1012.4753890285448
2005-01-24,1017.4291510899881
2005-01-25,1014.4125522707765
2005-01-26,1020.5835633941529
2005-01-27,1021.1873895231579
2005-01-28,1025.5569892470912
2005-01-31,1031.7143174278888
2005-02-01,1027.3083353152651
2005-02-02,1039.006211745307
2005-02-03,1040.402396307148
2005-02-04,1047.7188198491554
2005-02-07,1051.4459553715842
2005-02-08,1048.059857547292
2005-02-09,1049.5461095354758
2005-02-10,1049.4376723871758
2005-02-11,1054.9819864304334
2005-02-14,1065.7674998806315
2005-02-15,1068.415766374339
2005-02-16,1072.4550066546535
2005-02-17,1076.3599784221688
2005-02-18,1080.923774807438
2005-02-21,1088.245559343338
2005-02-22,1094.8343932522657
2005-02-23,1098.095683084417
2005-02-24,1105.2552315156593
2005-02-25,1107.2245774393296
2005-02-28,1116.3286653900266
2005-03-01,1117.1792968257917
2005-03-02,1114.9912428263572
2005-03-03,1119.8373312696397
2005-03-04,1124.152276855769
2005-03-07,1127.857686252889
2005-03-08,1128.5708250216626
2005-03-09,1132.7540015257198
2005-03-10,1125.8112807227847
2005-03-11,1131.302784980488
2005-03-14,1121.1854699483283
2005-03-15,1100.246829949813
2005-03-16,1096.3272712296964
2005-03-17,1086.964983986733
2005-03-18,1082.386824722257
2005-03-21,1077.0938005059506
2005-03-22,1067.5323057188546
2005-03-23,1052.8753480721605
2005-03-24,1048.8458163545474
2005-03-25,1053.8250806019157
2005-03-28,1049.3310469126623
2005-03-29,1032.7848064956147
2005-03-30,1031.986307637911
2005-03-31,1044.9645644069624
2005-04-01,1060.0830106712906
2005-04-04,1049.3829211049222
2005-04-05,1047.3153461813395
2005-04-06,1053.684590004023
2005-04-07,1058.3271557197177
2005-04-08,1061.1978120401418
2005-04-11,1057.6850644113408
2005-04-12,1051.7914820360256
2005-04-13,1061.055259075491
2005-04-14,1043.6860373256632
2005-04-15,1030.241551547502
2005-04-18,1009.6692512694135
2005-04-19,1022.7611006719867
2005-04-20,1021.1574827468467
2005-04-21,1022.6885720053617
2005-04-22,1025.23298433935
2005-04-25,1023.1038973430261
2005-04-26,1026.1229102109673
2005-04-27,1017.3463391129911
2005-04-28,1012.1699148762506
2005-04-29,1011.1292522048261
2005-05-02,1012.4555337332486
2005-05-03,1013.7336366418324
2005-05-04,1025.4758176957187
2005-05-05,1033.4878213283396
2005-05-06,1037.4234956596342
2005-05-09,1030.5029351957792
2005-05-10,1025.8577739860436
2005-05-11,1019.4979979503802
2005-05-12,1014.8807889172485
2005-05-13,1012.9536386821649
2005-05-16,1006.2213087118697
2005-05-17,1005.7839649128697
2005-05-18,1011.6049383453726
2005-05-19,1020.1461843157966
2005-05-20,1015.4971210126715
2005-05-23,1010.5624955567889
2005-05-24,1014.3674635144388
2005-05-25,1011.755681710009
2005-05-26,1012.5684899020912
2005-05-27,1022.0841227910993
2005-05-30,1025.4256255895236
2005-05-31,1024.1528794595406
2005-06-01,1020.5644004264057
2005-06-02,1026.4699948994567
